mof,AATS8m,ATSC6c,ATSC2d,ATSC4d,ATSC8d,ATSC1p,ATSC3p,ATSC1i,ATSC3i,AATSC0m,AATSC8v,GATS3c,GATS4dv,GATS1v,GATS5p,BCUTm-1l,MINdssC,AETA_eta_FL,ZMIC1,GGI10,AtomicNumber,AtomicMass,AtomicRadius,Mulliken EN,Polarizability,Electron affinity,IonizationEnergy,Density,Mr,Boiling point,Permittivity,LogP,HBD,HBA,MPC,pH,Temperature,Time,Target
SUWQEI_clean,53.11604345,-0.035544505,-2.32,-3.54,0,-0.312419267,-0.146509697,-6.672990632,5.60363627,31.17136264,12.40347996,0.904965454,0.891739675,0.854775937,1.147887577,11.70999665,-1.201626316,0.336279042,31.98506523,0,29,63.546,140,4.48,6.7,119,7.726,8.933,18.015,100,78.5,-1.38,1,1,0.82,2,150,72,1590.051097
TORXAB_clean,53.11604345,0,-0.408163265,0,0,-0.198654853,0.086569208,-1.749438746,-0.549640074,32.85428755,12.40347996,0.803090622,1.07858334,0.831823579,0.986918241,11.98861917,-1.201626316,0.337119466,14.43782531,0,29,63.546,140,4.48,6.7,119,7.726,8.933,18.015,100,78.5,-1.38,1,1,0.82,,150,72,166.5364852
WOSHET_clean,75.67218394,0.33855209,-3.129684711,-1.639500297,-3.014277216,-0.199735686,-1.400057735,-7.306105027,-13.15902897,29.95510356,-4.591063592,0.768528562,1.101916803,0.769743559,0.816552828,11.73515095,-1.201626316,0.327697611,54.17868545,0.055308642,29,63.546,140,4.48,6.7,119,7.726,8.933,41.052,81.6,37.5,-0.34,0,1,0.26,11,150,72,120.9277252
COVYIX_clean,1.016064,0.640346379,-4.111111111,-1.777777778,0.444444444,0.82618979,-2.226927701,4.879682183,-13.6613542,36.15315736,75.66463763,0.633909222,1.278409091,0.736398353,1.108356189,11.70028359,-1.126759259,0.298157506,33.93016113,0,29,63.546,140,4.48,6.7,119,7.726,8.933,18.015,100,78.5,-1.38,1,1,0.82,11,160,96,1.050534345
GIKMOD_clean,1.016064,1.8648871,-5.181818182,0.785123967,1.58677686,-0.054221117,-3.440589407,4.280932788,-18.11075218,55.6760607,85.00198564,0.607612301,1.237112221,0.746526222,1.699057641,11.70021885,-1.492592593,0.282315384,38.13194901,0,29,63.546,140,4.48,6.7,119,7.726,8.933,18.015,100,78.5,-1.38,1,1,0.82,11,160,96,9.45543596
NETYIV_clean,53.11604345,-0.035544505,-2.32,-3.54,0,-0.312419267,-0.146509697,-6.672990632,5.60363627,31.17136264,12.40347996,0.904965454,0.891739675,0.854775937,1.147887577,11.70999665,-1.201626316,0.336279042,31.98506523,0,29,63.546,140,4.48,6.7,119,7.726,8.933,18.015,100,78.5,-1.38,1,1,0.82,2,165,96,2361.738142
DOKHIV_clean,1.016064,2.000772516,-4.836734694,-1.285714286,1.530612245,1.22017302,-2.855387314,7.048205643,-17.17443023,35.1171682,81.72840318,0.597938845,1.210144928,0.665297038,1.504254123,11.69541116,-1.374444444,0.29112234,43.31347594,0,29,63.546,140,4.48,6.7,119,7.726,8.933,46.068,78.2,24.5,-0.31,1,1,0.3,,180,12,285.1856064
DOKHOB_clean,53.11604345,-0.035544505,-2.32,-3.54,0,-0.312419267,-0.146509697,-6.672990632,5.60363627,31.17136264,12.40347996,0.904965454,0.891739675,0.854775937,1.147887577,11.70999665,-1.201626316,0.336279042,31.98506523,0,29,63.546,140,4.48,6.7,119,7.726,8.933,46.068,78.2,24.5,-0.31,1,1,0.3,,180,12,283.5735135
AZAVUU_clean,68.0962344,0.185115834,-2.4,19.2,-19.2,4.096128214,-1.247519965,24.78154233,-7.245787908,32.641811,-1.259453027,0.55723264,1.063968121,0.704533239,0.729862136,11.65651154,-1.186027709,0.301112063,171.525739,1.486378941,29,63.546,140,4.48,6.7,119,7.726,8.933,73.0938,153,36.7,-1.01,0,1,0.22,,180,24,731.8013806
AZAWAB_clean,68.0962344,0.185115834,-2.4,19.2,-19.2,4.096128214,-1.247519965,24.78154233,-7.245787908,32.641811,-1.259453027,0.55723264,1.063968121,0.704533239,0.729862136,11.65651154,-1.186027709,0.301112063,171.525739,1.486378941,29,63.546,140,4.48,6.7,119,7.726,8.933,101.147,177,9.2,-0.52,0,1,0.2,,180,24,868.2703106
REYMOZ_clean,1.016064,2.000772516,-4.836734694,-1.285714286,1.530612245,1.22017302,-2.855387314,7.048205643,-17.17443023,35.1171682,81.72840318,0.597938845,1.210144928,0.665297038,1.504254123,11.69541116,-1.374444444,0.29112234,43.31347594,0,29,63.546,140,4.48,6.7,119,7.726,8.933,18.015,100,78.5,-1.38,1,1,0.82,,180,24,2166.067557
RIFGAQ_clean,1.016064,2.000772516,-4.836734694,-1.285714286,1.530612245,1.22017302,-2.855387314,7.048205643,-17.17443023,35.1171682,81.72840318,0.597938845,1.210144928,0.665297038,1.504254123,11.69541116,-1.374444444,0.29112234,43.31347594,0,29,63.546,140,4.48,6.7,119,7.726,8.933,18.015,100,78.5,-1.38,1,1,0.82,,180,24,2209.332991
ASUKEE01_clean,53.11604345,-0.035544505,-2.32,-3.54,0,-0.312419267,-0.146509697,-6.672990632,5.60363627,31.17136264,12.40347996,0.904965454,0.891739675,0.854775937,1.147887577,11.70999665,-1.201626316,0.336279042,31.98506523,0,29,63.546,140,4.48,6.7,119,7.726,8.933,18.015,100,78.5,-1.38,1,1,0.82,7,180,72,180.3766697
WEGKIE_clean,1.016064,2.000772516,-4.836734694,-1.285714286,1.530612245,1.22017302,-2.855387314,7.048205643,-17.17443023,35.1171682,81.72840318,0.597938845,1.210144928,0.665297038,1.504254123,11.69541116,-1.374444444,0.29112234,43.31347594,0,29,63.546,140,4.48,6.7,119,7.726,8.933,18.015,100,78.5,-1.38,1,1,0.82,14,180,72,1392.202018
WURNOO_clean,80.756181,0.05004531,-4.767361111,-1.626736111,-0.685763889,0.414690494,-1.272218524,0.163673221,-3.720835241,33.12236148,-16.56632117,0.65728106,1.09034788,0.794113787,0.982830329,11.69223715,-0.906223755,0.316205373,37.00025104,0,29,63.546,140,4.48,6.7,119,7.726,8.933,18.015,100,78.5,-1.38,1,1,0.82,5,180,312,688.67987
FATQID_clean,65.51237524,0.009892684,-9.017531045,2.623813002,4.242512783,1.103211116,-3.495574228,4.432819452,-24.10192033,32.93368441,-2.034755681,0.593750556,1.100790298,0.751266874,0.827245151,11.68815475,-0.965790779,0.308499091,60.97575045,0.099173554,29,63.546,140,4.48,6.7,119,7.726,8.933,73.0938,153,36.7,-1.01,0,1,0.22,1,85,24,3552.722437
GUCHUJ_clean,13.1048064,-0.220375506,-0.875,-11.25,5.625,1.607785695,-1.434921216,9.126289891,-9.325384487,33.54745824,18.48932439,0.654480144,1.043013891,0.601202732,1.081050527,11.6902141,-1.660334467,0.288201079,54.15839793,0,29,63.546,140,4.48,6.7,119,7.726,8.933,18.015,100,78.5,-1.38,1,1,0.82,14,150,24,531.7370598
KIJRUS_clean,65.19217464,0.119701634,-17.28414901,13.24616508,5.072315559,2.929515384,-5.33360679,17.69268516,-29.61348421,32.45833314,0.1344483,0.566222073,1.043498656,0.724422023,0.810825685,11.66977901,-1.035528542,0.302508192,139.2300039,0.396286093,29,63.546,140,4.48,6.7,119,7.726,8.933,73.0938,153,36.7,-1.01,0,1,0.22,2,60,48,3197.342366
MOYYEF_clean,63.35518831,0.069700396,-6.265306122,-0.530612245,1.408163265,1.136916934,-2.346142607,6.872833699,-13.72631812,34.22076092,1.872638845,0.603189781,1.138695652,0.746144634,0.942817768,11.68500727,-0.987031368,0.302822927,51.05277609,0,29,63.546,140,4.48,6.7,119,7.726,8.933,73.0938,153,36.7,-1.01,0,1,0.22,,60,48,1818.390376
ONIXOZ_clean,88.02301753,2.29844053,-12.96,8.64,-31.2,3.428810199,-5.970323615,20.61053292,-32.82925931,33.23412061,6.043474162,0.552391461,0.98738868,0.66831864,1.04545095,11.6717852,-1.420141844,0.294105668,118.2867643,0.843587389,29,63.546,140,4.48,6.7,119,7.726,8.933,73.0938,153,36.7,-1.01,0,1,0.22,0,65,48,1971.40398
LUSYEF_clean,71.36183293,1.289919147,-5.12,-2.08,-2.96,2.520881487,-2.62294545,15.23683215,-14.65073869,32.97478883,-3.203773895,0.539530935,1.01981785,0.686331657,1.131134062,11.65520609,-1.266702424,0.298227077,96.18921547,0.148964391,29,63.546,140,4.48,6.7,119,7.726,8.933,73.0938,153,36.7,-1.01,0,1,0.22,1,70,48,2748.281133
PELRIJ_clean,89.92814033,2.329085359,-16.93197279,6.503401361,-12.74829932,2.110173167,-7.126626862,10.37138019,-52.82069864,33.79963494,-0.077318842,0.778073004,1.135112782,0.739837969,0.900620969,11.69531171,-1.141255073,0.303931194,100.8598597,0.507805326,29,63.546,140,4.48,6.7,119,7.726,8.933,73.0938,153,36.7,-1.01,0,1,0.22,1,70,48,3337.491297
NUBPIL_clean,8.78976,0.270799808,-4.8336,0.9376,5.0464,0.255129408,-2.289018009,-7.217512053,-9.34458852,34.18868896,23.75886622,0.694804765,0.97540107,0.784985542,1.039465028,11.69965508,-1.171791383,0.305087282,33.53817141,0,29,63.546,140,4.48,6.7,119,7.726,8.933,73.0938,153,36.7,-1.01,0,1,0.22,2,80,48,3542.556493
MAQRAA_clean,1.016064,0.764947356,-2.973333333,-3.382222222,0.537777778,1.530571154,-5.553225414,6.476948229,-18.63677144,63.03764033,93.98528538,0.598416783,1.077299221,0.58095194,0.59828359,11.7565876,-1.094907407,0.260281625,32.07349969,0,29,63.546,140,4.48,6.7,119,7.726,8.933,87.12,165,37.8,-0.77,0,1,0.25,,110,48,1086.653229
LUMZEA_clean,53.11604345,-0.3706619,-4.826666667,-1.057777778,0,0.337035973,-0.736177238,1.401537443,-4.069340252,44.29142012,12.40347996,0.820698548,1.102072011,0.958036659,0.419917678,11.84494266,-1.516296296,0.226451877,25.04925934,0,29,63.546,140,4.48,6.7,119,7.726,8.933,18.015,100,78.5,-1.38,1,1,0.82,,120,50,249.9337661
GEGDED_clean,91.38506109,1.843019084,-23.5083737,7.440276817,-37.4350173,2.254521378,-15.37328502,11.88118097,-91.58612113,36.40723837,-10.07380172,0.818773528,1.124521324,0.796462713,1.105121984,11.69992443,-1.544579416,0.278447818,127.5590107,1.288031833,29,63.546,140,4.48,6.7,119,7.726,8.933,18.015,100,78.5,-1.38,1,1,0.82,0,60,72,2247.071999
DICKEH_clean,83.07527427,1.316371048,-11.45486111,-1.243055556,-11.94444444,2.347345595,-4.60443034,14.22437902,-26.26342108,31.48691766,-1.69498062,0.594666589,1.145510996,0.655471935,1.118292021,11.65093769,-1.265329407,0.300091748,81.99707259,0.272217121,29,63.546,140,4.48,6.7,119,7.726,8.933,73.0938,153,36.7,-1.01,0,1,0.22,0,65,72,4434.829876
HULCOI_clean,81.84754151,0.379192788,-16.52662722,-4.775147929,7.26035503,3.206836418,-7.296510381,8.970031443,-43.87330381,34.53942746,8.343618957,0.857213894,0.983164564,0.69947326,1.059480954,11.69964619,-1.490421576,0.29802957,123.8109008,0.644628099,29,63.546,140,4.48,6.7,119,7.726,8.933,73.0938,153,36.7,-1.01,0,1,0.22,1,75,72,3553.357281
ODEZAB_clean,71.49587632,0.045637553,4.903686088,-4.756242568,-15.31510107,1.63893341,-1.690659898,9.307044581,-9.738659981,34.83832983,-11.66375656,0.644106875,1.000331523,0.773304031,1.134094665,11.65499248,-1.317039392,0.293159468,90.05298141,0.305887154,29,63.546,140,4.48,6.7,119,7.726,8.933,73.0938,153,36.7,-1.01,0,1,0.22,2,80,72,2242.744937
PORVID_clean,13.1048064,-0.220375506,-0.875,-11.25,5.625,1.607785695,-1.434921216,9.126289891,-9.325384487,33.54745824,18.48932439,0.654480144,1.043013891,0.601202732,1.081050527,11.6902141,-1.660334467,0.288201079,54.15839793,0,29,63.546,140,4.48,6.7,119,7.726,8.933,18.015,100,78.5,-1.38,1,1,0.82,1,80,72,952.5245557
MAYKOO_clean,61.38343112,0.193892297,-9.659131469,4.390838786,6.661511005,1.830573372,-3.405143359,11.06537586,-19.34675038,33.59586888,0.828762071,0.581459593,1.075385135,0.721455881,0.899608927,11.67753328,-1.094988662,0.300469642,76.54614479,0.099173554,29,63.546,140,4.48,6.7,119,7.726,8.933,73.0938,153,36.7,-1.01,0,1,0.22,2,85,72,3180.122226
FABGOG_clean,1.016064,-0.119039071,-3.015625,0.453125,0.390625,0.009365799,-1.084244076,-6.084790181,-5.52556799,36.47404486,64.34233274,0.798668268,0.846938776,0.852020157,1.042709984,11.75767565,-0.963333333,0.298134355,20.5,0,29,63.546,140,4.48,6.7,119,7.726,8.933,32.042,64.7,32.7,-0.77,1,1,0.32,,90,72,62.71708303
PEKZIP_clean,53.11604345,-0.035544505,-2.32,-3.54,0,-0.312419267,-0.146509697,-6.672990632,5.60363627,31.17136264,12.40347996,0.904965454,0.891739675,0.854775937,1.147887577,11.70999665,-1.201626316,0.336279042,31.98506523,0,29,63.546,140,4.48,6.7,119,7.726,8.933,18.015,100,78.5,-1.38,1,1,0.82,,180,72,279.2381383
GUHMIH_clean,60.02731043,-0.284171125,-4.671280277,-4.131487889,1.937716263,-0.390881375,-1.832758834,-11.68192988,-17.32828896,34.76132312,9.672545737,1.059861772,1.402061856,0.933150398,1.074713567,11.73782699,-0.214141891,0.298076864,39.58634066,0.033057851,29,63.546,140,4.48,6.7,119,7.726,8.933,18.015,100,78.5,-1.38,1,1,0.82,2,120,96,4985.193567
ADASEF_clean,68.89529656,0.801970809,-7.520661157,-0.190082645,7.719008264,1.552139553,-2.901076165,25.37247016,-16.14636138,32.29094881,7.865416404,0.597763735,1.036308551,0.685421106,1.094416956,11.68288959,-1.181755121,0.305052413,52.25189095,0.096922763,29,63.546,140,4.48,6.7,119,7.726,8.933,73.0938,153,36.7,-1.01,0,1,0.22,,75,40,4172.017438
AVUDAX_clean,57.37767829,-0.011673206,-7.633136095,0.568047337,0.319526627,-1.761160306,-5.807506657,-24.64077885,-21.90038749,33.26047621,-4.202950035,0.691090568,0.894338381,0.978958651,1.367081186,11.69586262,-1.201626316,0.300615189,50.43772603,0,29,63.546,140,4.48,6.7,119,7.726,8.933,32.042,64.7,32.7,-0.77,1,1,0.32,,25,672,1132.451638
BAHGUN02_clean,53.11604345,-0.028679387,-2.87755102,-1.076530612,0,0.118706081,-1.240526058,-2.403599661,-5.761308638,35.44306652,12.40347996,0.738056826,1.30875153,0.828023649,0.404065107,11.7355373,-0.919074074,0.318906442,19.93194522,0,29,63.546,140,4.48,6.7,119,7.726,8.933,18.015,100,78.5,-1.38,1,1,0.82,,180,72,62.02299077
BEXVEH_clean,93.59317444,1.460474737,-8.282548476,-4.537396122,1.529085873,1.488882553,-5.46662071,8.445291881,-32.15026078,35.59670957,-2.576443657,0.686072733,1.084038287,0.742263203,1.243975406,11.69558835,-1.348159244,0.289187371,61.3564046,0.363228242,29,63.546,140,4.48,6.7,119,7.726,8.933,87.12,165,37.8,-0.77,0,1,0.25,1,80,48,2838.235388
BOWNUY_clean,97.14666877,0.278653294,-5,2,2,1.247984928,-2.279572015,34.15383287,-19.49139683,26.24686733,4.551976569,0.634000692,1.065448113,0.596739843,1.305325151,11.6950539,-1.201626316,0.317105521,41.96391252,0,29,63.546,140,4.48,6.7,119,7.726,8.933,73.0938,153,36.7,-1.01,0,1,0.22,1,85,48,2170.133353
BUQWER_clean,53.11604345,-0.033885277,-2.87755102,-0.433673469,0,0.118706081,-1.812354048,-2.403599661,-13.41592119,35.44306652,12.40347996,0.842492021,1.280905753,0.828023649,0.801980911,11.73798302,-0.941574074,0.31885255,19.93194522,0,29,63.546,140,4.48,6.7,119,7.726,8.933,73.0938,153,36.7,-1.01,0,1,0.22,2,25,336,418.1646902
CUGVUX_clean,1.016064,2.000772516,-4.836734694,-1.285714286,1.530612245,1.22017302,-2.855387314,7.048205643,-17.17443023,35.1171682,81.72840318,0.597938845,1.210144928,0.665297038,1.504254123,11.69541116,-1.374444444,0.29112234,43.31347594,0,29,63.546,140,4.48,6.7,119,7.726,8.933,18.015,100,78.5,-1.38,1,1,0.82,14,120,96,3.85805045
DANROC_clean,1.016064,2.291854615,-4.026465028,-1.474480151,0.686200378,0.447855742,-0.499168847,2.334928878,-1.194691026,42.77202181,48.2960994,0.698263468,0.897993827,1.052494844,0.845502968,11.81024717,-1.1875,0.207284464,38.18304236,0,29,63.546,140,4.48,6.7,119,7.726,8.933,73.0938,153,36.7,-1.01,0,1,0.22,11,25,168,734.0452643
DARBUU_clean,53.11604345,0,0,0,0,-0.274997807,0,-3.499322693,0,32.66933622,12.40347996,0.732577445,1.07858334,1.069928838,0.986918241,11.9639622,-1.201626316,0.440371521,7.39649167,0,29,63.546,140,4.48,6.7,119,7.726,8.933,72.106,66,7.6,0.46,0,1,0.28,,120,72,729.1137626
DEJCIF_clean,53.11604345,-0.491035527,-1.335640138,-8.373702422,0,0.512871546,-1.466529157,-0.439374212,-11.03563284,34.82995965,12.40347996,0.809553411,1.069325248,0.736011925,0.75428241,11.72649703,-1.291203704,0.306211469,28.40322139,0,29,63.546,140,4.48,6.7,119,7.726,8.933,73.0938,153,36.7,-1.01,0,1,0.22,,85,12,720.126148
DITYEM_clean,51.70665914,0.036787486,-1.832840237,-1.76035503,0.420118343,-0.2483219,-1.522806969,-5.751253271,-22.78399667,30.94378695,-13.48852576,0.848600766,1.133426568,0.803824031,0.65712745,11.73469943,-1.201626316,0.330337345,36.83419045,0,29,63.546,140,4.48,6.7,119,7.726,8.933,18.015,100,78.5,-1.38,1,1,0.82,,160,72,20.58163897
EBATUZ_clean,78.85352757,1.503691935,-11.76331361,5.017751479,1.153846154,2.729980816,-6.157269545,16.52945721,-33.65676375,32.01388708,-5.095670054,0.548295413,0.989552239,0.657395218,1.029307713,11.65929642,-1.222474866,0.277807101,102.3449071,0.165085195,29,63.546,140,4.48,6.7,119,7.726,8.933,73.0938,153,36.7,-1.01,0,1,0.22,0,85,24,3873.950566
EJOQUR_clean,93.48307262,-0.337204778,-2.031020408,-11.05795918,-14.51265306,1.530397236,-2.454582235,8.652283475,-16.27663696,34.19303303,-2.544448788,0.839718066,1.026975321,0.691578945,0.944328905,11.69913061,-1.568659979,0.296358421,63.80837561,0,29,63.546,140,4.48,6.7,119,7.726,8.933,73.0938,153,36.7,-1.01,0,1,0.22,,85,16,1855.07937
ENESOH_clean,61.49906705,0.030283831,-4.264650284,-1.060491493,0.119092628,-0.608160322,-0.742784362,-3.411955543,6.117594345,34.02474778,7.62831521,1.003261367,0.953898886,0.929630056,1.056808907,11.74736802,-0.198796296,0.31553255,23.79349876,0,29,63.546,140,4.48,6.7,119,7.726,8.933,18.015,100,78.5,-1.38,1,1,0.82,,85,96,3508.993971
EPOTAF_clean,62.82975622,2.350092844,-23.71401764,15.81159692,-10.15575155,0.655031667,-12.87950331,2.773753865,-77.24536912,36.34309262,13.36955541,0.93666343,1.311446484,0.870786255,1.024672079,11.70539645,-1.094586508,0.282572123,102.0585724,0.494643404,29,63.546,140,4.48,6.7,119,7.726,8.933,73.0938,153,36.7,-1.01,0,1,0.22,2,80,24,5180.002816
EXOZIB_clean,63.18022642,3.207485151,-0.852071006,-1.01183432,4.615384615,-1.18278519,-1.932030257,-28.75111707,-40.53522214,40.56704961,-6.020746396,1.122523781,1.369892473,1.086548557,1.152918478,11.86513274,-1.290118575,0.237696144,60.37816043,0,29,63.546,140,4.48,6.7,119,7.726,8.933,18.015,100,78.5,-1.38,1,1,0.82,,25,504,2225.966414
FECXES_clean,91.38506109,1.843019084,-23.5083737,7.440276817,-37.4350173,2.254521378,-15.37328502,11.88118097,-91.58612113,36.40723837,-10.07380172,0.818773528,1.124521324,0.796462713,1.105121984,11.69992443,-1.544579416,0.278447818,127.5590107,1.288031833,29,63.546,140,4.48,6.7,119,7.726,8.933,18.015,100,78.5,-1.38,1,1,0.82,1,100,72,2284.411146
GAWMAU_clean,66.90476508,-2.278394702,-1.027681661,-0.560553633,-21.53979239,-1.240343814,0.920555233,-43.90265114,-27.96151288,39.59466359,6.545302136,0.72164596,0.866019156,1.015730934,1.162873917,11.89922978,-1.527205215,0.270371122,83.52253268,0,29,63.546,140,4.48,6.7,119,7.726,8.933,18.015,100,78.5,-1.38,1,1,0.82,11,25,168,0.798640449
GEWXAJ_clean,53.11604345,0,-2.36,0.84,0,-0.358691196,-1.493464599,-7.348951597,1.244565479,37.03984216,12.40347996,0.682359055,1.126126126,0.936226347,0.986918241,11.97930623,-1.201626316,0.314111349,18.5822679,0,29,63.546,140,4.48,6.7,119,7.726,8.933,18.015,100,78.5,-1.38,1,1,0.82,14,120,72,260.6241528
GIXMUX_clean,34.7672395,-0.03465526,-4.444444444,0.666666667,1.333333333,-0.31398036,-1.116558424,-6.610022165,0.025408722,31.25523869,4.173272932,0.968377985,0.821428571,0.876085327,0.759136846,11.71062199,-1.201626316,0.323814601,38.19998711,0,29,63.546,140,4.48,6.7,119,7.726,8.933,18.015,100,78.5,-1.38,1,1,0.82,,100,24,390.3698307
GUJREK_clean,82.74780607,-0.667292106,2.390530438,-12.50800997,12.79458882,0.925294947,-2.425417254,-0.286731082,-17.52130867,42.33409381,3.776008841,0.871086256,1.224799559,0.786562933,0.900300884,11.70503019,-1.014619392,0.28806897,67.06954635,0.188760331,29,63.546,140,4.48,6.7,119,7.726,8.933,18.015,100,78.5,-1.38,1,1,0.82,,140,5,678.7476542
HAWZEM_clean,53.11604345,-0.028679387,-2.87755102,-1.076530612,0,0.118706081,-1.240526058,-2.403599661,-5.761308638,35.44306652,12.40347996,0.738056826,1.30875153,0.828023649,0.404065107,11.7355373,-0.919074074,0.318906442,19.93194522,0,29,63.546,140,4.48,6.7,119,7.726,8.933,73.0938,153,36.7,-1.01,0,1,0.22,,120,120,518.3392
JUTCIM_clean,154.4939034,1.902128467,1.802469136,-1.975308642,-22.02469136,2.696822037,-2.875963834,27.57017615,-29.98615303,25.84178609,-12.33607826,0.602385658,1.099788129,0.646067758,1.231034102,11.68384233,-1.807430959,0.304443693,69.82840836,0.066115702,29,63.546,140,4.48,6.7,119,7.726,8.933,87.12,165,37.8,-0.77,0,1,0.25,7,85,24,2373.76097
KADLOT_clean,81.67981807,-0.021957583,-5.028355388,0.4536862,1.517958412,0.14368353,-2.73216155,-4.392898334,-20.48617016,32.90451017,1.563658247,0.615723289,1.121779884,0.800670138,0.844213215,11.69549498,-0.925128076,0.321326217,33.44201035,0,29,63.546,140,4.48,6.7,119,7.726,8.933,73.0938,153,36.7,-1.01,0,1,0.22,,85,48,1631.819343
LABJUV_clean,52.94695111,-0.00712678,0.059027778,-3.222222222,-1.743055556,-0.247946327,1.373971143,-9.768000383,26.54898977,30.05180466,-7.045278256,0.810601298,0.880106131,0.800611264,0.979488786,11.67242559,-1.201626316,0.328279384,81.2238957,0.03264973,29,63.546,140,4.48,6.7,119,7.726,8.933,41.052,81.6,37.5,-0.34,0,1,0.26,,175,72,124.35929
LAGHIL_clean,53.11604345,-0.033885277,-2.87755102,-0.433673469,0,0.118706081,-1.812354048,-2.403599661,-13.41592119,35.44306652,12.40347996,0.842492021,1.280905753,0.828023649,0.801980911,11.73798302,-0.941574074,0.31885255,19.93194522,0,29,63.546,140,4.48,6.7,119,7.726,8.933,32.042,64.7,32.7,-0.77,1,1,0.32,,65,6,469.4770318
LEVDIB_clean,107.5303877,0.625428875,-3.299307958,-7.726643599,-15.23183391,3.932487925,-4.603857456,23.6149241,-13.01467128,50.26205904,2.008226561,0.602861663,0.946055429,0.61241097,0.999041413,11.64896047,-1.359222516,0.293099512,124.2685655,0.6852362,29,63.546,140,4.48,6.7,119,7.726,8.933,73.0938,153,36.7,-1.01,0,1,0.22,2,90,48,2336.280914
LIKDOA_clean,86.1177771,-0.287650434,-5.972318339,-2.871972318,9.626297578,1.806077424,-3.673591249,10.83989514,-19.59782781,35.42563788,-14.05100491,0.570908657,1.013965022,0.736513562,1.363024861,11.68755663,-1.123836924,0.220053633,42.62019988,0,29,63.546,140,4.48,6.7,119,7.726,8.933,73.0938,153,36.7,-1.01,0,1,0.22,2,65,48,3539.300183
MAQBIS_clean,41.98516645,-1.301979734,12.61157025,-14.59504132,10.7768595,-0.894852696,-0.656034862,-6.651381012,-5.815405354,38.15946039,10.12310373,1.011590685,0.872942574,0.977794349,1.071869461,11.68449421,-1.145087852,0.286595808,56.97207174,0.066115702,29,63.546,140,4.48,6.7,119,7.726,8.933,73.0938,153,36.7,-1.01,0,1,0.22,,70,24,2605.848268
MEHMET_clean,99.04256274,1.682539064,-16,-2.833333333,10.83333333,3.634288348,-6.825763677,22.11490395,-38.47056691,28.56544924,-3.496644433,0.622537857,1.14864564,0.599366163,1.096784381,11.63202193,-1.34189034,0.301938503,120.4360938,0.397306397,29,63.546,140,4.48,6.7,119,7.726,8.933,73.0938,153,36.7,-1.01,0,1,0.22,2,80,48,4584.878521
MUNDAC_clean,1.016064,0.625491246,-4.335640138,0.567474048,0.498269896,0.512871546,-3.044781431,-0.439374212,-24.15715809,34.82995965,79.5168395,0.788266834,1.226578961,0.736011925,1.307669051,11.72990799,-1.189259259,0.304844413,28.40322139,0,29,63.546,140,4.48,6.7,119,7.726,8.933,73.0938,153,36.7,-1.01,0,1,0.22,1,85,48,1206.432136
MUNDOQ_clean,67.95983264,0.048691094,-6.621399177,1.720164609,2.680384088,0.859577486,-3.189835381,2.601777249,-23.09687731,33.84149785,4.572040967,0.667443338,1.106340412,0.74760676,0.913807306,11.69267675,-1.049531368,0.307280865,42.98647113,0,29,63.546,140,4.48,6.7,119,7.726,8.933,73.0938,153,36.7,-1.01,0,1,0.22,0,85,12,2459.949255
OWIZAW_clean,64.66719143,0.091647752,-18.8185034,-8.685351474,17.3875737,3.236518924,-3.795321243,19.5369787,-21.53778996,30.68883822,10.49611844,0.581637397,1.17991881,0.711676371,0.938894672,11.6539486,-1.013241201,0.30455251,169.7191942,0.710131619,29,63.546,140,4.48,6.7,119,7.726,8.933,101.147,177,9.2,-0.52,0,1,0.2,2,80,48,4987.323587
OYIVIC_clean,133.819596,-0.219917831,-3.96,4.44E-16,-1.92,0.803525383,-1.979860904,18.04249003,-16.89061809,32.44251189,-10.42956912,0.663336096,1.321513808,0.699016854,0.778739751,11.70030212,-0.954016676,0.308383955,29.52270252,0,29,63.546,140,4.48,6.7,119,7.726,8.933,73.0938,153,36.7,-1.01,0,1,0.22,,90,72,874.9310097
PEWLUA_clean,87.49626644,1.536502665,-18.35946746,12.75,-11.45857988,2.840776926,-7.45990778,35.44341383,-62.20814939,31.01313802,11.27060505,0.61443469,1.059985735,0.691991123,0.93288796,11.69071401,-1.374198022,0.29987768,116.6190434,0.786066728,29,63.546,140,4.48,6.7,119,7.726,8.933,73.0938,153,36.7,-1.01,0,1,0.22,2,85,18,3694.340302
PODKUQ_clean,67.80327852,1.573148747,-25.46990741,9.548611111,4.233796296,3.573109418,-8.537920881,44.67960054,-61.41386127,31.51480508,0.645393875,0.602168148,1.00915801,0.714806021,0.93197604,11.67319719,-1.299590026,0.302823942,167.3092426,0.421181512,29,63.546,140,4.48,6.7,119,7.726,8.933,73.0938,153,36.7,-1.01,0,1,0.22,0,80,24,4751.870163
QEPZOB_clean,49.90173996,0.179245581,18.82548476,-49.80609418,-12.81440443,0.054591054,3.215753525,-8.532622856,41.43187462,31.16400938,-16.44734303,0.788854842,1.31996256,0.896216472,1.315368741,11.65980044,-1.201626316,0.288670349,93.75417004,0.132639527,29,63.546,140,4.48,6.7,119,7.726,8.933,32.042,64.7,32.7,-0.77,1,1,0.32,,25,240,1161.389602
