mof,AATS8m,ATSC6c,ATSC2d,ATSC4d,ATSC8d,ATSC1p,ATSC3p,ATSC1i,ATSC3i,AATSC0m,AATSC8v,GATS3c,GATS4dv,GATS1v,GATS5p,BCUTm-1l,MINdssC,AETA_eta_FL,ZMIC1,GGI10,AtomicNumber,AtomicMass,AtomicRadius,Mulliken EN,Polarizability,Electron affinity,IonizationEnergy,Density,Mr,Boiling point,Permittivity,LogP,HBD,HBA,MPC,pH,Temperature,Time,Target
GUVBOQ_clean,83.99039806,0.306414889,-7.08033241,-9.307479224,-5.825484765,4.246088022,-3.950685663,25.38625776,-22.76716208,34.63610973,-3.930172834,0.993546633,0.72411669,0.639529782,0.834058142,11.67422605,-1.588026791,0.279887326,93.85709736,0.445668809,30,65.39,139,4.45,6.4,-60,9.394,7.134,18.015,100,78.5,-1.38,1,1,0.82,,140,12,595.2967572
DOGZIJ_clean,21.71135256,-0.090325808,-1.520661157,-15.03719008,6.574380165,-1.280151036,-4.295057596,-24.50753484,-16.46676931,32.59230413,1.436857375,0.714409064,1.07162856,1.071959907,0.924921271,11.678136,-1.201626316,0.259865209,47.90726713,0.013884298,30,65.39,139,4.45,6.4,-60,9.394,7.134,18.015,100,78.5,-1.38,1,1,0.82,,150,43,474.3140844
ILOJEZ_clean,61.97752276,-0.040820404,-9.125,0.875,0.625,-0.859057085,-4.258655471,-9.817319175,-14.14473256,32.19924276,7.033927265,0.683677942,0.880683901,0.905118751,0.924100988,11.68535838,-1.201626316,0.306226346,51.91419037,0.079795939,30,65.39,139,4.45,6.4,-60,9.394,7.134,18.015,100,78.5,-1.38,1,1,0.82,14,150,72,38.20610687
TEDSIG_clean,1.016064,2.000772516,-4.836734694,-1.285714286,1.530612245,1.22017302,-2.855387314,7.048205643,-17.17443023,35.1171682,81.72840318,0.597938845,1.210144928,0.665297038,1.504254123,11.69541116,-1.374444444,0.29112234,43.31347594,0,30,65.39,139,4.45,6.4,-60,9.394,7.134,18.015,100,78.5,-1.38,1,1,0.82,,150,72,587.8011343
WISTID_clean,72.91413171,-1.113103564,-3.356401384,0.78200692,6.747404844,1.998875051,-1.749748739,11.87713613,-10.50576352,34.06980826,-4.066223077,0.610829233,1.090953947,0.666975743,0.988961324,11.67934333,-1.403698507,0.294189252,67.86342603,0,30,65.39,139,4.45,6.4,-60,9.394,7.134,18.015,100,78.5,-1.38,1,1,0.82,,150,72,517.1197712
ORIBAU_clean,16.126992,-0.375085452,-5.111111111,0.888888889,1.777777778,0.82618979,-2.226927701,4.879682183,-13.6613542,36.15315736,-3.796086632,0.64561009,1.380681818,0.736398353,0.656084432,11.70043096,-1.063019652,0.298157506,33.93016113,0,30,65.39,139,4.45,6.4,-60,9.394,7.134,32.042,64.7,32.7,-0.77,1,1,0.32,,150,96,2007.321287
XOVVEK_clean,53.11604345,0,-0.703125,0.390625,0,-0.448363995,-0.179024688,-9.186189497,0.218629708,35.48540873,12.40347996,0.609603409,0,0.946355843,0.986918241,11.97935676,-1.201626316,0.344273126,17,0,30,65.39,139,4.45,6.4,-60,9.394,7.134,18.015,100,78.5,-1.38,1,1,0.82,14,160,72,175.2522155
XUHVON_clean,1.016064,2.000772516,-4.836734694,-1.285714286,1.530612245,1.22017302,-2.855387314,7.048205643,-17.17443023,35.1171682,81.72840318,0.597938845,1.210144928,0.665297038,1.504254123,11.69541116,-1.374444444,0.29112234,43.31347594,0,30,65.39,139,4.45,6.4,-60,9.394,7.134,73.0938,153,36.7,-1.01,0,1,0.22,,160,120,600.14012
QOKCID_clean,59.79637412,0.3103368,-6.029204976,-0.200108167,1.897782585,0.155744841,-5.086546187,0.402361025,-28.40662662,36.49999797,-9.910700539,0.956688744,0.87928573,0.9229605,0.935731931,11.69993641,-1.215841637,0.273704872,48.34483346,0.13610856,30,65.39,139,4.45,6.4,-60,9.394,7.134,18.015,100,78.5,-1.38,1,1,0.82,14,160,144,173.9278238
XOJWOJ_clean,16.126992,-0.41943814,-6.325,1.1275,2.9575,-0.951367826,-2.700572364,4.559761316,-13.02789864,60.69595611,-5.57029971,0.782079666,1.209117245,0.79137721,0.427964221,11.70566676,-1.127535273,0.261695231,31.86701187,0,30,65.39,139,4.45,6.4,-60,9.394,7.134,18.015,100,78.5,-1.38,1,1,0.82,,170,48,1100.02404
REYPIW_clean,53.11604345,-0.370722255,-1.056122449,-7.12755102,0,0.613370347,-1.049749769,6.699186516,-10.26673066,30.71535894,12.40347996,0.857430882,0.976494635,0.540858664,0.632180917,11.80089333,-1.420231481,0.295664092,27.69476573,0,30,65.39,139,4.45,6.4,-60,9.394,7.134,18.015,100,78.5,-1.38,1,1,0.82,,180,72,1010.21761
DEJCEB_clean,53.11604345,-0.491035527,-1.335640138,-8.373702422,0,0.512871546,-1.466529157,-0.439374212,-11.03563284,34.82995965,12.40347996,0.809553411,1.069325248,0.736011925,0.75428241,11.72649703,-1.291203704,0.306211469,28.40322139,0,30,65.39,139,4.45,6.4,-60,9.394,7.134,73.0938,153,36.7,-1.01,0,1,0.22,,85,12,487.5180178
NAWXER_clean,74.59751112,-0.411603953,-8.75962539,11.10301769,-7.367325702,2.213748491,-4.19980886,8.871040689,-42.06436246,32.41101604,-2.401656559,0.615572833,1.205911755,0.718601962,0.658532614,11.69369416,-1.10047956,0.305742293,104.3224892,0.644015917,30,65.39,139,4.45,6.4,-60,9.394,7.134,73.0938,153,36.7,-1.01,0,1,0.22,1,85,24,4280.715157
GAHWIX_clean,89.92814033,2.329085359,-16.93197279,6.503401361,-12.74829932,2.110173167,-7.126626862,10.37138019,-52.82069864,33.79963494,-0.077318842,0.778073004,1.135112782,0.739837969,0.900620969,11.69531171,-1.141255073,0.303931194,100.8598597,0.507805326,30,65.39,139,4.45,6.4,-60,9.394,7.134,73.0938,153,36.7,-1.01,0,1,0.22,,95,24,4072.396808
LUPYAX_clean,16.126992,-0.451385656,-2.938271605,-3.75308642,2.419753086,1.118070607,-1.000737229,5.21019315,-11.32452737,90.38782669,15.20973491,0.746870795,1.333618689,0.52000802,1.360909663,11.70027883,-1.255704837,0.27964116,41.56123891,0,30,65.39,139,4.45,6.4,-60,9.394,7.134,73.0938,153,36.7,-1.01,0,1,0.22,,100,24,1734.530289
CAGSAG_clean,79.6934388,0.157290171,-5.625,-1.25,-3.375,1.139410675,-2.38549814,6.871726703,-13.71323248,33.988018,22.0485913,0.593341485,1.147963057,0.704663487,0.994856746,11.66346283,-0.996100823,0.299009126,45.08220626,0,30,65.39,139,4.45,6.4,-60,9.394,7.134,73.0938,153,36.7,-1.01,0,1,0.22,,120,24,1841.667647
QAKFIU_clean,58.73174147,0.429094781,-7.531855956,-0.786703601,2.709141274,0.531786332,-1.957076913,-4.322903114,-4.610391512,34.03397388,-0.748115638,0.67906315,0.927610263,0.813848157,1.058847172,11.69966174,-1.167610454,0.284717401,41.79275701,0.115702479,30,65.39,139,4.45,6.4,-60,9.394,7.134,73.0938,153,36.7,-1.01,0,1,0.22,1,80,36,55.20256762
FIJCUX01_clean,16.126992,-0.375085452,-5.111111111,0.888888889,1.777777778,0.82618979,-2.226927701,4.879682183,-13.6613542,36.15315736,-3.796086632,0.64561009,1.380681818,0.736398353,0.656084432,11.70043096,-1.063019652,0.298157506,33.93016113,0,30,65.39,139,4.45,6.4,-60,9.394,7.134,101.147,177,9.2,-0.52,0,1,0.2,,100,40,1147.466606
FAGREM_clean,13.1048064,-0.136733998,-2.836734694,-6.714285714,2.551020408,1.22017302,-1.848963029,7.048205643,-11.70751755,35.1171682,15.66171531,0.656883384,1.166666667,0.665297038,0.992802538,11.69495886,-1.476388889,0.29218365,43.31347594,0,30,65.39,139,4.45,6.4,-60,9.394,7.134,101.147,177,9.2,-0.52,0,1,0.2,,65,48,884.0326499
IGINIX_clean,16.126992,-0.36894384,-4.629757785,0.982698962,1.993079585,0.512871546,-1.618964687,-0.439374212,-8.349339334,34.82995965,-1.941508086,0.670048705,1.373737374,0.736011925,0.752010405,11.73488936,-1.174130763,0.304912364,28.40322139,0,30,65.39,139,4.45,6.4,-60,9.394,7.134,73.0938,153,36.7,-1.01,0,1,0.22,,100,48,995.076638
IZEWAN_clean,76.82744819,0.554633397,-10.03703704,3.148148148,-22.22222222,3.418232024,-4.278955819,20.61518011,-24.69324354,33.988018,4.096937525,0.791125677,0.913435174,0.671553926,0.85477659,11.67314905,-1.333335905,0.298711818,96.68922921,0.470768289,30,65.39,139,4.45,6.4,-60,9.394,7.134,88.1051,101,2.2,-0.27,0,2,0.26,,100,48,1811.909338
MUVLUM_clean,35.3010172,0.387927913,-0.796875,2.5625,10.0546875,-0.984772218,-1.044713031,5.81818855,-7.651473143,60.2959765,23.7695409,0.610943258,1.000772569,0.733175094,1.167819828,11.66338007,-1.633889939,0.278929061,59,0,30,65.39,139,4.45,6.4,-60,9.394,7.134,73.0938,153,36.7,-1.01,0,1,0.22,0,100,48,1222.996579
HOXSIY_clean,60.95919576,0.828344419,-7.222684703,1.597294485,4.399583767,1.573870615,-3.076280144,9.44104643,-17.78670351,34.41735606,7.934098653,0.584430417,1.096593616,0.70543319,1.049385432,11.68292264,-1.234716553,0.29713132,58.98832991,0,30,65.39,139,4.45,6.4,-60,9.394,7.134,87.12,165,37.8,-0.77,0,1,0.25,,100,60,316.1590512
DITTEH_clean,60.95919576,0.828344419,-7.222684703,1.597294485,4.399583767,1.573870615,-3.076280144,9.44104643,-17.78670351,34.41735606,7.934098653,0.584430417,1.096593616,0.70543319,1.049385432,11.68292264,-1.234716553,0.29713132,58.98832991,0,30,65.39,139,4.45,6.4,-60,9.394,7.134,73.0938,153,36.7,-1.01,0,1,0.22,,110,60,1605.165232
ODUNEH_clean,78.91203054,0.030425695,-7.265306122,0.326530612,1.265306122,1.136916934,-2.346142607,6.872833699,-13.72631812,34.22076092,-14.10257714,0.599579258,1.18173913,0.746144634,0.886828922,11.68525362,-0.969652657,0.302822927,51.05277609,0.066115702,30,65.39,139,4.45,6.4,-60,9.394,7.134,73.0938,153,36.7,-1.01,0,1,0.22,12,60,72,1818.379669
LADHEF_clean,53.11604345,0,-0.703125,0.390625,0,-0.448363995,-0.179024688,-9.186189497,0.218629708,35.48540873,12.40347996,0.609603409,0,0.946355843,0.986918241,11.97935676,-1.201626316,0.344273126,17,0,30,65.39,139,4.45,6.4,-60,9.394,7.134,73.0938,153,36.7,-1.01,0,1,0.22,11,80,72,1157.086604
AVEQID_clean,76.70647195,1.86817665,-14.16,11.52,-17.28,5.982106323,-7.783235477,43.18798013,-53.3863914,33.45296695,7.320962089,0.554615792,0.982020107,0.64086019,1.03759063,11.66823772,-1.522203727,0.293278336,160.8520304,1.587184981,30,65.39,139,4.45,6.4,-60,9.394,7.134,87.12,165,37.8,-0.77,0,1,0.25,1,85,72,2612.86357
HAFSOZ_clean,1.016064,2.744272053,-2.966942149,-3.669421488,2.115702479,1.574285603,-2.886684323,8.962038381,-18.58164314,35.07890281,81.80614499,0.792063244,1.068123021,0.6036608,1.322004546,11.69499063,-1.608240741,0.289898383,45.23560315,0,30,65.39,139,4.45,6.4,-60,9.394,7.134,87.12,165,37.8,-0.77,0,1,0.25,,95,72,642.1236628
KIDDOS_clean,53.11604345,0.043762436,-5.652892562,-0.991735537,0,-2.120645345,-10.37668677,-41.99323202,-73.47897774,34.9651262,12.40347996,0.629097774,1.084507042,1.334806001,2.604330984,11.98576342,-1.201626316,0.197779251,36.64841926,0,30,65.39,139,4.45,6.4,-60,9.394,7.134,73.0938,153,36.7,-1.01,0,1,0.22,,100,72,525.7638739
HOFSUS_clean,53.8950258,-0.189388912,-0.727430556,-8.215277778,6.201388889,0.529775486,-0.868255226,-5.550800244,-6.642141882,33.19239571,5.139021539,0.703453877,0.902207168,0.718897364,0.827458969,11.73517351,-1.389855442,0.308597776,31.63884792,0,30,65.39,139,4.45,6.4,-60,9.394,7.134,87.12,165,37.8,-0.77,0,1,0.25,,110,72,343.9964484
LUZJAT_clean,1.016064,2.000772516,-4.836734694,-1.285714286,1.530612245,1.22017302,-2.855387314,7.048205643,-17.17443023,35.1171682,81.72840318,0.597938845,1.210144928,0.665297038,1.504254123,11.69541116,-1.374444444,0.29112234,43.31347594,0,30,65.39,139,4.45,6.4,-60,9.394,7.134,73.0938,153,36.7,-1.01,0,1,0.22,1,110,72,1069.925693
GAWJEV_clean,72.91413171,-1.113103564,-3.356401384,0.78200692,6.747404844,1.998875051,-1.749748739,11.87713613,-10.50576352,34.06980826,-4.066223077,0.610829233,1.090953947,0.666975743,0.988961324,11.67934333,-1.403698507,0.294189252,67.86342603,0,30,65.39,139,4.45,6.4,-60,9.394,7.134,18.015,100,78.5,-1.38,1,1,0.82,,120,72,315.0674749
KUZZAI_clean,59.8187772,-0.230253373,-8.364839319,5.444234405,3.206049149,1.055009632,-2.351118815,1.994416153,-13.6055966,32.14981842,-5.020703396,0.651485792,1.098346018,0.754761848,0.811426346,11.69231601,-0.986801177,0.311991486,72.20558505,0.214876033,30,65.39,139,4.45,6.4,-60,9.394,7.134,87.12,165,37.8,-0.77,0,1,0.25,0,120,72,853.6111238
NIYZIG_clean,85.71052304,-0.618692796,-9,-2.625,-15.75,2.717329598,-5.656418872,11.89334801,-21.76393522,44.76269709,-1.097741337,0.609949343,1.214221029,0.744829233,0.724004985,11.70554639,-1.122218023,0.292145811,73.53385387,0.247321702,30,65.39,139,4.45,6.4,-60,9.394,7.134,101.147,177,9.2,-0.52,0,1,0.2,,120,72,1736.969385
HAMLIT_clean,53.11604345,0.061829336,-0.44,-4.16,0,-0.101883533,-1.325086843,-16.40572396,-10.27816972,32.66933622,12.40347996,0.827319954,1.376404494,0.73036668,1.096629697,11.78495697,-1.201626316,0.329317486,23.38063809,0,30,65.39,139,4.45,6.4,-60,9.394,7.134,73.0938,153,36.7,-1.01,0,1,0.22,1,135,72,1473.689825
NUCREJ_clean,42.28193677,0.959046922,0.326530612,-6,3.265306122,-0.847179781,1.584716606,-26.2231864,34.51064449,36.62471888,-16.98026859,0.613755359,0.828506908,0.951274022,0.7523631,11.85043031,-1.008712312,0.289067537,36.38678423,0,30,65.39,139,4.45,6.4,-60,9.394,7.134,18.015,100,78.5,-1.38,1,1,0.82,14,160,72,24.99388925
ERULEK_clean,78.91203054,0.030425695,-7.265306122,0.326530612,1.265306122,1.136916934,-2.346142607,6.872833699,-13.72631812,34.22076092,-14.10257714,0.599579258,1.18173913,0.746144634,0.886828922,11.68525362,-0.969652657,0.302822927,51.05277609,0.066115702,30,65.39,139,4.45,6.4,-60,9.394,7.134,73.0938,153,36.7,-1.01,0,1,0.22,,80,96,2162.587717
GIDKOU_clean,53.11604345,-0.316270423,-0.706666667,-9.24,0,0.331984856,-0.727331118,-5.868988413,-1.33546142,34.48204905,12.40347996,0.728546116,1.076923077,0.673274425,0.680345854,11.80089333,-1.357731481,0.298788042,26.68454767,0,30,65.39,139,4.45,6.4,-60,9.394,7.134,73.0938,153,36.7,-1.01,0,1,0.22,,140,96,216.9054753
HUVHIR_clean,92.28297494,-2.125180478,-4.587257618,0.349030471,-24.82271468,-4.867707684,8.222683298,-44.87772792,-14.81329168,64.9074955,4.706700414,0.807188072,0.821439522,1.042399283,0.86734825,11.90151821,-1.678535805,0.230077988,77.51962489,0,30,65.39,139,4.45,6.4,-60,9.394,7.134,18.015,100,78.5,-1.38,1,1,0.82,,110,120,480.4522584
FOJLOH_clean,51.38287772,2.04145689,-9.333333333,-12.33333333,6,0.701939802,-6.330363636,3.417803771,-36.97879341,35.73611141,-8.187003537,0.833610652,1.117981829,0.898821296,0.853546196,11.67911732,-1.017354359,0.277939393,85.53796222,0.495255586,30,65.39,139,4.45,6.4,-60,9.394,7.134,73.0938,153,36.7,-1.01,0,1,0.22,,115,120,1786.587761
HAMJOW_clean,76.26780615,-0.35445555,-6.254942768,-1.703433923,-6.08012487,0.839443132,-3.278867393,0.928315349,-20.68070018,34.1620692,-3.590869412,0.762348166,1.104262103,0.752931432,0.928648603,11.69969219,-1.280083249,0.307548953,43.71046307,0.049382716,30,65.39,139,4.45,6.4,-60,9.394,7.134,73.0938,153,36.7,-1.01,0,1,0.22,,120,120,1909.602263
DEPXAY_clean,53.11604345,-0.491035527,-1.335640138,-8.373702422,0,0.512871546,-1.466529157,-0.439374212,-11.03563284,34.82995965,12.40347996,0.809553411,1.069325248,0.736011925,0.75428241,11.72649703,-1.291203704,0.306211469,28.40322139,0,30,65.39,139,4.45,6.4,-60,9.394,7.134,73.0938,153,36.7,-1.01,0,1,0.22,,140,120,1308.388158
LACJAC_clean,1.016064,0.640346379,-4.111111111,-1.777777778,0.444444444,0.82618979,-2.226927701,4.879682183,-13.6613542,36.15315736,75.66463763,0.633909222,1.278409091,0.736398353,1.108356189,11.70028359,-1.126759259,0.298157506,33.93016113,0,30,65.39,139,4.45,6.4,-60,9.394,7.134,18.015,100,78.5,-1.38,1,1,0.82,,140,120,206.0147778
CADPII_clean,1.016064,2.000772516,-4.836734694,-1.285714286,1.530612245,1.22017302,-2.855387314,7.048205643,-17.17443023,35.1171682,81.72840318,0.597938845,1.210144928,0.665297038,1.504254123,11.69541116,-1.374444444,0.29112234,43.31347594,0,30,65.39,139,4.45,6.4,-60,9.394,7.134,18.015,100,78.5,-1.38,1,1,0.82,14,170,120,107.4718456
ETAXIH_clean,12.322352,-0.377325805,4.354166667,-12.27083333,6.125,0.210750958,0.451857324,-5.160408301,3.241964532,39.33747458,-2.92840551,0.70692937,0.874084249,0.962204169,1.11363295,11.80089333,-1.332404573,0.234447973,27.11468371,0,30,65.39,139,4.45,6.4,-60,9.394,7.134,18.015,100,78.5,-1.38,1,1,0.82,,180,120,73.11927896
OPENUT_clean,1.016064,0.640346379,-4.111111111,-1.777777778,0.444444444,0.82618979,-2.226927701,4.879682183,-13.6613542,36.15315736,75.66463763,0.633909222,1.278409091,0.736398353,1.108356189,11.70028359,-1.126759259,0.298157506,33.93016113,0,63,151.965,233,3.1,27.7,83,5.67,5.24,73.0938,153,36.7,-1.01,0,1,0.22,,60,96,951.9986975
DIVSUY_clean,60.95919576,0.828344419,-7.222684703,1.597294485,4.399583767,1.573870615,-3.076280144,9.44104643,-17.78670351,34.41735606,7.934098653,0.584430417,1.096593616,0.70543319,1.049385432,11.68292264,-1.234716553,0.29713132,58.98832991,0,63,151.965,233,3.1,27.7,83,5.67,5.24,73.0938,153,36.7,-1.01,0,1,0.22,,80,48,1213.826667
KEWBUL_clean,54.15506471,0.291040458,-1.795918367,-8.795918367,4.714285714,1.373695277,-2.895724059,8.247356129,-15.55641471,34.67761344,15.23771181,0.531682903,1.052445193,0.797797435,1.112962077,11.68525362,-0.962239701,0.255451628,46.91573711,0,63,151.965,233,3.1,27.7,83,5.67,5.24,73.0938,153,36.7,-1.01,0,1,0.22,,80,72,508.8325534
MOTVOI_clean,61.01170997,0.817033161,-2.316804408,-7.953168044,3.609733701,1.812602258,-1.905765763,10.91350339,-10.56472025,34.89514243,9.728966146,0.639910685,1.107342707,0.724512711,1.12039999,11.68525362,-1.073350813,0.266686959,46.30813322,0,63,151.965,233,3.1,27.7,83,5.67,5.24,73.0938,153,36.7,-1.01,0,1,0.22,,80,72,1505.982786
EYACOX_clean,98.11949911,1.143183405,-8.570637119,-2.542936288,6,2.131633444,-4.044724866,12.80268274,-23.33144999,30.98079731,-4.526753563,0.615796991,1.173861941,0.617565952,1.210946855,11.63715238,-1.315814947,0.298075587,65.36727185,0.148964391,63,151.965,233,3.1,27.7,83,5.67,5.24,73.0938,153,36.7,-1.01,0,1,0.22,1,85,17,2403.408447
DOZKIO_clean,89.7774482,2.711937979,-6.631111111,16.28444444,-35.25333333,5.262993452,-3.832778107,31.84268466,-19.40625079,31.70277476,0.950624739,0.515803371,0.981569392,0.636117333,1.03002238,11.62682391,-1.467156625,0.294544841,181.2032516,1.620242832,63,151.965,233,3.1,27.7,83,5.67,5.24,73.0938,153,36.7,-1.01,0,1,0.22,1,85,24,1674.309324
WIPLOY_clean,57.81705654,1.569866216,-9.838842975,1.123966942,14.4338843,2.282016785,-4.138396563,13.74204495,-23.28458116,33.70724648,9.893109819,0.559544443,1.011662631,0.694172506,1.141341197,11.67796111,-1.26142979,0.296720846,84.40329645,0.148964391,63,151.965,233,3.1,27.7,83,5.67,5.24,73.0938,153,36.7,-1.01,0,1,0.22,,85,72,1166.241925
KIKFIV_clean,61.69049685,0.133572274,-3.209876543,0.189300412,-3.775034294,1.68526892,0.062963753,10.16747533,-0.173206862,30.16128856,-7.532195778,0.58730947,1.146813917,0.688041271,0.826219108,11.63076899,-0.971273875,0.308372773,92.36759731,0.363432303,63,151.965,233,3.1,27.7,83,5.67,5.24,73.0938,153,36.7,-1.01,0,1,0.22,1,85,96,1280.502762
SARMOO_clean,11.090016,-0.487768305,0.375,-11.25,3.375,1.139410675,-0.37264957,6.871726703,-2.779407101,33.988018,26.48408176,0.635937955,1.060665486,0.704663487,1.213377053,11.66116799,-1.061908541,0.300999082,45.08220626,0,63,151.965,233,3.1,27.7,83,5.67,5.24,18.015,100,78.5,-1.38,1,1,0.82,,120,48,345.2294902
PIBGAK_clean,54.15506471,0.291040458,-1.795918367,-8.795918367,4.714285714,1.373695277,-2.895724059,8.247356129,-15.55641471,34.67761344,15.23771181,0.531682903,1.052445193,0.797797435,1.112962077,11.68525362,-0.962239701,0.255451628,46.91573711,0,63,151.965,233,3.1,27.7,83,5.67,5.24,73.0938,153,36.7,-1.01,0,1,0.22,,120,72,1340.4446
SARMEE_clean,11.090016,-0.487768305,0.375,-11.25,3.375,1.139410675,-0.37264957,6.871726703,-2.779407101,33.988018,26.48408176,0.635937955,1.060665486,0.704663487,1.213377053,11.66116799,-1.061908541,0.300999082,45.08220626,0,63,151.965,233,3.1,27.7,83,5.67,5.24,18.015,100,78.5,-1.38,1,1,0.82,14,120,72,61.51231553
TEJBAN_clean,61.56285572,-0.160087624,-12.15575987,3.373715522,-2.239048134,0.180206243,-8.067127426,-9.378310968,-51.35762679,35.18661818,5.085174927,0.632691701,0.995942467,0.902383954,0.93088364,11.70059314,-0.923416604,0.276331525,51.93109276,0.082440567,63,151.965,233,3.1,27.7,83,5.67,5.24,18.015,100,78.5,-1.38,1,1,0.82,,120,72,27.61548398
LALFUB_clean,16.126992,-0.362744494,-4.125,0.875,2.25,0.191254519,-0.705785993,-6.806206893,4.414590027,32.47777219,0.259213927,0.690838297,1.273360786,0.738680893,0.844223194,11.81203182,-1.236630763,0.311633011,29.25,0,63,151.965,233,3.1,27.7,83,5.67,5.24,18.015,100,78.5,-1.38,1,1,0.82,1,150,24,620.690056
INOVEN_clean,76.8616183,1.006579257,-8.87755102,-0.775510204,-4.734693878,1.791174125,-4.778806661,16.41264099,-37.51815794,35.61333362,2.840570947,0.677665944,1.097246476,0.714835831,0.997515205,11.69970457,-1.248184156,0.296042899,55.79225258,0.152739516,64,157.25,237,3.1,23.5,13,6.15,7.9,46.068,78.2,24.5,-0.31,1,1,0.3,,60,168,1872.885169
PORLAL_clean,73.88696973,-0.010271521,-8.768595041,0.123966942,-1.026859504,1.37513305,-4.18429177,2.052092892,-40.94423076,31.58543723,5.069109333,0.71601924,1.227069863,0.686325587,0.806835478,11.700156,-0.99341382,0.304474451,64.25614965,0.209382716,64,157.25,237,3.1,23.5,13,6.15,7.9,73.0938,153,36.7,-1.01,0,1,0.22,,110,72,1056.444941
QUHMOX_clean,53.11604345,0,-1.102040816,0.183673469,0,-1.711425604,0.62079031,-4.825840363,1.275837444,97.10442735,12.40347996,1.248911891,0,1.085505567,0.986918241,15.99432603,-1.201626316,0.24324167,23.97397335,0,64,157.25,237,3.1,23.5,13,6.15,7.9,78.13,189,46.7,-1.35,0,2,0.3,,140,48,44.13834881
QUPDEL01_clean,53.11604345,-0.430229474,-2.5,-2,0,0.269716053,-0.466992179,1.194195384,-3.07852192,40.18891489,12.40347996,0.818809704,1.07421875,0.825319963,0.583689326,11.76814782,-1.257037037,0.275377921,25.84962501,0,64,157.25,237,3.1,23.5,13,6.15,7.9,18.015,100,78.5,-1.38,1,1,0.82,,140,48,195.9480089
YEMJAC_clean,1.016064,2.000772516,-4.836734694,-1.285714286,1.530612245,1.22017302,-2.855387314,7.048205643,-17.17443023,35.1171682,81.72840318,0.597938845,1.210144928,0.665297038,1.504254123,11.69541116,-1.374444444,0.29112234,43.31347594,0,66,162.5,229,3.1,24.5,34,5.939,8.55,73.0938,153,36.7,-1.01,0,1,0.22,1,60,168,858.7011128
CEJBEA_clean,1.016064,0.640346379,-4.111111111,-1.777777778,0.444444444,0.82618979,-2.226927701,4.879682183,-13.6613542,36.15315736,75.66463763,0.633909222,1.278409091,0.736398353,1.108356189,11.70028359,-1.126759259,0.298157506,33.93016113,0,66,162.5,229,3.1,24.5,34,5.939,8.55,73.0938,153,36.7,-1.01,0,1,0.22,,85,48,420.3858656
IKUTIT_clean,16.126992,-1.15138441,-2.314049587,-10.74380165,1.619834711,1.721932653,-2.716788046,13.56479265,-23.94545514,37.70163752,-8.885230699,0.88169312,1.017030126,0.627365516,0.879153458,11.69885319,-1.244315949,0.289565033,32.60906833,0,66,162.5,229,3.1,24.5,34,5.939,8.55,73.0938,153,36.7,-1.01,0,1,0.22,,95,24,1744.678272
IKUTOZ_clean,6.83872,-0.619058843,7.2,-22.32,8.32,1.365376071,1.191764345,8.260514111,6.125994824,32.641811,35.55324478,0.662531485,0.8650261,0.688701032,1.275817458,11.64481306,-1.06079743,0.302704027,57.17524634,0,66,162.5,229,3.1,24.5,34,5.939,8.55,73.0938,153,36.7,-1.01,0,1,0.22,,95,24,1211.08649
IKUTUF_clean,1.016064,0.937141676,-4.551246537,-2.822714681,0.542936288,0.913948996,-2.637495834,4.970931686,-17.98753523,31.61141167,91.35461821,0.59212789,1.251143791,0.656851868,1.457320222,11.69484643,-1.25962963,0.306628943,32.90721106,0,66,162.5,229,3.1,24.5,34,5.939,8.55,73.0938,153,36.7,-1.01,0,1,0.22,,95,24,1572.584642
ZEZPAX01_clean,70.947535,0.435968136,-4.485207101,-0.875739645,-4.26035503,0.579906086,-1.488257327,-2.219821455,-3.947833881,33.14799302,-4.086903149,0.667510441,1.194060773,0.75043918,0.857137589,11.72331675,-1.075889655,0.311874171,40.22630072,0,66,162.5,229,3.1,24.5,34,5.939,8.55,73.0938,153,36.7,-1.01,0,1,0.22,,100,144,337.3315837
SONTOF_clean,16.126992,-1.15138441,-2.314049587,-10.74380165,1.619834711,1.721932653,-2.716788046,13.56479265,-23.94545514,37.70163752,-8.885230699,0.88169312,1.017030126,0.627365516,0.879153458,11.69885319,-1.244315949,0.289565033,32.60906833,0,66,162.5,229,3.1,24.5,34,5.939,8.55,73.0938,153,36.7,-1.01,0,1,0.22,,120,20,1759.564312
EVADIQ_clean,90.51039827,-0.202248191,-6.485207101,2.816568047,-0.520710059,0.579906086,-2.631913307,-2.219821455,-19.25705899,33.14799302,-12.23068983,0.758844138,1.288328729,0.75043918,0.816713033,11.72641583,-1.05256082,0.311820279,40.22630072,0.066115702,66,162.5,229,3.1,24.5,34,5.939,8.55,73.0938,153,36.7,-1.01,0,1,0.22,,120,96,1501.700143
XUGWAZ_clean,115.5677543,-0.59155946,-8.528746039,-1.300135808,-46.47261204,-3.716304225,-6.201318304,1.457271835,-27.58321298,53.68095492,-0.470028683,0.874563786,1.024156268,0.760635077,0.620696453,11.69111879,-1.201626316,0.290156618,153.432524,1.210521375,66,162.5,229,3.1,24.5,34,5.939,8.55,18.015,100,78.5,-1.38,1,1,0.82,,200,240,130.4466879
