AATS4s,AATS6i,ATSC2dv,ATSC3dv,ATSC0Z,ATSC3v,ATSC4v,ATSC5v,ATSC6pe,ATSC7i,AATSC5dv,AATSC4Z,AATSC0v,MIC1,MID_O,SLogP,Atomic_Number,AtomicMass,AtomicRadius,Mulliken EN,polarizability(A^3),electron affinity(kJ/mol),IonizationEnergy,Density_,Relative Molecular Weight,Permittivity,LogP,HBA,MPC,Boiling Point (°C),Target
5.595679012,178.4766186,-0.872576177,-39.95567867,148.9473684,-479.2679442,5.313848326,-171.0374962,-0.822231579,7.749371444,1.383336885,-0.478224069,40.68554192,28.99300178,8.591393826,0.7886,30.0,65.4,139.0,4.45,6.4,-60.0,9.394,7.134,87.12,32.2,-0.85,2.0,0.25,165.1,1.03099
4.363247863,160.4274476,0.888888889,-42.44444444,173.3333333,-448.9353286,-506.5582561,274.7735749,-0.822288889,5.481638718,0.706349206,-1.888888889,45.02791735,25.13285217,6.848610706,2.2362,48.0,112.41,158.0,4.33,7.2,-70.0,8.994,8.69,73.09,36.7,-0.85,2.0,0.37,153.0,1.14227
1.0,169.7560012,-15.0,-14.0,66.0,-184.8704272,156.766852,0.0,0.0,0.0,0.983015531,9.0,45.11253556,23.44582195,0.0,0.4097,27.0,58.93319,192.0,4.3,7.5,64.0,7.881,8.86,87.12,32.2,-0.85,2.0,0.25,165.1,1.16218
5.305941358,172.5950723,3.508899389,-22.39800843,974.0,-543.6725707,214.5811553,-86.69556581,0.861688889,7.804185971,0.282615691,-0.003472222,45.71216145,46.98825016,6.828292156,1.8455,30.0,65.4,139.0,4.45,6.4,-60.0,9.394,7.134,73.09,36.7,-0.85,2.0,0.37,153.0,1.2028
4.363247863,160.4274476,0.888888889,-42.44444444,173.3333333,-448.9353286,-506.5582561,274.7735749,-0.822288889,5.481638718,0.706349206,-1.888888889,45.02791735,25.13285217,6.848610706,2.2362,48.0,112.41,158.0,4.33,7.2,-70.0,8.994,8.69,73.09,36.7,-0.85,2.0,0.37,153.0,1.28207
5.865079365,174.6157044,5.326530612,-48.48979592,158.5714286,-484.4214971,-30.14035608,15.28189589,4.969481633,15.12841755,1.734693878,-2.112244898,38.59684834,28.0923986,10.25825415,0.7812,92.0,238.0289,240.0,3.4,27.4,51.0,6.194,18.95,73.09,36.7,-0.85,2.0,0.37,153.0,1.68841
5.865079365,174.6157044,5.326530612,-48.48979592,158.5714286,-484.4214971,-30.14035608,15.28189589,4.969481633,15.12841755,1.734693878,-2.112244898,38.59684834,28.0923986,10.25825415,0.7812,30.0,65.4,139.0,4.45,6.4,-60.0,9.394,7.134,73.09,36.7,-0.85,2.0,0.37,153.0,1.09573
5.865079365,174.6157044,5.326530612,-48.48979592,158.5714286,-484.4214971,-30.14035608,15.28189589,4.969481633,15.12841755,1.734693878,-2.112244898,38.59684834,28.0923986,10.25825415,0.7812,30.0,65.4,139.0,4.45,6.4,-60.0,9.394,7.134,73.09,36.7,-0.85,2.0,0.37,153.0,1.03175
5.865079365,174.6157044,5.326530612,-48.48979592,158.5714286,-484.4214971,-30.14035608,15.28189589,4.969481633,15.12841755,1.734693878,-2.112244898,38.59684834,28.0923986,10.25825415,0.7812,30.0,65.4,139.0,4.45,6.4,-60.0,9.394,7.134,73.09,36.7,-0.85,2.0,0.37,153.0,1.02182
5.865079365,174.6157044,5.326530612,-48.48979592,158.5714286,-484.4214971,-30.14035608,15.28189589,4.969481633,15.12841755,1.734693878,-2.112244898,38.59684834,28.0923986,10.25825415,0.7812,30.0,65.4,139.0,4.45,6.4,-60.0,9.394,7.134,73.09,36.7,-0.85,2.0,0.37,153.0,1.04137
5.865079365,174.6157044,5.326530612,-48.48979592,158.5714286,-484.4214971,-30.14035608,15.28189589,4.969481633,15.12841755,1.734693878,-2.112244898,38.59684834,28.0923986,10.25825415,0.7812,28.0,58.693,163.0,4.4,6.8,112.0,7.64,8.912,73.09,36.7,-0.85,2.0,0.37,153.0,1.16025
4.927350427,167.3620175,14.88888889,-12.77777778,173.3333333,1.319498307,-591.311751,-493.3278434,-1.527833333,13.83633736,-0.768888889,-1.055555556,45.02791735,25.13285217,6.862458426,2.2362,49.0,114.818,193.0,3.1,9.7,29.0,5.786,7.31,73.09,36.7,-0.85,2.0,0.37,153.0,1.03281
4.363247863,160.4274476,0.888888889,-42.44444444,173.3333333,-448.9353286,-506.5582561,274.7735749,-0.822288889,5.481638718,0.706349206,-1.888888889,45.02791735,25.13285217,6.848610706,2.2362,30.0,65.4,139.0,4.45,6.4,-60.0,9.394,7.134,73.09,36.7,-0.85,2.0,0.37,153.0,1.13873
1.25,169.7560012,-30.18,-40.65,133.8,-627.9220571,-527.9556377,726.9504707,0.0,0.0,1.21,-0.84,47.29517787,11.3575496,0.0,-0.3824,30.0,65.4,139.0,4.45,6.4,-60.0,9.394,7.134,73.09,36.7,-0.85,2.0,0.37,153.0,0.965805
1.25,169.7560012,-30.18,-40.65,133.8,-627.9220571,-527.9556377,726.9504707,0.0,0.0,1.21,-0.84,47.29517787,11.3575496,0.0,-0.3824,30.0,65.4,139.0,4.45,6.4,-60.0,9.394,7.134,73.09,36.7,-0.85,2.0,0.37,153.0,0.971872
5.877192982,177.1021883,-4.326530612,-12.20408163,105.4285714,-262.6787193,-100.3556513,87.63283563,-0.496095918,0.869421309,-0.373469388,-1.132116004,44.15534175,31.18866227,3.407582445,0.7798,27.0,58.93319,192.0,4.3,7.5,64.0,7.881,8.86,46.07,24.3,-0.31,1.0,0.3,78.37,1.41245
5.877192982,177.1021883,-4.326530612,-12.20408163,105.4285714,-262.6787193,-100.3556513,87.63283563,-0.496095918,0.869421309,-0.373469388,-1.132116004,44.15534175,31.18866227,3.407582445,0.7798,27.0,58.93319,192.0,4.3,7.5,64.0,7.881,8.86,28.0,31.206962209302326,0.2,0.0,0.2,-103.7,1.37844
4.274074074,157.6435699,1.0,-45.5,203.0,-407.0307408,-763.9385164,208.2792469,1.491045918,-12.47760781,0.305555556,-2.116666667,46.91945671,23.78241367,6.836984153,2.75,27.0,58.93319,192.0,4.3,7.5,64.0,7.881,8.86,73.09,36.7,-0.85,2.0,0.37,153.0,1.0314
5.819444444,165.9289017,7.061728395,-31.37037037,139.1111111,-323.8209219,-435.7061019,254.9866605,0.550923457,1.749836472,-0.081052067,-2.804783951,42.93582616,26.3638878,6.827180347,1.083,28.0,58.693,163.0,4.4,6.8,112.0,7.64,8.912,73.09,36.7,-0.85,2.0,0.37,153.0,0.904449
5.865079365,174.6157044,5.326530612,-48.48979592,158.5714286,-484.4214971,-30.14035608,15.28189589,4.969481633,15.12841755,1.734693878,-2.112244898,38.59684834,28.0923986,10.25825415,0.7812,48.0,112.41,158.0,4.33,7.2,-70.0,8.994,8.69,87.12,37.8,0.937,24.2,0.25,166.0,1.08631
1.666666667,169.7560012,-5.555555556,-48.44444444,86.66666667,-195.7238121,-266.681362,267.0900931,0.0,0.0,2.777777778,-1.777777778,47.27171693,23.96150037,0.0,0.71812,30.0,65.4,139.0,4.45,6.4,-60.0,9.394,7.134,30.1,1.0,0.1,0.0,0.0,-88.6,0.959191
1.666666667,169.7560012,-5.555555556,-48.44444444,86.66666667,-195.7238121,-266.681362,267.0900931,0.0,0.0,2.777777778,-1.777777778,47.27171693,23.96150037,0.0,0.71812,30.0,65.4,139.0,4.45,6.4,-60.0,9.394,7.134,30.1,1.0,0.1,0.0,0.0,-88.6,0.992805
1.666666667,169.7560012,-5.555555556,-48.44444444,86.66666667,-195.7238121,-266.681362,267.0900931,0.0,0.0,2.777777778,-1.777777778,47.27171693,23.96150037,0.0,0.71812,30.0,65.4,139.0,4.45,6.4,-60.0,9.394,7.134,16.04,32.7,-0.24,0.0,0.18,-161.5,0.895567
1.666666667,169.7560012,-5.555555556,-48.44444444,86.66666667,-195.7238121,-266.681362,267.0900931,0.0,0.0,2.777777778,-1.777777778,47.27171693,23.96150037,0.0,0.71812,30.0,65.4,139.0,4.45,6.4,-60.0,9.394,7.134,16.04,32.7,-0.24,0.0,0.18,-161.5,0.907866
1.666666667,169.7560012,-5.555555556,-48.44444444,86.66666667,-195.7238121,-266.681362,267.0900931,0.0,0.0,2.777777778,-1.777777778,47.27171693,23.96150037,0.0,0.71812,30.0,65.4,139.0,4.45,6.4,-60.0,9.394,7.134,30.1,1.0,0.1,0.0,0.0,-88.6,0.940743
1.666666667,169.7560012,-5.555555556,-48.44444444,86.66666667,-195.7238121,-266.681362,267.0900931,0.0,0.0,2.777777778,-1.777777778,47.27171693,23.96150037,0.0,0.71812,30.0,65.4,139.0,4.45,6.4,-60.0,9.394,7.134,16.04,32.7,-0.24,0.0,0.18,-161.5,0.907866
1.666666667,169.7560012,-5.555555556,-48.44444444,86.66666667,-195.7238121,-266.681362,267.0900931,0.0,0.0,2.777777778,-1.777777778,47.27171693,23.96150037,0.0,0.71812,30.0,65.4,139.0,4.45,6.4,-60.0,9.394,7.134,16.04,32.7,-0.24,0.0,0.18,-161.5,0.911573
6.986354776,177.2356928,6.536296296,-34.58864198,215.7333333,-301.222032,-357.3657579,-8.112786327,2.851008,5.342441632,-0.58680776,-7.392748538,42.01586201,35.50134612,6.816819862,1.1445,27.0,58.93319,192.0,4.3,7.5,64.0,7.881,8.86,84.1,3.9,2.7,1.0,0.27,84.0,1.40187
6.986354776,177.2356928,6.536296296,-34.58864198,215.7333333,-301.222032,-357.3657579,-8.112786327,2.851008,5.342441632,-0.58680776,-7.392748538,42.01586201,35.50134612,6.816819862,1.1445,48.0,112.41,158.0,4.33,7.2,-70.0,8.994,8.69,73.09,36.7,-0.85,2.0,0.37,153.0,1.28606
2.490196078,172.8966427,-28.08,-29.42,129.8,-120.0865862,-458.5185535,-97.35287001,-0.042336,17.32369574,0.585,-1.160588235,50.28462104,22.73366526,0.0,2.1436,30.0,65.4,139.0,4.45,6.4,-60.0,9.394,7.134,73.09,36.7,-0.85,2.0,0.37,153.0,1.29115
6.172222222,175.1344561,14.01,-34.97,158.2,-403.3543722,-578.3171355,-54.96179564,-0.4656,2.26333397,-0.913030303,-1.47,42.37728459,30.24642141,6.824833415,0.6652,49.0,114.818,193.0,3.1,9.7,29.0,5.786,7.31,32.04,32.7,0.791,8.2,0.32,65.0,0.981789
6.090534979,178.2514812,2.847750865,-28.25259516,126.9411765,-195.128652,-284.7911333,47.33800624,2.041671626,4.148892121,0.840995222,-2.512879662,38.72707241,33.19105079,6.828547389,0.478,12.0,24.305,173.0,3.75,10.6,-40.0,7.646,1.74,79.1,12.4,0.68,1.0,0.19,115.0,1.19809
6.090534979,178.2514812,2.847750865,-28.25259516,126.9411765,-195.128652,-284.7911333,47.33800624,2.041671626,4.148892121,0.840995222,-2.512879662,38.72707241,33.19105079,6.828547389,0.478,12.0,24.305,173.0,3.75,10.6,-40.0,7.646,1.74,92.14,2.38,2.73,0.0,0.18,110.6,1.15867
6.090534979,178.2514812,2.847750865,-28.25259516,126.9411765,-195.128652,-284.7911333,47.33800624,2.041671626,4.148892121,0.840995222,-2.512879662,38.72707241,33.19105079,6.828547389,0.478,12.0,24.305,173.0,3.75,10.6,-40.0,7.646,1.74,106.17,2.49,3.15,0.0,0.17,169.0,1.18747
6.090534979,178.2514812,2.847750865,-28.25259516,126.9411765,-195.128652,-284.7911333,47.33800624,2.041671626,4.148892121,0.840995222,-2.512879662,38.72707241,33.19105079,6.828547389,0.478,12.0,24.305,173.0,3.75,10.6,-40.0,7.646,1.74,106.17,2.49,3.15,0.0,0.17,169.0,1.17547
6.090534979,178.2514812,2.847750865,-28.25259516,126.9411765,-195.128652,-284.7911333,47.33800624,2.041671626,4.148892121,0.840995222,-2.512879662,38.72707241,33.19105079,6.828547389,0.478,12.0,24.305,173.0,3.75,10.6,-40.0,7.646,1.74,128.16,2.48,3.15,0.0,0.19,176.0,1.17792
5.581980186,169.7560012,-8.64,-1.12,50.8,27.7819722,0.0,0.0,0.0,0.0,0.983015531,-1.75733888,34.11764866,21.37334811,3.207106781,-0.2992,30.0,65.4,139.0,4.45,6.4,-60.0,9.394,7.134,73.09,36.7,-0.85,2.0,0.37,153.0,1.31228
4.363247863,160.4274476,0.888888889,-42.44444444,173.3333333,-448.9353286,-506.5582561,274.7735749,-0.822288889,5.481638718,0.706349206,-1.888888889,45.02791735,25.13285217,6.848610706,2.2362,49.0,114.818,193.0,3.1,9.7,29.0,5.786,7.31,89.13,37.7,-0.55,2.0,0.2,174.0,0.864391
6.900383142,174.5860367,-4.211072664,-30.1349481,126.9411765,-476.228019,4.899709962,91.82694363,1.075936332,4.96450468,1.258362168,-1.39004892,38.72707241,33.19105079,6.828547389,0.478,25.0,54.93804,197.0,3.72,9.4,-50.0,7.434,7.3,73.09,36.7,-0.85,2.0,0.37,153.0,1.37056
5.819444444,165.9289017,7.061728395,-31.37037037,139.1111111,-323.8209219,-435.7061019,254.9866605,0.550923457,1.749836472,-0.081052067,-2.804783951,42.93582616,26.3638878,6.827180347,1.083,30.0,65.4,139.0,4.45,6.4,-60.0,9.394,7.134,46.07,24.3,-0.31,1.0,0.3,78.37,1.44483
4.60515873,156.1323945,1.750297265,-61.79310345,214.8275862,-346.5741855,-411.1971077,121.3910449,4.347911296,2.543059342,-0.034284582,-2.297010362,45.3051226,27.72198532,8.902059979,2.8753,30.0,65.4,139.0,4.45,6.4,-60.0,9.394,7.134,73.09,36.7,-0.85,2.0,0.37,153.0,1.33861
4.274074074,157.6435699,1.0,-45.5,203.0,-407.0307408,-763.9385164,208.2792469,1.491045918,-12.47760781,0.305555556,-2.116666667,46.91945671,23.78241367,6.836984153,2.75,30.0,65.4,139.0,4.45,6.4,-60.0,9.394,7.134,73.09,36.7,-0.85,2.0,0.37,153.0,1.13768
7.621863799,173.4686422,14.47187929,-47.52263374,186.2962963,22.3721335,-464.8263434,-788.6968901,1.011665844,21.24453304,0.745333095,-0.537855657,32.44800974,27.98658984,17.14658068,0.1776,30.0,65.4,139.0,4.45,6.4,-60.0,9.394,7.134,101.14,36.7,0.945,19.9,0.2,152.0,0.845633
5.865079365,174.6157044,5.326530612,-48.48979592,158.5714286,-484.4214971,-30.14035608,15.28189589,4.969481633,15.12841755,1.734693878,-2.112244898,38.59684834,28.0923986,10.25825415,0.7812,30.0,65.4,139.0,4.45,6.4,-60.0,9.394,7.134,41.05,37.5,0.34,1.0,0.26,81.6,0.946948
5.865079365,174.6157044,5.326530612,-48.48979592,158.5714286,-484.4214971,-30.14035608,15.28189589,4.969481633,15.12841755,1.734693878,-2.112244898,38.59684834,28.0923986,10.25825415,0.7812,30.0,65.4,139.0,4.45,6.4,-60.0,9.394,7.134,101.14,36.7,0.945,19.9,0.2,152.0,0.802832
5.819444444,165.9289017,7.061728395,-31.37037037,139.1111111,-323.8209219,-435.7061019,254.9866605,0.550923457,1.749836472,-0.081052067,-2.804783951,42.93582616,26.3638878,6.827180347,1.083,30.0,65.4,139.0,4.45,6.4,-60.0,9.394,7.134,73.09,36.7,-0.85,2.0,0.37,153.0,1.33375
5.59164952,151.8453747,21.77777778,-3.555555556,348.7096774,-493.1886033,-634.3632205,270.910299,1.52801103,6.164419496,-1.125925926,-4.250491386,45.52257035,33.38430835,10.33647217,1.9158,20.0,40.08,231.0,2.2,22.8,2.0,6.113,1.54,28.05,1.69,0.04,0.0,0.12,-103.7,1.57533
5.59164952,151.8453747,21.77777778,-3.555555556,348.7096774,-493.1886033,-634.3632205,270.910299,1.52801103,6.164419496,-1.125925926,-4.250491386,45.52257035,33.38430835,10.33647217,1.9158,20.0,40.08,231.0,2.2,22.8,2.0,6.113,1.54,30.07,1.69,0.28,0.0,0.15,-88.6,1.56666
5.881430041,164.2132868,4.043286084,-23.57933242,352.4444444,-223.6736862,-383.5013913,73.17976101,-0.201195062,2.332912535,-0.114020265,-2.878858025,38.43991726,41.38900632,6.821328989,2.3898,30.0,65.4,139.0,4.45,6.4,-60.0,9.394,7.134,73.09,36.7,-0.85,2.0,0.37,153.0,1.02354
5.819444444,165.9289017,7.061728395,-31.37037037,139.1111111,-323.8209219,-435.7061019,254.9866605,0.550923457,1.749836472,-0.081052067,-2.804783951,42.93582616,26.3638878,6.827180347,1.083,30.0,65.4,139.0,4.45,6.4,-60.0,9.394,7.134,87.12,32.2,-0.85,2.0,0.25,165.1,0.948194
5.581980186,169.7560012,-8.64,-1.12,50.8,27.7819722,0.0,0.0,0.0,0.0,0.983015531,-1.75733888,34.11764866,21.37334811,3.207106781,-0.2992,12.0,24.305,173.0,3.75,10.6,-40.0,7.646,1.74,45.09,3.9,0.67,1.0,0.2,3.2,1.37084
5.280701754,189.1588115,-6.326530612,-20.7755102,105.4285714,-187.9426401,-295.0873899,153.9775161,0.124438776,0.0,0.695578231,-2.169709989,44.15534175,31.18866227,3.407582445,0.7798,48.0,112.41,158.0,4.33,7.2,-70.0,8.994,8.69,73.09,36.7,-0.85,2.0,0.37,153.0,1.37462
5.280701754,189.1588115,-6.326530612,-20.7755102,105.4285714,-187.9426401,-295.0873899,153.9775161,0.124438776,0.0,0.695578231,-2.169709989,44.15534175,31.18866227,3.407582445,0.7798,25.0,54.93804,197.0,3.72,9.4,-50.0,7.434,7.3,73.09,36.7,-0.85,2.0,0.37,153.0,1.40946
2.490196078,172.8966427,-28.08,-29.42,129.8,-120.0865862,-458.5185535,-97.35287001,-0.042336,17.32369574,0.585,-1.160588235,50.28462104,22.73366526,0.0,2.1436,29.0,63.55,140.0,4.48,6.7,119.0,7.726,8.933,46.03,59.0,-0.39,2.0,0.24,100.8,1.42275
5.819444444,165.9289017,7.061728395,-31.37037037,139.1111111,-323.8209219,-435.7061019,254.9866605,0.550923457,1.749836472,-0.081052067,-2.804783951,42.93582616,26.3638878,6.827180347,1.083,28.0,58.693,163.0,4.4,6.8,112.0,7.64,8.912,73.09,36.7,-0.85,2.0,0.37,153.0,1.09853
4.160130719,153.6109996,7.122769064,-74.70308275,310.6046512,-307.5476523,-516.8631436,-209.4552147,5.139740508,6.851353018,-0.35027428,-1.780135526,45.86190169,26.95971297,10.25961199,4.251,90.0,232.038,237.0,3.2,32.1,113.0,6.08,11.72,73.09,36.7,-0.85,2.0,0.37,153.0,3.12903
5.865079365,174.6157044,5.326530612,-48.48979592,158.5714286,-484.4214971,-30.14035608,15.28189589,4.969481633,15.12841755,1.734693878,-2.112244898,38.59684834,28.0923986,10.25825415,0.7812,48.0,112.41,158.0,4.33,7.2,-70.0,8.994,8.69,87.12,32.2,-0.85,2.0,0.25,165.1,1.17439
5.865079365,174.6157044,5.326530612,-48.48979592,158.5714286,-484.4214971,-30.14035608,15.28189589,4.969481633,15.12841755,1.734693878,-2.112244898,38.59684834,28.0923986,10.25825415,0.7812,48.0,112.41,158.0,4.33,7.2,-70.0,8.994,8.69,87.12,32.2,-0.85,2.0,0.25,165.1,1.17133
6.900383142,174.5860367,-4.211072664,-30.1349481,126.9411765,-476.228019,4.899709962,91.82694363,1.075936332,4.96450468,1.258362168,-1.39004892,38.72707241,33.19105079,6.828547389,0.478,83.0,208.9804,207.0,4.69,7.4,91.0,7.289,9.807,73.09,36.7,-0.85,2.0,0.37,153.0,1.12697
5.542222222,154.9477529,-1.668639053,-43.73964497,183.3846154,-400.3951207,-428.4866908,281.4722231,1.127684024,4.695555829,0.138115168,-2.18556213,41.63504387,32.53998956,6.836984153,1.54,64.0,157.2,237.0,3.1,23.5,13.0,6.15,7.9,73.09,36.7,-0.85,2.0,0.37,153.0,1.10753
5.59164952,151.8453747,21.77777778,-3.555555556,348.7096774,-493.1886033,-634.3632205,270.910299,1.52801103,6.164419496,-1.125925926,-4.250491386,45.52257035,33.38430835,10.33647217,1.9158,48.0,112.41,158.0,4.33,7.2,-70.0,8.994,8.69,73.09,36.7,-0.85,2.0,0.37,153.0,0.685068
5.819444444,165.9289017,7.061728395,-31.37037037,139.1111111,-323.8209219,-435.7061019,254.9866605,0.550923457,1.749836472,-0.081052067,-2.804783951,42.93582616,26.3638878,6.827180347,1.083,30.0,65.4,139.0,4.45,6.4,-60.0,9.394,7.134,101.14,36.7,0.945,19.9,0.2,152.0,1.18529
5.819444444,165.9289017,7.061728395,-31.37037037,139.1111111,-323.8209219,-435.7061019,254.9866605,0.550923457,1.749836472,-0.081052067,-2.804783951,42.93582616,26.3638878,6.827180347,1.083,23.0,50.9415,179.0,3.6,12.4,51.0,6.746,6.0,84.11,2.6,2.08,1.0,0.2,84.0,1.04905
5.819444444,165.9289017,7.061728395,-31.37037037,139.1111111,-323.8209219,-435.7061019,254.9866605,0.550923457,1.749836472,-0.081052067,-2.804783951,42.93582616,26.3638878,6.827180347,1.083,23.0,50.9415,179.0,3.6,12.4,51.0,6.746,6.0,58.08,20.7,-0.24,1.0,0.17,56.05,1.20095
6.5,169.7560012,5.5,-6.5,65.5,-122.1472391,-27.16540678,69.19802825,0.0,0.0,14.0625,-10.6875,28.80745518,22.5085,6.650711829,-0.8444,48.0,112.41,158.0,4.33,7.2,-70.0,8.994,8.69,32.04,32.7,0.791,8.2,0.32,65.0,2.16301
5.581980186,169.7560012,-8.64,-1.12,50.8,27.7819722,0.0,0.0,0.0,0.0,0.983015531,-1.75733888,34.11764866,21.37334811,3.207106781,-0.2992,65.0,158.92535,221.0,3.1,25.5,112.0,5.864,8.23,153.82,2.24,2.18,0.0,0.23,76.72,3.30242
5.865079365,174.6157044,5.326530612,-48.48979592,158.5714286,-484.4214971,-30.14035608,15.28189589,4.969481633,15.12841755,1.734693878,-2.112244898,38.59684834,28.0923986,10.25825415,0.7812,3.0,7.0,182.0,3.01,24.3,60.0,5.392,0.534,45.09,3.9,0.67,1.0,0.2,3.2,0.93374
7.621863799,173.4686422,14.47187929,-47.52263374,186.2962963,22.3721335,-464.8263434,-788.6968901,1.011665844,21.24453304,0.745333095,-0.537855657,32.44800974,27.98658984,17.14658068,0.1776,30.0,65.4,139.0,4.45,6.4,-60.0,9.394,7.134,73.09,36.7,-0.85,2.0,0.37,153.0,1.20351
4.274074074,157.6435699,1.0,-45.5,203.0,-407.0307408,-763.9385164,208.2792469,1.491045918,-12.47760781,0.305555556,-2.116666667,46.91945671,23.78241367,6.836984153,2.75,30.0,65.4,139.0,4.45,6.4,-60.0,9.394,7.134,41.05,37.5,0.34,1.0,0.26,81.6,1.21883
5.542222222,154.9477529,-1.668639053,-43.73964497,183.3846154,-400.3951207,-428.4866908,281.4722231,1.127684024,4.695555829,0.138115168,-2.18556213,41.63504387,32.53998956,6.836984153,1.54,26.0,55.84,194.0,4.06,8.4,15.0,7.902,7.874,73.09,36.7,-0.85,2.0,0.37,153.0,1.1209
4.60515873,156.1323945,1.750297265,-61.79310345,214.8275862,-346.5741855,-411.1971077,121.3910449,4.347911296,2.543059342,-0.034284582,-2.297010362,45.3051226,27.72198532,8.902059979,2.8753,30.0,65.4,139.0,4.45,6.4,-60.0,9.394,7.134,73.09,36.7,-0.85,2.0,0.37,153.0,1.24126
4.927350427,167.3620175,14.88888889,-12.77777778,173.3333333,1.319498307,-591.311751,-493.3278434,-1.527833333,13.83633736,-0.768888889,-1.055555556,45.02791735,25.13285217,6.862458426,2.2362,30.0,65.4,139.0,4.45,6.4,-60.0,9.394,7.134,73.09,36.7,-0.85,2.0,0.37,153.0,1.3771
2.490196078,172.8966427,-28.08,-29.42,129.8,-120.0865862,-458.5185535,-97.35287001,-0.042336,17.32369574,0.585,-1.160588235,50.28462104,22.73366526,0.0,2.1436,30.0,65.4,139.0,4.45,6.4,-60.0,9.394,7.134,73.09,36.7,-0.85,2.0,0.37,153.0,1.06036
1.969135802,160.2661121,-32.1183432,-38.14792899,172.6153846,-444.3049007,-627.7720807,674.3291608,-0.207481657,-20.64813252,0.468639053,-0.952443568,52.40379981,23.59893902,0.0,2.2618,29.0,63.55,140.0,4.48,6.7,119.0,7.726,8.933,78.11,2.2,2.13,0.0,0.16,80.1,0.860847
4.607936508,156.5272456,3.511966701,-55.38189386,227.4193548,-574.6817201,-373.7814457,314.4336725,2.457642248,-9.204744818,0.916915973,-1.70062435,43.57578391,26.08862449,10.26908972,2.4482,48.0,112.41,158.0,4.33,7.2,-70.0,8.994,8.69,87.12,32.2,-0.85,2.0,0.25,165.1,1.29102
5.819444444,165.9289017,7.061728395,-31.37037037,139.1111111,-323.8209219,-435.7061019,254.9866605,0.550923457,1.749836472,-0.081052067,-2.804783951,42.93582616,26.3638878,6.827180347,1.083,30.0,65.4,139.0,4.45,6.4,-60.0,9.394,7.134,32.04,32.7,0.791,8.2,0.32,65.0,1.59717
6.5,169.7560012,5.5,-6.5,65.5,-122.1472391,-27.16540678,69.19802825,0.0,0.0,14.0625,-10.6875,28.80745518,22.5085,6.650711829,-0.8444,30.0,65.4,139.0,4.45,6.4,-60.0,9.394,7.134,60.1,18.8,-0.25,2.0,0.29,97.2,1.68641
4.363247863,160.4274476,0.888888889,-42.44444444,173.3333333,-448.9353286,-506.5582561,274.7735749,-0.822288889,5.481638718,0.706349206,-1.888888889,45.02791735,25.13285217,6.848610706,2.2362,30.0,65.4,139.0,4.45,6.4,-60.0,9.394,7.134,73.09,36.7,-0.85,2.0,0.37,153.0,1.31183
3.280193237,149.5113998,-9.0,-3.0,225.0,-124.3567046,47.75527573,619.5860344,-1.00695,1.555658253,-0.295454545,-0.358695652,45.17018207,26.09480132,0.0,3.0576,30.0,65.4,139.0,4.45,6.4,-60.0,9.394,7.134,186.03,2.98,3.37,1.0,0.2,173.8,1.16527
3.280193237,149.5113998,-9.0,-3.0,225.0,-124.3567046,47.75527573,619.5860344,-1.00695,1.555658253,-0.295454545,-0.358695652,45.17018207,26.09480132,0.0,3.0576,30.0,65.4,139.0,4.45,6.4,-60.0,9.394,7.134,186.03,2.98,3.37,1.0,0.2,173.8,1.34621
5.819444444,165.9289017,7.061728395,-31.37037037,139.1111111,-323.8209219,-435.7061019,254.9866605,0.550923457,1.749836472,-0.081052067,-2.804783951,42.93582616,26.3638878,6.827180347,1.083,25.0,54.93804,197.0,3.72,9.4,-50.0,7.434,7.3,73.09,36.7,-0.85,2.0,0.37,153.0,1.12599
4.363247863,160.4274476,0.888888889,-42.44444444,173.3333333,-448.9353286,-506.5582561,274.7735749,-0.822288889,5.481638718,0.706349206,-1.888888889,45.02791735,25.13285217,6.848610706,2.2362,30.0,65.4,139.0,4.45,6.4,-60.0,9.394,7.134,73.09,36.7,-0.85,2.0,0.37,153.0,1.14454
5.865079365,174.6157044,5.326530612,-48.48979592,158.5714286,-484.4214971,-30.14035608,15.28189589,4.969481633,15.12841755,1.734693878,-2.112244898,38.59684834,28.0923986,10.25825415,0.7812,29.0,63.55,140.0,4.48,6.7,119.0,7.726,8.933,73.09,36.7,-0.85,2.0,0.37,153.0,1.39486
5.865079365,174.6157044,5.326530612,-48.48979592,158.5714286,-484.4214971,-30.14035608,15.28189589,4.969481633,15.12841755,1.734693878,-2.112244898,38.59684834,28.0923986,10.25825415,0.7812,29.0,63.55,140.0,4.48,6.7,119.0,7.726,8.933,73.09,36.7,-0.85,2.0,0.37,153.0,1.39486
5.865079365,174.6157044,5.326530612,-48.48979592,158.5714286,-484.4214971,-30.14035608,15.28189589,4.969481633,15.12841755,1.734693878,-2.112244898,38.59684834,28.0923986,10.25825415,0.7812,28.0,58.693,163.0,4.4,6.8,112.0,7.64,8.912,92.1,2.4,2.5,1.0,0.29,110.6,0.96089
5.280701754,189.1588115,-6.326530612,-20.7755102,105.4285714,-187.9426401,-295.0873899,153.9775161,0.124438776,0.0,0.695578231,-2.169709989,44.15534175,31.18866227,3.407582445,0.7798,29.0,63.55,140.0,4.48,6.7,119.0,7.726,8.933,46.07,24.3,-0.31,1.0,0.3,78.37,1.48187
