code,SMILES,Metal,solvents,AATS4dv,AATS4s,AATS0i,AATS6i,ATSC2dv,ATSC3dv,ATSC0Z,ATSC3v,ATSC4v,ATSC5v,ATSC6pe,ATSC7i,AATSC4dv,AATSC5dv,AATSC4Z,AATSC0v,AATSC1v,MIC1,MID_O,SLogP,Atomic_Number,AtomicMass,AtomicRadius,Mulliken EN,polarizability(A^3),electron affinity(kJ/mol),IonizationEnergy,Density_,Relative Molecular Weight,Permittivity,LogP,HBD,HBA,MPC,Boiling Point (°„C),Density
MUMFUY,C1=CC(=C(N=C1)C2=C(C=CC=N2)C(=O)O)C(=O)O,Dy,tridecahydrate,9.84,5.951111111,160.1984138,157.7875841,14.33136095,2.49112426,183.3846154,49.85970613,-221.6783136,-134.711756,-1.86244142,-6.649327216,-0.388639053,-0.910397295,-0.262485207,41.63504387,3.069537123,32.53998956,6.854891369,1.54,66,162.5,229,3.1,24.5,34,5.939,8.55,74.1,14.4,0.88,1,2,0.28,117.7,1.92817
MUMLIR,C(=C/C(=O)O)\C(=O)O,Zn,dimethylacetamide,7.333333333,6.277777778,165.721098,185.1842767,0,-44,104,-133.043857,12.7780432,22.25755962,-1.5052,0.597289909,-0.166666667,4.625,-1,38.11370535,4.185616201,25.00348062,6.735810142,-0.2882,30,65.4,139,4.45,6.4,-60,9.394,7.134,87.12,37.8,0.937,1,24.2,0.25,166,1.28044
MUNPAN,C1=CC2=C(C=CC(=C2)C(=O)O)C=C1C(=O)O,Zn,nitrobenzene,5.307692308,4.363247863,155.944943,160.4274476,0.888888889,-42.44444444,173.3333333,-448.9353286,-506.5582561,274.7735749,-0.822288889,5.481638718,-0.811965812,0.706349206,-1.888888889,45.02791735,5.667693064,25.13285217,6.848610706,2.2362,30,65.4,139,4.45,6.4,-60,9.394,7.134,123.11,35.3,1.6,1,5,0.21,210,0.85224
MUQYEE,C1=C(C=C(C=C1C(=O)O)C(=O)O)C2=CC(=CC(=C2)C(=O)O)C(=O)O,In,dimethylacetamide,7.7,4.858333333,157.6910737,155.9380745,2,-72,248,-759.8481655,10.48444149,370.5888096,2.212167474,14.31855002,-0.475,1.162162162,-1.45,40.7487866,7.137168855,27.40525765,13.70205868,2.1464,49,114.818,193,3.1,9.7,29,5.786,7.31,87.12,37.8,0.937,1,24.2,0.25,166,0.803714
MUYDUH,C1=C(C=C(C=C1C(=O)O)O)C(=O)O,Zn,"N,N-dimethylacetamide",7.527777778,5.595679012,160.5851153,178.4766186,-0.872576177,-39.95567867,148.9473684,-479.2679442,5.313848326,-171.0374962,-0.822231579,7.749371444,-0.159510619,1.383336885,-0.478224069,40.68554192,8.082498684,28.99300178,8.591393826,0.7886,30,65.4,139,4.45,6.4,-60,9.394,7.134,87.12,32.2,-0.85,1,2,0.25,165.1,1.03099
MUZVUA,C1=CC2=C(C=CC(=C2)C(=O)O)C=C1C(=O)O,Cd,"N,N-dimethylformamide",5.307692308,4.363247863,155.944943,160.4274476,0.888888889,-42.44444444,173.3333333,-448.9353286,-506.5582561,274.7735749,-0.822288889,5.481638718,-0.811965812,0.706349206,-1.888888889,45.02791735,5.667693064,25.13285217,6.848610706,2.2362,48,112.41,158,4.33,7.2,-70,8.994,8.69,73.09,36.7,-0.85,1,2,0.37,153,1.14227
NAFGOR01,C1=CN=CN1,Co,"N,N-dimethylacetamide",0,1,171.3926447,169.7560012,-15,-14,66,-184.8704272,156.766852,0,0,0,4,0.983015531,9,45.11253556,-4.605803873,23.44582195,0,0.4097,27,58.93319,192,4.3,7.5,64,7.881,8.86,87.12,32.2,-0.85,1,2,0.25,165.1,1.16218
NAGKEO,C1=C(C=C(C=C1C(=O)O)Br)C(=O)O,Zn,"N,N-dimethylformamide",6.83912037,5.305941358,156.6841179,172.5950723,3.508899389,-22.39800843,974,-543.6725707,214.5811553,-86.69556581,0.861688889,7.804185971,-0.872034772,0.282615691,-0.003472222,45.71216145,6.431604644,46.98825016,6.828292156,1.8455,30,65.4,139,4.45,6.4,-60,9.394,7.134,73.09,36.7,-0.85,1,2,0.37,153,1.2028
NAHFOU,C1=CC2=C(C=CC(=C2)C(=O)O)C=C1C(=O)O,Cd,"N,N-dimethylformamide",5.307692308,4.363247863,155.944943,160.4274476,0.888888889,-42.44444444,173.3333333,-448.9353286,-506.5582561,274.7735749,-0.822288889,5.481638718,-0.811965812,0.706349206,-1.888888889,45.02791735,5.667693064,25.13285217,6.848610706,2.2362,48,112.41,158,4.33,7.2,-70,8.994,8.69,73.09,36.7,-0.85,1,2,0.37,153,1.28207
NALYEG,C1=C(C=C(C=C1C(=O)O)C(=O)O)C(=O)O,U,"N,N-dimethylformamide",8.285714286,5.865079365,160.1601348,174.6157044,5.326530612,-48.48979592,158.5714286,-484.4214971,-30.14035608,15.28189589,4.969481633,15.12841755,-0.918367347,1.734693878,-2.112244898,38.59684834,7.580096337,28.0923986,10.25825415,0.7812,92,238.0289,240,3.4,27.4,51,6.194,18.95,73.09,36.7,-0.85,1,2,0.37,153,1.68841
NANYUX,C1=C(C=C(C=C1C(=O)O)C(=O)O)C(=O)O,Zn,dimethylformamide,8.285714286,5.865079365,160.1601348,174.6157044,5.326530612,-48.48979592,158.5714286,-484.4214971,-30.14035608,15.28189589,4.969481633,15.12841755,-0.918367347,1.734693878,-2.112244898,38.59684834,7.580096337,28.0923986,10.25825415,0.7812,30,65.4,139,4.45,6.4,-60,9.394,7.134,73.09,36.7,-0.85,1,2,0.37,153,1.09573
NANYUX01,C1=C(C=C(C=C1C(=O)O)C(=O)O)C(=O)O,Zn,dimethylformamide,8.285714286,5.865079365,160.1601348,174.6157044,5.326530612,-48.48979592,158.5714286,-484.4214971,-30.14035608,15.28189589,4.969481633,15.12841755,-0.918367347,1.734693878,-2.112244898,38.59684834,7.580096337,28.0923986,10.25825415,0.7812,30,65.4,139,4.45,6.4,-60,9.394,7.134,73.09,36.7,-0.85,1,2,0.37,153,1.03175
NANYUX02,C1=C(C=C(C=C1C(=O)O)C(=O)O)C(=O)O,Zn,"N,N-dimethylformamide",8.285714286,5.865079365,160.1601348,174.6157044,5.326530612,-48.48979592,158.5714286,-484.4214971,-30.14035608,15.28189589,4.969481633,15.12841755,-0.918367347,1.734693878,-2.112244898,38.59684834,7.580096337,28.0923986,10.25825415,0.7812,30,65.4,139,4.45,6.4,-60,9.394,7.134,73.09,36.7,-0.85,1,2,0.37,153,1.02182
NANYUX03,C1=C(C=C(C=C1C(=O)O)C(=O)O)C(=O)O,Zn,"N,N-dimethylformamide",8.285714286,5.865079365,160.1601348,174.6157044,5.326530612,-48.48979592,158.5714286,-484.4214971,-30.14035608,15.28189589,4.969481633,15.12841755,-0.918367347,1.734693878,-2.112244898,38.59684834,7.580096337,28.0923986,10.25825415,0.7812,30,65.4,139,4.45,6.4,-60,9.394,7.134,73.09,36.7,-0.85,1,2,0.37,153,1.04137
NAWWUG,C1=C(C=C(C=C1C(=O)O)C(=O)O)C(=O)O,Ni,"N,N-dimethylformamide",8.285714286,5.865079365,160.1601348,174.6157044,5.326530612,-48.48979592,158.5714286,-484.4214971,-30.14035608,15.28189589,4.969481633,15.12841755,-0.918367347,1.734693878,-2.112244898,38.59684834,7.580096337,28.0923986,10.25825415,0.7812,28,58.693,163,4.4,6.8,112,7.64,8.912,73.09,36.7,-0.85,1,2,0.37,153,1.16025
NAZBAT,C1=CC=C2C(=C1)C(=CC=C2C(=O)O)C(=O)O,In,dimethylformamide,6.923076923,4.927350427,155.944943,167.3620175,14.88888889,-12.77777778,173.3333333,1.319498307,-591.311751,-493.3278434,-1.527833333,13.83633736,-0.837606838,-0.768888889,-1.055555556,45.02791735,5.667693064,25.13285217,6.862458426,2.2362,49,114.818,193,3.1,9.7,29,5.786,7.31,73.09,36.7,-0.85,1,2,0.37,153,1.03281
NEBNOZ,C1=CC2=C(C=CC(=C2)C(=O)O)C=C1C(=O)O,Zn,"N,N-dimethylformamide",5.307692308,4.363247863,155.944943,160.4274476,0.888888889,-42.44444444,173.3333333,-448.9353286,-506.5582561,274.7735749,-0.822288889,5.481638718,-0.811965812,0.706349206,-1.888888889,45.02791735,5.667693064,25.13285217,6.848610706,2.2362,30,65.4,139,4.45,6.4,-60,9.394,7.134,73.09,36.7,-0.85,1,2,0.37,153,1.13873
NEKCIS,C1CN2CCN1CC2,Zn,dimethylformamide,0,1.25,170.1129043,169.7560012,-30.18,-40.65,133.8,-627.9220571,-527.9556377,726.9504707,0,0,0.11,1.21,-0.84,47.29517787,-4.715638742,11.3575496,0,-0.3824,30,65.4,139,4.45,6.4,-60,9.394,7.134,73.09,36.7,-0.85,1,2,0.37,153,0.965805
NEKCIS01,C1CN2CCN1CC2,Zn,dimethylformamide,0,1.25,170.1129043,169.7560012,-30.18,-40.65,133.8,-627.9220571,-527.9556377,726.9504707,0,0,0.11,1.21,-0.84,47.29517787,-4.715638742,11.3575496,0,-0.3824,30,65.4,139,4.45,6.4,-60,9.394,7.134,73.09,36.7,-0.85,1,2,0.37,153,0.971872
NERVEL,C1=CC(=CN=C1)C(=O)O,Co,ethanol,5.263157895,5.877192982,161.9640736,177.1021883,-4.326530612,-12.20408163,105.4285714,-262.6787193,-100.3556513,87.63283563,-0.496095918,0.869421309,-0.575725027,-0.373469388,-1.132116004,44.15534175,1.211667415,31.18866227,3.407582445,0.7798,27,58.93319,192,4.3,7.5,64,7.881,8.86,46.07,24.3,-0.31,1,1,0.3,78.37,1.41245
NERVOV,C1=CC(=CN=C1)C(=O)O,Co,benzyl,5.263157895,5.877192982,161.9640736,177.1021883,-4.326530612,-12.20408163,105.4285714,-262.6787193,-100.3556513,87.63283563,-0.496095918,0.869421309,-0.575725027,-0.373469388,-1.132116004,44.15534175,1.211667415,31.18866227,3.407582445,0.7798,27,58.93319,192,4.3,7.5,64,7.881,8.86,28,,0.2,0,0,0.2,-103.7,1.37844
NESSOV,C1=CC(=CC=C1C2=CC=C(C=C2)C(=O)O)C(=O)O,Co,"N,N-dimethylformamide",4.466666667,4.274074074,155.9322375,157.6435699,1,-45.5,203,-407.0307408,-763.9385164,208.2792469,1.491045918,-12.47760781,-1.116666667,0.305555556,-2.116666667,46.91945671,4.889228509,23.78241367,6.836984153,2.75,27,58.93319,192,4.3,7.5,64,7.881,8.86,73.09,36.7,-0.85,1,2,0.37,153,1.0314
NESTAI,C1=CC(=CC=C1C(=O)O)C(=O)O,Ni,"N,N-dimethylformamide",5.125,5.819444444,159.2036613,165.9289017,7.061728395,-31.37037037,139.1111111,-323.8209219,-435.7061019,254.9866605,0.550923457,1.749836472,-1.742283951,-0.081052067,-2.804783951,42.93582616,5.672705364,26.3638878,6.827180347,1.083,28,58.693,163,4.4,6.8,112,7.64,8.912,73.09,36.7,-0.85,1,2,0.37,153,0.904449
NESVAK,C1=C(C=C(C=C1C(=O)O)C(=O)O)C(=O)O,Cd,dimethylacetamide,8.285714286,5.865079365,160.1601348,174.6157044,5.326530612,-48.48979592,158.5714286,-484.4214971,-30.14035608,15.28189589,4.969481633,15.12841755,-0.918367347,1.734693878,-2.112244898,38.59684834,7.580096337,28.0923986,10.25825415,0.7812,48,112.41,158,4.33,7.2,-70,8.994,8.69,87.12,37.8,0.937,1,24.2,0.25,166,1.08631
NIFFIU,CC1=NC=CN1,Zn,argon,0,1.666666667,169.9302885,169.7560012,-5.555555556,-48.44444444,86.66666667,-195.7238121,-266.681362,267.0900931,0,0,2.22E-16,2.777777778,-1.777777778,47.27171693,-4.147766327,23.96150037,0,0.71812,30,65.4,139,4.45,6.4,-60,9.394,7.134,30.1,1,0.1,0,0,0,-88.6,0.959191
NIFNUO,CC1=NC=CN1,Zn,argon,0,1.666666667,169.9302885,169.7560012,-5.555555556,-48.44444444,86.66666667,-195.7238121,-266.681362,267.0900931,0,0,2.22E-16,2.777777778,-1.777777778,47.27171693,-4.147766327,23.96150037,0,0.71812,30,65.4,139,4.45,6.4,-60,9.394,7.134,30.1,1,0.1,0,0,0,-88.6,0.992805
NIFPAW,CC1=NC=CN1,Zn,methane,0,1.666666667,169.9302885,169.7560012,-5.555555556,-48.44444444,86.66666667,-195.7238121,-266.681362,267.0900931,0,0,2.22E-16,2.777777778,-1.777777778,47.27171693,-4.147766327,23.96150037,0,0.71812,30,65.4,139,4.45,6.4,-60,9.394,7.134,16.04,32.7,-0.24,0,0,0.18,-161.5,0.895567
NIFPIE,CC1=NC=CN1,Zn,methane,0,1.666666667,169.9302885,169.7560012,-5.555555556,-48.44444444,86.66666667,-195.7238121,-266.681362,267.0900931,0,0,2.22E-16,2.777777778,-1.777777778,47.27171693,-4.147766327,23.96150037,0,0.71812,30,65.4,139,4.45,6.4,-60,9.394,7.134,16.04,32.7,-0.24,0,0,0.18,-161.5,0.907866
NIFQOL,CC1=NC=CN1,Zn,argon,0,1.666666667,169.9302885,169.7560012,-5.555555556,-48.44444444,86.66666667,-195.7238121,-266.681362,267.0900931,0,0,2.22E-16,2.777777778,-1.777777778,47.27171693,-4.147766327,23.96150037,0,0.71812,30,65.4,139,4.45,6.4,-60,9.394,7.134,30.1,1,0.1,0,0,0,-88.6,0.940743
NIFSUT,CC1=NC=CN1,Zn,methane,0,1.666666667,169.9302885,169.7560012,-5.555555556,-48.44444444,86.66666667,-195.7238121,-266.681362,267.0900931,0,0,2.22E-16,2.777777778,-1.777777778,47.27171693,-4.147766327,23.96150037,0,0.71812,30,65.4,139,4.45,6.4,-60,9.394,7.134,16.04,32.7,-0.24,0,0,0.18,-161.5,0.907866
NIFTAA,CC1=NC=CN1,Zn,methane,0,1.666666667,169.9302885,169.7560012,-5.555555556,-48.44444444,86.66666667,-195.7238121,-266.681362,267.0900931,0,0,2.22E-16,2.777777778,-1.777777778,47.27171693,-4.147766327,23.96150037,0,0.71812,30,65.4,139,4.45,6.4,-60,9.394,7.134,16.04,32.7,-0.24,0,0,0.18,-161.5,0.911573
NIJTOR,C1=C(SC(=C1)C(=O)O)C(=O)O,Co,"thiophene-2,5-dicarboxylate",8.947368421,6.986354776,156.638113,177.2356928,6.536296296,-34.58864198,215.7333333,-301.222032,-357.3657579,-8.112786327,2.851008,5.342441632,-0.574554906,-0.58680776,-7.392748538,42.01586201,8.94936665,35.50134612,6.816819862,1.1445,27,58.93319,192,4.3,7.5,64,7.881,8.86,84.1,3.9,2.7,0,1,0.27,84,1.40187
NIJVAF,C1=C(SC(=C1)C(=O)O)C(=O)O,Cd,"N,N-dimethylformamide",8.947368421,6.986354776,156.638113,177.2356928,6.536296296,-34.58864198,215.7333333,-301.222032,-357.3657579,-8.112786327,2.851008,5.342441632,-0.574554906,-0.58680776,-7.392748538,42.01586201,8.94936665,35.50134612,6.816819862,1.1445,48,112.41,158,4.33,7.2,-70,8.994,8.69,73.09,36.7,-0.85,1,2,0.37,153,1.28606
NIRSAL,C1=CN=CC=C1C2=CC=NC=C2,Zn,"N,N-dimethylformamide",3.294117647,2.490196078,158.4882451,172.8966427,-28.08,-29.42,129.8,-120.0865862,-458.5185535,-97.35287001,-0.042336,17.32369574,-0.325294118,0.585,-1.160588235,50.28462104,-1.071597631,22.73366526,0,2.1436,30,65.4,139,4.45,6.4,-60,9.394,7.134,73.09,36.7,-0.85,1,2,0.37,153,1.29115
NOWYAC,C1=CC(=C(C=C1C(=O)O)N)C(=O)O,In,methanol,5.725,6.172222222,163.0911809,175.1344561,14.01,-34.97,158.2,-403.3543722,-578.3171355,-54.96179564,-0.4656,2.26333397,-1.0925,-0.913030303,-1.47,42.37728459,9.038133208,30.24642141,6.824833415,0.6652,49,114.818,193,3.1,9.7,29,5.786,7.31,32.04,32.7,0.791,1,8.2,0.32,65,0.981789
NUDMEG,C1=CN=C(C=C1C(=O)O)C(=O)O,Mg,pyridine,7.481481481,6.090534979,162.6584682,178.2514812,2.847750865,-28.25259516,126.9411765,-195.128652,-284.7911333,47.33800624,2.041671626,4.148892121,-1.401768551,0.840995222,-2.512879662,38.72707241,4.373896611,33.19105079,6.828547389,0.478,12,24.305,173,3.75,10.6,-40,7.646,1.74,79.1,12.4,0.68,1,1,0.19,115,1.19809
NUDMOQ,C1=CN=C(C=C1C(=O)O)C(=O)O,Mg,toluene,7.481481481,6.090534979,162.6584682,178.2514812,2.847750865,-28.25259516,126.9411765,-195.128652,-284.7911333,47.33800624,2.041671626,4.148892121,-1.401768551,0.840995222,-2.512879662,38.72707241,4.373896611,33.19105079,6.828547389,0.478,12,24.305,173,3.75,10.6,-40,7.646,1.74,92.14,2.38,2.73,0,0,0.18,110.6,1.15867
NUDMUW,C1=CN=C(C=C1C(=O)O)C(=O)O,Mg,"1,4-dimethylbenzene",7.481481481,6.090534979,162.6584682,178.2514812,2.847750865,-28.25259516,126.9411765,-195.128652,-284.7911333,47.33800624,2.041671626,4.148892121,-1.401768551,0.840995222,-2.512879662,38.72707241,4.373896611,33.19105079,6.828547389,0.478,12,24.305,173,3.75,10.6,-40,7.646,1.74,106.17,2.49,3.15,0,0,0.17,169,1.18747
NUDMUW01,C1=CN=C(C=C1C(=O)O)C(=O)O,Mg,"1,4-dimethylbenzene",7.481481481,6.090534979,162.6584682,178.2514812,2.847750865,-28.25259516,126.9411765,-195.128652,-284.7911333,47.33800624,2.041671626,4.148892121,-1.401768551,0.840995222,-2.512879662,38.72707241,4.373896611,33.19105079,6.828547389,0.478,12,24.305,173,3.75,10.6,-40,7.646,1.74,106.17,2.49,3.15,0,0,0.17,169,1.17547
NUDNEH,C1=CN=C(C=C1C(=O)O)C(=O)O,Mg,"1,4-diethenylbenzene",7.481481481,6.090534979,162.6584682,178.2514812,2.847750865,-28.25259516,126.9411765,-195.128652,-284.7911333,47.33800624,2.041671626,4.148892121,-1.401768551,0.840995222,-2.512879662,38.72707241,4.373896611,33.19105079,6.828547389,0.478,12,24.305,173,3.75,10.6,-40,7.646,1.74,128.16,2.48,3.15,0,0,0.19,176,1.17792
NUFBUN,C(=O)O,Zn,"N,N-dimethylformamide",6.105972211,5.581980186,173.5064463,169.7560012,-8.64,-1.12,50.8,27.7819722,0,0,0,0,-0.924871318,0.983015531,-1.75733888,34.11764866,-7.663402001,21.37334811,3.207106781,-0.2992,30,65.4,139,4.45,6.4,-60,9.394,7.134,73.09,36.7,-0.85,1,2,0.37,153,1.31228
NUFTOY,C1=CC2=C(C=CC(=C2)C(=O)O)C=C1C(=O)O,In,diethylformamide,5.307692308,4.363247863,155.944943,160.4274476,0.888888889,-42.44444444,173.3333333,-448.9353286,-506.5582561,274.7735749,-0.822288889,5.481638718,-0.811965812,0.706349206,-1.888888889,45.02791735,5.667693064,25.13285217,6.848610706,2.2362,49,114.818,193,3.1,9.7,29,5.786,7.31,89.13,37.7,-0.55,1,2,0.2,174,0.864391
NUHHEG,C1=C(C=NC=C1C(=O)O)C(=O)O,Mn,"N,N-dimethylformamide",8.206896552,6.900383142,162.6584682,174.5860367,-4.211072664,-30.1349481,126.9411765,-476.228019,4.899709962,91.82694363,1.075936332,4.96450468,-0.47321322,1.258362168,-1.39004892,38.72707241,4.373896611,33.19105079,6.828547389,0.478,25,54.93804,197,3.72,9.4,-50,7.434,7.3,73.09,36.7,-0.85,1,2,0.37,153,1.37056
NUWXAF,C1=CC(=CC=C1C(=O)O)C(=O)O,Zn,ethanol,5.125,5.819444444,159.2036613,165.9289017,7.061728395,-31.37037037,139.1111111,-323.8209219,-435.7061019,254.9866605,0.550923457,1.749836472,-1.742283951,-0.081052067,-2.804783951,42.93582616,5.672705364,26.3638878,6.827180347,1.083,30,65.4,139,4.45,6.4,-60,9.394,7.134,46.07,24.3,-0.31,1,1,0.3,78.37,1.44483
OCIZIL,C1=CC(=CC=C1C(=O)O)OC2=CC=C(C=C2)C(=O)O,Zn,dimethylformamide,5.285714286,4.60515873,156.9501357,156.1323945,1.750297265,-61.79310345,214.8275862,-346.5741855,-411.1971077,121.3910449,4.347911296,2.543059342,-1.511296076,-0.034284582,-2.297010362,45.3051226,3.515795889,27.72198532,8.902059979,2.8753,30,65.4,139,4.45,6.4,-60,9.394,7.134,73.09,36.7,-0.85,1,2,0.37,153,1.33861
ODUNEH,C1=CC(=CC=C1C2=CC=C(C=C2)C(=O)O)C(=O)O,Zn,"N,N-dimethylformamide",4.466666667,4.274074074,155.9322375,157.6435699,1,-45.5,203,-407.0307408,-763.9385164,208.2792469,1.491045918,-12.47760781,-1.116666667,0.305555556,-2.116666667,46.91945671,4.889228509,23.78241367,6.836984153,2.75,30,65.4,139,4.45,6.4,-60,9.394,7.134,73.09,36.7,-0.85,1,2,0.37,153,1.13768
OFOSIO,C1=C(C(=C(C(=C1C(=O)O)C(=O)O)C(=O)O)C(=O)O)C(=O)O,Zn,"N,N-diethylformamide",14.67741935,7.621863799,161.4354329,173.4686422,14.47187929,-47.52263374,186.2962963,22.3721335,-464.8263434,-788.6968901,1.011665844,21.24453304,-0.307270233,0.745333095,-0.537855657,32.44800974,10.32143996,27.98658984,17.14658068,0.1776,30,65.4,139,4.45,6.4,-60,9.394,7.134,101.14,36.7,0.945,1,19.9,0.2,152,0.845633
OJEPAW,C1=C(C=C(C=C1C(=O)O)C(=O)O)C(=O)O,Zn,acetonitrile,8.285714286,5.865079365,160.1601348,174.6157044,5.326530612,-48.48979592,158.5714286,-484.4214971,-30.14035608,15.28189589,4.969481633,15.12841755,-0.918367347,1.734693878,-2.112244898,38.59684834,7.580096337,28.0923986,10.25825415,0.7812,30,65.4,139,4.45,6.4,-60,9.394,7.134,41.05,37.5,0.34,0,1,0.26,81.6,0.946948
OJEVIK,C1=C(C=C(C=C1C(=O)O)C(=O)O)C(=O)O,Zn,"N,N-diethylformamide",8.285714286,5.865079365,160.1601348,174.6157044,5.326530612,-48.48979592,158.5714286,-484.4214971,-30.14035608,15.28189589,4.969481633,15.12841755,-0.918367347,1.734693878,-2.112244898,38.59684834,7.580096337,28.0923986,10.25825415,0.7812,30,65.4,139,4.45,6.4,-60,9.394,7.134,101.14,36.7,0.945,1,19.9,0.2,152,0.802832
OJIWIO,C1=CC(=CC=C1C(=O)O)C(=O)O,Zn,dimethylformamide,5.125,5.819444444,159.2036613,165.9289017,7.061728395,-31.37037037,139.1111111,-323.8209219,-435.7061019,254.9866605,0.550923457,1.749836472,-1.742283951,-0.081052067,-2.804783951,42.93582616,5.672705364,26.3638878,6.827180347,1.083,30,65.4,139,4.45,6.4,-60,9.394,7.134,73.09,36.7,-0.85,1,2,0.37,153,1.33375
OKAYEG,C1=CC(=CC=C1C(=O)O)S(=O)(=O)C2=CC=C(C=C2)C(=O)O,Ca,ethylene,5.518518519,5.59164952,156.2688719,151.8453747,21.77777778,-3.555555556,348.7096774,-493.1886033,-634.3632205,270.910299,1.52801103,6.164419496,-1.444444444,-1.125925926,-4.250491386,45.52257035,5.127291446,33.38430835,10.33647217,1.9158,20,40.08,231,2.2,22.8,2,6.113,1.54,28.05,1.69,0.04,0,0,0.12,-103.7,1.57533
OKAYIK,C1=CC(=CC=C1C(=O)O)S(=O)(=O)C2=CC=C(C=C2)C(=O)O,Ca,ethane,5.518518519,5.59164952,156.2688719,151.8453747,21.77777778,-3.555555556,348.7096774,-493.1886033,-634.3632205,270.910299,1.52801103,6.164419496,-1.444444444,-1.125925926,-4.250491386,45.52257035,5.127291446,33.38430835,10.33647217,1.9158,20,40.08,231,2.2,22.8,2,6.113,1.54,30.07,1.69,0.28,0,0,0.15,-88.6,1.56666
OLEKUM,C1=C(C(=CC(=C1Cl)C(=O)O)Cl)C(=O)O,Zn,dimethylformamide,6.736111111,5.881430041,157.3416364,164.2132868,4.043286084,-23.57933242,352.4444444,-223.6736862,-383.5013913,73.17976101,-0.201195062,2.332912535,-1.4987902,-0.114020265,-2.878858025,38.43991726,6.895404881,41.38900632,6.821328989,2.3898,30,65.4,139,4.45,6.4,-60,9.394,7.134,73.09,36.7,-0.85,1,2,0.37,153,1.02354
ORIBAU,C1=CC(=CC=C1C(=O)O)C(=O)O,Zn,"N,N-dimethylacetamide",5.125,5.819444444,159.2036613,165.9289017,7.061728395,-31.37037037,139.1111111,-323.8209219,-435.7061019,254.9866605,0.550923457,1.749836472,-1.742283951,-0.081052067,-2.804783951,42.93582616,5.672705364,26.3638878,6.827180347,1.083,30,65.4,139,4.45,6.4,-60,9.394,7.134,87.12,32.2,-0.85,1,2,0.25,165.1,0.948194
OTAXOX,C(=O)O,Mg,dimethylamine,6.105972211,5.581980186,173.5064463,169.7560012,-8.64,-1.12,50.8,27.7819722,0,0,0,0,-0.924871318,0.983015531,-1.75733888,34.11764866,-7.663402001,21.37334811,3.207106781,-0.2992,12,24.305,173,3.75,10.6,-40,7.646,1.74,45.09,3.9,0.67,1,1,0.2,3.2,1.37084
OTIPEO,C1=CN=CC=C1C(=O)O,Cd,dimethylformamide,4.526315789,5.280701754,161.9640736,189.1588115,-6.326530612,-20.7755102,105.4285714,-187.9426401,-295.0873899,153.9775161,0.124438776,0,-1.177228786,0.695578231,-2.169709989,44.15534175,1.211667415,31.18866227,3.407582445,0.7798,48,112.41,158,4.33,7.2,-70,8.994,8.69,73.09,36.7,-0.85,1,2,0.37,153,1.37462
OTIQEP,C1=CN=CC=C1C(=O)O,Mn,dimethylformamide,4.526315789,5.280701754,161.9640736,189.1588115,-6.326530612,-20.7755102,105.4285714,-187.9426401,-295.0873899,153.9775161,0.124438776,0,-1.177228786,0.695578231,-2.169709989,44.15534175,1.211667415,31.18866227,3.407582445,0.7798,25,54.93804,197,3.72,9.4,-50,7.434,7.3,73.09,36.7,-0.85,1,2,0.37,153,1.40946
OXEWIZ,C1=CN=CC=C1C2=CC=NC=C2,Cu,formate,3.294117647,2.490196078,158.4882451,172.8966427,-28.08,-29.42,129.8,-120.0865862,-458.5185535,-97.35287001,-0.042336,17.32369574,-0.325294118,0.585,-1.160588235,50.28462104,-1.071597631,22.73366526,0,2.1436,29,63.55,140,4.48,6.7,119,7.726,8.933,46.03,59,-0.39,1,2,0.24,100.8,1.42275
OYUJUO,C1=CC(=CC=C1C(=O)O)C(=O)O,Ni,dimethylformamide,5.125,5.819444444,159.2036613,165.9289017,7.061728395,-31.37037037,139.1111111,-323.8209219,-435.7061019,254.9866605,0.550923457,1.749836472,-1.742283951,-0.081052067,-2.804783951,42.93582616,5.672705364,26.3638878,6.827180347,1.083,28,58.693,163,4.4,6.8,112,7.64,8.912,73.09,36.7,-0.85,1,2,0.37,153,1.09853
PACGIM,C1=CC(=CC=C1C(=O)O)N(C2=CC=C(C=C2)C(=O)O)C3=CC=C(C=C3)C(=O)O,Th,"N,N-dimethylformamide",5.470588235,4.160130719,157.218466,153.6109996,7.122769064,-74.70308275,310.6046512,-307.5476523,-516.8631436,-209.4552147,5.139740508,6.851353018,-1.302707346,-0.35027428,-1.780135526,45.86190169,3.782848028,26.95971297,10.25961199,4.251,90,232.038,237,3.2,32.1,113,6.08,11.72,73.09,36.7,-0.85,1,2,0.37,153,3.12903
PARKUQ,C1=C(C=C(C=C1C(=O)O)C(=O)O)C(=O)O,Cd,"N,N-dimethylacetamide",8.285714286,5.865079365,160.1601348,174.6157044,5.326530612,-48.48979592,158.5714286,-484.4214971,-30.14035608,15.28189589,4.969481633,15.12841755,-0.918367347,1.734693878,-2.112244898,38.59684834,7.580096337,28.0923986,10.25825415,0.7812,48,112.41,158,4.33,7.2,-70,8.994,8.69,87.12,32.2,-0.85,1,2,0.25,165.1,1.17439
