code,SMILES,Metal,solvents,AATS4dv,AATS4s,AATS0i,AATS6i,ATSC2dv,ATSC3dv,ATSC0Z,ATSC3v,ATSC4v,ATSC5v,ATSC6pe,ATSC7i,AATSC4dv,AATSC5dv,AATSC4Z,AATSC0v,AATSC1v,MIC1,MID_O,SLogP,Atomic_Number,AtomicMass,AtomicRadius,Mulliken EN,polarizability(A^3),electron affinity(kJ/mol),IonizationEnergy,Density_,Relative Molecular Weight,Permittivity,LogP,HBD,HBA,MPC,Boiling Point (°„C),Density
PARKUQ01,C1=C(C=C(C=C1C(=O)O)C(=O)O)C(=O)O,Cd,"N,N-dimethylacetamide",8.285714286,5.865079365,160.1601348,174.6157044,5.326530612,-48.48979592,158.5714286,-484.4214971,-30.14035608,15.28189589,4.969481633,15.12841755,-0.918367347,1.734693878,-2.112244898,38.59684834,7.580096337,28.0923986,10.25825415,0.7812,48,112.41,158,4.33,7.2,-70,8.994,8.69,87.12,32.2,-0.85,1,2,0.25,165.1,1.17133
PASNAB,C1=C(C=NC=C1C(=O)O)C(=O)O,Bi,dimethylformamide,8.206896552,6.900383142,162.6584682,174.5860367,-4.211072664,-30.1349481,126.9411765,-476.228019,4.899709962,91.82694363,1.075936332,4.96450468,-0.47321322,1.258362168,-1.39004892,38.72707241,4.373896611,33.19105079,6.828547389,0.478,83,208.9804,207,4.69,7.4,91,7.289,9.807,73.09,36.7,-0.85,1,2,0.37,153,1.12697
PEFRUP,C1=CC(=NC=C1C(=O)O)C2=NC=C(C=C2)C(=O)O,Gd,dimethylformamide,6.72,5.542222222,160.1984138,154.9477529,-1.668639053,-43.73964497,183.3846154,-400.3951207,-428.4866908,281.4722231,1.127684024,4.695555829,-1.231715976,0.138115168,-2.18556213,41.63504387,3.069537123,32.53998956,6.836984153,1.54,64,157.2,237,3.1,23.5,13,6.15,7.9,73.09,36.7,-0.85,1,2,0.37,153,1.10753
PELQII,C1=CC(=CC=C1C(=O)O)S(=O)(=O)C2=CC=C(C=C2)C(=O)O,Cd,"N,N-dimethylformamide",5.518518519,5.59164952,156.2688719,151.8453747,21.77777778,-3.555555556,348.7096774,-493.1886033,-634.3632205,270.910299,1.52801103,6.164419496,-1.444444444,-1.125925926,-4.250491386,45.52257035,5.127291446,33.38430835,10.33647217,1.9158,48,112.41,158,4.33,7.2,-70,8.994,8.69,73.09,36.7,-0.85,1,2,0.37,153,0.685068
PEMRIK,C1=CC(=CC=C1C(=O)O)C(=O)O,Zn,"N,N-diethylformamide",5.125,5.819444444,159.2036613,165.9289017,7.061728395,-31.37037037,139.1111111,-323.8209219,-435.7061019,254.9866605,0.550923457,1.749836472,-1.742283951,-0.081052067,-2.804783951,42.93582616,5.672705364,26.3638878,6.827180347,1.083,30,65.4,139,4.45,6.4,-60,9.394,7.134,101.14,36.7,0.945,1,19.9,0.2,152,1.18529
PEPLIG,C1=CC(=CC=C1C(=O)O)C(=O)O,V,thiophene,5.125,5.819444444,159.2036613,165.9289017,7.061728395,-31.37037037,139.1111111,-323.8209219,-435.7061019,254.9866605,0.550923457,1.749836472,-1.742283951,-0.081052067,-2.804783951,42.93582616,5.672705364,26.3638878,6.827180347,1.083,23,50.9415,179,3.6,12.4,51,6.746,6,84.11,2.6,2.08,0,1,0.2,84,1.04905
PEPLOM,C1=CC(=CC=C1C(=O)O)C(=O)O,V,acetone,5.125,5.819444444,159.2036613,165.9289017,7.061728395,-31.37037037,139.1111111,-323.8209219,-435.7061019,254.9866605,0.550923457,1.749836472,-1.742283951,-0.081052067,-2.804783951,42.93582616,5.672705364,26.3638878,6.827180347,1.083,23,50.9415,179,3.6,12.4,51,6.746,6,58.08,20.7,-0.24,0,1,0.17,56.05,1.20095
PIGXAF,C(=O)(C(=O)O)O,Cd,methanol,0,6.5,170.6536449,169.7560012,5.5,-6.5,65.5,-122.1472391,-27.16540678,69.19802825,0,0,-6.5625,14.0625,-10.6875,28.80745518,7.564172981,22.5085,6.650711829,-0.8444,48,112.41,158,4.33,7.2,-70,8.994,8.69,32.04,32.7,0.791,1,8.2,0.32,65,2.16301
PIKCUK,C(=O)O,Tb,tetrachloride,6.105972211,5.581980186,173.5064463,169.7560012,-8.64,-1.12,50.8,27.7819722,0,0,0,0,-0.924871318,0.983015531,-1.75733888,34.11764866,-7.663402001,21.37334811,3.207106781,-0.2992,65,158.92535,221,3.1,25.5,112,5.864,8.23,153.82,2.24,2.18,0,0,0.23,76.72,3.30242
POFGUO,C1=C(C=C(C=C1C(=O)O)C(=O)O)C(=O)O,Li,dimethylamine,8.285714286,5.865079365,160.1601348,174.6157044,5.326530612,-48.48979592,158.5714286,-484.4214971,-30.14035608,15.28189589,4.969481633,15.12841755,-0.918367347,1.734693878,-2.112244898,38.59684834,7.580096337,28.0923986,10.25825415,0.7812,3,7,182,3.01,24.3,60,5.392,0.534,45.09,3.9,0.67,1,1,0.2,3.2,0.93374
POFHOK,C1=C(C(=C(C(=C1C(=O)O)C(=O)O)C(=O)O)C(=O)O)C(=O)O,Zn,dimethylformamide,14.67741935,7.621863799,161.4354329,173.4686422,14.47187929,-47.52263374,186.2962963,22.3721335,-464.8263434,-788.6968901,1.011665844,21.24453304,-0.307270233,0.745333095,-0.537855657,32.44800974,10.32143996,27.98658984,17.14658068,0.1776,30,65.4,139,4.45,6.4,-60,9.394,7.134,73.09,36.7,-0.85,1,2,0.37,153,1.20351
POLYEW,C1=CC(=CC=C1C2=CC=C(C=C2)C(=O)O)C(=O)O,Zn,acetonitrile,4.466666667,4.274074074,155.9322375,157.6435699,1,-45.5,203,-407.0307408,-763.9385164,208.2792469,1.491045918,-12.47760781,-1.116666667,0.305555556,-2.116666667,46.91945671,4.889228509,23.78241367,6.836984153,2.75,30,65.4,139,4.45,6.4,-60,9.394,7.134,41.05,37.5,0.34,0,1,0.26,81.6,1.21883
POMDIH,C1=CC(=NC=C1C(=O)O)C2=NC=C(C=C2)C(=O)O,Fe,"N,N-dimethylformamide",6.72,5.542222222,160.1984138,154.9477529,-1.668639053,-43.73964497,183.3846154,-400.3951207,-428.4866908,281.4722231,1.127684024,4.695555829,-1.231715976,0.138115168,-2.18556213,41.63504387,3.069537123,32.53998956,6.836984153,1.54,26,55.84,194,4.06,8.4,15,7.902,7.874,73.09,36.7,-0.85,1,2,0.37,153,1.1209
POMXIA,C1=CC(=CC=C1C(=O)O)OC2=CC=C(C=C2)C(=O)O,Zn,"N,N-dimethylformamide",5.285714286,4.60515873,156.9501357,156.1323945,1.750297265,-61.79310345,214.8275862,-346.5741855,-411.1971077,121.3910449,4.347911296,2.543059342,-1.511296076,-0.034284582,-2.297010362,45.3051226,3.515795889,27.72198532,8.902059979,2.8753,30,65.4,139,4.45,6.4,-60,9.394,7.134,73.09,36.7,-0.85,1,2,0.37,153,1.24126
PONVEW,C1=CC=C2C(=C1)C(=CC=C2C(=O)O)C(=O)O,Zn,dimethylformamide,6.923076923,4.927350427,155.944943,167.3620175,14.88888889,-12.77777778,173.3333333,1.319498307,-591.311751,-493.3278434,-1.527833333,13.83633736,-0.837606838,-0.768888889,-1.055555556,45.02791735,5.667693064,25.13285217,6.862458426,2.2362,30,65.4,139,4.45,6.4,-60,9.394,7.134,73.09,36.7,-0.85,1,2,0.37,153,1.3771
PORVUO,C1=CN=CC=C1C2=CC=NC=C2,Zn,"N,N-dimethylformamide",3.294117647,2.490196078,158.4882451,172.8966427,-28.08,-29.42,129.8,-120.0865862,-458.5185535,-97.35287001,-0.042336,17.32369574,-0.325294118,0.585,-1.160588235,50.28462104,-1.071597631,22.73366526,0,2.1436,30,65.4,139,4.45,6.4,-60,9.394,7.134,73.09,36.7,-0.85,1,2,0.37,153,1.06036
PUJQEQ,C1=CN=CC=C1CCC2=CC=NC=C2,Cu,benzene,1.703703704,1.969135802,160.1163163,160.2661121,-32.1183432,-38.14792899,172.6153846,-444.3049007,-627.7720807,674.3291608,-0.207481657,-20.64813252,-0.080648696,0.468639053,-0.952443568,52.40379981,-0.718313901,23.59893902,0,2.2618,29,63.55,140,4.48,6.7,119,7.726,8.933,78.11,2.2,2.13,0,0,0.16,80.1,0.860847
PUNSOJ,C1=CC(=CC=C1C2=CC(=CC(=C2)C(=O)O)C(=O)O)C(=O)O,Cd,"N,N-dimethylacetamide",6.314285714,4.607936508,156.8967605,156.5272456,3.511966701,-55.38189386,227.4193548,-574.6817201,-373.7814457,314.4336725,2.457642248,-9.204744818,-0.692790248,0.916915973,-1.70062435,43.57578391,6.083768968,26.08862449,10.26908972,2.4482,48,112.41,158,4.33,7.2,-70,8.994,8.69,87.12,32.2,-0.85,1,2,0.25,165.1,1.29102
PURSOK,C1=CC(=CC=C1C(=O)O)C(=O)O,Zn,methanol,5.125,5.819444444,159.2036613,165.9289017,7.061728395,-31.37037037,139.1111111,-323.8209219,-435.7061019,254.9866605,0.550923457,1.749836472,-1.742283951,-0.081052067,-2.804783951,42.93582616,5.672705364,26.3638878,6.827180347,1.083,30,65.4,139,4.45,6.4,-60,9.394,7.134,32.04,32.7,0.791,1,8.2,0.32,65,1.59717
PUXTUZ,C(=O)(C(=O)O)O,Zn,propan-1-ol,0,6.5,170.6536449,169.7560012,5.5,-6.5,65.5,-122.1472391,-27.16540678,69.19802825,0,0,-6.5625,14.0625,-10.6875,28.80745518,7.564172981,22.5085,6.650711829,-0.8444,30,65.4,139,4.45,6.4,-60,9.394,7.134,60.1,18.8,-0.25,1,2,0.29,97.2,1.68641
QAQSAD,C1=CC2=C(C=CC(=C2)C(=O)O)C=C1C(=O)O,Zn,dimethylformamide,5.307692308,4.363247863,155.944943,160.4274476,0.888888889,-42.44444444,173.3333333,-448.9353286,-506.5582561,274.7735749,-0.822288889,5.481638718,-0.811965812,0.706349206,-1.888888889,45.02791735,5.667693064,25.13285217,6.848610706,2.2362,30,65.4,139,4.45,6.4,-60,9.394,7.134,73.09,36.7,-0.85,1,2,0.37,153,1.31183
QARLUT,C1=CN=CC=C1C2=NC(=NC(=N2)C3=CC=NC=C3)C4=CC=NC=C4,Zn,ferrocene,7.130434783,3.280193237,160.2430725,149.5113998,-9,-3,225,-124.3567046,47.75527573,619.5860344,-1.00695,1.555658253,-0.315217391,-0.295454545,-0.358695652,45.17018207,-1.852831985,26.09480132,0,3.0576,30,65.4,139,4.45,6.4,-60,9.394,7.134,186.03,2.98,3.37,0,1,0.2,173.8,1.16527
QARMAA,C1=CN=CC=C1C2=NC(=NC(=N2)C3=CC=NC=C3)C4=CC=NC=C4,Zn,ferrocene,7.130434783,3.280193237,160.2430725,149.5113998,-9,-3,225,-124.3567046,47.75527573,619.5860344,-1.00695,1.555658253,-0.315217391,-0.295454545,-0.358695652,45.17018207,-1.852831985,26.09480132,0,3.0576,30,65.4,139,4.45,6.4,-60,9.394,7.134,186.03,2.98,3.37,0,1,0.2,173.8,1.34621
QASTUC,C1=CC(=CC=C1C(=O)O)C(=O)O,Mn,dimethylformamide,5.125,5.819444444,159.2036613,165.9289017,7.061728395,-31.37037037,139.1111111,-323.8209219,-435.7061019,254.9866605,0.550923457,1.749836472,-1.742283951,-0.081052067,-2.804783951,42.93582616,5.672705364,26.3638878,6.827180347,1.083,25,54.93804,197,3.72,9.4,-50,7.434,7.3,73.09,36.7,-0.85,1,2,0.37,153,1.12599
QAVWAN,C1=CC2=C(C=CC(=C2)C(=O)O)C=C1C(=O)O,Zn,"N,N-dimethylformamide",5.307692308,4.363247863,155.944943,160.4274476,0.888888889,-42.44444444,173.3333333,-448.9353286,-506.5582561,274.7735749,-0.822288889,5.481638718,-0.811965812,0.706349206,-1.888888889,45.02791735,5.667693064,25.13285217,6.848610706,2.2362,30,65.4,139,4.45,6.4,-60,9.394,7.134,73.09,36.7,-0.85,1,2,0.37,153,1.14454
QAWHIH,C1=C(C=C(C=C1C(=O)O)C(=O)O)C(=O)O,Cu,"N,N-dimethylformamide",8.285714286,5.865079365,160.1601348,174.6157044,5.326530612,-48.48979592,158.5714286,-484.4214971,-30.14035608,15.28189589,4.969481633,15.12841755,-0.918367347,1.734693878,-2.112244898,38.59684834,7.580096337,28.0923986,10.25825415,0.7812,29,63.55,140,4.48,6.7,119,7.726,8.933,73.09,36.7,-0.85,1,2,0.37,153,1.39486
QAWHIH01,C1=C(C=C(C=C1C(=O)O)C(=O)O)C(=O)O,Cu,"N,N-dimethylformamide",8.285714286,5.865079365,160.1601348,174.6157044,5.326530612,-48.48979592,158.5714286,-484.4214971,-30.14035608,15.28189589,4.969481633,15.12841755,-0.918367347,1.734693878,-2.112244898,38.59684834,7.580096337,28.0923986,10.25825415,0.7812,29,63.55,140,4.48,6.7,119,7.726,8.933,73.09,36.7,-0.85,1,2,0.37,153,1.39486
QERWAL,C1=C(C=C(C=C1C(=O)O)C(=O)O)C(=O)O,Ni,butanol,8.285714286,5.865079365,160.1601348,174.6157044,5.326530612,-48.48979592,158.5714286,-484.4214971,-30.14035608,15.28189589,4.969481633,15.12841755,-0.918367347,1.734693878,-2.112244898,38.59684834,7.580096337,28.0923986,10.25825415,0.7812,28,58.693,163,4.4,6.8,112,7.64,8.912,92.1,2.4,2.5,0,1,0.29,110.6,0.96089
QERZUI,C1=CN=CC=C1C(=O)O,Cu,ethanol,4.526315789,5.280701754,161.9640736,189.1588115,-6.326530612,-20.7755102,105.4285714,-187.9426401,-295.0873899,153.9775161,0.124438776,0,-1.177228786,0.695578231,-2.169709989,44.15534175,1.211667415,31.18866227,3.407582445,0.7798,29,63.55,140,4.48,6.7,119,7.726,8.933,46.07,24.3,-0.31,1,1,0.3,78.37,1.48187
QETBAV,C1=CC2=C(C=CC(=C2)C(=O)O)C=C1C(=O)O,Zn,dimethylformamide,5.307692308,4.363247863,155.944943,160.4274476,0.888888889,-42.44444444,173.3333333,-448.9353286,-506.5582561,274.7735749,-0.822288889,5.481638718,-0.811965812,0.706349206,-1.888888889,45.02791735,5.667693064,25.13285217,6.848610706,2.2362,30,65.4,139,4.45,6.4,-60,9.394,7.134,73.09,36.7,-0.85,1,2,0.37,153,1.32
QINZOC,C1=CC(=CC=C1C(=O)O)N=NC2=CC=C(C=C2)C(=O)O,Tb,dimethylformamide,5.571428571,4.777777778,159.6194258,155.0103203,3.111111111,-49.77777778,214.6666667,-445.5983463,-373.8629585,472.2680899,2.316860444,12.11691264,-1.507936508,-0.373737374,-2.246031746,43.88351872,3.407202351,28.25032474,6.834358982,3.4984,65,158.92535,221,3.1,25.5,112,5.864,8.23,73.09,36.7,-0.85,1,2,0.37,153,0.762409
QITYOJ,C1=CC(=CC=C1C(=O)O)OC2=CC=C(C=C2)C(=O)O,Mn,dimethylformamide,5.285714286,4.60515873,156.9501357,156.1323945,1.750297265,-61.79310345,214.8275862,-346.5741855,-411.1971077,121.3910449,4.347911296,2.543059342,-1.511296076,-0.034284582,-2.297010362,45.3051226,3.515795889,27.72198532,8.902059979,2.8753,25,54.93804,197,3.72,9.4,-50,7.434,7.3,73.09,36.7,-0.85,1,2,0.37,153,1.32281
QIWSUK,C1=CC(=CC(=C1)C(=O)O)C(=O)O,Zn,dichloromethane,6.0625,5.576388889,159.2036613,176.0619818,8.061728395,-24.37037037,139.1111111,-323.8209219,-210.5786884,56.05095496,1.733906173,6.506242911,-1.152006173,0.402039721,-2.023533951,42.93582616,5.672705364,26.3638878,6.828547389,1.083,30,65.4,139,4.45,6.4,-60,9.394,7.134,84.9,9.1,1.25,0,1,0.2,39.6,1.31867
QIXNES,C1=CC(=C2C(=CC=C(C2=C1C(=O)O)C(=O)O)C(=O)O)C(=O)O,Y,tridecahydrate,10.52777778,5.922839506,157.9357496,163.2824491,21.44,-39.52,212.8,65.65621118,-448.6195188,-625.784204,2.09724,29.51959373,-0.921111111,-0.144615385,-1.315555556,38.23682945,8.147112538,28.07164268,13.74130911,1.6326,39,88.90584,219,3.19,22.7,30,6.217,4.47,74.1,14.4,0.88,1,2,0.28,117.7,1.52539
QIXNIW,C1=CC(=C2C(=CC=C(C2=C1C(=O)O)C(=O)O)C(=O)O)C(=O)O,Er,tridecahydrate,10.52777778,5.922839506,157.9357496,163.2824491,21.44,-39.52,212.8,65.65621118,-448.6195188,-625.784204,2.09724,29.51959373,-0.921111111,-0.144615385,-1.315555556,38.23682945,8.147112538,28.07164268,13.74130911,1.6326,68,167.26,235,3.1,22.7,30,6.108,9.07,74.1,14.4,0.88,1,2,0.28,117.7,1.87923
QOBGEV,C1=C(C(=CC(=C1C(=O)O)C(=O)O)C(=O)O)C(=O)O,Zn,"N,N-dimethylformamide",11.15384615,7.141025641,160.87749,171.0133921,10.23611111,-54.52083333,173.8333333,-222.0114448,-557.533204,-141.9674605,1.709758333,12.00939528,-0.957799145,0.902369281,-1.714209402,35.18924871,9.094236488,28.45859248,13.69989652,0.4794,30,65.4,139,4.45,6.4,-60,9.394,7.134,73.09,36.7,-0.85,1,2,0.37,153,1.10244
QOHTOX,C(=C/C(=O)O)\C=C\C(=O)O,Co,"N,N-dimethylformamide",4.5,5,163.2548245,169.1825683,1.3125,-34.875,135.75,-133.6042903,10.2500609,9.583532402,-1.23140625,2.142741284,-0.421875,-0.78125,-0.196875,42.71128639,2.83550119,23.390875,6.757084721,0.268,27,58.93319,192,4.3,7.5,64,7.881,8.86,73.09,36.7,-0.85,1,2,0.37,153,1.18737
QOHYET01,C1=CC2=C(C=CC(=C2)C(=O)O)C=C1C(=O)O,Ce,dimethylformamide,5.307692308,4.363247863,155.944943,160.4274476,0.888888889,-42.44444444,173.3333333,-448.9353286,-506.5582561,274.7735749,-0.822288889,5.481638718,-0.811965812,0.706349206,-1.888888889,45.02791735,5.667693064,25.13285217,6.848610706,2.2362,58,140.116,235,3.1,29.6,635,5.539,6.77,73.09,36.7,-0.85,1,2,0.37,153,1.63909
QOMFAA,C(=C/C(=O)O)\C(=O)O,Zn,dimethylformamide,7.333333333,6.277777778,165.721098,185.1842767,0,-44,104,-133.043857,12.7780432,22.25755962,-1.5052,0.597289909,-0.166666667,4.625,-1,38.11370535,4.185616201,25.00348062,6.735810142,-0.2882,30,65.4,139,4.45,6.4,-60,9.394,7.134,73.09,36.7,-0.85,1,2,0.37,153,1.08192
QOMFEE,C(=C/C(=O)O)\C(=O)O,Zn,dimethylformamide,7.333333333,6.277777778,165.721098,185.1842767,0,-44,104,-133.043857,12.7780432,22.25755962,-1.5052,0.597289909,-0.166666667,4.625,-1,38.11370535,4.185616201,25.00348062,6.735810142,-0.2882,30,65.4,139,4.45,6.4,-60,9.394,7.134,73.09,36.7,-0.85,1,2,0.37,153,0.956504
QOQWOK,C1=CC(=CC=C1C2=CC=NC=C2)C(=O)O,Mn,dimethylformamide,4.042553191,3.628841608,156.9972407,163.5479851,-13.11111111,-36.33333333,167.3333333,-258.8195967,-611.9307689,52.37720138,0.637311111,-2.198696973,-0.789598109,0.413436693,-1.725768322,48.34387423,2.377550636,26.90728889,3.418158314,2.4468,25,54.93804,197,3.72,9.4,-50,7.434,7.3,73.09,36.7,-0.85,1,2,0.37,153,0.957359
QOQWOK01,C1=CC(=CC=C1C2=CC=NC=C2)C(=O)O,Mn,dimethylformamide,4.042553191,3.628841608,156.9972407,163.5479851,-13.11111111,-36.33333333,167.3333333,-258.8195967,-611.9307689,52.37720138,0.637311111,-2.198696973,-0.789598109,0.413436693,-1.725768322,48.34387423,2.377550636,26.90728889,3.418158314,2.4468,25,54.93804,197,3.72,9.4,-50,7.434,7.3,73.09,36.7,-0.85,1,2,0.37,153,0.935461
QOTWON,CC(=O)O,Mn,ethanol,0,1,170.5202365,169.7560012,1,-48,76,-185.0902213,109.2563761,0,0,0,4,0.983015531,9,40.72487636,-6.432994383,21.92038417,3.244016936,0.0909,25,54.93804,197,3.72,9.4,-50,7.434,7.3,46.07,24.3,-0.31,1,1,0.3,78.37,1.41344
QUMFUB,C1=C(OC(=C1)C(=O)O)C(=O)O,Mn,"N,N-dimethylformamide",8.947368421,7.286549708,161.8462116,177.2356928,9.333333333,-17.11111111,113.3333333,-100.623878,-180.6764756,-52.99056242,2.723422222,3.522932518,-2.397660819,-0.222222222,-3.485380117,36.02428161,4.74857481,31.31628492,8.826741248,0.676,25,54.93804,197,3.72,9.4,-50,7.434,7.3,73.09,36.7,-0.85,1,2,0.37,153,1.24989
QUQSAY,C1=C(C(=CC(=C1C(=O)O)C(=O)O)C(=O)O)C(=O)O,Co,"N,N-dimethylformamide",11.15384615,7.141025641,160.87749,171.0133921,10.23611111,-54.52083333,173.8333333,-222.0114448,-557.533204,-141.9674605,1.709758333,12.00939528,-0.957799145,0.902369281,-1.714209402,35.18924871,9.094236488,28.45859248,13.69989652,0.4794,27,58.93319,192,4.3,7.5,64,7.881,8.86,73.09,36.7,-0.85,1,2,0.37,153,1.10816
QUSSOO,C1=CC(=CC=C1C(=O)O)C(=O)O,Zn,dimethylformamide,5.125,5.819444444,159.2036613,165.9289017,7.061728395,-31.37037037,139.1111111,-323.8209219,-435.7061019,254.9866605,0.550923457,1.749836472,-1.742283951,-0.081052067,-2.804783951,42.93582616,5.672705364,26.3638878,6.827180347,1.083,30,65.4,139,4.45,6.4,-60,9.394,7.134,73.09,36.7,-0.85,1,2,0.37,153,1.52182
QUWYEO,C1=CC(=CC=C1C(=O)O)S(=O)(=O)C2=CC=C(C=C2)C(=O)O,Ca,n-butane,5.518518519,5.59164952,156.2688719,151.8453747,21.77777778,-3.555555556,348.7096774,-493.1886033,-634.3632205,270.910299,1.52801103,6.164419496,-1.444444444,-1.125925926,-4.250491386,45.52257035,5.127291446,33.38430835,10.33647217,1.9158,20,40.08,231,2.2,22.8,2,6.113,1.54,58.12,1.88,2.89,0,0,0.19,0,1.56862
RAVJOP,C1=CC(=CC=C1C(=O)O)C(=O)O,Cd,"N,N-dimethylformamide",5.125,5.819444444,159.2036613,165.9289017,7.061728395,-31.37037037,139.1111111,-323.8209219,-435.7061019,254.9866605,0.550923457,1.749836472,-1.742283951,-0.081052067,-2.804783951,42.93582616,5.672705364,26.3638878,6.827180347,1.083,48,112.41,158,4.33,7.2,-70,8.994,8.69,73.09,36.7,-0.85,1,2,0.37,153,1.58737
RAVVIU,C(=O)O,Co,methanol,6.105972211,5.581980186,173.5064463,169.7560012,-8.64,-1.12,50.8,27.7819722,0,0,0,0,-0.924871318,0.983015531,-1.75733888,34.11764866,-7.663402001,21.37334811,3.207106781,-0.2992,27,58.93319,192,4.3,7.5,64,7.881,8.86,32.04,32.7,0.791,1,8.2,0.32,65,1.86654
RAVVIU01,C(=O)O,Co,methanol,6.105972211,5.581980186,173.5064463,169.7560012,-8.64,-1.12,50.8,27.7819722,0,0,0,0,-0.924871318,0.983015531,-1.75733888,34.11764866,-7.663402001,21.37334811,3.207106781,-0.2992,27,58.93319,192,4.3,7.5,64,7.881,8.86,32.04,32.7,0.791,1,8.2,0.32,65,1.86048
RAXCOK,C1=C(SC(=C1)C(=O)O)C(=O)O,Zn,dimethylformamide,8.947368421,6.986354776,156.638113,177.2356928,6.536296296,-34.58864198,215.7333333,-301.222032,-357.3657579,-8.112786327,2.851008,5.342441632,-0.574554906,-0.58680776,-7.392748538,42.01586201,8.94936665,35.50134612,6.816819862,1.1445,30,65.4,139,4.45,6.4,-60,9.394,7.134,73.09,36.7,-0.85,1,2,0.37,153,0.75626
REDROI,C1=CC(=CC=C1C(=O)O)C(=O)O,Zn,dimethylformamide,5.125,5.819444444,159.2036613,165.9289017,7.061728395,-31.37037037,139.1111111,-323.8209219,-435.7061019,254.9866605,0.550923457,1.749836472,-1.742283951,-0.081052067,-2.804783951,42.93582616,5.672705364,26.3638878,6.827180347,1.083,30,65.4,139,4.45,6.4,-60,9.394,7.134,73.09,36.7,-0.85,1,2,0.37,153,1.63421
RELLAW,C1=CC2=C(C=CC(=C2)C(=O)O)C=C1C(=O)O,Zn,dimethylformamide,5.307692308,4.363247863,155.944943,160.4274476,0.888888889,-42.44444444,173.3333333,-448.9353286,-506.5582561,274.7735749,-0.822288889,5.481638718,-0.811965812,0.706349206,-1.888888889,45.02791735,5.667693064,25.13285217,6.848610706,2.2362,30,65.4,139,4.45,6.4,-60,9.394,7.134,73.09,36.7,-0.85,1,2,0.37,153,0.896016
REXDIJ,C1=CN=CC=C1C2=NC(=NC(=N2)C3=CC=NC=C3)C4=CC=NC=C4,Zn,9-bromophenanthrene,7.130434783,3.280193237,160.2430725,149.5113998,-9,-3,225,-124.3567046,47.75527573,619.5860344,-1.00695,1.555658253,-0.315217391,-0.295454545,-0.358695652,45.17018207,-1.852831985,26.09480132,0,3.0576,30,65.4,139,4.45,6.4,-60,9.394,7.134,249.11,2.75,4.18,0,1,0.21,303,1.2857
REXFEH,C1=CN=CC=C1C2=NC(=NC(=N2)C3=CC=NC=C3)C4=CC=NC=C4,Zn,4-nitrobenzaldehyde,7.130434783,3.280193237,160.2430725,149.5113998,-9,-3,225,-124.3567046,47.75527573,619.5860344,-1.00695,1.555658253,-0.315217391,-0.295454545,-0.358695652,45.17018207,-1.852831985,26.09480132,0,3.0576,30,65.4,139,4.45,6.4,-60,9.394,7.134,151.11,3.18,2.22,0,1,0.22,290,1.33437
REXFIL,C1=CN=CC=C1C2=NC(=NC(=N2)C3=CC=NC=C3)C4=CC=NC=C4,Zn,"7-isopropyl-1,4-dimethylazulene",7.130434783,3.280193237,160.2430725,149.5113998,-9,-3,225,-124.3567046,47.75527573,619.5860344,-1.00695,1.555658253,-0.315217391,-0.295454545,-0.358695652,45.17018207,-1.852831985,26.09480132,0,3.0576,30,65.4,139,4.45,6.4,-60,9.394,7.134,226.33,2.82,3.45,0,1,0.28,280,0.679245
REXFOR,C1=CN=CC=C1C2=NC(=NC(=N2)C3=CC=NC=C3)C4=CC=NC=C4,Zn,"7-isopropyl-1,4-dimethylazulene",7.130434783,3.280193237,160.2430725,149.5113998,-9,-3,225,-124.3567046,47.75527573,619.5860344,-1.00695,1.555658253,-0.315217391,-0.295454545,-0.358695652,45.17018207,-1.852831985,26.09480132,0,3.0576,30,65.4,139,4.45,6.4,-60,9.394,7.134,226.33,2.82,3.45,0,1,0.28,280,1.35087
REXFUX,C1=CN=CC=C1C2=NC(=NC(=N2)C3=CC=NC=C3)C4=CC=NC=C4,Zn,isoprene,7.130434783,3.280193237,160.2430725,149.5113998,-9,-3,225,-124.3567046,47.75527573,619.5860344,-1.00695,1.555658253,-0.315217391,-0.295454545,-0.358695652,45.17018207,-1.852831985,26.09480132,0,3.0576,30,65.4,139,4.45,6.4,-60,9.394,7.134,68.12,2.2,3.23,0,0,0.22,34.1,1.35521
REZXIE,C(=C/C(=O)O)\C(=O)O,Fe,acetate,7.333333333,6.277777778,165.721098,185.1842767,0,-44,104,-133.043857,12.7780432,22.25755962,-1.5052,0.597289909,-0.166666667,4.625,-1,38.11370535,4.185616201,25.00348062,6.735810142,-0.2882,26,55.84,194,4.06,8.4,15,7.902,7.874,59.04,6.02,-0.17,1,22.3,0.26,77,0.967614
REZXIE01,C(=C/C(=O)O)\C(=O)O,Fe,acetate,7.333333333,6.277777778,165.721098,185.1842767,0,-44,104,-133.043857,12.7780432,22.25755962,-1.5052,0.597289909,-0.166666667,4.625,-1,38.11370535,4.185616201,25.00348062,6.735810142,-0.2882,26,55.84,194,4.06,8.4,15,7.902,7.874,59.04,6.02,-0.17,1,22.3,0.26,77,0.967628
RINNOU,C1=CC(=CC=C1C(=O)O)OC2=CC=C(C=C2)C(=O)O,Cd,dimethylformamide,5.285714286,4.60515873,156.9501357,156.1323945,1.750297265,-61.79310345,214.8275862,-346.5741855,-411.1971077,121.3910449,4.347911296,2.543059342,-1.511296076,-0.034284582,-2.297010362,45.3051226,3.515795889,27.72198532,8.902059979,2.8753,48,112.41,158,4.33,7.2,-70,8.994,8.69,73.09,36.7,-0.85,1,2,0.37,153,0.915794
