AATS6i,ATSC2dv,ATSC3dv,ATSC0Z,ATSC3v,ATSC6pe,AATSC5dv,AATSC0v,MID_O,SLogP,Atomic_Number,AtomicMass,AtomicRadius,electron affinity(kJ/mol),IonizationEnergy,Density_,Relative Molecular Weight,Permittivity,LogP,Boiling Point (°C),Target
172.8966427,-28.08,-29.42,129.8,-120.0865862,-0.042336,0.585,50.28462104,0.0,2.1436,30.0,65.4,139.0,-60.0,9.394,7.134,73.09,36.7,-0.85,153.0,1.28747
178.4766186,-0.872576177,-39.95567867,148.9473684,-479.2679442,-0.822231579,1.383336885,40.68554192,8.591393826,0.7886,30.0,65.4,139.0,-60.0,9.394,7.134,87.12,32.2,-0.85,165.1,0.991599
181.0122309,10.24,-36.08,142.8,-417.6057987,3.502064,1.504827586,34.66898892,10.25825415,0.9912,62.0,150.4,229.0,16.0,5.644,7.52,73.09,36.7,-0.85,153.0,1.55544
181.0122309,10.24,-36.08,142.8,-417.6057987,3.502064,1.504827586,34.66898892,10.25825415,0.9912,59.0,140.90766,239.0,93.0,5.464,6.77,73.09,36.7,-0.85,153.0,1.50793
181.0122309,10.24,-36.08,142.8,-417.6057987,3.502064,1.504827586,34.66898892,10.25825415,0.9912,63.0,151.964,233.0,83.0,5.67,5.24,73.09,36.7,-0.85,153.0,1.57137
174.4868462,3.08,-39.83,157.8,-361.7364237,-2.239168,-0.244545455,38.65938397,10.35516291,0.4942,30.0,65.4,139.0,-60.0,9.394,7.134,87.12,37.8,0.937,166.0,1.18974
165.9289017,7.061728395,-31.37037037,139.1111111,-323.8209219,0.550923457,-0.081052067,42.93582616,6.827180347,1.083,30.0,65.4,139.0,-60.0,9.394,7.134,73.09,36.7,-0.85,153.0,1.37776
160.4274476,0.888888889,-42.44444444,173.3333333,-448.9353286,-0.822288889,0.706349206,45.02791735,6.848610706,2.2362,28.0,58.693,163.0,112.0,7.64,8.912,73.09,36.7,-0.85,153.0,0.739265
169.7560012,-8.64,-1.12,50.8,27.7819722,0.0,0.983015531,34.11764866,3.207106781,-0.2992,27.0,58.93319,192.0,64.0,7.881,8.86,89.13,37.7,-0.55,174.0,1.82149
169.7560012,-8.64,-1.12,50.8,27.7819722,0.0,0.983015531,34.11764866,3.207106781,-0.2992,12.0,24.305,173.0,-40.0,7.646,1.74,89.13,37.7,-0.55,174.0,1.39136
169.7560012,-8.64,-1.12,50.8,27.7819722,0.0,0.983015531,34.11764866,3.207106781,-0.2992,30.0,65.4,139.0,-60.0,9.394,7.134,89.13,37.7,-0.55,174.0,1.8963
165.9289017,7.061728395,-31.37037037,139.1111111,-323.8209219,0.550923457,-0.081052067,42.93582616,6.827180347,1.083,48.0,112.41,158.0,-70.0,8.994,8.69,73.09,36.7,-0.85,153.0,1.19116
165.9289017,7.061728395,-31.37037037,139.1111111,-323.8209219,0.550923457,-0.081052067,42.93582616,6.827180347,1.083,30.0,65.4,139.0,-60.0,9.394,7.134,73.09,36.7,-0.85,153.0,1.29512
177.2356928,9.333333333,-17.11111111,113.3333333,-100.623878,2.723422222,-0.222222222,36.02428161,8.826741248,0.676,27.0,58.93319,192.0,64.0,7.881,8.86,73.09,36.7,-0.85,153.0,1.06418
189.1588115,-6.326530612,-20.7755102,105.4285714,-187.9426401,0.124438776,0.695578231,44.15534175,3.407582445,0.7798,48.0,112.41,158.0,-70.0,8.994,8.69,46.07,24.3,-0.31,78.37,1.47463
189.1588115,-6.326530612,-20.7755102,105.4285714,-187.9426401,0.124438776,0.695578231,44.15534175,3.407582445,0.7798,48.0,112.41,158.0,-70.0,8.994,8.69,80.1,3.0,0.75,115.1,1.36433
169.7560012,-15.0,-14.0,66.0,-184.8704272,0.0,0.983015531,45.11253556,0.0,0.4097,30.0,65.4,139.0,-60.0,9.394,7.134,79.1,12.4,0.68,115.0,1.28815
184.917652,-5.884297521,-61.68595041,102.9090909,-187.8921326,0.298513223,-7.537190083,36.77743156,6.707444038,-0.4543,30.0,65.4,139.0,-60.0,9.394,7.134,41.05,37.5,0.34,81.6,1.59214
184.917652,-5.884297521,-61.68595041,102.9090909,-187.8921326,0.298513223,-7.537190083,36.77743156,6.707444038,-0.4543,30.0,65.4,139.0,-60.0,9.394,7.134,41.05,37.5,0.34,81.6,1.4326
172.8966427,-28.08,-29.42,129.8,-120.0865862,-0.042336,0.585,50.28462104,0.0,2.1436,48.0,112.41,158.0,-70.0,8.994,8.69,87.12,32.2,-0.85,165.1,1.17251
154.9477529,-1.668639053,-43.73964497,183.3846154,-400.3951207,1.127684024,0.138115168,41.63504387,6.836984153,1.54,49.0,114.818,193.0,29.0,5.786,7.31,41.05,37.5,0.34,81.6,1.43453
163.8190406,3.847750865,-26.19377163,126.9411765,-269.8647312,0.429416955,-0.142050628,38.72707241,6.827180347,0.478,30.0,65.4,139.0,-60.0,9.394,7.134,73.09,36.7,-0.85,153.0,1.49778
165.9289017,7.061728395,-31.37037037,139.1111111,-323.8209219,0.550923457,-0.081052067,42.93582616,6.827180347,1.083,27.0,58.93319,192.0,64.0,7.881,8.86,84.9,9.1,1.25,39.6,1.32661
157.6435699,1.0,-45.5,203.0,-407.0307408,1.491045918,0.305555556,46.91945671,6.836984153,2.75,30.0,65.4,139.0,-60.0,9.394,7.134,101.14,36.7,0.945,152.0,1.00119
156.1323945,1.750297265,-61.79310345,214.8275862,-346.5741855,4.347911296,-0.034284582,45.3051226,8.902059979,2.8753,27.0,58.93319,192.0,64.0,7.881,8.86,73.09,36.7,-0.85,153.0,1.32694
156.1323945,1.750297265,-61.79310345,214.8275862,-346.5741855,4.347911296,-0.034284582,45.3051226,8.902059979,2.8753,27.0,58.93319,192.0,64.0,7.881,8.86,73.09,36.7,-0.85,153.0,1.36481
189.1588115,-6.326530612,-20.7755102,105.4285714,-187.9426401,0.124438776,0.695578231,44.15534175,3.407582445,0.7798,29.0,63.55,140.0,119.0,7.726,8.933,72.1,7.58,0.888,66.0,1.31068
189.1588115,-6.326530612,-20.7755102,105.4285714,-187.9426401,0.124438776,0.695578231,44.15534175,3.407582445,0.7798,12.0,24.305,173.0,-40.0,7.646,1.74,73.09,36.7,-0.85,153.0,1.32281
189.1588115,-6.326530612,-20.7755102,105.4285714,-187.9426401,0.124438776,0.695578231,44.15534175,3.407582445,0.7798,27.0,58.93319,192.0,64.0,7.881,8.86,73.09,36.7,-0.85,153.0,1.24707
153.6109996,7.122769064,-74.70308275,310.6046512,-307.5476523,5.139740508,-0.35027428,45.86190169,10.25961199,4.251,30.0,65.4,139.0,-60.0,9.394,7.134,73.09,36.7,-0.85,153.0,1.19026
160.4274476,0.888888889,-42.44444444,173.3333333,-448.9353286,-0.822288889,0.706349206,45.02791735,6.848610706,2.2362,30.0,65.4,139.0,-60.0,9.394,7.134,73.09,36.7,-0.85,153.0,1.2255
169.7560012,5.5,-6.5,65.5,-122.1472391,0.0,14.0625,28.80745518,6.650711829,-0.8444,49.0,114.818,193.0,29.0,5.786,7.31,73.09,36.7,-0.85,153.0,1.05656
149.5113998,-9.0,-3.0,225.0,-124.3567046,-1.00695,-0.295454545,45.17018207,0.0,3.0576,30.0,65.4,139.0,-60.0,9.394,7.134,276.3,31.206962209302326,3.5,213.0,1.27931
148.3284262,-6.633217993,-80.28373702,354.7058824,-754.9589994,1.811200692,0.171033119,47.67586017,10.25835384,5.7822,30.0,65.4,139.0,-60.0,9.394,7.134,73.09,36.7,-0.85,153.0,1.14917
177.2356928,9.333333333,-17.11111111,113.3333333,-100.623878,2.723422222,-0.222222222,36.02428161,8.826741248,0.676,48.0,112.41,158.0,-70.0,8.994,8.69,73.09,36.7,-0.85,153.0,1.70236
174.6157044,5.326530612,-48.48979592,158.5714286,-484.4214971,4.969481633,1.734693878,38.59684834,10.25825415,0.7812,28.0,58.693,163.0,112.0,7.64,8.912,32.04,32.7,0.791,65.0,1.34916
155.9380745,2.0,-72.0,248.0,-759.8481655,2.212167474,1.162162162,40.7487866,13.70205868,2.1464,29.0,63.55,140.0,119.0,7.726,8.933,73.09,36.7,-0.85,153.0,1.09059
174.6157044,5.326530612,-48.48979592,158.5714286,-484.4214971,4.969481633,1.734693878,38.59684834,10.25825415,0.7812,65.0,158.92535,221.0,112.0,5.864,8.23,73.09,36.7,-0.85,153.0,1.65619
174.6157044,5.326530612,-48.48979592,158.5714286,-484.4214971,4.969481633,1.734693878,38.59684834,10.25825415,0.7812,66.0,162.5,229.0,34.0,5.939,8.55,73.09,36.7,-0.85,153.0,1.67592
174.6157044,5.326530612,-48.48979592,158.5714286,-484.4214971,4.969481633,1.734693878,38.59684834,10.25825415,0.7812,68.0,167.26,235.0,30.0,6.108,9.07,73.09,36.7,-0.85,153.0,1.71769
174.6157044,5.326530612,-48.48979592,158.5714286,-484.4214971,4.969481633,1.734693878,38.59684834,10.25825415,0.7812,68.0,167.26,235.0,30.0,6.108,9.07,73.09,36.7,-0.85,153.0,1.71846
174.6157044,5.326530612,-48.48979592,158.5714286,-484.4214971,4.969481633,1.734693878,38.59684834,10.25825415,0.7812,70.0,173.05,242.0,-2.0,6.254,6.9,73.09,36.7,-0.85,153.0,1.75796
157.6435699,1.0,-45.5,203.0,-407.0307408,1.491045918,0.305555556,46.91945671,6.836984153,2.75,27.0,58.93319,192.0,64.0,7.881,8.86,73.09,36.7,-0.85,153.0,1.03521
177.2356928,9.333333333,-17.11111111,113.3333333,-100.623878,2.723422222,-0.222222222,36.02428161,8.826741248,0.676,30.0,65.4,139.0,-60.0,9.394,7.134,87.12,32.2,-0.85,165.1,1.2175
176.0619818,8.061728395,-24.37037037,139.1111111,-323.8209219,1.733906173,0.402039721,42.93582616,6.828547389,1.083,62.0,150.4,229.0,16.0,5.644,7.52,73.09,36.7,-0.85,153.0,1.76112
176.0619818,8.061728395,-24.37037037,139.1111111,-323.8209219,1.733906173,0.402039721,42.93582616,6.828547389,1.083,63.0,151.964,233.0,83.0,5.67,5.24,73.09,36.7,-0.85,153.0,1.77482
165.9289017,7.061728395,-31.37037037,139.1111111,-323.8209219,0.550923457,-0.081052067,42.93582616,6.827180347,1.083,30.0,65.4,139.0,-60.0,9.394,7.134,73.09,36.7,-0.85,153.0,1.35412
185.1842767,0.0,-44.0,104.0,-133.043857,-1.5052,4.625,38.11370535,6.735810142,-0.2882,65.0,158.92535,221.0,112.0,5.864,8.23,73.09,36.7,-0.85,153.0,1.7123
167.3620175,14.88888889,-12.77777778,173.3333333,1.319498307,-1.527833333,-0.768888889,45.02791735,6.862458426,2.2362,30.0,65.4,139.0,-60.0,9.394,7.134,46.07,24.3,-0.31,78.37,1.56185
165.9289017,7.061728395,-31.37037037,139.1111111,-323.8209219,0.550923457,-0.081052067,42.93582616,6.827180347,1.083,48.0,112.41,158.0,-70.0,8.994,8.69,73.09,36.7,-0.85,153.0,1.32218
171.0133921,10.23611111,-54.52083333,173.8333333,-222.0114448,1.709758333,0.902369281,35.18924871,13.69989652,0.4794,28.0,58.693,163.0,112.0,7.64,8.912,46.07,24.3,-0.31,78.37,1.19385
189.1588115,-6.326530612,-20.7755102,105.4285714,-187.9426401,0.124438776,0.695578231,44.15534175,3.407582445,0.7798,28.0,58.693,163.0,112.0,7.64,8.912,72.1,7.58,0.888,66.0,1.37239
165.9289017,7.061728395,-31.37037037,139.1111111,-323.8209219,0.550923457,-0.081052067,42.93582616,6.827180347,1.083,82.0,207.0,202.0,34.0,7.417,11.342,73.09,36.7,-0.85,153.0,2.89149
165.9289017,7.061728395,-31.37037037,139.1111111,-323.8209219,0.550923457,-0.081052067,42.93582616,6.827180347,1.083,49.0,114.818,193.0,29.0,5.786,7.31,73.09,36.7,-0.85,153.0,0.990422
156.1323945,1.750297265,-61.79310345,214.8275862,-346.5741855,4.347911296,-0.034284582,45.3051226,8.902059979,2.8753,29.0,63.55,140.0,119.0,7.726,8.933,73.09,36.7,-0.85,153.0,1.03034
174.6157044,5.326530612,-48.48979592,158.5714286,-484.4214971,4.969481633,1.734693878,38.59684834,10.25825415,0.7812,29.0,63.55,140.0,119.0,7.726,8.933,74.1,14.4,0.88,117.7,0.99852
175.1344561,14.01,-34.97,158.2,-403.3543722,-0.4656,-0.913030303,42.37728459,6.824833415,0.6652,48.0,112.41,158.0,-70.0,8.994,8.69,73.09,36.7,-0.85,153.0,1.56239
174.6157044,5.326530612,-48.48979592,158.5714286,-484.4214971,4.969481633,1.734693878,38.59684834,10.25825415,0.7812,27.0,58.93319,192.0,64.0,7.881,8.86,32.04,32.7,0.791,65.0,2.70491
174.6157044,5.326530612,-48.48979592,158.5714286,-484.4214971,4.969481633,1.734693878,38.59684834,10.25825415,0.7812,25.0,54.93804,197.0,-50.0,7.434,7.3,32.04,32.7,0.791,65.0,2.70099
174.6157044,5.326530612,-48.48979592,158.5714286,-484.4214971,4.969481633,1.734693878,38.59684834,10.25825415,0.7812,28.0,58.693,163.0,112.0,7.64,8.912,32.04,32.7,0.791,65.0,1.56973
165.9289017,7.061728395,-31.37037037,139.1111111,-323.8209219,0.550923457,-0.081052067,42.93582616,6.827180347,1.083,28.0,58.693,163.0,112.0,7.64,8.912,73.09,36.7,-0.85,153.0,0.921844
165.9289017,7.061728395,-31.37037037,139.1111111,-323.8209219,0.550923457,-0.081052067,42.93582616,6.827180347,1.083,27.0,58.93319,192.0,64.0,7.881,8.86,73.09,36.7,-0.85,153.0,0.89011
165.9289017,7.061728395,-31.37037037,139.1111111,-323.8209219,0.550923457,-0.081052067,42.93582616,6.827180347,1.083,25.0,54.93804,197.0,-50.0,7.434,7.3,73.09,36.7,-0.85,153.0,1.23129
157.6435699,1.0,-45.5,203.0,-407.0307408,1.491045918,0.305555556,46.91945671,6.836984153,2.75,27.0,58.93319,192.0,64.0,7.881,8.86,73.09,36.7,-0.85,153.0,1.19766
156.1323945,1.750297265,-61.79310345,214.8275862,-346.5741855,4.347911296,-0.034284582,45.3051226,8.902059979,2.8753,49.0,114.818,193.0,29.0,5.786,7.31,73.09,36.7,-0.85,153.0,1.14106
165.9289017,7.061728395,-31.37037037,139.1111111,-323.8209219,0.550923457,-0.081052067,42.93582616,6.827180347,1.083,30.0,65.4,139.0,-60.0,9.394,7.134,100.16,2.02,0.778,81.0,1.06091
165.9289017,7.061728395,-31.37037037,139.1111111,-323.8209219,0.550923457,-0.081052067,42.93582616,6.827180347,1.083,30.0,65.4,139.0,-60.0,9.394,7.134,92.1,2.4,2.5,110.6,1.09003
174.6157044,5.326530612,-48.48979592,158.5714286,-484.4214971,4.969481633,1.734693878,38.59684834,10.25825415,0.7812,83.0,208.9804,207.0,91.0,7.289,9.807,32.04,32.7,0.791,65.0,2.02316
160.4274476,0.888888889,-42.44444444,173.3333333,-448.9353286,-0.822288889,0.706349206,45.02791735,6.848610706,2.2362,70.0,173.05,242.0,-2.0,6.254,6.9,73.09,36.7,-0.85,153.0,1.63203
177.2356928,6.536296296,-34.58864198,215.7333333,-301.222032,2.851008,-0.58680776,42.01586201,6.816819862,1.1445,29.0,63.55,140.0,119.0,7.726,8.933,87.12,32.2,-0.85,165.1,1.29855
160.4274476,0.888888889,-42.44444444,173.3333333,-448.9353286,-0.822288889,0.706349206,45.02791735,6.848610706,2.2362,30.0,65.4,139.0,-60.0,9.394,7.134,73.09,36.7,-0.85,153.0,0.87799
157.6435699,1.0,-45.5,203.0,-407.0307408,1.491045918,0.305555556,46.91945671,6.836984153,2.75,30.0,65.4,139.0,-60.0,9.394,7.134,73.09,36.7,-0.85,153.0,0.716016
169.7560012,1.0,-48.0,76.0,-185.0902213,0.0,0.983015531,40.72487636,3.244016936,0.0909,3.0,7.0,182.0,60.0,5.392,0.534,72.1,7.58,0.888,66.0,1.14344
156.5272456,3.511966701,-55.38189386,227.4193548,-574.6817201,2.457642248,0.916915973,43.57578391,10.26908972,2.4482,30.0,65.4,139.0,-60.0,9.394,7.134,73.09,36.7,-0.85,153.0,1.40147
156.5272456,3.511966701,-55.38189386,227.4193548,-574.6817201,2.457642248,0.916915973,43.57578391,10.26908972,2.4482,30.0,65.4,139.0,-60.0,9.394,7.134,87.12,32.2,-0.85,165.1,1.16899
174.6157044,5.326530612,-48.48979592,158.5714286,-484.4214971,4.969481633,1.734693878,38.59684834,10.25825415,0.7812,48.0,112.41,158.0,-70.0,8.994,8.69,46.07,24.3,-0.31,78.37,1.21205
165.9289017,7.061728395,-31.37037037,139.1111111,-323.8209219,0.550923457,-0.081052067,42.93582616,6.827180347,1.083,27.0,58.93319,192.0,64.0,7.881,8.86,46.07,24.3,-0.31,78.37,1.11486
169.7560012,-8.64,-1.12,50.8,27.7819722,0.0,0.983015531,34.11764866,3.207106781,-0.2992,12.0,24.305,173.0,-40.0,7.646,1.74,106.2,2.7,3.15,166.0,1.33687
165.9289017,7.061728395,-31.37037037,139.1111111,-323.8209219,0.550923457,-0.081052067,42.93582616,6.827180347,1.083,27.0,58.93319,192.0,64.0,7.881,8.86,73.09,36.7,-0.85,153.0,0.939106
165.9289017,7.061728395,-31.37037037,139.1111111,-323.8209219,0.550923457,-0.081052067,42.93582616,6.827180347,1.083,27.0,58.93319,192.0,64.0,7.881,8.86,73.09,36.7,-0.85,153.0,0.939106
157.6435699,1.0,-45.5,203.0,-407.0307408,1.491045918,0.305555556,46.91945671,6.836984153,2.75,27.0,58.93319,192.0,64.0,7.881,8.86,73.09,36.7,-0.85,153.0,0.920367
157.6435699,1.0,-45.5,203.0,-407.0307408,1.491045918,0.305555556,46.91945671,6.836984153,2.75,27.0,58.93319,192.0,64.0,7.881,8.86,73.09,36.7,-0.85,153.0,0.920367
174.6157044,5.326530612,-48.48979592,158.5714286,-484.4214971,4.969481633,1.734693878,38.59684834,10.25825415,0.7812,30.0,65.4,139.0,-60.0,9.394,7.134,41.05,37.5,0.34,81.6,1.44515
180.9010091,9.01,-33.17,158.2,-553.7457065,-1.4004,0.445172414,42.37728459,6.828292156,0.6652,48.0,112.41,158.0,-70.0,8.994,8.69,87.12,32.2,-0.85,165.1,0.950443
157.7875841,14.33136095,2.49112426,183.3846154,49.85970613,-1.86244142,-0.910397295,41.63504387,6.854891369,1.54,66.0,162.5,229.0,34.0,5.939,8.55,74.1,14.4,0.88,117.7,1.92817
185.1842767,0.0,-44.0,104.0,-133.043857,-1.5052,4.625,38.11370535,6.735810142,-0.2882,30.0,65.4,139.0,-60.0,9.394,7.134,87.12,37.8,0.937,166.0,1.28044
160.4274476,0.888888889,-42.44444444,173.3333333,-448.9353286,-0.822288889,0.706349206,45.02791735,6.848610706,2.2362,30.0,65.4,139.0,-60.0,9.394,7.134,123.11,35.3,1.6,210.0,0.85224
155.9380745,2.0,-72.0,248.0,-759.8481655,2.212167474,1.162162162,40.7487866,13.70205868,2.1464,49.0,114.818,193.0,29.0,5.786,7.31,87.12,37.8,0.937,166.0,0.803714
178.4766186,-0.872576177,-39.95567867,148.9473684,-479.2679442,-0.822231579,1.383336885,40.68554192,8.591393826,0.7886,30.0,65.4,139.0,-60.0,9.394,7.134,87.12,32.2,-0.85,165.1,1.03099
160.4274476,0.888888889,-42.44444444,173.3333333,-448.9353286,-0.822288889,0.706349206,45.02791735,6.848610706,2.2362,48.0,112.41,158.0,-70.0,8.994,8.69,73.09,36.7,-0.85,153.0,1.14227
169.7560012,-15.0,-14.0,66.0,-184.8704272,0.0,0.983015531,45.11253556,0.0,0.4097,27.0,58.93319,192.0,64.0,7.881,8.86,87.12,32.2,-0.85,165.1,1.16218
172.5950723,3.508899389,-22.39800843,974.0,-543.6725707,0.861688889,0.282615691,45.71216145,6.828292156,1.8455,30.0,65.4,139.0,-60.0,9.394,7.134,73.09,36.7,-0.85,153.0,1.2028
160.4274476,0.888888889,-42.44444444,173.3333333,-448.9353286,-0.822288889,0.706349206,45.02791735,6.848610706,2.2362,48.0,112.41,158.0,-70.0,8.994,8.69,73.09,36.7,-0.85,153.0,1.28207
174.6157044,5.326530612,-48.48979592,158.5714286,-484.4214971,4.969481633,1.734693878,38.59684834,10.25825415,0.7812,92.0,238.0289,240.0,51.0,6.194,18.95,73.09,36.7,-0.85,153.0,1.68841
174.6157044,5.326530612,-48.48979592,158.5714286,-484.4214971,4.969481633,1.734693878,38.59684834,10.25825415,0.7812,30.0,65.4,139.0,-60.0,9.394,7.134,73.09,36.7,-0.85,153.0,1.09573
174.6157044,5.326530612,-48.48979592,158.5714286,-484.4214971,4.969481633,1.734693878,38.59684834,10.25825415,0.7812,30.0,65.4,139.0,-60.0,9.394,7.134,73.09,36.7,-0.85,153.0,1.03175
174.6157044,5.326530612,-48.48979592,158.5714286,-484.4214971,4.969481633,1.734693878,38.59684834,10.25825415,0.7812,30.0,65.4,139.0,-60.0,9.394,7.134,73.09,36.7,-0.85,153.0,1.02182
174.6157044,5.326530612,-48.48979592,158.5714286,-484.4214971,4.969481633,1.734693878,38.59684834,10.25825415,0.7812,30.0,65.4,139.0,-60.0,9.394,7.134,73.09,36.7,-0.85,153.0,1.04137
174.6157044,5.326530612,-48.48979592,158.5714286,-484.4214971,4.969481633,1.734693878,38.59684834,10.25825415,0.7812,28.0,58.693,163.0,112.0,7.64,8.912,73.09,36.7,-0.85,153.0,1.16025
167.3620175,14.88888889,-12.77777778,173.3333333,1.319498307,-1.527833333,-0.768888889,45.02791735,6.862458426,2.2362,49.0,114.818,193.0,29.0,5.786,7.31,73.09,36.7,-0.85,153.0,1.03281
160.4274476,0.888888889,-42.44444444,173.3333333,-448.9353286,-0.822288889,0.706349206,45.02791735,6.848610706,2.2362,30.0,65.4,139.0,-60.0,9.394,7.134,73.09,36.7,-0.85,153.0,1.13873
169.7560012,-30.18,-40.65,133.8,-627.9220571,0.0,1.21,47.29517787,0.0,-0.3824,30.0,65.4,139.0,-60.0,9.394,7.134,73.09,36.7,-0.85,153.0,0.965805
169.7560012,-30.18,-40.65,133.8,-627.9220571,0.0,1.21,47.29517787,0.0,-0.3824,30.0,65.4,139.0,-60.0,9.394,7.134,73.09,36.7,-0.85,153.0,0.971872
177.1021883,-4.326530612,-12.20408163,105.4285714,-262.6787193,-0.496095918,-0.373469388,44.15534175,3.407582445,0.7798,27.0,58.93319,192.0,64.0,7.881,8.86,46.07,24.3,-0.31,78.37,1.41245
177.1021883,-4.326530612,-12.20408163,105.4285714,-262.6787193,-0.496095918,-0.373469388,44.15534175,3.407582445,0.7798,27.0,58.93319,192.0,64.0,7.881,8.86,28.0,31.206962209302326,0.2,-103.7,1.37844
157.6435699,1.0,-45.5,203.0,-407.0307408,1.491045918,0.305555556,46.91945671,6.836984153,2.75,27.0,58.93319,192.0,64.0,7.881,8.86,73.09,36.7,-0.85,153.0,1.0314
165.9289017,7.061728395,-31.37037037,139.1111111,-323.8209219,0.550923457,-0.081052067,42.93582616,6.827180347,1.083,28.0,58.693,163.0,112.0,7.64,8.912,73.09,36.7,-0.85,153.0,0.904449
174.6157044,5.326530612,-48.48979592,158.5714286,-484.4214971,4.969481633,1.734693878,38.59684834,10.25825415,0.7812,48.0,112.41,158.0,-70.0,8.994,8.69,87.12,37.8,0.937,166.0,1.08631
169.7560012,-5.555555556,-48.44444444,86.66666667,-195.7238121,0.0,2.777777778,47.27171693,0.0,0.71812,30.0,65.4,139.0,-60.0,9.394,7.134,30.1,1.0,0.1,-88.6,0.959191
169.7560012,-5.555555556,-48.44444444,86.66666667,-195.7238121,0.0,2.777777778,47.27171693,0.0,0.71812,30.0,65.4,139.0,-60.0,9.394,7.134,30.1,1.0,0.1,-88.6,0.992805
169.7560012,-5.555555556,-48.44444444,86.66666667,-195.7238121,0.0,2.777777778,47.27171693,0.0,0.71812,30.0,65.4,139.0,-60.0,9.394,7.134,16.04,32.7,-0.24,-161.5,0.895567
169.7560012,-5.555555556,-48.44444444,86.66666667,-195.7238121,0.0,2.777777778,47.27171693,0.0,0.71812,30.0,65.4,139.0,-60.0,9.394,7.134,16.04,32.7,-0.24,-161.5,0.907866
169.7560012,-5.555555556,-48.44444444,86.66666667,-195.7238121,0.0,2.777777778,47.27171693,0.0,0.71812,30.0,65.4,139.0,-60.0,9.394,7.134,30.1,1.0,0.1,-88.6,0.940743
169.7560012,-5.555555556,-48.44444444,86.66666667,-195.7238121,0.0,2.777777778,47.27171693,0.0,0.71812,30.0,65.4,139.0,-60.0,9.394,7.134,16.04,32.7,-0.24,-161.5,0.907866
169.7560012,-5.555555556,-48.44444444,86.66666667,-195.7238121,0.0,2.777777778,47.27171693,0.0,0.71812,30.0,65.4,139.0,-60.0,9.394,7.134,16.04,32.7,-0.24,-161.5,0.911573
177.2356928,6.536296296,-34.58864198,215.7333333,-301.222032,2.851008,-0.58680776,42.01586201,6.816819862,1.1445,27.0,58.93319,192.0,64.0,7.881,8.86,84.1,3.9,2.7,84.0,1.40187
177.2356928,6.536296296,-34.58864198,215.7333333,-301.222032,2.851008,-0.58680776,42.01586201,6.816819862,1.1445,48.0,112.41,158.0,-70.0,8.994,8.69,73.09,36.7,-0.85,153.0,1.28606
172.8966427,-28.08,-29.42,129.8,-120.0865862,-0.042336,0.585,50.28462104,0.0,2.1436,30.0,65.4,139.0,-60.0,9.394,7.134,73.09,36.7,-0.85,153.0,1.29115
175.1344561,14.01,-34.97,158.2,-403.3543722,-0.4656,-0.913030303,42.37728459,6.824833415,0.6652,49.0,114.818,193.0,29.0,5.786,7.31,32.04,32.7,0.791,65.0,0.981789
178.2514812,2.847750865,-28.25259516,126.9411765,-195.128652,2.041671626,0.840995222,38.72707241,6.828547389,0.478,12.0,24.305,173.0,-40.0,7.646,1.74,79.1,12.4,0.68,115.0,1.19809
178.2514812,2.847750865,-28.25259516,126.9411765,-195.128652,2.041671626,0.840995222,38.72707241,6.828547389,0.478,12.0,24.305,173.0,-40.0,7.646,1.74,92.14,2.38,2.73,110.6,1.15867
178.2514812,2.847750865,-28.25259516,126.9411765,-195.128652,2.041671626,0.840995222,38.72707241,6.828547389,0.478,12.0,24.305,173.0,-40.0,7.646,1.74,106.17,2.49,3.15,169.0,1.18747
178.2514812,2.847750865,-28.25259516,126.9411765,-195.128652,2.041671626,0.840995222,38.72707241,6.828547389,0.478,12.0,24.305,173.0,-40.0,7.646,1.74,106.17,2.49,3.15,169.0,1.17547
178.2514812,2.847750865,-28.25259516,126.9411765,-195.128652,2.041671626,0.840995222,38.72707241,6.828547389,0.478,12.0,24.305,173.0,-40.0,7.646,1.74,128.16,2.48,3.15,176.0,1.17792
169.7560012,-8.64,-1.12,50.8,27.7819722,0.0,0.983015531,34.11764866,3.207106781,-0.2992,30.0,65.4,139.0,-60.0,9.394,7.134,73.09,36.7,-0.85,153.0,1.31228
160.4274476,0.888888889,-42.44444444,173.3333333,-448.9353286,-0.822288889,0.706349206,45.02791735,6.848610706,2.2362,49.0,114.818,193.0,29.0,5.786,7.31,89.13,37.7,-0.55,174.0,0.864391
174.5860367,-4.211072664,-30.1349481,126.9411765,-476.228019,1.075936332,1.258362168,38.72707241,6.828547389,0.478,25.0,54.93804,197.0,-50.0,7.434,7.3,73.09,36.7,-0.85,153.0,1.37056
165.9289017,7.061728395,-31.37037037,139.1111111,-323.8209219,0.550923457,-0.081052067,42.93582616,6.827180347,1.083,30.0,65.4,139.0,-60.0,9.394,7.134,46.07,24.3,-0.31,78.37,1.44483
156.1323945,1.750297265,-61.79310345,214.8275862,-346.5741855,4.347911296,-0.034284582,45.3051226,8.902059979,2.8753,30.0,65.4,139.0,-60.0,9.394,7.134,73.09,36.7,-0.85,153.0,1.33861
157.6435699,1.0,-45.5,203.0,-407.0307408,1.491045918,0.305555556,46.91945671,6.836984153,2.75,30.0,65.4,139.0,-60.0,9.394,7.134,73.09,36.7,-0.85,153.0,1.13768
173.4686422,14.47187929,-47.52263374,186.2962963,22.3721335,1.011665844,0.745333095,32.44800974,17.14658068,0.1776,30.0,65.4,139.0,-60.0,9.394,7.134,101.14,36.7,0.945,152.0,0.845633
