code,SMILES,Metal,AATS5s,AATS0i,AATS3i,ATSC2dv,ATSC3Z,ATSC2v,ATSC5v,ATSC8v,ATSC6are,ATSC3i,ATSC7i,AATSC3s,AATSC0Z,AATSC3Z,AATSC0m,AATSC2m,AATSC3m,PEOE_VSA7,EState_VSA2,SLogP,Atomic_Number,AtomicMass,AtomicRadius,Mulliken EN,polarizability(A^3),electron affinity(kJ/mol),IonizationEnergy,Density,SSA
POKDIF01,C1=CN=CC=C1C2=CC=NC=C2,Cu,2.5,158.4882451,153.3959163,-28.08,-37.42,-168.53654,-97.35287001,0,-0.110664,5.60363627,17.32369574,-0.070175439,6.49,-0.984736842,31.17136264,-6.11030994,-4.654749251,35.39237126,0,2.1436,29,63.55,140,4.48,6.7,119,7.726,8.933,1026.72
POKGEC,C1=C(C=C(C=C1C(=O)O)C(=O)O)C(=O)O,Ni,6.939393939,160.1601348,149.5810306,5.326530612,-52.7755102,-55.01681737,15.28189589,245.1852095,6.18,-17.17443023,15.12841755,-0.469562184,7.551020408,-1.35321821,35.1171682,2.188865482,-6.462334248,18.19910121,16.69035448,0.7812,28,58.693,163,4.4,6.8,112,7.64,8.912,163.756
POKTUG,C1=CN=C(C(=N1)C(=O)O)C(=O)O,Ho,13.18333333,166.5451258,165.6265947,4.34375,1.265625,-63.90082401,-336.5172832,0,-2.42808125,9.881502715,1.709824727,-0.539722222,6.984375,0.050625,32.47777219,0.471322222,0.251088282,0,0,-0.127,67,164.93033,216,3.1,23.6,33,6.022,8.8,9.54585
POKVAO,C1=CN=C(C(=N1)C(=O)O)C(=O)O,Gd,13.18333333,166.5451258,165.6265947,4.34375,1.265625,-63.90082401,-336.5172832,0,-2.42808125,9.881502715,1.709824727,-0.539722222,6.984375,0.050625,32.47777219,0.471322222,0.251088282,0,0,-0.127,64,157.2,237,3.1,23.5,13,6.15,7.9,6.79632
POLYAS,C1CC(CCC1C(=O)O)C(=O)O,Zn,3.813131313,165.632159,160.8622633,22.55555556,-21.47222222,-336.1865227,279.5326761,-68.13673812,-0.498333333,-15.89026657,1.312761789,-0.150601161,8.472222222,-0.320480929,39.78873847,-0.07420273,-1.606709107,25.68328649,11.83581209,0.962,30,65.4,139,4.45,6.4,-60,9.394,7.134,22.3584
POLYEW,C1=CC(=CC=C1C2=CC=C(C=C2)C(=O)O)C(=O)O,Zn,3.374485597,155.9322375,148.2805248,1,-29.5,-205.9892564,208.2792469,-366.6670057,1.392755102,-13.72631812,-12.47760781,0.049749785,7.25,-0.50862069,34.22076092,-0.675512816,-2.510820118,35.39237126,11.12690298,2.75,30,65.4,139,4.45,6.4,-60,9.394,7.134,288.341
POMDIH,C1=CC(=NC=C1C(=O)O)C2=NC=C(C=C2)C(=O)O,Fe,3.720867209,160.1984138,154.1273308,-1.668639053,-27.81656805,-140.2220272,281.4722231,-269.0751763,1.090269822,-19.25705899,4.695555829,-0.111729126,7.053254438,-0.556331361,33.14799302,-0.39660291,-2.702926602,24.26546827,11.12690298,1.54,26,55.84,194,4.06,8.4,15,7.902,7.874,1086.75
POMXIA,C1=CC(=CC=C1C(=O)O)OC2=CC=C(C=C2)C(=O)O,Zn,3.81712963,156.9501357,152.3226421,1.750297265,-48.27586207,-315.5260643,121.3910449,-27.44793494,5.061973841,-13.30086095,2.543059342,-0.115173735,7.4078478,-0.832342449,34.83832983,-0.011326782,-3.910457581,48.53093655,11.12690298,2.8753,30,65.4,139,4.45,6.4,-60,9.394,7.134,492.788
PONRUI,C1CC(CCC1C(=O)O)C(=O)O,Zn,3.813131313,165.632159,160.8622633,22.55555556,-21.47222222,-336.1865227,279.5326761,-68.13673812,-0.498333333,-15.89026657,1.312761789,-0.150601161,8.472222222,-0.320480929,39.78873847,-0.07420273,-1.606709107,25.68328649,11.83581209,0.962,30,65.4,139,4.45,6.4,-60,9.394,7.134,1884.18
PONVEW,C1=CC=C2C(=C1)C(=CC=C2C(=O)O)C(=O)O,Zn,5.182222222,155.944943,147.5058011,14.88888889,8.888888889,-109.2228995,-493.3278434,158.9044906,-1.866666667,-2.779407101,13.83633736,-0.068888889,7.222222222,0.177777778,33.988018,0.202953053,0.83975892,22.90518257,11.12690298,2.2362,30,65.4,139,4.45,6.4,-60,9.394,7.134,181.635
POPXOK,C(=O)O,Th,6.089439787,173.5064463,185.0509644,-8.64,2.28,-82.42248586,0,0,0,0.431820984,0,-1.44,10.16,1.14,46.9144252,-22.0557955,5.7501955,0,6.472220865,-0.2992,90,232.038,237,3.2,32.1,113,6.08,11.72,648.963
POQXAV,C1=CN=CC=C1C2=CC=NC=C2,Ni,2.5,158.4882451,153.3959163,-28.08,-37.42,-168.53654,-97.35287001,0,-0.110664,5.60363627,17.32369574,-0.070175439,6.49,-0.984736842,31.17136264,-6.11030994,-4.654749251,35.39237126,0,2.1436,28,58.693,163,4.4,6.8,112,7.64,8.912,174.105
PORVID,C1=C(C(=CC(=C1C(=O)O)C(=O)O)C(=O)O)C(=O)O,Cu,11.67102397,160.87749,148.445057,10.23611111,-48.02083333,24.2843839,-141.9674605,184.8932439,1.955833333,-9.325384487,12.00939528,-0.891409465,7.243055556,-1.06712963,33.54745824,2.879117987,-4.921468526,12.13273414,0,0.4794,29,63.55,140,4.48,6.7,119,7.726,8.933,951.378
PORVUO,C1=CN=CC=C1C2=CC=NC=C2,Zn,2.5,158.4882451,153.3959163,-28.08,-37.42,-168.53654,-97.35287001,0,-0.110664,5.60363627,17.32369574,-0.070175439,6.49,-0.984736842,31.17136264,-6.11030994,-4.654749251,35.39237126,0,2.1436,30,65.4,139,4.45,6.4,-60,9.394,7.134,837.932
PORWIE,C1=CC(=CC=C1C2=CC=C(C=C2)C(=O)O)C(=O)O,Mn,3.374485597,155.9322375,148.2805248,1,-29.5,-205.9892564,208.2792469,-366.6670057,1.392755102,-13.72631812,-12.47760781,0.049749785,7.25,-0.50862069,34.22076092,-0.675512816,-2.510820118,35.39237126,11.12690298,2.75,25,54.93804,197,3.72,9.4,-50,7.434,7.3,64.5977
PORZUT,C1=CN=C(C(=N1)C(=O)O)C(=O)O,Gd,13.18333333,166.5451258,165.6265947,4.34375,1.265625,-63.90082401,-336.5172832,0,-2.42808125,9.881502715,1.709824727,-0.539722222,6.984375,0.050625,32.47777219,0.471322222,0.251088282,0,0,-0.127,64,157.2,237,3.1,23.5,13,6.15,7.9,3.05897
POWYEH,C1=CC(=CC=C1C(=O)O)C(=O)O,V,4.874396135,159.2036613,151.4614135,7.061728395,-18.48148148,-139.4970291,254.9866605,-15.18434653,0.387160494,-13.6613542,1.749836472,-0.157999751,7.728395062,-0.560044893,36.15315736,0.602016249,-2.772311348,24.26546827,11.12690298,1.083,23,50.9415,179,3.6,12.4,51,6.746,6,1345.87
POXLIZ,C1=CC(=CC=C1C(=O)O)C(=O)O,Th,4.874396135,159.2036613,151.4614135,7.061728395,-18.48148148,-139.4970291,254.9866605,-15.18434653,0.387160494,-13.6613542,1.749836472,-0.157999751,7.728395062,-0.560044893,36.15315736,0.602016249,-2.772311348,24.26546827,11.12690298,1.083,90,232.038,237,3.2,32.1,113,6.08,11.72,870.466
POZHUI,C1=NC(=C(N1)C(=O)O)C(=O)O,In,13.04901961,169.1951772,164.5408721,6,-0.444444444,-43.35177274,-182.0910061,0,-0.709710222,-1.33546142,0.421718022,-0.590713902,7.422222222,-0.019323671,34.48204905,0.800835129,-0.234597516,0,0,-0.1939,49,114.818,193,3.1,9.7,29,5.786,7.31,1222.06
PRIMIN,C(C(=O)O)NCC(=O)O,Pr,6.270833333,172.1653872,173.6352454,-5.765625,-77.3125,-224.939951,-71.67618093,44.37227335,3.826441406,6.083206606,1.127285139,-1.418914311,9.359375,-2.761160714,43.56009043,0.506101047,-12.91512476,0,13.08951281,-1.2548,59,140.90766,239,3.1,28.2,93,5.464,6.77,29.8445
PUFRIT,C1=CC(=CC=C1C2=CC=C(C=C2)C(=O)O)C(=O)O,Zn,3.374485597,155.9322375,148.2805248,1,-29.5,-205.9892564,208.2792469,-366.6670057,1.392755102,-13.72631812,-12.47760781,0.049749785,7.25,-0.50862069,34.22076092,-0.675512816,-2.510820118,35.39237126,11.12690298,2.75,30,65.4,139,4.45,6.4,-60,9.394,7.134,3372.9
PUGSER,C1=CC(=CC=C1C2=CC(=CC(=C2)C(=O)O)C(=O)O)C(=O)O,Zn,4.387152778,156.8967605,147.4328748,3.511966701,-55.44640999,-127.6428303,314.4336725,293.5616502,2.80024974,-17.78670351,-9.204744818,-0.049994942,7.336108221,-0.866350156,34.41735606,0.654011749,-4.198412408,41.45873833,16.69035448,2.4482,30,65.4,139,4.45,6.4,-60,9.394,7.134,2828.04
PUGSIV,C1=CC(=CC=C1C2=CC(=CC(=C2)C(=O)O)C(=O)O)C(=O)O,Zn,4.387152778,156.8967605,147.4328748,3.511966701,-55.44640999,-127.6428303,314.4336725,293.5616502,2.80024974,-17.78670351,-9.204744818,-0.049994942,7.336108221,-0.866350156,34.41735606,0.654011749,-4.198412408,41.45873833,16.69035448,2.4482,30,65.4,139,4.45,6.4,-60,9.394,7.134,2676.63
PUGSUH,C1=CC(=CC=C1C2=CC(=CC(=C2)C(=O)O)C(=O)O)C(=O)O,Zn,4.387152778,156.8967605,147.4328748,3.511966701,-55.44640999,-127.6428303,314.4336725,293.5616502,2.80024974,-17.78670351,-9.204744818,-0.049994942,7.336108221,-0.866350156,34.41735606,0.654011749,-4.198412408,41.45873833,16.69035448,2.4482,30,65.4,139,4.45,6.4,-60,9.394,7.134,2603.25
PUJQEQ,C1=CN=CC=C1CCC2=CC=NC=C2,Cu,1.98,160.1163163,155.1450974,-32.1183432,-68.30177515,-262.3018224,674.3291608,20.2697415,-0.244352663,-3.734622442,-20.64813252,-0.075419879,6.639053254,-1.241850457,31.92973033,-4.935734901,-5.952614647,48.2340145,0,2.2618,29,63.55,140,4.48,6.7,119,7.726,8.933,1833.54
PUMWOM,C1=C(C=C(C=C1C(=O)O)N)C(=O)O,Co,7.862068966,163.0911809,152.8982527,9.01,-66.27,4.290158193,-355.2791089,69.38641121,-1.191636,-16.76817217,7.893712932,-0.450960961,7.91,-1.791081081,37.02908443,4.203716805,-8.581103553,18.19910121,16.81428926,0.6652,27,58.93319,192,4.3,7.5,64,7.881,8.86,88.8314
PUNSOJ,C1=CC(=CC=C1C2=CC(=CC(=C2)C(=O)O)C(=O)O)C(=O)O,Cd,4.387152778,156.8967605,147.4328748,3.511966701,-55.44640999,-127.6428303,314.4336725,293.5616502,2.80024974,-17.78670351,-9.204744818,-0.049994942,7.336108221,-0.866350156,34.41735606,0.654011749,-4.198412408,41.45873833,16.69035448,2.4482,48,112.41,158,4.33,7.2,-70,8.994,8.69,534.591
PUNYED,C1=C(C=C(C=C1C(=O)O)C(=O)O)C(=O)O,Co,6.939393939,160.1601348,149.5810306,5.326530612,-52.7755102,-55.01681737,15.28189589,245.1852095,6.18,-17.17443023,15.12841755,-0.469562184,7.551020408,-1.35321821,35.1171682,2.188865482,-6.462334248,18.19910121,16.69035448,0.7812,27,58.93319,192,4.3,7.5,64,7.881,8.86,21.9222
PUNYIH,C1=C(C=C(C=C1C(=O)O)C(=O)O)C(=O)O,Mn,6.939393939,160.1601348,149.5810306,5.326530612,-52.7755102,-55.01681737,15.28189589,245.1852095,6.18,-17.17443023,15.12841755,-0.469562184,7.551020408,-1.35321821,35.1171682,2.188865482,-6.462334248,18.19910121,16.69035448,0.7812,25,54.93804,197,3.72,9.4,-50,7.434,7.3,32.1455
PUNYON,C1=C(C=C(C=C1C(=O)O)C(=O)O)C(=O)O,Ni,6.939393939,160.1601348,149.5810306,5.326530612,-52.7755102,-55.01681737,15.28189589,245.1852095,6.18,-17.17443023,15.12841755,-0.469562184,7.551020408,-1.35321821,35.1171682,2.188865482,-6.462334248,18.19910121,16.69035448,0.7812,28,58.693,163,4.4,6.8,112,7.64,8.912,12.7466
PURRIE,C1=CC(=CC(=C1)C(=O)O)C(=O)O,Zn,5.956521739,159.2036613,151.4614135,8.061728395,-18.48148148,-139.4970291,56.05095496,75.66463763,2.162469136,-13.6613542,6.506242911,-0.174834767,7.728395062,-0.560044893,36.15315736,0.602016249,-2.772311348,18.19910121,11.12690298,1.083,30,65.4,139,4.45,6.4,-60,9.394,7.134,106.799
PURSOK,C1=CC(=CC=C1C(=O)O)C(=O)O,Zn,4.874396135,159.2036613,151.4614135,7.061728395,-18.48148148,-139.4970291,254.9866605,-15.18434653,0.387160494,-13.6613542,1.749836472,-0.157999751,7.728395062,-0.560044893,36.15315736,0.602016249,-2.772311348,24.26546827,11.12690298,1.083,30,65.4,139,4.45,6.4,-60,9.394,7.134,45.3054
PUWDEQ,C1=CC2=C(C=CC(=C2)C(=O)O)C=C1C(=O)O,Zn,4.208994709,155.944943,147.2871246,0.888888889,-41.11111111,-109.2228995,274.7735749,220.485913,-1.075555556,-13.71323248,5.481638718,-0.004444444,7.222222222,-0.822222222,33.988018,0.202953053,-4.00288144,35.0379167,11.12690298,2.2362,30,65.4,139,4.45,6.4,-60,9.394,7.134,2576.45
PUXTUZ,C(=O)(C(=O)O)O,Zn,1,170.6536449,177.302349,5.5,-3.5,-88.06441393,69.19802825,0,0,0.069150389,0,2.729166667,8.1875,-0.4375,37.64590369,5.4849955,-2.836109812,0,0,-0.8444,30,65.4,139,4.45,6.4,-60,9.394,7.134,268.706
PUZLAZ,C1=C(SC(=C1)C(=O)O)C(=O)O,In,5.619047619,156.638113,149.5941208,6.536296296,-11.92444444,15.3797224,-8.112786327,93.98528538,3.314403556,-18.63677144,5.342441632,-1.383984878,14.38222222,-0.518454106,63.03764033,2.971853306,-2.89055528,12.13273414,9.754294387,1.1445,49,114.818,193,3.1,9.7,29,5.786,7.31,1923.65
PUZLUS,C1=CN=CC=C1C2=NC(=NC(=N2)C3=CC=NC=C3)C4=CC=NC=C4,Co,3.515151515,160.2430725,155.5339184,-9,3,-233.8056233,619.5860344,-1090.310193,-1.01805,-29.09014543,1.555658253,-0.00617284,6.25,0.041666667,29.897114,-2.890111,0.1943605,36.39820241,0,3.0576,27,58.93319,192,4.3,7.5,64,7.881,8.86,4989.34
QAHPEX,C(=O)O,Mn,6.089439787,173.5064463,185.0509644,-8.64,2.28,-82.42248586,0,0,0,0.431820984,0,-1.44,10.16,1.14,46.9144252,-22.0557955,5.7501955,0,6.472220865,-0.2992,25,54.93804,197,3.72,9.4,-50,7.434,7.3,148.984
QAHPEX01,C(=O)O,Mn,6.089439787,173.5064463,185.0509644,-8.64,2.28,-82.42248586,0,0,0,0.431820984,0,-1.44,10.16,1.14,46.9144252,-22.0557955,5.7501955,0,6.472220865,-0.2992,25,54.93804,197,3.72,9.4,-50,7.434,7.3,154.74
QAHPEX02,C(=O)O,Mn,6.089439787,173.5064463,185.0509644,-8.64,2.28,-82.42248586,0,0,0,0.431820984,0,-1.44,10.16,1.14,46.9144252,-22.0557955,5.7501955,0,6.472220865,-0.2992,25,54.93804,197,3.72,9.4,-50,7.434,7.3,177.86
QAHPEX04,C(=O)O,Mn,6.089439787,173.5064463,185.0509644,-8.64,2.28,-82.42248586,0,0,0,0.431820984,0,-1.44,10.16,1.14,46.9144252,-22.0557955,5.7501955,0,6.472220865,-0.2992,25,54.93804,197,3.72,9.4,-50,7.434,7.3,183.885
QAHPEX05,C(=O)O,Mn,6.089439787,173.5064463,185.0509644,-8.64,2.28,-82.42248586,0,0,0,0.431820984,0,-1.44,10.16,1.14,46.9144252,-22.0557955,5.7501955,0,6.472220865,-0.2992,25,54.93804,197,3.72,9.4,-50,7.434,7.3,148.274
QAHPEX06,C(=O)O,Mn,6.089439787,173.5064463,185.0509644,-8.64,2.28,-82.42248586,0,0,0,0.431820984,0,-1.44,10.16,1.14,46.9144252,-22.0557955,5.7501955,0,6.472220865,-0.2992,25,54.93804,197,3.72,9.4,-50,7.434,7.3,173.832
QAHPEX07,C(=O)O,Mn,6.089439787,173.5064463,185.0509644,-8.64,2.28,-82.42248586,0,0,0,0.431820984,0,-1.44,10.16,1.14,46.9144252,-22.0557955,5.7501955,0,6.472220865,-0.2992,25,54.93804,197,3.72,9.4,-50,7.434,7.3,205.913
QALGUH,C1=CC(=CC=C1C(=O)O)C(=O)O,Cr,4.874396135,159.2036613,151.4614135,7.061728395,-18.48148148,-139.4970291,254.9866605,-15.18434653,0.387160494,-13.6613542,1.749836472,-0.157999751,7.728395062,-0.560044893,36.15315736,0.602016249,-2.772311348,24.26546827,11.12690298,1.083,24,51.996,189,3.72,11.6,65,6.767,7.15,1611.39
QAMXAF,C1=C(C(=CC(=C1C(=O)O)C(=O)O)C(=O)O)C(=O)O,Co,11.67102397,160.87749,148.445057,10.23611111,-48.02083333,24.2843839,-141.9674605,184.8932439,1.955833333,-9.325384487,12.00939528,-0.891409465,7.243055556,-1.06712963,33.54745824,2.879117987,-4.921468526,12.13273414,0,0.4794,27,58.93319,192,4.3,7.5,64,7.881,8.86,18.8995
QAMXIL,C1=CN=C(C=N1)C(=O)O,Cu,5.296296296,166.6942374,167.7083355,-7.893491124,-12.81065089,-88.37545569,29.00710386,0,-0.495536095,6.865841642,0.565988507,-0.031212153,7.301775148,-0.674244784,34.23495084,-2.877060652,-3.325332326,0,5.693927995,0.1748,29,63.55,140,4.48,6.7,119,7.726,8.933,120.683
QAQSAD,C1=CC2=C(C=CC(=C2)C(=O)O)C=C1C(=O)O,Zn,4.208994709,155.944943,147.2871246,0.888888889,-41.11111111,-109.2228995,274.7735749,220.485913,-1.075555556,-13.71323248,5.481638718,-0.004444444,7.222222222,-0.822222222,33.988018,0.202953053,-4.00288144,35.0379167,11.12690298,2.2362,30,65.4,139,4.45,6.4,-60,9.394,7.134,458.789
QARLUT,C1=CN=CC=C1C2=NC(=NC(=N2)C3=CC=NC=C3)C4=CC=NC=C4,Zn,3.515151515,160.2430725,155.5339184,-9,3,-233.8056233,619.5860344,-1090.310193,-1.01805,-29.09014543,1.555658253,-0.00617284,6.25,0.041666667,29.897114,-2.890111,0.1943605,36.39820241,0,3.0576,30,65.4,139,4.45,6.4,-60,9.394,7.134,1319.11
QARMAA,C1=CN=CC=C1C2=NC(=NC(=N2)C3=CC=NC=C3)C4=CC=NC=C4,Zn,3.515151515,160.2430725,155.5339184,-9,3,-233.8056233,619.5860344,-1090.310193,-1.01805,-29.09014543,1.555658253,-0.00617284,6.25,0.041666667,29.897114,-2.890111,0.1943605,36.39820241,0,3.0576,30,65.4,139,4.45,6.4,-60,9.394,7.134,1126.9
QASTUC,C1=CC(=CC=C1C(=O)O)C(=O)O,Mn,4.874396135,159.2036613,151.4614135,7.061728395,-18.48148148,-139.4970291,254.9866605,-15.18434653,0.387160494,-13.6613542,1.749836472,-0.157999751,7.728395062,-0.560044893,36.15315736,0.602016249,-2.772311348,24.26546827,11.12690298,1.083,25,54.93804,197,3.72,9.4,-50,7.434,7.3,583.288
QATHEA,C1=CC(=CC=C1C(=O)O)C(=O)O,Cd,4.874396135,159.2036613,151.4614135,7.061728395,-18.48148148,-139.4970291,254.9866605,-15.18434653,0.387160494,-13.6613542,1.749836472,-0.157999751,7.728395062,-0.560044893,36.15315736,0.602016249,-2.772311348,24.26546827,11.12690298,1.083,48,112.41,158,4.33,7.2,-70,8.994,8.69,1.25933
QATPUX,C1(=C(C(=O)C1=O)O)O,Co,5,161.8817872,163.9723873,1.28,17.28,-68.35502905,103.2881151,0,0,-6.989882639,0,2.727037037,6.56,1.44,30.20835024,0.86586326,5.861820293,0,0,-1.3062,27,58.93319,192,4.3,7.5,64,7.881,8.86,165.056
QATPUX01,C1(=C(C(=O)C1=O)O)O,Co,5,161.8817872,163.9723873,1.28,17.28,-68.35502905,103.2881151,0,0,-6.989882639,0,2.727037037,6.56,1.44,30.20835024,0.86586326,5.861820293,0,0,-1.3062,27,58.93319,192,4.3,7.5,64,7.881,8.86,138.446
QAVWAN,C1=CC2=C(C=CC(=C2)C(=O)O)C=C1C(=O)O,Zn,4.208994709,155.944943,147.2871246,0.888888889,-41.11111111,-109.2228995,274.7735749,220.485913,-1.075555556,-13.71323248,5.481638718,-0.004444444,7.222222222,-0.822222222,33.988018,0.202953053,-4.00288144,35.0379167,11.12690298,2.2362,30,65.4,139,4.45,6.4,-60,9.394,7.134,791.949
QAWHIH,C1=C(C=C(C=C1C(=O)O)C(=O)O)C(=O)O,Cu,6.939393939,160.1601348,149.5810306,5.326530612,-52.7755102,-55.01681737,15.28189589,245.1852095,6.18,-17.17443023,15.12841755,-0.469562184,7.551020408,-1.35321821,35.1171682,2.188865482,-6.462334248,18.19910121,16.69035448,0.7812,29,63.55,140,4.48,6.7,119,7.726,8.933,489.713
QAWHIH01,C1=C(C=C(C=C1C(=O)O)C(=O)O)C(=O)O,Cu,6.939393939,160.1601348,149.5810306,5.326530612,-52.7755102,-55.01681737,15.28189589,245.1852095,6.18,-17.17443023,15.12841755,-0.469562184,7.551020408,-1.35321821,35.1171682,2.188865482,-6.462334248,18.19910121,16.69035448,0.7812,29,63.55,140,4.48,6.7,119,7.726,8.933,500.038
QAWRIQ,C1=CC(=C(C=C1C(=O)O)N)C(=O)O,Gd,5.821548822,163.0911809,152.8391257,14.01,-36.27,4.290158193,-54.96179564,-26.82533688,-0.7468045,-18.95587204,2.26333397,-0.391501502,7.91,-0.98027027,37.02908443,4.203716805,-4.715482013,18.19910121,16.81428926,0.6652,64,157.2,237,3.1,23.5,13,6.15,7.9,154.229
QAZFAB,C1=C(C=NC=C1C(=O)O)C(=O)O,Tb,6.222222222,162.6584682,152.8530399,-4.211072664,-38.5467128,-30.12566296,91.82694363,79.5168395,1.45769827,-24.15715809,4.96450468,-0.515372072,7.467128028,-1.329196993,34.82995965,-0.123804066,-6.405245579,6.066367068,11.12690298,0.478,65,158.92535,221,3.1,25.5,112,5.864,8.23,884.536
QERWAL,C1=C(C=C(C=C1C(=O)O)C(=O)O)C(=O)O,Ni,6.939393939,160.1601348,149.5810306,5.326530612,-52.7755102,-55.01681737,15.28189589,245.1852095,6.18,-17.17443023,15.12841755,-0.469562184,7.551020408,-1.35321821,35.1171682,2.188865482,-6.462334248,18.19910121,16.69035448,0.7812,28,58.693,163,4.4,6.8,112,7.64,8.912,1252.35
QERZUI,C1=CN=CC=C1C(=O)O,Cu,6.083333333,161.9640736,157.0701667,-6.326530612,-18.7755102,-126.5633675,153.9775161,0,0.097602551,-5.761308638,0,-0.162304052,7.530612245,-0.816326531,35.44306652,-3.129332876,-3.938246767,12.13273414,5.563451492,0.7798,29,63.55,140,4.48,6.7,119,7.726,8.933,89.25
QESPEM,C(=O)(C(=O)O)O,Eu,1,170.6536449,177.302349,5.5,-3.5,-88.06441393,69.19802825,0,0,0.069150389,0,2.729166667,8.1875,-0.4375,37.64590369,5.4849955,-2.836109812,0,0,-0.8444,63,151.964,233,3.1,27.7,83,5.67,5.24,607.134
QESPOW,C(=O)(C(=O)O)O,Tb,1,170.6536449,177.302349,5.5,-3.5,-88.06441393,69.19802825,0,0,0.069150389,0,2.729166667,8.1875,-0.4375,37.64590369,5.4849955,-2.836109812,0,0,-0.8444,65,158.92535,221,3.1,25.5,112,5.864,8.23,598.395
QETBAV,C1=CC2=C(C=CC(=C2)C(=O)O)C=C1C(=O)O,Zn,4.208994709,155.944943,147.2871246,0.888888889,-41.11111111,-109.2228995,274.7735749,220.485913,-1.075555556,-13.71323248,5.481638718,-0.004444444,7.222222222,-0.822222222,33.988018,0.202953053,-4.00288144,35.0379167,11.12690298,2.2362,30,65.4,139,4.45,6.4,-60,9.394,7.134,72.3157
QIBTAW,C1=CN=CC=C1C2=CC=NC=C2,La,2.5,158.4882451,153.3959163,-28.08,-37.42,-168.53654,-97.35287001,0,-0.110664,5.60363627,17.32369574,-0.070175439,6.49,-0.984736842,31.17136264,-6.11030994,-4.654749251,35.39237126,0,2.1436,57,138.9055,240,3.1,31.1,45,5.577,6.15,4184.93
QIDSII,C1=C(C=NC=C1C(=O)O)C(=O)O,Pr,6.222222222,162.6584682,152.8530399,-4.211072664,-38.5467128,-30.12566296,91.82694363,79.5168395,1.45769827,-24.15715809,4.96450468,-0.515372072,7.467128028,-1.329196993,34.82995965,-0.123804066,-6.405245579,6.066367068,11.12690298,0.478,59,140.90766,239,3.1,28.2,93,5.464,6.77,113.633
QIDTEF,C1=C(C=NC=C1C(=O)O)C(=O)O,Gd,6.222222222,162.6584682,152.8530399,-4.211072664,-38.5467128,-30.12566296,91.82694363,79.5168395,1.45769827,-24.15715809,4.96450468,-0.515372072,7.467128028,-1.329196993,34.82995965,-0.123804066,-6.405245579,6.066367068,11.12690298,0.478,64,157.2,237,3.1,23.5,13,6.15,7.9,446.959
QIHXIQ,C1=CC(=CC=C1C2=CC=C(C=C2)C(=O)O)C(=O)O,Zn,3.374485597,155.9322375,148.2805248,1,-29.5,-205.9892564,208.2792469,-366.6670057,1.392755102,-13.72631812,-12.47760781,0.049749785,7.25,-0.50862069,34.22076092,-0.675512816,-2.510820118,35.39237126,11.12690298,2.75,30,65.4,139,4.45,6.4,-60,9.394,7.134,1842.35
QIMFAW,C1=CC(=CC=C1C2=CC(=CC(=C2)C3=CC=C(C=C3)C(=O)O)C4=CC=C(C=C4)C(=O)O)C(=O)O,Mg,3.05026455,154.2092758,145.963084,-6.633217993,-72.16608997,-272.2080821,911.6421651,-434.9264188,1.850657439,-21.2120641,-37.6854775,0.052267347,6.955017301,-0.633035877,32.94325277,-0.588251461,-3.083480907,87.97801257,16.69035448,5.7822,12,24.305,173,3.75,10.6,-40,7.646,1.74,3418.8
QIMFEA,CC(=O)O,Mg,6.089439787,170.5202365,181.1765606,1,-90,-42.03469954,0,0,0,1.412091599,0,-5.409722222,9.5,-11.25,44.21852025,15.82330225,-51.949009,0,0,0.0909,12,24.305,173,3.75,10.6,-40,7.646,1.74,1549.14
QINSUD,C(=O)O,Mn,6.089439787,173.5064463,185.0509644,-8.64,2.28,-82.42248586,0,0,0,0.431820984,0,-1.44,10.16,1.14,46.9144252,-22.0557955,5.7501955,0,6.472220865,-0.2992,25,54.93804,197,3.72,9.4,-50,7.434,7.3,385.245
QINZOC,C1=CC(=CC=C1C(=O)O)N=NC2=CC=C(C=C2)C(=O)O,Tb,4.075757576,159.6194258,155.9330659,3.111111111,-32.44444444,-332.1829542,472.2680899,264.7800197,2.754513778,-27.84063931,12.11691264,-0.076911488,7.155555556,-0.549905838,33.72428172,-0.355741292,-2.662865825,48.53093655,11.12690298,3.4984,65,158.92535,221,3.1,25.5,112,5.864,8.23,3290.47
QITDAA01,C[C@]1(CC[C@@H](C1(C)C)C(=O)O)C(=O)O,Zn,3.366207951,165.6143712,151.9174186,35.36,-100.72,654.8868704,1179.654679,38.68104163,3.780666667,-24.33625277,4.284486167,-0.162173509,8.106666667,-1.213493976,38.21050265,9.732241424,-5.863588822,25.18037091,0,1.5981,30,65.4,139,4.45,6.4,-60,9.394,7.134,161.723
QITDEE,C[C@]1(CC[C@@H](C1(C)C)C(=O)O)C(=O)O,Cd,3.366207951,165.6143712,151.9174186,35.36,-100.72,654.8868704,1179.654679,38.68104163,3.780666667,-24.33625277,4.284486167,-0.162173509,8.106666667,-1.213493976,38.21050265,9.732241424,-5.863588822,25.18037091,0,1.5981,48,112.41,158,4.33,7.2,-70,8.994,8.69,173.353
QITDOO,C1=CC=C2C(=C1)C(=CC=C2C(=O)O)C(=O)O,La,5.182222222,155.944943,147.5058011,14.88888889,8.888888889,-109.2228995,-493.3278434,158.9044906,-1.866666667,-2.779407101,13.83633736,-0.068888889,7.222222222,0.177777778,33.988018,0.202953053,0.83975892,22.90518257,11.12690298,2.2362,57,138.9055,240,3.1,31.1,45,5.577,6.15,75.5309
