code,SMILES,Metal,AATS5s,AATS0i,AATS3i,ATSC2dv,ATSC3Z,ATSC2v,ATSC5v,ATSC8v,ATSC6are,ATSC3i,ATSC7i,AATSC3s,AATSC0Z,AATSC3Z,AATSC0m,AATSC2m,AATSC3m,PEOE_VSA7,EState_VSA2,SLogP,Atomic_Number,AtomicMass,AtomicRadius,Mulliken EN,polarizability(A^3),electron affinity(kJ/mol),IonizationEnergy,Density,SSA
PADKIP28,C(=O)O,Mn,6.089439787,173.5064463,185.0509644,-8.64,2.28,-82.42248586,0,0,0,0.431820984,0,-1.44,10.16,1.14,46.9144252,-22.0557955,5.7501955,0,6.472220865,-0.2992,25,54.93804,197,3.72,9.4,-50,7.434,7.3,179.997
PADKIP29,C(=O)O,Mn,6.089439787,173.5064463,185.0509644,-8.64,2.28,-82.42248586,0,0,0,0.431820984,0,-1.44,10.16,1.14,46.9144252,-22.0557955,5.7501955,0,6.472220865,-0.2992,25,54.93804,197,3.72,9.4,-50,7.434,7.3,183.472
PADKIP30,C(=O)O,Mn,6.089439787,173.5064463,185.0509644,-8.64,2.28,-82.42248586,0,0,0,0.431820984,0,-1.44,10.16,1.14,46.9144252,-22.0557955,5.7501955,0,6.472220865,-0.2992,25,54.93804,197,3.72,9.4,-50,7.434,7.3,186.441
PADKIP31,C(=O)O,Mn,6.089439787,173.5064463,185.0509644,-8.64,2.28,-82.42248586,0,0,0,0.431820984,0,-1.44,10.16,1.14,46.9144252,-22.0557955,5.7501955,0,6.472220865,-0.2992,25,54.93804,197,3.72,9.4,-50,7.434,7.3,187.234
PADKIP32,C(=O)O,Mn,6.089439787,173.5064463,185.0509644,-8.64,2.28,-82.42248586,0,0,0,0.431820984,0,-1.44,10.16,1.14,46.9144252,-22.0557955,5.7501955,0,6.472220865,-0.2992,25,54.93804,197,3.72,9.4,-50,7.434,7.3,187.047
PAJRUQ,C1=CN=CN1,Zn,6.089439787,171.3926447,173.9353714,-15,-30,-133.4506,0,0,0,-1.484482744,0,-0.167789001,7.333333333,-2.727272727,34.91960756,-11.32507474,-13.04849407,0,0,0.4097,30,65.4,139,4.45,6.4,-60,9.394,7.134,1738.694
PAPLUQ,C1=C(SC(=C1)C(=O)O)C(=O)O,Cu,5.619047619,156.638113,149.5941208,6.536296296,-11.92444444,15.3797224,-8.112786327,93.98528538,3.314403556,-18.63677144,5.342441632,-1.383984878,14.38222222,-0.518454106,63.03764033,2.971853306,-2.89055528,12.13273414,9.754294387,1.1445,29,63.55,140,4.48,6.7,119,7.726,8.933,1333.94
PARHAS,C(CCC(=O)O)CC(=O)O,Ca,4.127572016,167.58739,167.6355033,15.52,-55.57,-413.8339992,21.53607572,-71.0457373,-2.325,-1.811831412,1.714500575,-0.799043928,8.89,-1.292325581,41.58715809,0.891151629,-5.959742204,12.84164325,12.84164325,0.716,20,40.08,231,2.2,22.8,2,6.113,1.54,1801.94
PARHEW,C(CCC(=O)O)CC(=O)O,Ca,4.127572016,167.58739,167.6355033,15.52,-55.57,-413.8339992,21.53607572,-71.0457373,-2.325,-1.811831412,1.714500575,-0.799043928,8.89,-1.292325581,41.58715809,0.891151629,-5.959742204,12.84164325,12.84164325,0.716,20,40.08,231,2.2,22.8,2,6.113,1.54,2234.9
PARKUQ,C1=C(C=C(C=C1C(=O)O)C(=O)O)C(=O)O,Cd,6.939393939,160.1601348,149.5810306,5.326530612,-52.7755102,-55.01681737,15.28189589,245.1852095,6.18,-17.17443023,15.12841755,-0.469562184,7.551020408,-1.35321821,35.1171682,2.188865482,-6.462334248,18.19910121,16.69035448,0.7812,48,112.41,158,4.33,7.2,-70,8.994,8.69,1403.74
PARKUQ01,C1=C(C=C(C=C1C(=O)O)C(=O)O)C(=O)O,Cd,6.939393939,160.1601348,149.5810306,5.326530612,-52.7755102,-55.01681737,15.28189589,245.1852095,6.18,-17.17443023,15.12841755,-0.469562184,7.551020408,-1.35321821,35.1171682,2.188865482,-6.462334248,18.19910121,16.69035448,0.7812,48,112.41,158,4.33,7.2,-70,8.994,8.69,1403.59
PASFAS,C1=CN=C(C(=N1)C(=O)O)C(=O)O,Cu,13.18333333,166.5451258,165.6265947,4.34375,1.265625,-63.90082401,-336.5172832,0,-2.42808125,9.881502715,1.709824727,-0.539722222,6.984375,0.050625,32.47777219,0.471322222,0.251088282,0,0,-0.127,29,63.55,140,4.48,6.7,119,7.726,8.933,124.548
PASFEW,C1=CN=C(C(=N1)C(=O)O)C(=O)O,Cu,13.18333333,166.5451258,165.6265947,4.34375,1.265625,-63.90082401,-336.5172832,0,-2.42808125,9.881502715,1.709824727,-0.539722222,6.984375,0.050625,32.47777219,0.471322222,0.251088282,0,0,-0.127,29,63.55,140,4.48,6.7,119,7.726,8.933,130.054
PASFIA,C1=CN=C(C(=N1)C(=O)O)C(=O)O,Cu,13.18333333,166.5451258,165.6265947,4.34375,1.265625,-63.90082401,-336.5172832,0,-2.42808125,9.881502715,1.709824727,-0.539722222,6.984375,0.050625,32.47777219,0.471322222,0.251088282,0,0,-0.127,29,63.55,140,4.48,6.7,119,7.726,8.933,125.1
PASNAB,C1=C(C=NC=C1C(=O)O)C(=O)O,Bi,6.222222222,162.6584682,152.8530399,-4.211072664,-38.5467128,-30.12566296,91.82694363,79.5168395,1.45769827,-24.15715809,4.96450468,-0.515372072,7.467128028,-1.329196993,34.82995965,-0.123804066,-6.405245579,6.066367068,11.12690298,0.478,83,208.9804,207,4.69,7.4,91,7.289,9.807,2168.12
PEBXIF,C1=CC(=CC=C1C(=O)O)OC2=CC=C(C=C2)C(=O)O,Ni,3.81712963,156.9501357,152.3226421,1.750297265,-48.27586207,-315.5260643,121.3910449,-27.44793494,5.061973841,-13.30086095,2.543059342,-0.115173735,7.4078478,-0.832342449,34.83832983,-0.011326782,-3.910457581,48.53093655,11.12690298,2.8753,28,58.693,163,4.4,6.8,112,7.64,8.912,305.822
PECKAM,C1=CC(=CC=C1C2=CC=C(C=C2)C(=O)O)C(=O)O,Mn,3.374485597,155.9322375,148.2805248,1,-29.5,-205.9892564,208.2792469,-366.6670057,1.392755102,-13.72631812,-12.47760781,0.049749785,7.25,-0.50862069,34.22076092,-0.675512816,-2.510820118,35.39237126,11.12690298,2.75,25,54.93804,197,3.72,9.4,-50,7.434,7.3,395.033
PEDRIA,C1=CC(=CC=C1C(=O)O)C(=O)O,Zn,4.874396135,159.2036613,151.4614135,7.061728395,-18.48148148,-139.4970291,254.9866605,-15.18434653,0.387160494,-13.6613542,1.749836472,-0.157999751,7.728395062,-0.560044893,36.15315736,0.602016249,-2.772311348,24.26546827,11.12690298,1.083,30,65.4,139,4.45,6.4,-60,9.394,7.134,3667.99
PEFRUP,C1=CC(=NC=C1C(=O)O)C2=NC=C(C=C2)C(=O)O,Gd,3.720867209,160.1984138,154.1273308,-1.668639053,-27.81656805,-140.2220272,281.4722231,-269.0751763,1.090269822,-19.25705899,4.695555829,-0.111729126,7.053254438,-0.556331361,33.14799302,-0.39660291,-2.702926602,24.26546827,11.12690298,1.54,64,157.2,237,3.1,23.5,13,6.15,7.9,1356.64
PEGPOI,C1=NC(=C(N1)C(=O)O)C(=O)O,Y,13.04901961,169.1951772,164.5408721,6,-0.444444444,-43.35177274,-182.0910061,0,-0.709710222,-1.33546142,0.421718022,-0.590713902,7.422222222,-0.019323671,34.48204905,0.800835129,-0.234597516,0,0,-0.1939,39,88.90584,219,3.19,22.7,30,6.217,4.47,15.6515
PEGPUO,C1=NC(=C(N1)C(=O)O)C(=O)O,Pr,13.04901961,169.1951772,164.5408721,6,-0.444444444,-43.35177274,-182.0910061,0,-0.709710222,-1.33546142,0.421718022,-0.590713902,7.422222222,-0.019323671,34.48204905,0.800835129,-0.234597516,0,0,-0.1939,59,140.90766,239,3.1,28.2,93,5.464,6.77,2.81955
PEGQAV,C1=NC(=C(N1)C(=O)O)C(=O)O,Nd,13.04901961,169.1951772,164.5408721,6,-0.444444444,-43.35177274,-182.0910061,0,-0.709710222,-1.33546142,0.421718022,-0.590713902,7.422222222,-0.019323671,34.48204905,0.800835129,-0.234597516,0,0,-0.1939,60,144.24,229,3.1,31.4,185,5.525,7.01,3.91514
PEGQID,C1=NC(=C(N1)C(=O)O)C(=O)O,Gd,13.04901961,169.1951772,164.5408721,6,-0.444444444,-43.35177274,-182.0910061,0,-0.709710222,-1.33546142,0.421718022,-0.590713902,7.422222222,-0.019323671,34.48204905,0.800835129,-0.234597516,0,0,-0.1939,64,157.2,237,3.1,23.5,13,6.15,7.9,11.7129
PEGQOJ,C1=NC(=C(N1)C(=O)O)C(=O)O,Tb,13.04901961,169.1951772,164.5408721,6,-0.444444444,-43.35177274,-182.0910061,0,-0.709710222,-1.33546142,0.421718022,-0.590713902,7.422222222,-0.019323671,34.48204905,0.800835129,-0.234597516,0,0,-0.1939,65,158.92535,221,3.1,25.5,112,5.864,8.23,12.3536
PEHNOI,C1=C(C=C(C=C1C(=O)O)C(=O)O)C(=O)O,Cu,6.939393939,160.1601348,149.5810306,5.326530612,-52.7755102,-55.01681737,15.28189589,245.1852095,6.18,-17.17443023,15.12841755,-0.469562184,7.551020408,-1.35321821,35.1171682,2.188865482,-6.462334248,18.19910121,16.69035448,0.7812,29,63.55,140,4.48,6.7,119,7.726,8.933,793.115
PEHQID,C1C(CC(CC1C(=O)O)C(=O)O)C(=O)O,Cd,5.041666667,165.6618053,158.9331138,19.7037037,-64.96296296,-320.4280523,341.5998015,148.3219169,6.928148148,-20.14249843,10.99426723,-0.35654321,8.839506173,-0.86617284,41.30935333,1.049631063,-4.16128224,19.26246487,19.26246487,0.2727,48,112.41,158,4.33,7.2,-70,8.994,8.69,498.704
PEJNOJ,C1=C(C=C(C=C1C(=O)O)C(=O)O)C(=O)O,Zn,6.939393939,160.1601348,149.5810306,5.326530612,-52.7755102,-55.01681737,15.28189589,245.1852095,6.18,-17.17443023,15.12841755,-0.469562184,7.551020408,-1.35321821,35.1171682,2.188865482,-6.462334248,18.19910121,16.69035448,0.7812,30,65.4,139,4.45,6.4,-60,9.394,7.134,2946.45
PEJNUP,C1=C(C=C(C=C1C(=O)O)C(=O)O)C(=O)O,Zn,6.939393939,160.1601348,149.5810306,5.326530612,-52.7755102,-55.01681737,15.28189589,245.1852095,6.18,-17.17443023,15.12841755,-0.469562184,7.551020408,-1.35321821,35.1171682,2.188865482,-6.462334248,18.19910121,16.69035448,0.7812,30,65.4,139,4.45,6.4,-60,9.394,7.134,2666.62
PEJPEB,C1=C(C=C(C=C1C(=O)O)C(=O)O)C(=O)O,Zn,6.939393939,160.1601348,149.5810306,5.326530612,-52.7755102,-55.01681737,15.28189589,245.1852095,6.18,-17.17443023,15.12841755,-0.469562184,7.551020408,-1.35321821,35.1171682,2.188865482,-6.462334248,18.19910121,16.69035448,0.7812,30,65.4,139,4.45,6.4,-60,9.394,7.134,2144.38
PEJPOL,C1=C(C=C(C=C1C(=O)O)C(=O)O)C(=O)O,Zn,6.939393939,160.1601348,149.5810306,5.326530612,-52.7755102,-55.01681737,15.28189589,245.1852095,6.18,-17.17443023,15.12841755,-0.469562184,7.551020408,-1.35321821,35.1171682,2.188865482,-6.462334248,18.19910121,16.69035448,0.7812,30,65.4,139,4.45,6.4,-60,9.394,7.134,518.105
PEJYIO,C(=O)O,Cd,6.089439787,173.5064463,185.0509644,-8.64,2.28,-82.42248586,0,0,0,0.431820984,0,-1.44,10.16,1.14,46.9144252,-22.0557955,5.7501955,0,6.472220865,-0.2992,48,112.41,158,4.33,7.2,-70,8.994,8.69,116.071
PEKVAE,C1=CC(=CC=C1C(=O)O)OC2=CC=C(C=C2)C(=O)O,Co,3.81712963,156.9501357,152.3226421,1.750297265,-48.27586207,-315.5260643,121.3910449,-27.44793494,5.061973841,-13.30086095,2.543059342,-0.115173735,7.4078478,-0.832342449,34.83832983,-0.011326782,-3.910457581,48.53093655,11.12690298,2.8753,27,58.93319,192,4.3,7.5,64,7.881,8.86,47.3615
PELQEE,C1=CC(=CC=C1C(=O)O)S(=O)(=O)C2=CC=C(C=C2)C(=O)O,Cd,4.588374486,156.2688719,147.5378296,21.77777778,-123.962539,-155.6229214,270.910299,-29.47811825,1.107159209,-24.47663291,6.164419496,0.102732286,11.24869927,-1.878220288,50.55824058,2.85108185,-8.114321637,48.53093655,20.91786993,1.9158,48,112.41,158,4.33,7.2,-70,8.994,8.69,221.096
PELQII,C1=CC(=CC=C1C(=O)O)S(=O)(=O)C2=CC=C(C=C2)C(=O)O,Cd,4.588374486,156.2688719,147.5378296,21.77777778,-123.962539,-155.6229214,270.910299,-29.47811825,1.107159209,-24.47663291,6.164419496,0.102732286,11.24869927,-1.878220288,50.55824058,2.85108185,-8.114321637,48.53093655,20.91786993,1.9158,48,112.41,158,4.33,7.2,-70,8.994,8.69,2830.1
PEMRIK,C1=CC(=CC=C1C(=O)O)C(=O)O,Zn,4.874396135,159.2036613,151.4614135,7.061728395,-18.48148148,-139.4970291,254.9866605,-15.18434653,0.387160494,-13.6613542,1.749836472,-0.157999751,7.728395062,-0.560044893,36.15315736,0.602016249,-2.772311348,24.26546827,11.12690298,1.083,30,65.4,139,4.45,6.4,-60,9.394,7.134,744.263
PENNUT,C1=C(OC(=C1)C(=O)O)C(=O)O,Zn,5.619047619,161.8462116,161.1628664,9.333333333,-7.444444444,-141.6918397,-52.99056242,81.84243715,3.122755556,2.728500953,3.522932518,0.039318304,7.555555556,-0.323671498,35.01026736,2.702140678,-1.786771977,12.13273414,11.52049484,0.676,30,65.4,139,4.45,6.4,-60,9.394,7.134,732.212
PEPLEC,C1=CC(=CC=C1C(=O)O)C(=O)O,V,4.874396135,159.2036613,151.4614135,7.061728395,-18.48148148,-139.4970291,254.9866605,-15.18434653,0.387160494,-13.6613542,1.749836472,-0.157999751,7.728395062,-0.560044893,36.15315736,0.602016249,-2.772311348,24.26546827,11.12690298,1.083,23,50.9415,179,3.6,12.4,51,6.746,6,1396.69
PEPLIG,C1=CC(=CC=C1C(=O)O)C(=O)O,V,4.874396135,159.2036613,151.4614135,7.061728395,-18.48148148,-139.4970291,254.9866605,-15.18434653,0.387160494,-13.6613542,1.749836472,-0.157999751,7.728395062,-0.560044893,36.15315736,0.602016249,-2.772311348,24.26546827,11.12690298,1.083,23,50.9415,179,3.6,12.4,51,6.746,6,1369.61
PEPLOM,C1=CC(=CC=C1C(=O)O)C(=O)O,V,4.874396135,159.2036613,151.4614135,7.061728395,-18.48148148,-139.4970291,254.9866605,-15.18434653,0.387160494,-13.6613542,1.749836472,-0.157999751,7.728395062,-0.560044893,36.15315736,0.602016249,-2.772311348,24.26546827,11.12690298,1.083,23,50.9415,179,3.6,12.4,51,6.746,6,859.664
PEQREL,C1=C(C=C(C=C1C(=O)O)C(=O)O)C(=O)O,Co,6.939393939,160.1601348,149.5810306,5.326530612,-52.7755102,-55.01681737,15.28189589,245.1852095,6.18,-17.17443023,15.12841755,-0.469562184,7.551020408,-1.35321821,35.1171682,2.188865482,-6.462334248,18.19910121,16.69035448,0.7812,27,58.93319,192,4.3,7.5,64,7.881,8.86,202.979
PEQREL01,C1=C(C=C(C=C1C(=O)O)C(=O)O)C(=O)O,Co,6.939393939,160.1601348,149.5810306,5.326530612,-52.7755102,-55.01681737,15.28189589,245.1852095,6.18,-17.17443023,15.12841755,-0.469562184,7.551020408,-1.35321821,35.1171682,2.188865482,-6.462334248,18.19910121,16.69035448,0.7812,27,58.93319,192,4.3,7.5,64,7.881,8.86,212.423
PEQREL02,C1=C(C=C(C=C1C(=O)O)C(=O)O)C(=O)O,Co,6.939393939,160.1601348,149.5810306,5.326530612,-52.7755102,-55.01681737,15.28189589,245.1852095,6.18,-17.17443023,15.12841755,-0.469562184,7.551020408,-1.35321821,35.1171682,2.188865482,-6.462334248,18.19910121,16.69035448,0.7812,27,58.93319,192,4.3,7.5,64,7.881,8.86,202.298
PESSIS,C1=CN=CC=C1C2=NC(=NC(=N2)C3=CC=NC=C3)C4=CC=NC=C4,Ni,3.515151515,160.2430725,155.5339184,-9,3,-233.8056233,619.5860344,-1090.310193,-1.01805,-29.09014543,1.555658253,-0.00617284,6.25,0.041666667,29.897114,-2.890111,0.1943605,36.39820241,0,3.0576,28,58.693,163,4.4,6.8,112,7.64,8.912,2103.5
PETFEC,C(CC(=O)O)CC(=O)O,Ce,5.685185185,167.9481259,168.5109261,11.88927336,-65.64705882,-332.4902357,13.27482913,43.06526463,3.97799308,-1.946221552,1.919941941,-1.303825452,9.162629758,-1.930795848,42.74078143,2.48566421,-8.875851488,6.420821623,19.26246487,0.3259,58,140.116,235,3.1,29.6,635,5.539,6.77,695.898
PEYSUJ,C1=C(C=C(C=C1C(=O)O)Br)C(=O)O,Al,6.003623188,156.6841179,148.7726873,3.508899389,-332.6666667,-41.20105414,-86.69556581,97.26378865,1.537335802,-14.64088147,7.804185971,-0.168486732,54.11111111,-10.08080808,290.6794456,-1.118898068,-51.94028084,18.19910121,11.12690298,1.8455,13,26.981538,184,3.23,8.3,42,5.986,2.7,188.8
PEYVEV,C1=C(C=C(C=C1C(=O)O)C(=O)O)C(=O)O,In,6.939393939,160.1601348,149.5810306,5.326530612,-52.7755102,-55.01681737,15.28189589,245.1852095,6.18,-17.17443023,15.12841755,-0.469562184,7.551020408,-1.35321821,35.1171682,2.188865482,-6.462334248,18.19910121,16.69035448,0.7812,49,114.818,193,3.1,9.7,29,5.786,7.31,629.803
PEYWAT,C1=C(C=C(C=C1C(=O)O)Br)C(=O)O,Co,6.003623188,156.6841179,148.7726873,3.508899389,-332.6666667,-41.20105414,-86.69556581,97.26378865,1.537335802,-14.64088147,7.804185971,-0.168486732,54.11111111,-10.08080808,290.6794456,-1.118898068,-51.94028084,18.19910121,11.12690298,1.8455,27,58.93319,192,4.3,7.5,64,7.881,8.86,363.421
PIBJIV,C(=O)O,Zn,6.089439787,173.5064463,185.0509644,-8.64,2.28,-82.42248586,0,0,0,0.431820984,0,-1.44,10.16,1.14,46.9144252,-22.0557955,5.7501955,0,6.472220865,-0.2992,30,65.4,139,4.45,6.4,-60,9.394,7.134,283.22
PIBZOS,C1=C(OC(=C1)C(=O)O)C(=O)O,Al,5.619047619,161.8462116,161.1628664,9.333333333,-7.444444444,-141.6918397,-52.99056242,81.84243715,3.122755556,2.728500953,3.522932518,0.039318304,7.555555556,-0.323671498,35.01026736,2.702140678,-1.786771977,12.13273414,11.52049484,0.676,13,26.981538,184,3.23,8.3,42,5.986,2.7,822.754
PIBZUY,C1=C(OC(=C1)C(=O)O)C(=O)O,Al,5.619047619,161.8462116,161.1628664,9.333333333,-7.444444444,-141.6918397,-52.99056242,81.84243715,3.122755556,2.728500953,3.522932518,0.039318304,7.555555556,-0.323671498,35.01026736,2.702140678,-1.786771977,12.13273414,11.52049484,0.676,13,26.981538,184,3.23,8.3,42,5.986,2.7,926.046
PICBAH,C1=C(OC(=C1)C(=O)O)C(=O)O,Al,5.619047619,161.8462116,161.1628664,9.333333333,-7.444444444,-141.6918397,-52.99056242,81.84243715,3.122755556,2.728500953,3.522932518,0.039318304,7.555555556,-0.323671498,35.01026736,2.702140678,-1.786771977,12.13273414,11.52049484,0.676,13,26.981538,184,3.23,8.3,42,5.986,2.7,490.549
PICTIG,C1=CC(=CC=C1C(=O)O)C(=O)O,Zn,4.874396135,159.2036613,151.4614135,7.061728395,-18.48148148,-139.4970291,254.9866605,-15.18434653,0.387160494,-13.6613542,1.749836472,-0.157999751,7.728395062,-0.560044893,36.15315736,0.602016249,-2.772311348,24.26546827,11.12690298,1.083,30,65.4,139,4.45,6.4,-60,9.394,7.134,1892.49
PIFPIE,C1=CC(=CC=C1C(=O)O)N(C2=CC=C(C=C2)C(=O)O)C3=CC=C(C=C3)C(=O)O,Zn,3.406349206,157.218466,152.1448077,7.122769064,-45.40075717,-388.8149985,-209.4552147,-83.18651229,6.086295998,-11.4038192,6.851353018,0.025886317,7.223363981,-0.488180185,34.07653056,0.034641831,-2.309973103,72.79640482,16.69035448,4.251,30,65.4,139,4.45,6.4,-60,9.394,7.134,1436.41
PIGXAF,C(=O)(C(=O)O)O,Cd,1,170.6536449,177.302349,5.5,-3.5,-88.06441393,69.19802825,0,0,0.069150389,0,2.729166667,8.1875,-0.4375,37.64590369,5.4849955,-2.836109812,0,0,-0.8444,48,112.41,158,4.33,7.2,-70,8.994,8.69,79.6877
PIKCUK,C(=O)O,Tb,6.089439787,173.5064463,185.0509644,-8.64,2.28,-82.42248586,0,0,0,0.431820984,0,-1.44,10.16,1.14,46.9144252,-22.0557955,5.7501955,0,6.472220865,-0.2992,65,158.92535,221,3.1,25.5,112,5.864,8.23,66.907
PILWIS,C1=CC=C2C(=C1)C(=CC=C2C(=O)O)C(=O)O,Cd,5.182222222,155.944943,147.5058011,14.88888889,8.888888889,-109.2228995,-493.3278434,158.9044906,-1.866666667,-2.779407101,13.83633736,-0.068888889,7.222222222,0.177777778,33.988018,0.202953053,0.83975892,22.90518257,11.12690298,2.2362,48,112.41,158,4.33,7.2,-70,8.994,8.69,95.6765
PIMYUF,C(=O)(C(=O)O)O,Co,1,170.6536449,177.302349,5.5,-3.5,-88.06441393,69.19802825,0,0,0.069150389,0,2.729166667,8.1875,-0.4375,37.64590369,5.4849955,-2.836109812,0,0,-0.8444,27,58.93319,192,4.3,7.5,64,7.881,8.86,3272.23
PIWLAL,C1=CC(=CC=C1C2=CC=C(C=C2)C(=O)O)C(=O)O,Zn,3.374485597,155.9322375,148.2805248,1,-29.5,-205.9892564,208.2792469,-366.6670057,1.392755102,-13.72631812,-12.47760781,0.049749785,7.25,-0.50862069,34.22076092,-0.675512816,-2.510820118,35.39237126,11.12690298,2.75,30,65.4,139,4.45,6.4,-60,9.394,7.134,2888.51
PIWLEP,C1=CC(=CC=C1C2=CC=C(C=C2)C(=O)O)C(=O)O,Zn,3.374485597,155.9322375,148.2805248,1,-29.5,-205.9892564,208.2792469,-366.6670057,1.392755102,-13.72631812,-12.47760781,0.049749785,7.25,-0.50862069,34.22076092,-0.675512816,-2.510820118,35.39237126,11.12690298,2.75,30,65.4,139,4.45,6.4,-60,9.394,7.134,2911.03
PIWLIT,C1=CC(=CC=C1C2=CC=C(C=C2)C(=O)O)C(=O)O,Zn,3.374485597,155.9322375,148.2805248,1,-29.5,-205.9892564,208.2792469,-366.6670057,1.392755102,-13.72631812,-12.47760781,0.049749785,7.25,-0.50862069,34.22076092,-0.675512816,-2.510820118,35.39237126,11.12690298,2.75,30,65.4,139,4.45,6.4,-60,9.394,7.134,1931.04
PIZNOB,C(=C/C(=O)O)\C(=O)O,Eu,21.79166667,165.721098,165.5425733,0,-59,-206.4246725,22.25755962,0,-1.635555556,-3.07852192,0.597289909,-2.672839506,8.666666667,-3.6875,40.18891489,2.041973111,-16.88877358,0,0,-0.2882,63,151.964,233,3.1,27.7,83,5.67,5.24,571.866
PIZPAP,C(=C/C(=O)O)\C(=O)O,Tb,21.79166667,165.721098,165.5425733,0,-59,-206.4246725,22.25755962,0,-1.635555556,-3.07852192,0.597289909,-2.672839506,8.666666667,-3.6875,40.18891489,2.041973111,-16.88877358,0,0,-0.2882,65,158.92535,221,3.1,25.5,112,5.864,8.23,10.6932
PIZPET,C(=C/C(=O)O)\C(=O)O,Y,21.79166667,165.721098,165.5425733,0,-59,-206.4246725,22.25755962,0,-1.635555556,-3.07852192,0.597289909,-2.672839506,8.666666667,-3.6875,40.18891489,2.041973111,-16.88877358,0,0,-0.2882,39,88.90584,219,3.19,22.7,30,6.217,4.47,13.8919
PIZPIX,C(=C/C(=O)O)\C(=O)O,Er,21.79166667,165.721098,165.5425733,0,-59,-206.4246725,22.25755962,0,-1.635555556,-3.07852192,0.597289909,-2.672839506,8.666666667,-3.6875,40.18891489,2.041973111,-16.88877358,0,0,-0.2882,68,167.26,235,3.1,22.7,30,6.108,9.07,8.43168
PIZPIX01,C(=C/C(=O)O)\C(=O)O,Er,21.79166667,165.721098,165.5425733,0,-59,-206.4246725,22.25755962,0,-1.635555556,-3.07852192,0.597289909,-2.672839506,8.666666667,-3.6875,40.18891489,2.041973111,-16.88877358,0,0,-0.2882,68,167.26,235,3.1,22.7,30,6.108,9.07,10.6526
PIZPOD,C(=C/C(=O)O)\C(=O)O,Lu,21.79166667,165.721098,165.5425733,0,-59,-206.4246725,22.25755962,0,-1.635555556,-3.07852192,0.597289909,-2.672839506,8.666666667,-3.6875,40.18891489,2.041973111,-16.88877358,0,0,-0.2882,71,174.9668,221,3.1,21.9,33,5.426,9.84,6.02424
POBNEB,C(=O)O,Mn,6.089439787,173.5064463,185.0509644,-8.64,2.28,-82.42248586,0,0,0,0.431820984,0,-1.44,10.16,1.14,46.9144252,-22.0557955,5.7501955,0,6.472220865,-0.2992,25,54.93804,197,3.72,9.4,-50,7.434,7.3,88.5846
POBNEB01,C(=O)O,Mn,6.089439787,173.5064463,185.0509644,-8.64,2.28,-82.42248586,0,0,0,0.431820984,0,-1.44,10.16,1.14,46.9144252,-22.0557955,5.7501955,0,6.472220865,-0.2992,25,54.93804,197,3.72,9.4,-50,7.434,7.3,90.8357
POBNEB02,C(=O)O,Mn,6.089439787,173.5064463,185.0509644,-8.64,2.28,-82.42248586,0,0,0,0.431820984,0,-1.44,10.16,1.14,46.9144252,-22.0557955,5.7501955,0,6.472220865,-0.2992,25,54.93804,197,3.72,9.4,-50,7.434,7.3,57.9395
POFGUO,C1=C(C=C(C=C1C(=O)O)C(=O)O)C(=O)O,Li,6.939393939,160.1601348,149.5810306,5.326530612,-52.7755102,-55.01681737,15.28189589,245.1852095,6.18,-17.17443023,15.12841755,-0.469562184,7.551020408,-1.35321821,35.1171682,2.188865482,-6.462334248,18.19910121,16.69035448,0.7812,3,7,182,3.01,24.3,60,5.392,0.534,889.64
POFHAV,C1=CC(=CC=C1C2=CC(=CC(=C2)C3=CC=C(C=C3)C(=O)O)C4=CC=C(C=C4)C(=O)O)C(=O)O,Li,3.05026455,154.2092758,145.963084,-6.633217993,-72.16608997,-272.2080821,911.6421651,-434.9264188,1.850657439,-21.2120641,-37.6854775,0.052267347,6.955017301,-0.633035877,32.94325277,-0.588251461,-3.083480907,87.97801257,16.69035448,5.7822,3,7,182,3.01,24.3,60,5.392,0.534,1393.95
POFHOK,C1=C(C(=C(C(=C1C(=O)O)C(=O)O)C(=O)O)C(=O)O)C(=O)O,Zn,14.89694042,161.4354329,147.5763713,14.47187929,-50.41152263,100.0420278,-788.6968901,388.1485136,1.611522634,-1.189091222,21.24453304,-1.259026153,6.899862826,-0.988461228,31.85681385,3.099595699,-4.396301241,6.066367068,0,0.1776,30,65.4,139,4.45,6.4,-60,9.394,7.134,360.381
POFHUQ,C1=CC=C(C(=C1)C(=O)O)C(=O)O,Zn,10.7654321,159.2036613,151.6270775,15.0617284,6.518518519,-139.4970291,-230.409101,0,-2.148641975,-8.194441511,3.21254212,-0.305773787,7.728395062,0.197530864,36.15315736,0.602016249,0.896355591,12.13273414,11.12690298,1.083,30,65.4,139,4.45,6.4,-60,9.394,7.134,43.8911
POGMEG,C1=CC(=CC=C1C(=O)O)C(=O)O,Zr,4.874396135,159.2036613,151.4614135,7.061728395,-18.48148148,-139.4970291,254.9866605,-15.18434653,0.387160494,-13.6613542,1.749836472,-0.157999751,7.728395062,-0.560044893,36.15315736,0.602016249,-2.772311348,24.26546827,11.12690298,1.083,40,91.22,186,3.64,17.9,41,6.634,6.52,1426.32
POKDIF,C1=CN=CC=C1C2=CC=NC=C2,Cu,2.5,158.4882451,153.3959163,-28.08,-37.42,-168.53654,-97.35287001,0,-0.110664,5.60363627,17.32369574,-0.070175439,6.49,-0.984736842,31.17136264,-6.11030994,-4.654749251,35.39237126,0,2.1436,29,63.55,140,4.48,6.7,119,7.726,8.933,1122.07
