code,SMILES,Metal,AATS5s,AATS6v,ATSC2dv,ATSC3dv,ATSC7dv,ATSC2s,ATSC3s,ATSC5m,ATSC6m,ATSC2v,ATSC5v,ATSC4pe,ATSC3i,AATSC4dv,AATSC5dv,AATSC2m,AATSC8v,PEOE_VSA10,SMR_VSA9,VSA_EState6,Atomic_Number,AtomicMass,AtomicRadius,Mulliken EN,polarizability(A^3),electron affinity(kJ/mol),IonizationEnergy,Density,PV
IDIWOH01,C1=CC(=CC=C1C(=O)O)C(=O)O,V,4.874396135,156.4726219,7.061728395,-31.37037037,22.85185185,33.27846365,-5.21399177,-48.09848646,299.9556375,-139.4970291,254.9866605,-2.510160494,-13.6613542,-1.742283951,-0.081052067,0.602016249,-3.796086632,0,0,5.022962963,23,50.9415,179,3.6,12.4,51,6.746,6,0.50942
IDIWOH02,C1=CC(=CC=C1C(=O)O)C(=O)O,V,4.874396135,156.4726219,7.061728395,-31.37037037,22.85185185,33.27846365,-5.21399177,-48.09848646,299.9556375,-139.4970291,254.9866605,-2.510160494,-13.6613542,-1.742283951,-0.081052067,0.602016249,-3.796086632,0,0,5.022962963,23,50.9415,179,3.6,12.4,51,6.746,6,0.50678
IDIWOH03,C1=CC(=CC=C1C(=O)O)C(=O)O,V,4.874396135,156.4726219,7.061728395,-31.37037037,22.85185185,33.27846365,-5.21399177,-48.09848646,299.9556375,-139.4970291,254.9866605,-2.510160494,-13.6613542,-1.742283951,-0.081052067,0.602016249,-3.796086632,0,0,5.022962963,23,50.9415,179,3.6,12.4,51,6.746,6,0.51068
IDIWOH04,C1=CC(=CC=C1C(=O)O)C(=O)O,V,4.874396135,156.4726219,7.061728395,-31.37037037,22.85185185,33.27846365,-5.21399177,-48.09848646,299.9556375,-139.4970291,254.9866605,-2.510160494,-13.6613542,-1.742283951,-0.081052067,0.602016249,-3.796086632,0,0,5.022962963,23,50.9415,179,3.6,12.4,51,6.746,6,0.50934
IDIWOH05,C1=CC(=CC=C1C(=O)O)C(=O)O,V,4.874396135,156.4726219,7.061728395,-31.37037037,22.85185185,33.27846365,-5.21399177,-48.09848646,299.9556375,-139.4970291,254.9866605,-2.510160494,-13.6613542,-1.742283951,-0.081052067,0.602016249,-3.796086632,0,0,5.022962963,23,50.9415,179,3.6,12.4,51,6.746,6,0.51092
IDIWOH06,C1=CC(=CC=C1C(=O)O)C(=O)O,V,4.874396135,156.4726219,7.061728395,-31.37037037,22.85185185,33.27846365,-5.21399177,-48.09848646,299.9556375,-139.4970291,254.9866605,-2.510160494,-13.6613542,-1.742283951,-0.081052067,0.602016249,-3.796086632,0,0,5.022962963,23,50.9415,179,3.6,12.4,51,6.746,6,0.51112
IDIXAU,C1=CC2=C(C=CC(=C2)C(=O)O)C=C1C(=O)O,Zn,4.208994709,173.8794816,0.888888889,-42.44444444,-25.77777778,37.77777778,-0.222222222,302.011838,-21.964198,-109.2228995,274.7735749,-1.979622222,-13.71323248,-0.811965812,0.706349206,0.202953053,22.0485913,0,0,9.148454271,30,65.4,139,4.45,6.4,-60,9.394,7.134,0.54802
IDUQUT,C(CC(=O)O)C(=O)O,Ni,17.63333333,82.01363063,4.816326531,-69.40816327,5.897959184,37.64965986,-60.76927438,396.3788525,-224.7112336,-249.9676208,98.47365813,-2.263012245,-2.150515384,-0.816326531,5.369387755,4.64666622,23.35832815,0,0,0,28,58.693,163,4.4,6.8,112,7.64,8.912,0.06372
IFAGEE,C1=C(C=C(C=C1C(=O)O)C(=O)O)C(=O)O,Hf,6.939393939,152.6444687,5.326530612,-48.48979592,-59.26530612,46.31972789,-18.31292517,539.7217501,-54.9712958,-55.01681737,15.28189589,-4.208271429,-17.17443023,-0.918367347,1.734693878,2.188865482,81.72840318,0,0,2.699722222,72,178.49,212,3.8,16.2,2,6.825,13.3,0.78242
IFANOV,C1=CC2=C(C=CC(=C2)C(=O)O)C=C1C(=O)O,Zr,4.208994709,173.8794816,0.888888889,-42.44444444,-25.77777778,37.77777778,-0.222222222,302.011838,-21.964198,-109.2228995,274.7735749,-1.979622222,-13.71323248,-0.811965812,0.706349206,0.202953053,22.0485913,0,0,9.148454271,40,91.22,186,3.64,17.9,41,6.634,6.52,0.65094
IFANUB,C(=C/C(=O)O)\C=C\C(=O)O,Zr,5.694444444,152.5511044,1.3125,-34.875,39.625,34.36805556,-29.76388889,-37.844126,-60.35677856,-322.1088313,9.583532402,-0.66429375,-2.061937685,-0.421875,-0.78125,-0.841463322,-9.68713117,0,0,0,40,91.22,186,3.64,17.9,41,6.634,6.52,0.63732
IFAPAJ,C1=CN=C(C=C1C(=O)O)C2=NC=CC(=C2)C(=O)O,Zr,5.165432099,204.6090008,-3.668639053,-47.43195266,-18.34319527,32.19066404,-7.774490467,224.0175141,108.9731612,-140.2220272,218.5898057,-2.878695858,-3.947833881,-1.053254438,0.772386588,-0.39660291,-4.086903149,0,11.38785599,5.395193689,40,91.22,186,3.64,17.9,41,6.634,6.52,0.67422
IFASOZ,C(CCC(=O)O)CC(=O)O,Mg,4.127572016,123.3797369,15.52,-42.97,58.3,47.08666667,-34.35888889,-112.6919219,-175.0118944,-413.8339992,21.53607572,-1.009616,-1.811831412,-0.74,-1.345555556,0.891151629,-17.76143433,0,0,0,12,24.305,173,3.75,10.6,-40,7.646,1.74,0.4449
IFIPEV,C1=CC(=CC=C1C2=CC=C(C=C2)C(=O)O)C(=O)O,In,3.374485597,173.1150206,1,-45.5,4.75,37.63945578,2.885487528,-50.24567372,530.5430741,-205.9892564,208.2792469,-1.999238776,-13.72631812,-1.116666667,0.305555556,-0.675512816,-14.10257714,0,11.12690298,12.84127362,49,114.818,193,3.1,9.7,29,5.786,7.31,0.575
IFIPIZ,C1=C(SC(=C1)C(=O)O)C(=O)O,In,5.619047619,144.6504787,6.536296296,-34.58864198,-30.04246914,33.76701875,-31.83165219,17.1281794,289.8112614,15.3797224,-8.112786327,-1.919036,-18.63677144,-0.574554906,-0.58680776,2.971853306,93.98528538,9.754294387,0,2.548518519,49,114.818,193,3.1,9.7,29,5.786,7.31,0.24258
IGIFOW,C(=O)O,Zr,6.089439787,146.7274789,-8.64,-1.12,0,-2.16,-2.88,0,0,-82.42248586,0,0,0.431820984,-0.924871318,0.983015531,-22.0557955,23.35832815,0,0,0,40,91.22,186,3.64,17.9,41,6.634,6.52,0.47278
IGONUP,C(=O)O,Co,6.089439787,146.7274789,-8.64,-1.12,0,-2.16,-2.88,0,0,-82.42248586,0,0,0.431820984,-0.924871318,0.983015531,-22.0557955,23.35832815,0,0,0,27,58.93319,192,4.3,7.5,64,7.881,8.86,0.20318
IGUCIY,C1=CN=CN1,Sm,6.089439787,146.7274789,-15,-14,0,-2.052469136,-1.845679012,0,0,-133.4506,0,0.276033333,-1.484482744,4,0.983015531,-11.32507474,23.35832815,0,0,0,62,150.4,229,3.1,28.8,16,5.644,7.52,0.16658
IGUTUB,C1=CC(=CC=C1C2=CC=NC=C2)C(=O)O,Cd,3.049095607,151.2393531,-13.11111111,-36.33333333,5,17.3128858,0.935185185,16.02032455,305.4643367,-184.0296772,52.37720138,-0.875777778,-3.720835241,-0.789598109,0.413436693,-2.896483922,-16.56632117,0,11.12690298,10.54098356,48,112.41,158,4.33,7.2,-70,8.994,8.69,0.23912
IGUTUB01,C1=CC(=CC=C1C2=CC=NC=C2)C(=O)O,Cd,3.049095607,151.2393531,-13.11111111,-36.33333333,5,17.3128858,0.935185185,16.02032455,305.4643367,-184.0296772,52.37720138,-0.875777778,-3.720835241,-0.789598109,0.413436693,-2.896483922,-16.56632117,0,11.12690298,10.54098356,48,112.41,158,4.33,7.2,-70,8.994,8.69,0.19744
IGUVAJ,C1=CC(=CC=C1C2=CC=NC=C2)C(=O)O,Cd,3.049095607,151.2393531,-13.11111111,-36.33333333,5,17.3128858,0.935185185,16.02032455,305.4643367,-184.0296772,52.37720138,-0.875777778,-3.720835241,-0.789598109,0.413436693,-2.896483922,-16.56632117,0,11.12690298,10.54098356,48,112.41,158,4.33,7.2,-70,8.994,8.69,0.15238
IGUVAJ01,C1=CC(=CC=C1C2=CC=NC=C2)C(=O)O,Cd,3.049095607,151.2393531,-13.11111111,-36.33333333,5,17.3128858,0.935185185,16.02032455,305.4643367,-184.0296772,52.37720138,-0.875777778,-3.720835241,-0.789598109,0.413436693,-2.896483922,-16.56632117,0,11.12690298,10.54098356,48,112.41,158,4.33,7.2,-70,8.994,8.69,0.20488
IGUVIR,C1=CC(=CC=C1C2=CC=NC=C2)C(=O)O,Cd,3.049095607,151.2393531,-13.11111111,-36.33333333,5,17.3128858,0.935185185,16.02032455,305.4643367,-184.0296772,52.37720138,-0.875777778,-3.720835241,-0.789598109,0.413436693,-2.896483922,-16.56632117,0,11.12690298,10.54098356,48,112.41,158,4.33,7.2,-70,8.994,8.69,0.24434
IGUVIR01,C1=CC(=CC=C1C2=CC=NC=C2)C(=O)O,Cd,3.049095607,151.2393531,-13.11111111,-36.33333333,5,17.3128858,0.935185185,16.02032455,305.4643367,-184.0296772,52.37720138,-0.875777778,-3.720835241,-0.789598109,0.413436693,-2.896483922,-16.56632117,0,11.12690298,10.54098356,48,112.41,158,4.33,7.2,-70,8.994,8.69,0.26158
IHILUI,C(CC(=O)O)C(=O)O,Gd,17.63333333,82.01363063,4.816326531,-69.40816327,5.897959184,37.64965986,-60.76927438,396.3788525,-224.7112336,-249.9676208,98.47365813,-2.263012245,-2.150515384,-0.816326531,5.369387755,4.64666622,23.35832815,0,0,0,64,157.2,237,3.1,23.5,13,6.15,7.9,0.18388
IHIMAP,C(CC(=O)O)C(=O)O,La,17.63333333,82.01363063,4.816326531,-69.40816327,5.897959184,37.64965986,-60.76927438,396.3788525,-224.7112336,-249.9676208,98.47365813,-2.263012245,-2.150515384,-0.816326531,5.369387755,4.64666622,23.35832815,0,0,0,57,138.9055,240,3.1,31.1,45,5.577,6.15,0.1783
IHIMAP01,C(CC(=O)O)C(=O)O,La,17.63333333,82.01363063,4.816326531,-69.40816327,5.897959184,37.64965986,-60.76927438,396.3788525,-224.7112336,-249.9676208,98.47365813,-2.263012245,-2.150515384,-0.816326531,5.369387755,4.64666622,23.35832815,0,0,0,57,138.9055,240,3.1,31.1,45,5.577,6.15,0.19334
IHOSUV,CC(=O)O,Mg,6.089439787,146.7274789,1,-48,0,23.84722222,-43.27777778,0,0,-42.03469954,0,0.47401875,1.412091599,4,0.983015531,15.82330225,23.35832815,0,0,0,12,24.305,173,3.75,10.6,-40,7.646,1.74,0.16234
IHUTIQ,C1CC(CCC1C(=O)O)C(=O)O,Co,3.813131313,112.0619844,22.55555556,-37.47222222,52.55555556,49.25,-10.09027778,-209.0952711,197.5988695,-336.1865227,279.5326761,-2.853133333,-15.89026657,-1.164141414,-0.858585859,-0.07420273,-17.03418453,0,0,0,27,58.93319,192,4.3,7.5,64,7.881,8.86,0.12274
IJANAJ,C1=CC(=C(C(=C1)C(=O)O)C(=O)O)C(=O)O,Zn,13.08130081,100.4359999,19.32653061,-13.63265306,19.75510204,45.20861678,-26.12244898,-96.53471608,-377.5627238,-55.01681737,-538.5744142,-2.393271429,-6.240604857,-0.632653061,-0.279243405,2.188865482,81.72840318,0,0,3.259722222,30,65.4,139,4.45,6.4,-60,9.394,7.134,0.08052
IJEXIF,C1=C(C=C(C=C1C(=O)O)C(=O)O)C(=O)O,Zn,6.939393939,152.6444687,5.326530612,-48.48979592,-59.26530612,46.31972789,-18.31292517,539.7217501,-54.9712958,-55.01681737,15.28189589,-4.208271429,-17.17443023,-0.918367347,1.734693878,2.188865482,81.72840318,0,0,2.699722222,30,65.4,139,4.45,6.4,-60,9.394,7.134,0.54214
IJEXIF01,C1=C(C=C(C=C1C(=O)O)C(=O)O)C(=O)O,Zn,6.939393939,152.6444687,5.326530612,-48.48979592,-59.26530612,46.31972789,-18.31292517,539.7217501,-54.9712958,-55.01681737,15.28189589,-4.208271429,-17.17443023,-0.918367347,1.734693878,2.188865482,81.72840318,0,0,2.699722222,30,65.4,139,4.45,6.4,-60,9.394,7.134,0.5389
IJITEC,C1=CC(=CC=C1C2=CC=C(C=C2)N3C=CN=C3)N4C=CN=C4,Co,2.406504065,154.4445263,-37.61111111,-66.55555556,5.083333333,-3.198902606,-1.920438957,-112.7578171,432.3434331,-142.4597353,-355.5091315,-0.44345,4.078073776,-0.361111111,0.194444444,-3.792848865,-12.38901153,0,22.50167553,16.89819854,27,58.93319,192,4.3,7.5,64,7.881,8.86,0.06974
IJOMOJ02,C(=O)O,Mn,6.089439787,146.7274789,-8.64,-1.12,0,-2.16,-2.88,0,0,-82.42248586,0,0,0.431820984,-0.924871318,0.983015531,-22.0557955,23.35832815,0,0,0,25,54.93804,197,3.72,9.4,-50,7.434,7.3,0.27614
IJOMOJ04,C(=O)O,Mn,6.089439787,146.7274789,-8.64,-1.12,0,-2.16,-2.88,0,0,-82.42248586,0,0,0.431820984,-0.924871318,0.983015531,-22.0557955,23.35832815,0,0,0,25,54.93804,197,3.72,9.4,-50,7.434,7.3,0.2749
IJOMOJ06,C(=O)O,Mn,6.089439787,146.7274789,-8.64,-1.12,0,-2.16,-2.88,0,0,-82.42248586,0,0,0.431820984,-0.924871318,0.983015531,-22.0557955,23.35832815,0,0,0,25,54.93804,197,3.72,9.4,-50,7.434,7.3,0.27094
IJOMOJ07,C(=O)O,Mn,6.089439787,146.7274789,-8.64,-1.12,0,-2.16,-2.88,0,0,-82.42248586,0,0,0.431820984,-0.924871318,0.983015531,-22.0557955,23.35832815,0,0,0,25,54.93804,197,3.72,9.4,-50,7.434,7.3,0.27494
IJUNIM,C(C(=O)O)C(=O)O,Cu,6.5,31.08374443,-5.884297521,-61.68595041,0,25.94444444,-87.16666667,-221.0698163,71.43784074,-166.8862228,-51.03945649,3.333150413,-2.49472335,5.43553719,-7.537190083,7.201228534,23.35832815,6.420821623,0,0,29,63.55,140,4.48,6.7,119,7.726,8.933,0.01232
IKETOI01,C(=O)(C(=O)O)O,Gd,1,146.7274789,5.5,-6.5,0,2.722222222,21.83333333,104.9856391,0,-88.06441393,69.19802825,-1.506975,0.069150389,-6.5625,14.0625,5.4849955,23.35832815,0,0,0,64,157.2,237,3.1,23.5,13,6.15,7.9,0.26688
IKETUO,C1=C(N=CC(=N1)C(=O)O)C(=O)O,Tb,5.319444444,187.8198412,-3.65625,-25.984375,13.84375,20.54166667,-9.048611111,2.2373635,184.922382,-63.90082401,163.5818227,-0.845965625,4.414590027,-1.245738636,0.171875,0.471322222,0.259213927,0,0,0,65,158.92535,221,3.1,25.5,112,5.864,8.23,0.25622
IKEVAW,C1=C(N=CC(=N1)C(=O)O)C(=O)O,Dy,5.319444444,187.8198412,-3.65625,-25.984375,13.84375,20.54166667,-9.048611111,2.2373635,184.922382,-63.90082401,163.5818227,-0.845965625,4.414590027,-1.245738636,0.171875,0.471322222,0.259213927,0,0,0,66,162.5,229,3.1,24.5,34,5.939,8.55,0.2549
ILAGUY,C1=CC=C(C(=C1)C2=CC=CC=C2C(=O)O)C(=O)O,Cd,4.759856631,169.5226419,17,-0.5,14.75,36.75056689,-1.765306122,-330.5066748,-234.2808923,-205.9892564,-421.5269487,-0.759238776,-2.792492738,-0.533333333,-0.814516129,-0.675512816,18.95544536,0,11.12690298,12.6909949,48,112.41,158,4.33,7.2,-70,8.994,8.69,0.10466
ILECIN,C(=O)O,Mg,6.089439787,146.7274789,-8.64,-1.12,0,-2.16,-2.88,0,0,-82.42248586,0,0,0.431820984,-0.924871318,0.983015531,-22.0557955,23.35832815,0,0,0,12,24.305,173,3.75,10.6,-40,7.646,1.74,0.26696
ILOJEZ,C1=C(C(=CC(=C1C(=O)O)C(=O)O)C(=O)O)C(=O)O,Zn,11.67102397,162.5360885,10.23611111,-54.52083333,-6.847222222,56.21141975,-40.11342593,242.1141365,139.2319556,24.2843839,-141.9674605,-4.563447222,-9.325384487,-0.957799145,0.902369281,2.879117987,18.48932439,0,0,1.022962963,30,65.4,139,4.45,6.4,-60,9.394,7.134,0.06808
ILOJID,C1=C(C(=CC(=C1C(=O)O)C(=O)O)C(=O)O)C(=O)O,Co,11.67102397,162.5360885,10.23611111,-54.52083333,-6.847222222,56.21141975,-40.11342593,242.1141365,139.2319556,24.2843839,-141.9674605,-4.563447222,-9.325384487,-0.957799145,0.902369281,2.879117987,18.48932439,0,0,1.022962963,27,58.93319,192,4.3,7.5,64,7.881,8.86,0.04872
ILOJOJ,C1=C(C(=CC(=C1C(=O)O)C(=O)O)C(=O)O)C(=O)O,Cu,11.67102397,162.5360885,10.23611111,-54.52083333,-6.847222222,56.21141975,-40.11342593,242.1141365,139.2319556,24.2843839,-141.9674605,-4.563447222,-9.325384487,-0.957799145,0.902369281,2.879117987,18.48932439,0,0,1.022962963,29,63.55,140,4.48,6.7,119,7.726,8.933,0.1359
ILOKAW,C1=CC(=C(C=C1C(=O)O)C(=O)O)C(=O)O,Co,9.66966967,142.0252591,11.32653061,-38.06122449,6.959183673,45.65306122,-21.66213152,78.92704716,101.8612233,-55.01681737,-42.19470698,-3.423271429,-11.70751755,-1.19047619,0.4567016,2.188865482,15.66171531,0,0,2.80712963,27,58.93319,192,4.3,7.5,64,7.881,8.86,0.05594
IMIDZB,C1=CN=CN1,Zn,6.089439787,146.7274789,-15,-14,0,-2.052469136,-1.845679012,0,0,-133.4506,0,0.276033333,-1.484482744,4,0.983015531,-11.32507474,23.35832815,0,0,0,30,65.4,139,4.45,6.4,-60,9.394,7.134,0.03996
IMIDZB01,C1=CN=CN1,Zn,6.089439787,146.7274789,-15,-14,0,-2.052469136,-1.845679012,0,0,-133.4506,0,0.276033333,-1.484482744,4,0.983015531,-11.32507474,23.35832815,0,0,0,30,65.4,139,4.45,6.4,-60,9.394,7.134,0.04532
IMIDZB02,C1=CN=CN1,Zn,6.089439787,146.7274789,-15,-14,0,-2.052469136,-1.845679012,0,0,-133.4506,0,0.276033333,-1.484482744,4,0.983015531,-11.32507474,23.35832815,0,0,0,30,65.4,139,4.45,6.4,-60,9.394,7.134,0.05096
IMIDZB03,C1=CN=CN1,Zn,6.089439787,146.7274789,-15,-14,0,-2.052469136,-1.845679012,0,0,-133.4506,0,0.276033333,-1.484482744,4,0.983015531,-11.32507474,23.35832815,0,0,0,30,65.4,139,4.45,6.4,-60,9.394,7.134,0.04554
IMIDZB05,C1=CN=CN1,Zn,6.089439787,146.7274789,-15,-14,0,-2.052469136,-1.845679012,0,0,-133.4506,0,0.276033333,-1.484482744,4,0.983015531,-11.32507474,23.35832815,0,0,0,30,65.4,139,4.45,6.4,-60,9.394,7.134,0.04578
IMIDZB06,C1=CN=CN1,Zn,6.089439787,146.7274789,-15,-14,0,-2.052469136,-1.845679012,0,0,-133.4506,0,0.276033333,-1.484482744,4,0.983015531,-11.32507474,23.35832815,0,0,0,30,65.4,139,4.45,6.4,-60,9.394,7.134,0.04774
IMIDZB07,C1=CN=CN1,Zn,6.089439787,146.7274789,-15,-14,0,-2.052469136,-1.845679012,0,0,-133.4506,0,0.276033333,-1.484482744,4,0.983015531,-11.32507474,23.35832815,0,0,0,30,65.4,139,4.45,6.4,-60,9.394,7.134,0.02998
IMIDZB08,C1=CN=CN1,Zn,6.089439787,146.7274789,-15,-14,0,-2.052469136,-1.845679012,0,0,-133.4506,0,0.276033333,-1.484482744,4,0.983015531,-11.32507474,23.35832815,0,0,0,30,65.4,139,4.45,6.4,-60,9.394,7.134,0.03854
IMIDZB09,C1=CN=CN1,Zn,6.089439787,146.7274789,-15,-14,0,-2.052469136,-1.845679012,0,0,-133.4506,0,0.276033333,-1.484482744,4,0.983015531,-11.32507474,23.35832815,0,0,0,30,65.4,139,4.45,6.4,-60,9.394,7.134,0.03524
IMIDZB11,C1=CN=CN1,Zn,6.089439787,146.7274789,-15,-14,0,-2.052469136,-1.845679012,0,0,-133.4506,0,0.276033333,-1.484482744,4,0.983015531,-11.32507474,23.35832815,0,0,0,30,65.4,139,4.45,6.4,-60,9.394,7.134,0.20386
IMIDZB13,C1=CN=CN1,Zn,6.089439787,146.7274789,-15,-14,0,-2.052469136,-1.845679012,0,0,-133.4506,0,0.276033333,-1.484482744,4,0.983015531,-11.32507474,23.35832815,0,0,0,30,65.4,139,4.45,6.4,-60,9.394,7.134,0.62024
IMUVAO,C1=C(C=C(C=C1C(=O)O)C(=O)O)C(=O)O,In,6.939393939,152.6444687,5.326530612,-48.48979592,-59.26530612,46.31972789,-18.31292517,539.7217501,-54.9712958,-55.01681737,15.28189589,-4.208271429,-17.17443023,-0.918367347,1.734693878,2.188865482,81.72840318,0,0,2.699722222,49,114.818,193,3.1,9.7,29,5.786,7.31,0.50408
IMZYCO,C1=CN=CN1,Co,6.089439787,146.7274789,-15,-14,0,-2.052469136,-1.845679012,0,0,-133.4506,0,0.276033333,-1.484482744,4,0.983015531,-11.32507474,23.35832815,0,0,0,27,58.93319,192,4.3,7.5,64,7.881,8.86,0.0384
IMZYCO03,C1=CN=CN1,Co,6.089439787,146.7274789,-15,-14,0,-2.052469136,-1.845679012,0,0,-133.4506,0,0.276033333,-1.484482744,4,0.983015531,-11.32507474,23.35832815,0,0,0,27,58.93319,192,4.3,7.5,64,7.881,8.86,0.03728
IMZYCO04,C1=CN=CN1,Co,6.089439787,146.7274789,-15,-14,0,-2.052469136,-1.845679012,0,0,-133.4506,0,0.276033333,-1.484482744,4,0.983015531,-11.32507474,23.35832815,0,0,0,27,58.93319,192,4.3,7.5,64,7.881,8.86,0.03744
IMZYCO05,C1=CN=CN1,Co,6.089439787,146.7274789,-15,-14,0,-2.052469136,-1.845679012,0,0,-133.4506,0,0.276033333,-1.484482744,4,0.983015531,-11.32507474,23.35832815,0,0,0,27,58.93319,192,4.3,7.5,64,7.881,8.86,0.04836
IMZYCO06,C1=CN=CN1,Co,6.089439787,146.7274789,-15,-14,0,-2.052469136,-1.845679012,0,0,-133.4506,0,0.276033333,-1.484482744,4,0.983015531,-11.32507474,23.35832815,0,0,0,27,58.93319,192,4.3,7.5,64,7.881,8.86,0.04682
INAMUG,C1=C(C(=CC(=C1C(=O)O)C(=O)O)C(=O)O)C(=O)O,Co,11.67102397,162.5360885,10.23611111,-54.52083333,-6.847222222,56.21141975,-40.11342593,242.1141365,139.2319556,24.2843839,-141.9674605,-4.563447222,-9.325384487,-0.957799145,0.902369281,2.879117987,18.48932439,0,0,1.022962963,27,58.93319,192,4.3,7.5,64,7.881,8.86,0.09974
INESIE,C1=CC(=CN=C1)C(=O)O,Ni,4.866666667,77.46190551,-4.326530612,-12.20408163,6.612244898,14.48752834,-3.169501134,25.32871978,-76.6296337,-126.5633675,87.63283563,-0.249644898,-13.41592119,-0.575725027,-0.373469388,-3.129332876,23.35832815,0,0,3.08212963,28,58.693,163,4.4,6.8,112,7.64,8.912,0.05672
INISAB,C1=CN=C(C=N1)C(=O)O,Dy,5.296296296,77.46190551,-7.893491124,-10.73372781,8.544378698,10.31492439,-0.593030901,-12.76078418,-58.33805251,-88.37545569,29.00710386,0.007144379,6.865841642,-0.598478445,-0.780407627,-2.877060652,23.35832815,0,0,0,66,162.5,229,3.1,24.5,34,5.939,8.55,0.0616
INOMIJ,C1=C(SC(=C1)C(=O)O)C(=O)O,Ca,5.619047619,144.6504787,6.536296296,-34.58864198,-30.04246914,33.76701875,-31.83165219,17.1281794,289.8112614,15.3797224,-8.112786327,-1.919036,-18.63677144,-0.574554906,-0.58680776,2.971853306,93.98528538,9.754294387,0,2.548518519,20,40.08,231,2.2,22.8,2,6.113,1.54,0.29206
IPIFAP,C1N2CN3CN1CN(C2)C3,Ag,1.5,31.08374443,-32.08264463,-14.87603306,0,-1.41322314,-1.289256198,-362.9720511,345.3050627,719.4353383,-645.1347763,-0.537461157,-73.47897774,-0.284297521,-0.79338843,-1.645508028,23.35832815,0,0,0,47,107.868,172,4.44,7.9,126,7.576,10.501,0.0094
IPIHIA,C1=C(C(=CC(=C1C(=O)O)C(=O)O)C(=O)O)C(=O)O,Cd,11.67102397,162.5360885,10.23611111,-54.52083333,-6.847222222,56.21141975,-40.11342593,242.1141365,139.2319556,24.2843839,-141.9674605,-4.563447222,-9.325384487,-0.957799145,0.902369281,2.879117987,18.48932439,0,0,1.022962963,48,112.41,158,4.33,7.2,-70,8.994,8.69,0.1523
IPIJUM,C1=C(C(=CC(=C1C(=O)O)C(=O)O)C(=O)O)C(=O)O,Er,11.67102397,162.5360885,10.23611111,-54.52083333,-6.847222222,56.21141975,-40.11342593,242.1141365,139.2319556,24.2843839,-141.9674605,-4.563447222,-9.325384487,-0.957799145,0.902369281,2.879117987,18.48932439,0,0,1.022962963,68,167.26,235,3.1,22.7,30,6.108,9.07,0.05656
IPINEC,C1=CC(=CC=C1C(=O)O)OC2=CC=C(C=C2)C(=O)O,Co,3.81712963,185.3665294,1.750297265,-61.79310345,34.89179548,36.66115075,-6.680076628,-113.0903355,355.1154057,-315.5260643,121.3910449,-3.370697979,-13.30086095,-1.511296076,-0.034284582,-0.011326782,-1.016590183,11.49902367,11.49902367,11.88033846,27,58.93319,192,4.3,7.5,64,7.881,8.86,0.0777
IPUPIU,C(=O)O,Cu,6.089439787,146.7274789,-8.64,-1.12,0,-2.16,-2.88,0,0,-82.42248586,0,0,0.431820984,-0.924871318,0.983015531,-22.0557955,23.35832815,0,0,0,29,63.55,140,4.48,6.7,119,7.726,8.933,0.5845
IQEWOQ,C(=O)O,Mn,6.089439787,146.7274789,-8.64,-1.12,0,-2.16,-2.88,0,0,-82.42248586,0,0,0.431820984,-0.924871318,0.983015531,-22.0557955,23.35832815,0,0,0,25,54.93804,197,3.72,9.4,-50,7.434,7.3,0.29094
IREGOD,C1=C(C=C(C=C1C(=O)O)C(=O)O)C(=O)O,Mn,6.939393939,152.6444687,5.326530612,-48.48979592,-59.26530612,46.31972789,-18.31292517,539.7217501,-54.9712958,-55.01681737,15.28189589,-4.208271429,-17.17443023,-0.918367347,1.734693878,2.188865482,81.72840318,0,0,2.699722222,25,54.93804,197,3.72,9.4,-50,7.434,7.3,0.2708
ISIYUF01,C(=O)O,Er,6.089439787,146.7274789,-8.64,-1.12,0,-2.16,-2.88,0,0,-82.42248586,0,0,0.431820984,-0.924871318,0.983015531,-22.0557955,23.35832815,0,0,0,68,167.26,235,3.1,22.7,30,6.108,9.07,0.19504
ISOJOQ,C[C@]1(CC[C@@H](C1(C)C)C(=O)O)C(=O)O,In,3.366207951,74.3426132,35.36,-73.52,-17.28,52.68552469,-13.46040123,31.78155834,485.8972351,654.8868704,1179.654679,-2.030144,-24.33625277,-0.604705882,-0.421651376,9.732241424,38.68104163,0,0,0,49,114.818,193,3.1,9.7,29,5.786,7.31,0.42876
ITAHEQ,C1C2CC3(CC1CC(C2)(C3)C(=O)O)C(=O)O,Eu,3.617521368,81.71390548,17.75,-36.5,10.5,53.47927517,3.960503472,251.603568,-635.495676,208.1133908,-389.1200645,-2.496926562,-53.42846963,-0.163425926,-0.040064103,2.908062794,45.81206216,0,0,0,63,151.964,233,3.1,27.7,83,5.67,5.24,0.07914
ITIPAE,C(=O)O,Zn,6.089439787,146.7274789,-8.64,-1.12,0,-2.16,-2.88,0,0,-82.42248586,0,0,0.431820984,-0.924871318,0.983015531,-22.0557955,23.35832815,0,0,0,30,65.4,139,4.45,6.4,-60,9.394,7.134,0.28328
IVELUS,C1=CN=CC=C1C(=O)O,Mn,6.083333333,49.71122125,-6.326530612,-20.7755102,0,14.82086168,-3.732993197,43.10140224,80.6431326,-126.5633675,153.9775161,-1.049444898,-5.761308638,-1.177228786,0.695578231,-3.129332876,23.35832815,0,0,2.893518519,25,54.93804,197,3.72,9.4,-50,7.434,7.3,0.1861
