code,SMILES,Metal,AATS5s,AATS6v,ATSC2dv,ATSC3dv,ATSC7dv,ATSC2s,ATSC3s,ATSC5m,ATSC6m,ATSC2v,ATSC5v,ATSC4pe,ATSC3i,AATSC4dv,AATSC5dv,AATSC2m,AATSC8v,PEOE_VSA10,SMR_VSA9,VSA_EState6,Atomic_Number,AtomicMass,AtomicRadius,Mulliken EN,polarizability(A^3),electron affinity(kJ/mol),IonizationEnergy,Density,PV
MOXDIN01,C1=CC(=CC=C1C(=O)O)C(=O)O,Co,4.874396135,156.4726219,7.061728395,-31.37037037,22.85185185,33.27846365,-5.21399177,-48.09848646,299.9556375,-139.4970291,254.9866605,-2.510160494,-13.6613542,-1.742283951,-0.081052067,0.602016249,-3.796086632,0,0,5.022962963,27,58.93319,192,4.3,7.5,64,7.881,8.86,0.51716
MOXDOT,C1=CC(=CC=C1C2=CC=C(C=C2)C(=O)O)C(=O)O,Co,3.374485597,173.1150206,1,-45.5,4.75,37.63945578,2.885487528,-50.24567372,530.5430741,-205.9892564,208.2792469,-1.999238776,-13.72631812,-1.116666667,0.305555556,-0.675512816,-14.10257714,0,11.12690298,12.84127362,27,58.93319,192,4.3,7.5,64,7.881,8.86,0.4117
MOXDOT01,C1=CC(=CC=C1C2=CC=C(C=C2)C(=O)O)C(=O)O,Co,3.374485597,173.1150206,1,-45.5,4.75,37.63945578,2.885487528,-50.24567372,530.5430741,-205.9892564,208.2792469,-1.999238776,-13.72631812,-1.116666667,0.305555556,-0.675512816,-14.10257714,0,11.12690298,12.84127362,27,58.93319,192,4.3,7.5,64,7.881,8.86,0.41292
MOXNIY,C[C@]1(CC[C@@H](C1(C)C)C(=O)O)C(=O)O,Mn,3.366207951,74.3426132,35.36,-73.52,-17.28,52.68552469,-13.46040123,31.78155834,485.8972351,654.8868704,1179.654679,-2.030144,-24.33625277,-0.604705882,-0.421651376,9.732241424,38.68104163,0,0,0,25,54.93804,197,3.72,9.4,-50,7.434,7.3,0.30006
MOYWIH,C1=C(C(=CC(=C1C(=O)O)C(=O)O)C(=O)O)C(=O)O,Co,11.67102397,162.5360885,10.23611111,-54.52083333,-6.847222222,56.21141975,-40.11342593,242.1141365,139.2319556,24.2843839,-141.9674605,-4.563447222,-9.325384487,-0.957799145,0.902369281,2.879117987,18.48932439,0,0,1.022962963,27,58.93319,192,4.3,7.5,64,7.881,8.86,0.0735
MUBWEO,C1=C(C=C(C=C1C(=O)O)C(=O)O)C(=O)O,Zn,6.939393939,152.6444687,5.326530612,-48.48979592,-59.26530612,46.31972789,-18.31292517,539.7217501,-54.9712958,-55.01681737,15.28189589,-4.208271429,-17.17443023,-0.918367347,1.734693878,2.188865482,81.72840318,0,0,2.699722222,30,65.4,139,4.45,6.4,-60,9.394,7.134,0.04496
MUHPUB,C1=C(C=C(C=C1C(=O)O)C(=O)O)C(=O)O,Cd,6.939393939,152.6444687,5.326530612,-48.48979592,-59.26530612,46.31972789,-18.31292517,539.7217501,-54.9712958,-55.01681737,15.28189589,-4.208271429,-17.17443023,-0.918367347,1.734693878,2.188865482,81.72840318,0,0,2.699722222,48,112.41,158,4.33,7.2,-70,8.994,8.69,0.07038
MUJKAF,C1=C(C=C(C=C1C(=O)O)N)C(=O)O,Cd,7.862068966,106.0322075,9.01,-33.17,13.5,36.64555556,-16.68555556,235.4877128,-522.9619364,4.290158193,-355.2791089,-1.7113,-16.76817217,-0.12,0.445172414,4.203716805,69.38641121,0,0,3.46287037,48,112.41,158,4.33,7.2,-70,8.994,8.69,0.53182
MUKHIM,C1=CC=C2C(=C1)C(=CC=C2C(=O)O)C(=O)O,Ga,5.182222222,130.6515115,14.88888889,-12.77777778,35.66666667,36.66666667,-3.444444444,-310.886279,-55.760216,-109.2228995,-493.3278434,-1.067288889,-2.779407101,-0.837606838,-0.768888889,0.202953053,26.48408176,0,0,9.193949358,31,69.723,187,3.2,8.1,41,5.999,5.91,0.29904
MULJIO,C1=CC(=CC=C1C2=CC=C(C=C2)C(=O)O)C(=O)O,Co,3.374485597,173.1150206,1,-45.5,4.75,37.63945578,2.885487528,-50.24567372,530.5430741,-205.9892564,208.2792469,-1.999238776,-13.72631812,-1.116666667,0.305555556,-0.675512816,-14.10257714,0,11.12690298,12.84127362,27,58.93319,192,4.3,7.5,64,7.881,8.86,0.13074
MULQOA,C1=NC(=C(N1)C(=O)O)C(=O)O,Zn,13.04901961,60.18653654,6,-8.111111111,11.11111111,23.30555556,-13.58641975,-229.9301339,54.74857459,-43.35177274,-182.0910061,-0.865704,-1.33546142,-0.968253968,-1.379084967,0.800835129,23.35832815,0,0,0,30,65.4,139,4.45,6.4,-60,9.394,7.134,0.46112
MUMFUY,C1=CC(=C(N=C1)C2=C(C=CC=N2)C(=O)O)C(=O)O,Dy,5.934240363,195.1565487,14.33136095,2.49112426,-0.384615385,30.41288626,-10.44970414,-216.6469288,-382.1874904,-140.2220272,-134.711756,-0.16000355,-8.323233611,-0.388639053,-0.910397295,-0.39660291,22.26760615,11.38785599,11.38785599,5.641489985,66,162.5,229,3.1,24.5,34,5.939,8.55,0.06078
MUMLIR,C(=C/C(=O)O)\C(=O)O,Zn,21.79166667,82.01363063,0,-44,9,27.50617284,-42.7654321,269.7211129,-219.2622782,-206.4246725,22.25755962,-1.2638,-3.07852192,-0.166666667,4.625,2.041973111,23.35832815,0,0,0,30,65.4,139,4.45,6.4,-60,9.394,7.134,0.32566
MUNPAN,C1=CC2=C(C=CC(=C2)C(=O)O)C=C1C(=O)O,Zn,4.208994709,173.8794816,0.888888889,-42.44444444,-25.77777778,37.77777778,-0.222222222,302.011838,-21.964198,-109.2228995,274.7735749,-1.979622222,-13.71323248,-0.811965812,0.706349206,0.202953053,22.0485913,0,0,9.148454271,30,65.4,139,4.45,6.4,-60,9.394,7.134,0.52026
MUPKUF,C(=O)O,Cd,6.089439787,146.7274789,-8.64,-1.12,0,-2.16,-2.88,0,0,-82.42248586,0,0,0.431820984,-0.924871318,0.983015531,-22.0557955,23.35832815,0,0,0,48,112.41,158,4.33,7.2,-70,8.994,8.69,0.23418
MUPKUF01,C(=O)O,Cd,6.089439787,146.7274789,-8.64,-1.12,0,-2.16,-2.88,0,0,-82.42248586,0,0,0.431820984,-0.924871318,0.983015531,-22.0557955,23.35832815,0,0,0,48,112.41,158,4.33,7.2,-70,8.994,8.69,0.23866
MUPKUF02,C(=O)O,Cd,6.089439787,146.7274789,-8.64,-1.12,0,-2.16,-2.88,0,0,-82.42248586,0,0,0.431820984,-0.924871318,0.983015531,-22.0557955,23.35832815,0,0,0,48,112.41,158,4.33,7.2,-70,8.994,8.69,0.24122
MUPKUF03,C(=O)O,Cd,6.089439787,146.7274789,-8.64,-1.12,0,-2.16,-2.88,0,0,-82.42248586,0,0,0.431820984,-0.924871318,0.983015531,-22.0557955,23.35832815,0,0,0,48,112.41,158,4.33,7.2,-70,8.994,8.69,0.24404
MUQYEE,C1=C(C=C(C=C1C(=O)O)C(=O)O)C2=CC(=CC(=C2)C(=O)O)C(=O)O,In,5.132132132,215.6352135,2,-72,-76,70.44444444,-12,900.4250681,-387.2845392,-51.59703123,370.5888096,-4.511168166,-21.43958889,-0.475,1.162162162,1.543624954,1.889892347,0,11.12690298,6.464397203,49,114.818,193,3.1,9.7,29,5.786,7.31,0.68234
MURCAD,C1=C(C(=CC(=C1C(=O)O)C(=O)O)C(=O)O)C(=O)O,Cu,11.67102397,162.5360885,10.23611111,-54.52083333,-6.847222222,56.21141975,-40.11342593,242.1141365,139.2319556,24.2843839,-141.9674605,-4.563447222,-9.325384487,-0.957799145,0.902369281,2.879117987,18.48932439,0,0,1.022962963,29,63.55,140,4.48,6.7,119,7.726,8.933,0.2437
MURTUO,C(CC(=O)O)C(=O)O,Lu,17.63333333,82.01363063,4.816326531,-69.40816327,5.897959184,37.64965986,-60.76927438,396.3788525,-224.7112336,-249.9676208,98.47365813,-2.263012245,-2.150515384,-0.816326531,5.369387755,4.64666622,23.35832815,0,0,0,71,174.9668,221,3.1,21.9,33,5.426,9.84,0.20472
MUVROM,C1=C(C=C(C=C1C(=O)O)C(=O)O)C(=O)O,Co,6.939393939,152.6444687,5.326530612,-48.48979592,-59.26530612,46.31972789,-18.31292517,539.7217501,-54.9712958,-55.01681737,15.28189589,-4.208271429,-17.17443023,-0.918367347,1.734693878,2.188865482,81.72840318,0,0,2.699722222,27,58.93319,192,4.3,7.5,64,7.881,8.86,0.16774
MUYDUH,C1=C(C=C(C=C1C(=O)O)O)C(=O)O,Zn,10.64102564,114.5120855,-0.872576177,-39.95567867,4.653739612,32.07910126,-26.71899046,341.0205921,-395.2272923,-82.49993911,-171.0374962,-2.251463989,-15.36591958,-0.159510619,1.383336885,1.746852814,76.06475325,5.749511833,5.749511833,2.938425926,30,65.4,139,4.45,6.4,-60,9.394,7.134,0.44614
MUZHUL,C1=C(C(=CC(=C1C(=O)O)C(=O)O)C(=O)O)C(=O)O,Zn,11.67102397,162.5360885,10.23611111,-54.52083333,-6.847222222,56.21141975,-40.11342593,242.1141365,139.2319556,24.2843839,-141.9674605,-4.563447222,-9.325384487,-0.957799145,0.902369281,2.879117987,18.48932439,0,0,1.022962963,30,65.4,139,4.45,6.4,-60,9.394,7.134,0.4294
MUZVUA,C1=CC2=C(C=CC(=C2)C(=O)O)C=C1C(=O)O,Cd,4.208994709,173.8794816,0.888888889,-42.44444444,-25.77777778,37.77777778,-0.222222222,302.011838,-21.964198,-109.2228995,274.7735749,-1.979622222,-13.71323248,-0.811965812,0.706349206,0.202953053,22.0485913,0,0,9.148454271,48,112.41,158,4.33,7.2,-70,8.994,8.69,0.35482
NABMUA,C1=C(C=NC=C1C(=O)O)C(=O)O,Mg,6.222222222,137.7136747,-4.211072664,-30.1349481,-11.15570934,27.39600154,-14.94579008,268.30865,-142.4357142,-30.12566296,91.82694363,-1.284416609,-24.15715809,-0.47321322,1.258362168,-0.123804066,79.5168395,0,0,1.053240741,12,24.305,173,3.75,10.6,-40,7.646,1.74,0.3392
NABMUA01,C1=C(C=NC=C1C(=O)O)C(=O)O,Mg,6.222222222,137.7136747,-4.211072664,-30.1349481,-11.15570934,27.39600154,-14.94579008,268.30865,-142.4357142,-30.12566296,91.82694363,-1.284416609,-24.15715809,-0.47321322,1.258362168,-0.123804066,79.5168395,0,0,1.053240741,12,24.305,173,3.75,10.6,-40,7.646,1.74,0.35464
NADZID,C1=C(C=C(C=C1C(=O)O)C(=O)O)C(=O)O,Y,6.939393939,152.6444687,5.326530612,-48.48979592,-59.26530612,46.31972789,-18.31292517,539.7217501,-54.9712958,-55.01681737,15.28189589,-4.208271429,-17.17443023,-0.918367347,1.734693878,2.188865482,81.72840318,0,0,2.699722222,39,88.90584,219,3.19,22.7,30,6.217,4.47,0.22172
NAFGOR01,C1=CN=CN1,Co,6.089439787,146.7274789,-15,-14,0,-2.052469136,-1.845679012,0,0,-133.4506,0,0.276033333,-1.484482744,4,0.983015531,-11.32507474,23.35832815,0,0,0,27,58.93319,192,4.3,7.5,64,7.881,8.86,0.28982
NAFYUQ,C1=C(C=C(C=C1C(=O)O)C(=O)O)C(=O)O,Cu,6.939393939,152.6444687,5.326530612,-48.48979592,-59.26530612,46.31972789,-18.31292517,539.7217501,-54.9712958,-55.01681737,15.28189589,-4.208271429,-17.17443023,-0.918367347,1.734693878,2.188865482,81.72840318,0,0,2.699722222,29,63.55,140,4.48,6.7,119,7.726,8.933,0.15358
NAGKEO,C1=C(C=C(C=C1C(=O)O)Br)C(=O)O,Zn,6.003623188,139.1641107,3.508899389,-22.39800843,-13.99258243,34.81826693,-5.560062141,523.2571636,-1687.943819,-41.20105414,-86.69556581,-2.639211111,-14.64088147,-0.872034772,0.282615691,-1.118898068,97.26378865,0,0,3.790648148,30,65.4,139,4.45,6.4,-60,9.394,7.134,0.46524
NAGKOY,C1=C(C=C(C=C1C(=O)O)[N+](=O)[O-])C(=O)O,Zn,8.08045977,155.0687468,10.24,-36.08,-47.6,52.95666667,-10.66333333,434.3616168,-77.80089334,-88.84582021,5.968041315,-4.57818,-16.83487397,-1.185,1.504827586,1.946496089,85.43943289,0,0,2.459537037,30,65.4,139,4.45,6.4,-60,9.394,7.134,0.21912
NAHFIO,C(CCC(=O)O)CC(=O)O,Co,4.127572016,123.3797369,15.52,-42.97,58.3,47.08666667,-34.35888889,-112.6919219,-175.0118944,-413.8339992,21.53607572,-1.009616,-1.811831412,-0.74,-1.345555556,0.891151629,-17.76143433,0,0,0,27,58.93319,192,4.3,7.5,64,7.881,8.86,0.26822
NAHFOU,C1=CC2=C(C=CC(=C2)C(=O)O)C=C1C(=O)O,Cd,4.208994709,173.8794816,0.888888889,-42.44444444,-25.77777778,37.77777778,-0.222222222,302.011838,-21.964198,-109.2228995,274.7735749,-1.979622222,-13.71323248,-0.811965812,0.706349206,0.202953053,22.0485913,0,0,9.148454271,48,112.41,158,4.33,7.2,-70,8.994,8.69,0.19868
NAJMIV,C1=CN=CC=C1C2=CC=NC=C2,Cu,2.5,116.6028796,-28.08,-29.42,1.69,-3.111111111,-2.666666667,87.61725472,77.00815584,-168.53654,-97.35287001,-0.031066,5.60363627,-0.325294118,0.585,-6.11030994,23.35832815,0,11.12690298,7.925925926,29,63.55,140,4.48,6.7,119,7.726,8.933,0.73356
NALYEG,C1=C(C=C(C=C1C(=O)O)C(=O)O)C(=O)O,U,6.939393939,152.6444687,5.326530612,-48.48979592,-59.26530612,46.31972789,-18.31292517,539.7217501,-54.9712958,-55.01681737,15.28189589,-4.208271429,-17.17443023,-0.918367347,1.734693878,2.188865482,81.72840318,0,0,2.699722222,92,238.0289,240,3.4,27.4,51,6.194,18.95,0.50552
NANYUX,C1=C(C=C(C=C1C(=O)O)C(=O)O)C(=O)O,Zn,6.939393939,152.6444687,5.326530612,-48.48979592,-59.26530612,46.31972789,-18.31292517,539.7217501,-54.9712958,-55.01681737,15.28189589,-4.208271429,-17.17443023,-0.918367347,1.734693878,2.188865482,81.72840318,0,0,2.699722222,30,65.4,139,4.45,6.4,-60,9.394,7.134,0.40288
NANYUX01,C1=C(C=C(C=C1C(=O)O)C(=O)O)C(=O)O,Zn,6.939393939,152.6444687,5.326530612,-48.48979592,-59.26530612,46.31972789,-18.31292517,539.7217501,-54.9712958,-55.01681737,15.28189589,-4.208271429,-17.17443023,-0.918367347,1.734693878,2.188865482,81.72840318,0,0,2.699722222,30,65.4,139,4.45,6.4,-60,9.394,7.134,0.47824
NANYUX02,C1=C(C=C(C=C1C(=O)O)C(=O)O)C(=O)O,Zn,6.939393939,152.6444687,5.326530612,-48.48979592,-59.26530612,46.31972789,-18.31292517,539.7217501,-54.9712958,-55.01681737,15.28189589,-4.208271429,-17.17443023,-0.918367347,1.734693878,2.188865482,81.72840318,0,0,2.699722222,30,65.4,139,4.45,6.4,-60,9.394,7.134,0.48064
NANYUX03,C1=C(C=C(C=C1C(=O)O)C(=O)O)C(=O)O,Zn,6.939393939,152.6444687,5.326530612,-48.48979592,-59.26530612,46.31972789,-18.31292517,539.7217501,-54.9712958,-55.01681737,15.28189589,-4.208271429,-17.17443023,-0.918367347,1.734693878,2.188865482,81.72840318,0,0,2.699722222,30,65.4,139,4.45,6.4,-60,9.394,7.134,0.46896
NAPFUG,C1=CC(=CC=C1C(=O)O)N(C2=CC=C(C=C2)C(=O)O)C3=CC=C(C=C3)C(=O)O,Zn,3.406349206,195.1745665,7.122769064,-74.70308275,133.1195241,56.84442041,2.407427438,-499.7510135,345.1171454,-388.8149985,-209.4552147,-4.049456463,-11.4038192,-1.302707346,-0.35027428,0.034641831,-1.026993979,0,0,18.5093487,30,65.4,139,4.45,6.4,-60,9.394,7.134,0.25128
NAQLAT,C1=C(C=C(C=C1C(=O)O)C(=O)O)C(=O)O,Zn,6.939393939,152.6444687,5.326530612,-48.48979592,-59.26530612,46.31972789,-18.31292517,539.7217501,-54.9712958,-55.01681737,15.28189589,-4.208271429,-17.17443023,-0.918367347,1.734693878,2.188865482,81.72840318,0,0,2.699722222,30,65.4,139,4.45,6.4,-60,9.394,7.134,0.23934
NARPOO,C1(=C(C(=C(C(=C1F)F)C(=O)O)F)F)C(=O)O,Pr,27.33816425,173.7125213,-3.530864198,-14.48148148,8.62962963,-14.94375857,-91.93004115,-40.05604524,-265.8298615,-3.909604166,-39.74826508,1.789088889,-43.23549187,0.81558642,-0.251744498,-0.375275485,13.34851208,11.12690298,0,0,59,140.90766,239,3.1,28.2,93,5.464,6.77,0.13152
NARPUU,C1(=C(C(=C(C(=C1F)F)C(=O)O)F)F)C(=O)O,Nd,27.33816425,173.7125213,-3.530864198,-14.48148148,8.62962963,-14.94375857,-91.93004115,-40.05604524,-265.8298615,-3.909604166,-39.74826508,1.789088889,-43.23549187,0.81558642,-0.251744498,-0.375275485,13.34851208,11.12690298,0,0,60,144.24,229,3.1,31.4,185,5.525,7.01,0.14862
NASCIV,C1=CC(=CC=C1C(=O)O)C(=O)O,Cd,4.874396135,156.4726219,7.061728395,-31.37037037,22.85185185,33.27846365,-5.21399177,-48.09848646,299.9556375,-139.4970291,254.9866605,-2.510160494,-13.6613542,-1.742283951,-0.081052067,0.602016249,-3.796086632,0,0,5.022962963,48,112.41,158,4.33,7.2,-70,8.994,8.69,0.03912
NATFAS,C1=C(C(=CC(=C1C(=O)O)C(=O)O)C(=O)O)C(=O)O,Zn,11.67102397,162.5360885,10.23611111,-54.52083333,-6.847222222,56.21141975,-40.11342593,242.1141365,139.2319556,24.2843839,-141.9674605,-4.563447222,-9.325384487,-0.957799145,0.902369281,2.879117987,18.48932439,0,0,1.022962963,30,65.4,139,4.45,6.4,-60,9.394,7.134,0.37686
NAWHOL01,C(CC(=O)O)CC(=O)O,La,5.685185185,121.9371318,11.88927336,-54.35294118,-28.65051903,43.64619377,-44.33006536,-180.0195412,396.3992335,-332.4902357,13.27482913,-1.466084429,-1.946221552,-1.293348712,-0.744329104,2.48566421,43.06526463,0,0,0,57,138.9055,240,3.1,31.1,45,5.577,6.15,0.01984
NAWWUG,C1=C(C=C(C=C1C(=O)O)C(=O)O)C(=O)O,Ni,6.939393939,152.6444687,5.326530612,-48.48979592,-59.26530612,46.31972789,-18.31292517,539.7217501,-54.9712958,-55.01681737,15.28189589,-4.208271429,-17.17443023,-0.918367347,1.734693878,2.188865482,81.72840318,0,0,2.699722222,28,58.693,163,4.4,6.8,112,7.64,8.912,0.28116
NAXVOY01,C(=O)O,Mg,6.089439787,146.7274789,-8.64,-1.12,0,-2.16,-2.88,0,0,-82.42248586,0,0,0.431820984,-0.924871318,0.983015531,-22.0557955,23.35832815,0,0,0,12,24.305,173,3.75,10.6,-40,7.646,1.74,0.2513
NAXVOY02,C(=O)O,Mg,6.089439787,146.7274789,-8.64,-1.12,0,-2.16,-2.88,0,0,-82.42248586,0,0,0.431820984,-0.924871318,0.983015531,-22.0557955,23.35832815,0,0,0,12,24.305,173,3.75,10.6,-40,7.646,1.74,0.2543
NAXVOY03,C(=O)O,Mg,6.089439787,146.7274789,-8.64,-1.12,0,-2.16,-2.88,0,0,-82.42248586,0,0,0.431820984,-0.924871318,0.983015531,-22.0557955,23.35832815,0,0,0,12,24.305,173,3.75,10.6,-40,7.646,1.74,0.24956
NAXVOY04,C(=O)O,Mg,6.089439787,146.7274789,-8.64,-1.12,0,-2.16,-2.88,0,0,-82.42248586,0,0,0.431820984,-0.924871318,0.983015531,-22.0557955,23.35832815,0,0,0,12,24.305,173,3.75,10.6,-40,7.646,1.74,0.25612
NAYZUK,C1=CC=C2C(=C1)C(=CC=C2C(=O)O)C(=O)O,In,5.182222222,130.6515115,14.88888889,-12.77777778,35.66666667,36.66666667,-3.444444444,-310.886279,-55.760216,-109.2228995,-493.3278434,-1.067288889,-2.779407101,-0.837606838,-0.768888889,0.202953053,26.48408176,0,0,9.193949358,49,114.818,193,3.1,9.7,29,5.786,7.31,0.34668
NAZBAT,C1=CC=C2C(=C1)C(=CC=C2C(=O)O)C(=O)O,In,5.182222222,130.6515115,14.88888889,-12.77777778,35.66666667,36.66666667,-3.444444444,-310.886279,-55.760216,-109.2228995,-493.3278434,-1.067288889,-2.779407101,-0.837606838,-0.768888889,0.202953053,26.48408176,0,0,9.193949358,49,114.818,193,3.1,9.7,29,5.786,7.31,0.44678
NDAIAH,C(C(=O)O)NCC(=O)O,Nd,6.270833333,121.9371318,-5.765625,-37.3125,-29.6875,32.56586372,-39.72960069,-282.8518346,395.7477922,-224.939951,-71.67618093,-0.279,6.083206606,-0.424592391,-1.625,0.506101047,44.37227335,0,0,0,60,144.24,229,3.1,31.4,185,5.525,7.01,0.10606
NEBNOZ,C1=CC2=C(C=CC(=C2)C(=O)O)C=C1C(=O)O,Zn,4.208994709,173.8794816,0.888888889,-42.44444444,-25.77777778,37.77777778,-0.222222222,302.011838,-21.964198,-109.2228995,274.7735749,-1.979622222,-13.71323248,-0.811965812,0.706349206,0.202953053,22.0485913,0,0,9.148454271,30,65.4,139,4.45,6.4,-60,9.394,7.134,0.31754
NEBTAS,C1=CN=CC=C1C(=O)O,Cd,6.083333333,49.71122125,-6.326530612,-20.7755102,0,14.82086168,-3.732993197,43.10140224,80.6431326,-126.5633675,153.9775161,-1.049444898,-5.761308638,-1.177228786,0.695578231,-3.129332876,23.35832815,0,0,2.893518519,48,112.41,158,4.33,7.2,-70,8.994,8.69,0.25192
NEFKIV,C(=O)(C(=O)O)O,U,1,146.7274789,5.5,-6.5,0,2.722222222,21.83333333,104.9856391,0,-88.06441393,69.19802825,-1.506975,0.069150389,-6.5625,14.0625,5.4849955,23.35832815,0,0,0,92,238.0289,240,3.4,27.4,51,6.194,18.95,0.32184
NEFKIV01,C(=O)(C(=O)O)O,U,1,146.7274789,5.5,-6.5,0,2.722222222,21.83333333,104.9856391,0,-88.06441393,69.19802825,-1.506975,0.069150389,-6.5625,14.0625,5.4849955,23.35832815,0,0,0,92,238.0289,240,3.4,27.4,51,6.194,18.95,0.324
NEHGEP,C1=CN=CC=C1C2=CC=NC=C2,Co,2.5,116.6028796,-28.08,-29.42,1.69,-3.111111111,-2.666666667,87.61725472,77.00815584,-168.53654,-97.35287001,-0.031066,5.60363627,-0.325294118,0.585,-6.11030994,23.35832815,0,11.12690298,7.925925926,27,58.93319,192,4.3,7.5,64,7.881,8.86,0.36676
NEHGOZ,C1=CN=CC=C1C2=CC=NC=C2,Co,2.5,116.6028796,-28.08,-29.42,1.69,-3.111111111,-2.666666667,87.61725472,77.00815584,-168.53654,-97.35287001,-0.031066,5.60363627,-0.325294118,0.585,-6.11030994,23.35832815,0,11.12690298,7.925925926,27,58.93319,192,4.3,7.5,64,7.881,8.86,0.368
NEHGUF,C1=CN=CC=C1C2=CC=NC=C2,Co,2.5,116.6028796,-28.08,-29.42,1.69,-3.111111111,-2.666666667,87.61725472,77.00815584,-168.53654,-97.35287001,-0.031066,5.60363627,-0.325294118,0.585,-6.11030994,23.35832815,0,11.12690298,7.925925926,27,58.93319,192,4.3,7.5,64,7.881,8.86,0.35966
NEHHAM,C1=CN=CC=C1C2=CC=NC=C2,Co,2.5,116.6028796,-28.08,-29.42,1.69,-3.111111111,-2.666666667,87.61725472,77.00815584,-168.53654,-97.35287001,-0.031066,5.60363627,-0.325294118,0.585,-6.11030994,23.35832815,0,11.12690298,7.925925926,27,58.93319,192,4.3,7.5,64,7.881,8.86,0.36928
NEHHUG,C1=CN=CC=C1C2=CC=NC=C2,Co,2.5,116.6028796,-28.08,-29.42,1.69,-3.111111111,-2.666666667,87.61725472,77.00815584,-168.53654,-97.35287001,-0.031066,5.60363627,-0.325294118,0.585,-6.11030994,23.35832815,0,11.12690298,7.925925926,27,58.93319,192,4.3,7.5,64,7.881,8.86,0.36942
NEHJAO,C1=CN=CC=C1C2=CC=NC=C2,Co,2.5,116.6028796,-28.08,-29.42,1.69,-3.111111111,-2.666666667,87.61725472,77.00815584,-168.53654,-97.35287001,-0.031066,5.60363627,-0.325294118,0.585,-6.11030994,23.35832815,0,11.12690298,7.925925926,27,58.93319,192,4.3,7.5,64,7.881,8.86,0.36706
NEHJES,C1=CN=CC=C1C2=CC=NC=C2,Co,2.5,116.6028796,-28.08,-29.42,1.69,-3.111111111,-2.666666667,87.61725472,77.00815584,-168.53654,-97.35287001,-0.031066,5.60363627,-0.325294118,0.585,-6.11030994,23.35832815,0,11.12690298,7.925925926,27,58.93319,192,4.3,7.5,64,7.881,8.86,0.36378
NEHMET,C1=C(C=C(C=C1C(=O)O)C(=O)O)C(=O)O,Cd,6.939393939,152.6444687,5.326530612,-48.48979592,-59.26530612,46.31972789,-18.31292517,539.7217501,-54.9712958,-55.01681737,15.28189589,-4.208271429,-17.17443023,-0.918367347,1.734693878,2.188865482,81.72840318,0,0,2.699722222,48,112.41,158,4.33,7.2,-70,8.994,8.69,0.39596
NEHPIC,C1=CN=CC=C1C2=CC=NC=C2,Co,2.5,116.6028796,-28.08,-29.42,1.69,-3.111111111,-2.666666667,87.61725472,77.00815584,-168.53654,-97.35287001,-0.031066,5.60363627,-0.325294118,0.585,-6.11030994,23.35832815,0,11.12690298,7.925925926,27,58.93319,192,4.3,7.5,64,7.881,8.86,0.36542
NEHRIE,C(CC(=O)O)CC(=O)O,Cu,5.685185185,121.9371318,11.88927336,-54.35294118,-28.65051903,43.64619377,-44.33006536,-180.0195412,396.3992335,-332.4902357,13.27482913,-1.466084429,-1.946221552,-1.293348712,-0.744329104,2.48566421,43.06526463,0,0,0,29,63.55,140,4.48,6.7,119,7.726,8.933,0.16038
NEHROK,C(CC(=O)O)CC(=O)O,Cu,5.685185185,121.9371318,11.88927336,-54.35294118,-28.65051903,43.64619377,-44.33006536,-180.0195412,396.3992335,-332.4902357,13.27482913,-1.466084429,-1.946221552,-1.293348712,-0.744329104,2.48566421,43.06526463,0,0,0,29,63.55,140,4.48,6.7,119,7.726,8.933,0.23056
NEHRUQ,C(CC(=O)O)CC(=O)O,Cu,5.685185185,121.9371318,11.88927336,-54.35294118,-28.65051903,43.64619377,-44.33006536,-180.0195412,396.3992335,-332.4902357,13.27482913,-1.466084429,-1.946221552,-1.293348712,-0.744329104,2.48566421,43.06526463,0,0,0,29,63.55,140,4.48,6.7,119,7.726,8.933,0.23062
NEHSIF,C(CC(=O)O)CC(=O)O,Cu,5.685185185,121.9371318,11.88927336,-54.35294118,-28.65051903,43.64619377,-44.33006536,-180.0195412,396.3992335,-332.4902357,13.27482913,-1.466084429,-1.946221552,-1.293348712,-0.744329104,2.48566421,43.06526463,0,0,0,29,63.55,140,4.48,6.7,119,7.726,8.933,0.23232
NEHZUY,C1=C(C=C(C=C1C(=O)O)C(=O)O)C(=O)O,Cu,6.939393939,152.6444687,5.326530612,-48.48979592,-59.26530612,46.31972789,-18.31292517,539.7217501,-54.9712958,-55.01681737,15.28189589,-4.208271429,-17.17443023,-0.918367347,1.734693878,2.188865482,81.72840318,0,0,2.699722222,29,63.55,140,4.48,6.7,119,7.726,8.933,0.8044
NEKCIS,C1CN2CCN1CC2,Zn,1,146.7274789,-30.18,-40.65,0,-1.125,-2.0625,508.0166554,0,55.00385896,726.9504707,0.127008,10.7960044,0.11,1.21,-2.894982731,23.35832815,0,0,0,30,65.4,139,4.45,6.4,-60,9.394,7.134,0.5266
NEKCIS01,C1CN2CCN1CC2,Zn,1,146.7274789,-30.18,-40.65,0,-1.125,-2.0625,508.0166554,0,55.00385896,726.9504707,0.127008,10.7960044,0.11,1.21,-2.894982731,23.35832815,0,0,0,30,65.4,139,4.45,6.4,-60,9.394,7.134,0.5224
