AATS5s,ATSC2dv,ATSC3dv,ATSC7dv,ATSC2s,ATSC3s,ATSC5m,ATSC6m,ATSC2v,ATSC5v,ATSC4pe,ATSC3i,AATSC4dv,AATSC5dv,AATSC2m,AATSC8v,VSA_EState6,Atomic_Number,AtomicMass,AtomicRadius,Mulliken EN,polarizability(A^3),electron affinity(kJ/mol),IonizationEnergy,Density,Relative Molecular Weight,Permittivity,LogP,MPC,Boiling Point (°C),Target
6.939393939,5.326530612,-48.48979592,-59.26530612,46.31972789,-18.31292517,539.7217501,-54.9712958,-55.01681737,15.28189589,-4.208271429,-17.17443023,-0.918367347,1.734693878,2.188865482,81.72840318,2.699722222,30.0,65.4,139.0,4.45,6.4,-60.0,9.394,7.134,73.09,36.7,-0.85,0.37,153.0,0.40288
6.939393939,5.326530612,-48.48979592,-59.26530612,46.31972789,-18.31292517,539.7217501,-54.9712958,-55.01681737,15.28189589,-4.208271429,-17.17443023,-0.918367347,1.734693878,2.188865482,81.72840318,2.699722222,30.0,65.4,139.0,4.45,6.4,-60.0,9.394,7.134,73.09,36.7,-0.85,0.37,153.0,0.47824
6.939393939,5.326530612,-48.48979592,-59.26530612,46.31972789,-18.31292517,539.7217501,-54.9712958,-55.01681737,15.28189589,-4.208271429,-17.17443023,-0.918367347,1.734693878,2.188865482,81.72840318,2.699722222,30.0,65.4,139.0,4.45,6.4,-60.0,9.394,7.134,73.09,36.7,-0.85,0.37,153.0,0.48064
6.939393939,5.326530612,-48.48979592,-59.26530612,46.31972789,-18.31292517,539.7217501,-54.9712958,-55.01681737,15.28189589,-4.208271429,-17.17443023,-0.918367347,1.734693878,2.188865482,81.72840318,2.699722222,30.0,65.4,139.0,4.45,6.4,-60.0,9.394,7.134,73.09,36.7,-0.85,0.37,153.0,0.46896
6.939393939,5.326530612,-48.48979592,-59.26530612,46.31972789,-18.31292517,539.7217501,-54.9712958,-55.01681737,15.28189589,-4.208271429,-17.17443023,-0.918367347,1.734693878,2.188865482,81.72840318,2.699722222,28.0,58.693,163.0,4.4,6.8,112.0,7.64,8.912,73.09,36.7,-0.85,0.37,153.0,0.28116
5.182222222,14.88888889,-12.77777778,35.66666667,36.66666667,-3.444444444,-310.886279,-55.760216,-109.2228995,-493.3278434,-1.067288889,-2.779407101,-0.837606838,-0.768888889,0.202953053,26.48408176,9.193949358,49.0,114.818,193.0,3.1,9.7,29.0,5.786,7.31,73.09,36.7,-0.85,0.37,153.0,0.44678
4.208994709,0.888888889,-42.44444444,-25.77777778,37.77777778,-0.222222222,302.011838,-21.964198,-109.2228995,274.7735749,-1.979622222,-13.71323248,-0.811965812,0.706349206,0.202953053,22.0485913,9.148454271,30.0,65.4,139.0,4.45,6.4,-60.0,9.394,7.134,73.09,36.7,-0.85,0.37,153.0,0.31754
1.0,-30.18,-40.65,0.0,-1.125,-2.0625,508.0166554,0.0,55.00385896,726.9504707,0.127008,10.7960044,0.11,1.21,-2.894982731,23.35832815,0.0,30.0,65.4,139.0,4.45,6.4,-60.0,9.394,7.134,73.09,36.7,-0.85,0.37,153.0,0.5266
1.0,-30.18,-40.65,0.0,-1.125,-2.0625,508.0166554,0.0,55.00385896,726.9504707,0.127008,10.7960044,0.11,1.21,-2.894982731,23.35832815,0.0,30.0,65.4,139.0,4.45,6.4,-60.0,9.394,7.134,73.09,36.7,-0.85,0.37,153.0,0.5224
4.866666667,-4.326530612,-12.20408163,6.612244898,14.48752834,-3.169501134,25.32871978,-76.6296337,-126.5633675,87.63283563,-0.249644898,-13.41592119,-0.575725027,-0.373469388,-3.129332876,23.35832815,3.08212963,27.0,58.93319,192.0,4.3,7.5,64.0,7.881,8.86,46.07,24.3,-0.31,0.3,78.37,0.15918
4.866666667,-4.326530612,-12.20408163,6.612244898,14.48752834,-3.169501134,25.32871978,-76.6296337,-126.5633675,87.63283563,-0.249644898,-13.41592119,-0.575725027,-0.373469388,-3.129332876,23.35832815,3.08212963,27.0,58.93319,192.0,4.3,7.5,64.0,7.881,8.86,28.0,31.206962209302326,0.2,0.2,-103.7,0.1908
3.374485597,1.0,-45.5,4.75,37.63945578,2.885487528,-50.24567372,530.5430741,-205.9892564,208.2792469,-1.999238776,-13.72631812,-1.116666667,0.305555556,-0.675512816,-14.10257714,12.84127362,27.0,58.93319,192.0,4.3,7.5,64.0,7.881,8.86,73.09,36.7,-0.85,0.37,153.0,0.35338
4.874396135,7.061728395,-31.37037037,22.85185185,33.27846365,-5.21399177,-48.09848646,299.9556375,-139.4970291,254.9866605,-2.510160494,-13.6613542,-1.742283951,-0.081052067,0.602016249,-3.796086632,5.022962963,28.0,58.693,163.0,4.4,6.8,112.0,7.64,8.912,73.09,36.7,-0.85,0.37,153.0,0.41122
6.939393939,5.326530612,-48.48979592,-59.26530612,46.31972789,-18.31292517,539.7217501,-54.9712958,-55.01681737,15.28189589,-4.208271429,-17.17443023,-0.918367347,1.734693878,2.188865482,81.72840318,2.699722222,48.0,112.41,158.0,4.33,7.2,-70.0,8.994,8.69,87.12,37.8,0.937,0.25,166.0,0.57714
1.0,-5.555555556,-48.44444444,0.0,1.985146605,-5.871720679,204.2250042,0.0,-38.5420247,267.0900931,0.071866667,11.12972077,2.22e-16,2.777777778,3.174938037,23.35832815,0.0,30.0,65.4,139.0,4.45,6.4,-60.0,9.394,7.134,30.1,1.0,0.1,0.0,-88.6,0.4561
1.0,-5.555555556,-48.44444444,0.0,1.985146605,-5.871720679,204.2250042,0.0,-38.5420247,267.0900931,0.071866667,11.12972077,2.22e-16,2.777777778,3.174938037,23.35832815,0.0,30.0,65.4,139.0,4.45,6.4,-60.0,9.394,7.134,30.1,1.0,0.1,0.0,-88.6,0.43878
1.0,-5.555555556,-48.44444444,0.0,1.985146605,-5.871720679,204.2250042,0.0,-38.5420247,267.0900931,0.071866667,11.12972077,2.22e-16,2.777777778,3.174938037,23.35832815,0.0,30.0,65.4,139.0,4.45,6.4,-60.0,9.394,7.134,16.04,32.7,-0.24,0.18,-161.5,0.4684
1.0,-5.555555556,-48.44444444,0.0,1.985146605,-5.871720679,204.2250042,0.0,-38.5420247,267.0900931,0.071866667,11.12972077,2.22e-16,2.777777778,3.174938037,23.35832815,0.0,30.0,65.4,139.0,4.45,6.4,-60.0,9.394,7.134,16.04,32.7,-0.24,0.18,-161.5,0.46484
1.0,-5.555555556,-48.44444444,0.0,1.985146605,-5.871720679,204.2250042,0.0,-38.5420247,267.0900931,0.071866667,11.12972077,2.22e-16,2.777777778,3.174938037,23.35832815,0.0,30.0,65.4,139.0,4.45,6.4,-60.0,9.394,7.134,30.1,1.0,0.1,0.0,-88.6,0.45982
1.0,-5.555555556,-48.44444444,0.0,1.985146605,-5.871720679,204.2250042,0.0,-38.5420247,267.0900931,0.071866667,11.12972077,2.22e-16,2.777777778,3.174938037,23.35832815,0.0,30.0,65.4,139.0,4.45,6.4,-60.0,9.394,7.134,16.04,32.7,-0.24,0.18,-161.5,0.46658
1.0,-5.555555556,-48.44444444,0.0,1.985146605,-5.871720679,204.2250042,0.0,-38.5420247,267.0900931,0.071866667,11.12972077,2.22e-16,2.777777778,3.174938037,23.35832815,0.0,30.0,65.4,139.0,4.45,6.4,-60.0,9.394,7.134,16.04,32.7,-0.24,0.18,-161.5,0.47696
5.619047619,6.536296296,-34.58864198,-30.04246914,33.76701875,-31.83165219,17.1281794,289.8112614,15.3797224,-8.112786327,-1.919036,-18.63677144,-0.574554906,-0.58680776,2.971853306,93.98528538,2.548518519,27.0,58.93319,192.0,4.3,7.5,64.0,7.881,8.86,84.1,3.9,2.7,0.27,84.0,0.1086
5.619047619,6.536296296,-34.58864198,-30.04246914,33.76701875,-31.83165219,17.1281794,289.8112614,15.3797224,-8.112786327,-1.919036,-18.63677144,-0.574554906,-0.58680776,2.971853306,93.98528538,2.548518519,48.0,112.41,158.0,4.33,7.2,-70.0,8.994,8.69,73.09,36.7,-0.85,0.37,153.0,0.1878
2.5,-28.08,-29.42,1.69,-3.111111111,-2.666666667,87.61725472,77.00815584,-168.53654,-97.35287001,-0.031066,5.60363627,-0.325294118,0.585,-6.11030994,23.35832815,7.925925926,30.0,65.4,139.0,4.45,6.4,-60.0,9.394,7.134,73.09,36.7,-0.85,0.37,153.0,0.22938
5.821548822,14.01,-34.97,38.92,35.20111111,-14.48555556,-280.433781,224.6625939,4.290158193,-54.96179564,-1.068,-18.95587204,-1.0925,-0.913030303,4.203716805,-6.706334219,3.481203704,49.0,114.818,193.0,3.1,9.7,29.0,5.786,7.31,32.04,32.7,0.791,0.32,65.0,0.48672
7.015873016,2.847750865,-28.25259516,-20.51211073,28.14763552,-6.77585544,129.7041689,104.4732402,-104.8617421,47.33800624,-2.437131488,-0.694726781,-1.401768551,0.840995222,0.791278768,79.5168395,2.235555556,12.0,24.305,173.0,3.75,10.6,-40.0,7.646,1.74,79.1,12.4,0.68,0.19,115.0,0.36574
7.015873016,2.847750865,-28.25259516,-20.51211073,28.14763552,-6.77585544,129.7041689,104.4732402,-104.8617421,47.33800624,-2.437131488,-0.694726781,-1.401768551,0.840995222,0.791278768,79.5168395,2.235555556,12.0,24.305,173.0,3.75,10.6,-40.0,7.646,1.74,92.14,2.38,2.73,0.18,110.6,0.39884
7.015873016,2.847750865,-28.25259516,-20.51211073,28.14763552,-6.77585544,129.7041689,104.4732402,-104.8617421,47.33800624,-2.437131488,-0.694726781,-1.401768551,0.840995222,0.791278768,79.5168395,2.235555556,12.0,24.305,173.0,3.75,10.6,-40.0,7.646,1.74,106.17,2.49,3.15,0.17,169.0,0.3799
7.015873016,2.847750865,-28.25259516,-20.51211073,28.14763552,-6.77585544,129.7041689,104.4732402,-104.8617421,47.33800624,-2.437131488,-0.694726781,-1.401768551,0.840995222,0.791278768,79.5168395,2.235555556,12.0,24.305,173.0,3.75,10.6,-40.0,7.646,1.74,106.17,2.49,3.15,0.17,169.0,0.38762
7.015873016,2.847750865,-28.25259516,-20.51211073,28.14763552,-6.77585544,129.7041689,104.4732402,-104.8617421,47.33800624,-2.437131488,-0.694726781,-1.401768551,0.840995222,0.791278768,79.5168395,2.235555556,12.0,24.305,173.0,3.75,10.6,-40.0,7.646,1.74,128.16,2.48,3.15,0.19,176.0,0.3915
6.089439787,-8.64,-1.12,0.0,-2.16,-2.88,0.0,0.0,-82.42248586,0.0,0.0,0.431820984,-0.924871318,0.983015531,-22.0557955,23.35832815,0.0,30.0,65.4,139.0,4.45,6.4,-60.0,9.394,7.134,73.09,36.7,-0.85,0.37,153.0,0.25572
4.208994709,0.888888889,-42.44444444,-25.77777778,37.77777778,-0.222222222,302.011838,-21.964198,-109.2228995,274.7735749,-1.979622222,-13.71323248,-0.811965812,0.706349206,0.202953053,22.0485913,9.148454271,49.0,114.818,193.0,3.1,9.7,29.0,5.786,7.31,89.13,37.7,-0.55,0.2,174.0,0.52746
6.222222222,-4.211072664,-30.1349481,-11.15570934,27.39600154,-14.94579008,268.30865,-142.4357142,-30.12566296,91.82694363,-1.284416609,-24.15715809,-0.47321322,1.258362168,-0.123804066,79.5168395,1.053240741,25.0,54.93804,197.0,3.72,9.4,-50.0,7.434,7.3,73.09,36.7,-0.85,0.37,153.0,0.17202
4.874396135,7.061728395,-31.37037037,22.85185185,33.27846365,-5.21399177,-48.09848646,299.9556375,-139.4970291,254.9866605,-2.510160494,-13.6613542,-1.742283951,-0.081052067,0.602016249,-3.796086632,5.022962963,30.0,65.4,139.0,4.45,6.4,-60.0,9.394,7.134,46.07,24.3,-0.31,0.3,78.37,0.10768
3.81712963,1.750297265,-61.79310345,34.89179548,36.66115075,-6.680076628,-113.0903355,355.1154057,-315.5260643,121.3910449,-3.370697979,-13.30086095,-1.511296076,-0.034284582,-0.011326782,-1.016590183,11.88033846,30.0,65.4,139.0,4.45,6.4,-60.0,9.394,7.134,73.09,36.7,-0.85,0.37,153.0,0.10438
3.374485597,1.0,-45.5,4.75,37.63945578,2.885487528,-50.24567372,530.5430741,-205.9892564,208.2792469,-1.999238776,-13.72631812,-1.116666667,0.305555556,-0.675512816,-14.10257714,12.84127362,30.0,65.4,139.0,4.45,6.4,-60.0,9.394,7.134,73.09,36.7,-0.85,0.37,153.0,0.25864
14.89694042,14.47187929,-47.52263374,-20.1399177,65.14982472,-64.21033379,337.5087267,-388.7132481,100.0420278,-788.6968901,-4.78078738,-1.189091222,-0.307270233,0.745333095,3.099595699,32.34570947,0.295648148,30.0,65.4,139.0,4.45,6.4,-60.0,9.394,7.134,101.14,36.7,0.945,0.2,152.0,0.50002
6.939393939,5.326530612,-48.48979592,-59.26530612,46.31972789,-18.31292517,539.7217501,-54.9712958,-55.01681737,15.28189589,-4.208271429,-17.17443023,-0.918367347,1.734693878,2.188865482,81.72840318,2.699722222,30.0,65.4,139.0,4.45,6.4,-60.0,9.394,7.134,41.05,37.5,0.34,0.26,81.6,0.58022
6.939393939,5.326530612,-48.48979592,-59.26530612,46.31972789,-18.31292517,539.7217501,-54.9712958,-55.01681737,15.28189589,-4.208271429,-17.17443023,-0.918367347,1.734693878,2.188865482,81.72840318,2.699722222,30.0,65.4,139.0,4.45,6.4,-60.0,9.394,7.134,101.14,36.7,0.945,0.2,152.0,0.65968
4.874396135,7.061728395,-31.37037037,22.85185185,33.27846365,-5.21399177,-48.09848646,299.9556375,-139.4970291,254.9866605,-2.510160494,-13.6613542,-1.742283951,-0.081052067,0.602016249,-3.796086632,5.022962963,30.0,65.4,139.0,4.45,6.4,-60.0,9.394,7.134,73.09,36.7,-0.85,0.37,153.0,0.2096
4.588374486,21.77777778,-3.555555556,140.4444444,52.30013086,6.780330881,-297.1101868,929.853764,-155.6229214,270.910299,-4.989431217,-24.47663291,-1.444444444,-1.125925926,2.85108185,-0.95090704,9.574319938,20.0,40.08,231.0,2.2,22.8,2.0,6.113,1.54,28.05,1.69,0.04,0.12,-103.7,0.14494
4.588374486,21.77777778,-3.555555556,140.4444444,52.30013086,6.780330881,-297.1101868,929.853764,-155.6229214,270.910299,-4.989431217,-24.47663291,-1.444444444,-1.125925926,2.85108185,-0.95090704,9.574319938,20.0,40.08,231.0,2.2,22.8,2.0,6.113,1.54,30.07,1.69,0.28,0.15,-88.6,0.14616
5.301491687,4.043286084,-23.57933242,19.39871971,34.93662702,-11.00357895,558.2873655,-236.3981478,5.538309272,73.17976101,-1.272353086,-11.32452737,-1.4987902,-0.114020265,-0.081819358,15.20973491,2.019197531,30.0,65.4,139.0,4.45,6.4,-60.0,9.394,7.134,73.09,36.7,-0.85,0.37,153.0,0.44842
4.874396135,7.061728395,-31.37037037,22.85185185,33.27846365,-5.21399177,-48.09848646,299.9556375,-139.4970291,254.9866605,-2.510160494,-13.6613542,-1.742283951,-0.081052067,0.602016249,-3.796086632,5.022962963,30.0,65.4,139.0,4.45,6.4,-60.0,9.394,7.134,87.12,32.2,-0.85,0.25,165.1,0.51932
6.089439787,-8.64,-1.12,0.0,-2.16,-2.88,0.0,0.0,-82.42248586,0.0,0.0,0.431820984,-0.924871318,0.983015531,-22.0557955,23.35832815,0.0,12.0,24.305,173.0,3.75,10.6,-40.0,7.646,1.74,45.09,3.9,0.67,0.2,3.2,0.23012
6.083333333,-6.326530612,-20.7755102,0.0,14.82086168,-3.732993197,43.10140224,80.6431326,-126.5633675,153.9775161,-1.049444898,-5.761308638,-1.177228786,0.695578231,-3.129332876,23.35832815,2.893518519,48.0,112.41,158.0,4.33,7.2,-70.0,8.994,8.69,73.09,36.7,-0.85,0.37,153.0,0.26078
6.083333333,-6.326530612,-20.7755102,0.0,14.82086168,-3.732993197,43.10140224,80.6431326,-126.5633675,153.9775161,-1.049444898,-5.761308638,-1.177228786,0.695578231,-3.129332876,23.35832815,2.893518519,25.0,54.93804,197.0,3.72,9.4,-50.0,7.434,7.3,73.09,36.7,-0.85,0.37,153.0,0.15964
2.5,-28.08,-29.42,1.69,-3.111111111,-2.666666667,87.61725472,77.00815584,-168.53654,-97.35287001,-0.031066,5.60363627,-0.325294118,0.585,-6.11030994,23.35832815,7.925925926,29.0,63.55,140.0,4.48,6.7,119.0,7.726,8.933,46.03,59.0,-0.39,0.24,100.8,0.0428
4.874396135,7.061728395,-31.37037037,22.85185185,33.27846365,-5.21399177,-48.09848646,299.9556375,-139.4970291,254.9866605,-2.510160494,-13.6613542,-1.742283951,-0.081052067,0.602016249,-3.796086632,5.022962963,28.0,58.693,163.0,4.4,6.8,112.0,7.64,8.912,73.09,36.7,-0.85,0.37,153.0,0.44462
3.406349206,7.122769064,-74.70308275,133.1195241,56.84442041,2.407427438,-499.7510135,345.1171454,-388.8149985,-209.4552147,-4.049456463,-11.4038192,-1.302707346,-0.35027428,0.034641831,-1.026993979,18.5093487,90.0,232.038,237.0,3.2,32.1,113.0,6.08,11.72,73.09,36.7,-0.85,0.37,153.0,0.42828
6.939393939,5.326530612,-48.48979592,-59.26530612,46.31972789,-18.31292517,539.7217501,-54.9712958,-55.01681737,15.28189589,-4.208271429,-17.17443023,-0.918367347,1.734693878,2.188865482,81.72840318,2.699722222,48.0,112.41,158.0,4.33,7.2,-70.0,8.994,8.69,87.12,32.2,-0.85,0.25,165.1,0.5212
6.939393939,5.326530612,-48.48979592,-59.26530612,46.31972789,-18.31292517,539.7217501,-54.9712958,-55.01681737,15.28189589,-4.208271429,-17.17443023,-0.918367347,1.734693878,2.188865482,81.72840318,2.699722222,48.0,112.41,158.0,4.33,7.2,-70.0,8.994,8.69,87.12,32.2,-0.85,0.25,165.1,0.53714
6.222222222,-4.211072664,-30.1349481,-11.15570934,27.39600154,-14.94579008,268.30865,-142.4357142,-30.12566296,91.82694363,-1.284416609,-24.15715809,-0.47321322,1.258362168,-0.123804066,79.5168395,1.053240741,83.0,208.9804,207.0,4.69,7.4,91.0,7.289,9.807,73.09,36.7,-0.85,0.37,153.0,0.59196
3.720867209,-1.668639053,-43.73964497,32.66863905,31.30177515,-5.586456279,-32.94045473,292.8465004,-140.2220272,281.4722231,-1.561618935,-19.25705899,-1.231715976,0.138115168,-0.39660291,-12.23068983,5.868414588,64.0,157.2,237.0,3.1,23.5,13.0,6.15,7.9,73.09,36.7,-0.85,0.37,153.0,0.4861
4.588374486,21.77777778,-3.555555556,140.4444444,52.30013086,6.780330881,-297.1101868,929.853764,-155.6229214,270.910299,-4.989431217,-24.47663291,-1.444444444,-1.125925926,2.85108185,-0.95090704,9.574319938,48.0,112.41,158.0,4.33,7.2,-70.0,8.994,8.69,73.09,36.7,-0.85,0.37,153.0,0.58676
4.874396135,7.061728395,-31.37037037,22.85185185,33.27846365,-5.21399177,-48.09848646,299.9556375,-139.4970291,254.9866605,-2.510160494,-13.6613542,-1.742283951,-0.081052067,0.602016249,-3.796086632,5.022962963,30.0,65.4,139.0,4.45,6.4,-60.0,9.394,7.134,101.14,36.7,0.945,0.2,152.0,0.30256
4.874396135,7.061728395,-31.37037037,22.85185185,33.27846365,-5.21399177,-48.09848646,299.9556375,-139.4970291,254.9866605,-2.510160494,-13.6613542,-1.742283951,-0.081052067,0.602016249,-3.796086632,5.022962963,23.0,50.9415,179.0,3.6,12.4,51.0,6.746,6.0,84.11,2.6,2.08,0.2,84.0,0.46554
4.874396135,7.061728395,-31.37037037,22.85185185,33.27846365,-5.21399177,-48.09848646,299.9556375,-139.4970291,254.9866605,-2.510160494,-13.6613542,-1.742283951,-0.081052067,0.602016249,-3.796086632,5.022962963,23.0,50.9415,179.0,3.6,12.4,51.0,6.746,6.0,58.08,20.7,-0.24,0.17,56.05,0.35538
1.0,5.5,-6.5,0.0,2.722222222,21.83333333,104.9856391,0.0,-88.06441393,69.19802825,-1.506975,0.069150389,-6.5625,14.0625,5.4849955,23.35832815,0.0,48.0,112.41,158.0,4.33,7.2,-70.0,8.994,8.69,32.04,32.7,0.791,0.32,65.0,0.16484
6.089439787,-8.64,-1.12,0.0,-2.16,-2.88,0.0,0.0,-82.42248586,0.0,0.0,0.431820984,-0.924871318,0.983015531,-22.0557955,23.35832815,0.0,65.0,158.92535,221.0,3.1,25.5,112.0,5.864,8.23,153.82,2.24,2.18,0.23,76.72,0.1164
6.939393939,5.326530612,-48.48979592,-59.26530612,46.31972789,-18.31292517,539.7217501,-54.9712958,-55.01681737,15.28189589,-4.208271429,-17.17443023,-0.918367347,1.734693878,2.188865482,81.72840318,2.699722222,3.0,7.0,182.0,3.01,24.3,60.0,5.392,0.534,45.09,3.9,0.67,0.2,3.2,0.35036
14.89694042,14.47187929,-47.52263374,-20.1399177,65.14982472,-64.21033379,337.5087267,-388.7132481,100.0420278,-788.6968901,-4.78078738,-1.189091222,-0.307270233,0.745333095,3.099595699,32.34570947,0.295648148,30.0,65.4,139.0,4.45,6.4,-60.0,9.394,7.134,73.09,36.7,-0.85,0.37,153.0,0.17606
3.374485597,1.0,-45.5,4.75,37.63945578,2.885487528,-50.24567372,530.5430741,-205.9892564,208.2792469,-1.999238776,-13.72631812,-1.116666667,0.305555556,-0.675512816,-14.10257714,12.84127362,30.0,65.4,139.0,4.45,6.4,-60.0,9.394,7.134,41.05,37.5,0.34,0.26,81.6,0.1414
3.720867209,-1.668639053,-43.73964497,32.66863905,31.30177515,-5.586456279,-32.94045473,292.8465004,-140.2220272,281.4722231,-1.561618935,-19.25705899,-1.231715976,0.138115168,-0.39660291,-12.23068983,5.868414588,26.0,55.84,194.0,4.06,8.4,15.0,7.902,7.874,73.09,36.7,-0.85,0.37,153.0,0.3895
3.81712963,1.750297265,-61.79310345,34.89179548,36.66115075,-6.680076628,-113.0903355,355.1154057,-315.5260643,121.3910449,-3.370697979,-13.30086095,-1.511296076,-0.034284582,-0.011326782,-1.016590183,11.88033846,30.0,65.4,139.0,4.45,6.4,-60.0,9.394,7.134,73.09,36.7,-0.85,0.37,153.0,0.23072
5.182222222,14.88888889,-12.77777778,35.66666667,36.66666667,-3.444444444,-310.886279,-55.760216,-109.2228995,-493.3278434,-1.067288889,-2.779407101,-0.837606838,-0.768888889,0.202953053,26.48408176,9.193949358,30.0,65.4,139.0,4.45,6.4,-60.0,9.394,7.134,73.09,36.7,-0.85,0.37,153.0,0.16038
2.5,-28.08,-29.42,1.69,-3.111111111,-2.666666667,87.61725472,77.00815584,-168.53654,-97.35287001,-0.031066,5.60363627,-0.325294118,0.585,-6.11030994,23.35832815,7.925925926,30.0,65.4,139.0,4.45,6.4,-60.0,9.394,7.134,73.09,36.7,-0.85,0.37,153.0,0.34188
1.98,-32.1183432,-38.14792899,-0.355029586,-1.452662722,-4.14809336,353.8847124,30.28157643,-262.3018224,674.3291608,-0.007770414,-3.734622442,-0.080648696,0.468639053,-4.935734901,0.844572563,8.226944444,29.0,63.55,140.0,4.48,6.7,119.0,7.726,8.933,78.11,2.2,2.13,0.16,80.1,0.45778
4.387152778,3.511966701,-55.38189386,-75.10093652,54.8314256,-3.199676263,472.9017234,151.7267787,-127.6428303,314.4336725,-3.170322477,-17.78670351,-0.692790248,0.916915973,0.654011749,7.934098653,9.47030712,48.0,112.41,158.0,4.33,7.2,-70.0,8.994,8.69,87.12,32.2,-0.85,0.25,165.1,0.2176
4.874396135,7.061728395,-31.37037037,22.85185185,33.27846365,-5.21399177,-48.09848646,299.9556375,-139.4970291,254.9866605,-2.510160494,-13.6613542,-1.742283951,-0.081052067,0.602016249,-3.796086632,5.022962963,30.0,65.4,139.0,4.45,6.4,-60.0,9.394,7.134,32.04,32.7,0.791,0.32,65.0,0.07876
1.0,5.5,-6.5,0.0,2.722222222,21.83333333,104.9856391,0.0,-88.06441393,69.19802825,-1.506975,0.069150389,-6.5625,14.0625,5.4849955,23.35832815,0.0,30.0,65.4,139.0,4.45,6.4,-60.0,9.394,7.134,60.1,18.8,-0.25,0.29,97.2,0.26304
4.208994709,0.888888889,-42.44444444,-25.77777778,37.77777778,-0.222222222,302.011838,-21.964198,-109.2228995,274.7735749,-1.979622222,-13.71323248,-0.811965812,0.706349206,0.202953053,22.0485913,9.148454271,30.0,65.4,139.0,4.45,6.4,-60.0,9.394,7.134,73.09,36.7,-0.85,0.37,153.0,0.23206
3.515151515,-9.0,-3.0,-65.25,-1.925925926,-0.444444444,99.502764,-378.735348,-233.8056233,619.5860344,-1.238475,-29.09014543,-0.315217391,-0.295454545,-2.890111,-12.97988325,11.26185185,30.0,65.4,139.0,4.45,6.4,-60.0,9.394,7.134,186.03,2.98,3.37,0.2,173.8,0.46142
3.515151515,-9.0,-3.0,-65.25,-1.925925926,-0.444444444,99.502764,-378.735348,-233.8056233,619.5860344,-1.238475,-29.09014543,-0.315217391,-0.295454545,-2.890111,-12.97988325,11.26185185,30.0,65.4,139.0,4.45,6.4,-60.0,9.394,7.134,186.03,2.98,3.37,0.2,173.8,0.4557
4.874396135,7.061728395,-31.37037037,22.85185185,33.27846365,-5.21399177,-48.09848646,299.9556375,-139.4970291,254.9866605,-2.510160494,-13.6613542,-1.742283951,-0.081052067,0.602016249,-3.796086632,5.022962963,25.0,54.93804,197.0,3.72,9.4,-50.0,7.434,7.3,73.09,36.7,-0.85,0.37,153.0,0.23642
4.208994709,0.888888889,-42.44444444,-25.77777778,37.77777778,-0.222222222,302.011838,-21.964198,-109.2228995,274.7735749,-1.979622222,-13.71323248,-0.811965812,0.706349206,0.202953053,22.0485913,9.148454271,30.0,65.4,139.0,4.45,6.4,-60.0,9.394,7.134,73.09,36.7,-0.85,0.37,153.0,0.32162
6.939393939,5.326530612,-48.48979592,-59.26530612,46.31972789,-18.31292517,539.7217501,-54.9712958,-55.01681737,15.28189589,-4.208271429,-17.17443023,-0.918367347,1.734693878,2.188865482,81.72840318,2.699722222,29.0,63.55,140.0,4.48,6.7,119.0,7.726,8.933,73.09,36.7,-0.85,0.37,153.0,0.29104
6.939393939,5.326530612,-48.48979592,-59.26530612,46.31972789,-18.31292517,539.7217501,-54.9712958,-55.01681737,15.28189589,-4.208271429,-17.17443023,-0.918367347,1.734693878,2.188865482,81.72840318,2.699722222,29.0,63.55,140.0,4.48,6.7,119.0,7.726,8.933,73.09,36.7,-0.85,0.37,153.0,0.29218
6.939393939,5.326530612,-48.48979592,-59.26530612,46.31972789,-18.31292517,539.7217501,-54.9712958,-55.01681737,15.28189589,-4.208271429,-17.17443023,-0.918367347,1.734693878,2.188865482,81.72840318,2.699722222,28.0,58.693,163.0,4.4,6.8,112.0,7.64,8.912,92.1,2.4,2.5,0.29,110.6,0.41196
6.083333333,-6.326530612,-20.7755102,0.0,14.82086168,-3.732993197,43.10140224,80.6431326,-126.5633675,153.9775161,-1.049444898,-5.761308638,-1.177228786,0.695578231,-3.129332876,23.35832815,2.893518519,29.0,63.55,140.0,4.48,6.7,119.0,7.726,8.933,46.07,24.3,-0.31,0.3,78.37,0.15772
4.208994709,0.888888889,-42.44444444,-25.77777778,37.77777778,-0.222222222,302.011838,-21.964198,-109.2228995,274.7735749,-1.979622222,-13.71323248,-0.811965812,0.706349206,0.202953053,22.0485913,9.148454271,30.0,65.4,139.0,4.45,6.4,-60.0,9.394,7.134,73.09,36.7,-0.85,0.37,153.0,0.11248
4.075757576,3.111111111,-49.77777778,34.0,36.02666667,-4.537777778,-71.40697788,179.6614451,-332.1829542,472.2680899,-3.552833778,-27.84063931,-1.507936508,-0.373737374,-0.355741292,7.787647639,11.89993819,65.0,158.92535,221.0,3.1,25.5,112.0,5.864,8.23,73.09,36.7,-0.85,0.37,153.0,0.5972
3.81712963,1.750297265,-61.79310345,34.89179548,36.66115075,-6.680076628,-113.0903355,355.1154057,-315.5260643,121.3910449,-3.370697979,-13.30086095,-1.511296076,-0.034284582,-0.011326782,-1.016590183,11.88033846,25.0,54.93804,197.0,3.72,9.4,-50.0,7.434,7.3,73.09,36.7,-0.85,0.37,153.0,0.08376
