code,SMILES,Metal,AATS4dv,AATS4s,AATS0i,AATS6i,ATSC2dv,ATSC3dv,ATSC0Z,ATSC3v,ATSC4v,ATSC5v,ATSC6pe,ATSC7i,AATSC4dv,AATSC5dv,AATSC4Z,AATSC0v,AATSC1v,MIC1,MID_O,SLogP,Atomic_Number,AtomicMass,AtomicRadius,Mulliken EN,polarizability(A^3),electron affinity(kJ/mol),IonizationEnergy,Density,Density
FAMTAO,C1(=C(C(=O)C1=O)O)O,Mn,7.5,14.16666667,161.8817872,169.7560012,1.28,9.88,65.6,-216.6322378,-82.63378003,103.2881151,0,0,-2.76,-0.76,-4.31,30.19776182,11.33441226,26.48298308,6.908609699,-1.3062,25,54.93804,197,3.72,9.4,-50,7.434,7.3,1.80938
FAPTIB,C1=C(C=C(C=C1C(=O)O)N)C(=O)O,Cd,6.225,4.902777778,163.0911809,180.9010091,9.01,-33.17,158.2,-553.7457065,31.02850549,-355.2791089,-1.4004,7.893712932,-0.12,0.445172414,-0.16,42.37728459,9.038133208,30.24642141,6.828292156,0.6652,48,112.41,158,4.33,7.2,-70,8.994,8.69,1.03027
FAPTOH,C1=C(C=C(C=C1C(=O)O)N)C(=O)O,Cd,6.225,4.902777778,163.0911809,180.9010091,9.01,-33.17,158.2,-553.7457065,31.02850549,-355.2791089,-1.4004,7.893712932,-0.12,0.445172414,-0.16,42.37728459,9.038133208,30.24642141,6.828292156,0.6652,48,112.41,158,4.33,7.2,-70,8.994,8.69,1.02549
FAPTUN,C1=C(C=C(C=C1C(=O)O)N)C(=O)O,Cu,6.225,4.902777778,163.0911809,180.9010091,9.01,-33.17,158.2,-553.7457065,31.02850549,-355.2791089,-1.4004,7.893712932,-0.12,0.445172414,-0.16,42.37728459,9.038133208,30.24642141,6.828292156,0.6652,29,63.55,140,4.48,6.7,119,7.726,8.933,0.983447
FAPVAV,C1=C(C=C(C=C1C(=O)O)N)C(=O)O,Co,6.225,4.902777778,163.0911809,180.9010091,9.01,-33.17,158.2,-553.7457065,31.02850549,-355.2791089,-1.4004,7.893712932,-0.12,0.445172414,-0.16,42.37728459,9.038133208,30.24642141,6.828292156,0.6652,27,58.93319,192,4.3,7.5,64,7.881,8.86,0.961979
FAQHAI,C1=C(C=C(C=C1C(=O)O)N)C(=O)O,Co,6.225,4.902777778,163.0911809,180.9010091,9.01,-33.17,158.2,-553.7457065,31.02850549,-355.2791089,-1.4004,7.893712932,-0.12,0.445172414,-0.16,42.37728459,9.038133208,30.24642141,6.828292156,0.6652,27,58.93319,192,4.3,7.5,64,7.881,8.86,1.45723
FAQLER,C1=C(C=C(C=C1C(=O)O)C(=O)O)C2=CC(=CC(=C2)C(=O)O)C(=O)O,V,7.7,4.858333333,157.6910737,155.9380745,2,-72,248,-759.8481655,10.48444149,370.5888096,2.212167474,14.31855002,-0.475,1.162162162,-1.45,40.7487866,7.137168855,27.40525765,13.70205868,2.1464,23,50.9415,179,3.6,12.4,51,6.746,6,1.11157
FAQLER01,C1=C(C=C(C=C1C(=O)O)C(=O)O)C2=CC(=CC(=C2)C(=O)O)C(=O)O,V,7.7,4.858333333,157.6910737,155.9380745,2,-72,248,-759.8481655,10.48444149,370.5888096,2.212167474,14.31855002,-0.475,1.162162162,-1.45,40.7487866,7.137168855,27.40525765,13.70205868,2.1464,23,50.9415,179,3.6,12.4,51,6.746,6,1.11071
FAQLIV,C1=C(C=C(C=C1C(=O)O)C(=O)O)C2=CC(=CC(=C2)C(=O)O)C(=O)O,V,7.7,4.858333333,157.6910737,155.9380745,2,-72,248,-759.8481655,10.48444149,370.5888096,2.212167474,14.31855002,-0.475,1.162162162,-1.45,40.7487866,7.137168855,27.40525765,13.70205868,2.1464,23,50.9415,179,3.6,12.4,51,6.746,6,1.13429
FAQVEA,C1=CN=CC=C1C(=O)O,Zn,4.526315789,5.280701754,161.9640736,189.1588115,-6.326530612,-20.7755102,105.4285714,-187.9426401,-295.0873899,153.9775161,0.124438776,0,-1.177228786,0.695578231,-2.169709989,44.15534175,1.211667415,31.18866227,3.407582445,0.7798,30,65.4,139,4.45,6.4,-60,9.394,7.134,1.46606
FASHAK,C1=C(C=C(C=C1C(=O)O)O)C(=O)O,Pr,7.527777778,5.595679012,160.5851153,178.4766186,-0.872576177,-39.95567867,148.9473684,-479.2679442,5.313848326,-171.0374962,-0.822231579,7.749371444,-0.159510619,1.383336885,-0.478224069,40.68554192,8.082498684,28.99300178,8.591393826,0.7886,59,140.90766,239,3.1,28.2,93,5.464,6.77,1.38326
FAVKAP,C(=C/C(=O)O)\C(=O)O,Fe,7.333333333,6.277777778,165.721098,185.1842767,0,-44,104,-133.043857,12.7780432,22.25755962,-1.5052,0.597289909,-0.166666667,4.625,-1,38.11370535,4.185616201,25.00348062,6.735810142,-0.2882,26,55.84,194,4.06,8.4,15,7.902,7.874,1.36747
FEBPUY,C1=CN=CC(=C1C(=O)O)C(=O)O,Cu,9.448275862,7.367816092,162.6584682,183.3292995,0.788927336,-21.42906574,126.9411765,-176.3645265,-413.5237524,-105.3155015,-1.597474048,1.631225119,-0.603030665,0.094146482,-0.953943444,38.72707241,4.373896611,33.19105079,6.833332039,0.478,29,63.55,140,4.48,6.7,119,7.726,8.933,1.34308
FECXAO,C1=CC(=CC=C1C2=CC(=CC(=C2)C3=CC=C(C=C3)C(=O)O)C4=CC=C(C=C4)C(=O)O)C(=O)O,La,5,3.76984127,154.2092758,148.3284262,-6.633217993,-80.28373702,354.7058824,-754.9589994,-1059.364533,911.6421651,1.811200692,-37.6854775,-0.719723183,0.171033119,-1.525045312,47.67586017,4.931318336,22.88855258,10.25835384,5.7822,57,138.9055,240,3.1,31.1,45,5.577,6.15,1.12927
FECXUI,C1=CC2=C(C=CC(=C2)C(=O)O)C=C1C(=O)O,Zn,5.307692308,4.363247863,155.944943,160.4274476,0.888888889,-42.44444444,173.3333333,-448.9353286,-506.5582561,274.7735749,-0.822288889,5.481638718,-0.811965812,0.706349206,-1.888888889,45.02791735,5.667693064,25.13285217,6.848610706,2.2362,30,65.4,139,4.45,6.4,-60,9.394,7.134,0.959059
FEDBEX,C1=C(N=CC(=N1)C(=O)O)C(=O)O,Tm,9.454545455,8.131313131,166.5451258,161.1817141,-3.65625,-25.984375,111.75,-189.8802458,-268.3829826,163.5818227,0.2665875,0.00926724,-1.245738636,0.171875,-2.370738636,33.8779033,3.085965766,34.523,6.827180347,-0.127,69,168.93422,227,3.1,21.8,99,6.184,9.32,1.70256
FEFVES,C1=CN=C(C=N1)C(=O)O,Zn,7.142857143,6.761904762,166.6942374,177.1021883,-7.893491124,-10.73372781,94.92307692,-100.9977382,-170.8088774,29.00710386,-0.459860947,0.565988507,-0.598478445,-0.780407627,-1.246830093,38.87335564,-0.880811933,30.95322631,3.407582445,0.1748,30,65.4,139,4.45,6.4,-60,9.394,7.134,1.27341
FEGNIQ,C1=C(C=C(C=C1C(=O)O)C(=O)O)C(=O)O,Zn,8.285714286,5.865079365,160.1601348,174.6157044,5.326530612,-48.48979592,158.5714286,-484.4214971,-30.14035608,15.28189589,4.969481633,15.12841755,-0.918367347,1.734693878,-2.112244898,38.59684834,7.580096337,28.0923986,10.25825415,0.7812,30,65.4,139,4.45,6.4,-60,9.394,7.134,1.15399
FEGWIA01,C1=CC(=CC=C1C2=CC=C(C=C2)C(=O)O)C(=O)O,Co,4.466666667,4.274074074,155.9322375,157.6435699,1,-45.5,203,-407.0307408,-763.9385164,208.2792469,1.491045918,-12.47760781,-1.116666667,0.305555556,-2.116666667,46.91945671,4.889228509,23.78241367,6.836984153,2.75,27,58.93319,192,4.3,7.5,64,7.881,8.86,1.46143
FEHHEI,CC1=NC=CN1,Mn,0,1.666666667,169.9302885,169.7560012,-5.555555556,-48.44444444,86.66666667,-195.7238121,-266.681362,267.0900931,0,0,2.22E-16,2.777777778,-1.777777778,47.27171693,-4.147766327,23.96150037,0,0.71812,25,54.93804,197,3.72,9.4,-50,7.434,7.3,0.804095
FEJFAE,C1=CN=CC=C1C(=O)O,Mn,4.526315789,5.280701754,161.9640736,189.1588115,-6.326530612,-20.7755102,105.4285714,-187.9426401,-295.0873899,153.9775161,0.124438776,0,-1.177228786,0.695578231,-2.169709989,44.15534175,1.211667415,31.18866227,3.407582445,0.7798,25,54.93804,197,3.72,9.4,-50,7.434,7.3,1.45626
FELZAA,C1=CC(=C(C=C1C(=O)O)C(=O)O)C(=O)O,Zn,8.761904762,6.642857143,160.1601348,172.6768462,11.32653061,-38.06122449,158.5714286,-259.2940837,-474.7193217,-42.19470698,0.891236735,7.491433354,-1.19047619,0.4567016,-1.942176871,38.59684834,7.580096337,28.0923986,10.26144391,0.7812,30,65.4,139,4.45,6.4,-60,9.394,7.134,1.35121
FENROG,C(CC(=O)O)C(=O)O,Er,4.888888889,5.685185185,168.4634628,185.1842767,4.816326531,-69.40816327,131.4285714,-161.2722825,27.53220453,98.47365813,-1.427755102,0.438825239,-0.816326531,5.369387755,-2.181405896,40.59679061,1.171632505,23.39163772,6.735810142,-0.0642,68,167.26,235,3.1,22.7,30,6.108,9.07,1.99784
FEQWOO,C1=C(C(=CC(=C1C(=O)O)C(=O)O)C(=O)O)C(=O)O,Pr,11.15384615,7.141025641,160.87749,171.0133921,10.23611111,-54.52083333,173.8333333,-222.0114448,-557.533204,-141.9674605,1.709758333,12.00939528,-0.957799145,0.902369281,-1.714209402,35.18924871,9.094236488,28.45859248,13.69989652,0.4794,59,140.90766,239,3.1,28.2,93,5.464,6.77,1.82232
FEQWUU,C1=C(C(=CC(=C1C(=O)O)C(=O)O)C(=O)O)C(=O)O,Eu,11.15384615,7.141025641,160.87749,171.0133921,10.23611111,-54.52083333,173.8333333,-222.0114448,-557.533204,-141.9674605,1.709758333,12.00939528,-0.957799145,0.902369281,-1.714209402,35.18924871,9.094236488,28.45859248,13.69989652,0.4794,63,151.964,233,3.1,27.7,83,5.67,5.24,1.94589
FEQXAB,C1=C(C(=CC(=C1C(=O)O)C(=O)O)C(=O)O)C(=O)O,Gd,11.15384615,7.141025641,160.87749,171.0133921,10.23611111,-54.52083333,173.8333333,-222.0114448,-557.533204,-141.9674605,1.709758333,12.00939528,-0.957799145,0.902369281,-1.714209402,35.18924871,9.094236488,28.45859248,13.69989652,0.4794,64,157.2,237,3.1,23.5,13,6.15,7.9,1.98693
FESBEM,C1=C(C=C(C=C1C(=O)O)C(=O)O)C2=CC(=CC(=C2)C(=O)O)C(=O)O,Zn,7.7,4.858333333,157.6910737,155.9380745,2,-72,248,-759.8481655,10.48444149,370.5888096,2.212167474,14.31855002,-0.475,1.162162162,-1.45,40.7487866,7.137168855,27.40525765,13.70205868,2.1464,30,65.4,139,4.45,6.4,-60,9.394,7.134,1.55819
FESBIQ,C1=C(C=C(C=C1C(=O)O)C(=O)O)C2=CC(=CC(=C2)C(=O)O)C(=O)O,Mn,7.7,4.858333333,157.6910737,155.9380745,2,-72,248,-759.8481655,10.48444149,370.5888096,2.212167474,14.31855002,-0.475,1.162162162,-1.45,40.7487866,7.137168855,27.40525765,13.70205868,2.1464,25,54.93804,197,3.72,9.4,-50,7.434,7.3,1.05137
FEYDET,C1=C(C=C(C=C1C(=O)O)C(=O)O)C(=O)O,In,8.285714286,5.865079365,160.1601348,174.6157044,5.326530612,-48.48979592,158.5714286,-484.4214971,-30.14035608,15.28189589,4.969481633,15.12841755,-0.918367347,1.734693878,-2.112244898,38.59684834,7.580096337,28.0923986,10.25825415,0.7812,49,114.818,193,3.1,9.7,29,5.786,7.31,1.74849
FEYQIK,C(CCC(=O)O)CC(=O)O,Pr,1.666666667,3.435185185,167.58739,174.4868462,15.52,-42.97,177.8,-142.4850075,37.38080356,21.53607572,-2.014978,1.714500575,-0.74,-1.345555556,-0.328888889,44.1807585,-0.051986264,23.46726078,6.757084721,0.716,59,140.90766,239,3.1,28.2,93,5.464,6.77,1.43165
FIBMAG,C1=CC(=CC=C1C2=CC=C(C=C2)C(=O)O)C(=O)O,Cd,4.466666667,4.274074074,155.9322375,157.6435699,1,-45.5,203,-407.0307408,-763.9385164,208.2792469,1.491045918,-12.47760781,-1.116666667,0.305555556,-2.116666667,46.91945671,4.889228509,23.78241367,6.836984153,2.75,48,112.41,158,4.33,7.2,-70,8.994,8.69,1.43455
FIFGEI,C1=CC(=CC=C1C2=CC=C(C=C2)C(=O)O)C(=O)O,In,4.466666667,4.274074074,155.9322375,157.6435699,1,-45.5,203,-407.0307408,-763.9385164,208.2792469,1.491045918,-12.47760781,-1.116666667,0.305555556,-2.116666667,46.91945671,4.889228509,23.78241367,6.836984153,2.75,49,114.818,193,3.1,9.7,29,5.786,7.31,0.452574
FIFGIM,C1=CC(=CC=C1C2=CC=C(C=C2)C(=O)O)C(=O)O,Zn,4.466666667,4.274074074,155.9322375,157.6435699,1,-45.5,203,-407.0307408,-763.9385164,208.2792469,1.491045918,-12.47760781,-1.116666667,0.305555556,-2.116666667,46.91945671,4.889228509,23.78241367,6.836984153,2.75,30,65.4,139,4.45,6.4,-60,9.394,7.134,0.715768
FIFNUE,C1=CN=CC=C1C2=CC=NC=C2,Co,3.294117647,2.490196078,158.4882451,172.8966427,-28.08,-29.42,129.8,-120.0865862,-458.5185535,-97.35287001,-0.042336,17.32369574,-0.325294118,0.585,-1.160588235,50.28462104,-1.071597631,22.73366526,0,2.1436,27,58.93319,192,4.3,7.5,64,7.881,8.86,1.26745
FIFNUE01,C1=CN=CC=C1C2=CC=NC=C2,Co,3.294117647,2.490196078,158.4882451,172.8966427,-28.08,-29.42,129.8,-120.0865862,-458.5185535,-97.35287001,-0.042336,17.32369574,-0.325294118,0.585,-1.160588235,50.28462104,-1.071597631,22.73366526,0,2.1436,27,58.93319,192,4.3,7.5,64,7.881,8.86,1.26347
FIFPAM,C1=CN=CC=C1C2=CC=NC=C2,Ni,3.294117647,2.490196078,158.4882451,172.8966427,-28.08,-29.42,129.8,-120.0865862,-458.5185535,-97.35287001,-0.042336,17.32369574,-0.325294118,0.585,-1.160588235,50.28462104,-1.071597631,22.73366526,0,2.1436,28,58.693,163,4.4,6.8,112,7.64,8.912,1.28646
FIFPAM01,C1=CN=CC=C1C2=CC=NC=C2,Ni,3.294117647,2.490196078,158.4882451,172.8966427,-28.08,-29.42,129.8,-120.0865862,-458.5185535,-97.35287001,-0.042336,17.32369574,-0.325294118,0.585,-1.160588235,50.28462104,-1.071597631,22.73366526,0,2.1436,28,58.693,163,4.4,6.8,112,7.64,8.912,1.28001
FIGQUJ,C(CC(=O)O)CC(=O)O,Cu,2.222222222,4.127572016,167.9481259,178.7720847,11.88927336,-54.35294118,155.7647059,-148.8894545,35.20524829,13.27482913,3.516550865,1.919941941,-1.293348712,-0.744329104,-0.796616686,42.78332994,0.360561241,24.13678236,6.749993194,0.3259,29,63.55,140,4.48,6.7,119,7.726,8.933,1.49096
FIHFAF,C1=C(C=C(C=C1C(=O)O)C(=O)O)C(=O)O,Co,8.285714286,5.865079365,160.1601348,174.6157044,5.326530612,-48.48979592,158.5714286,-484.4214971,-30.14035608,15.28189589,4.969481633,15.12841755,-0.918367347,1.734693878,-2.112244898,38.59684834,7.580096337,28.0923986,10.25825415,0.7812,27,58.93319,192,4.3,7.5,64,7.881,8.86,1.36094
FIHRIZ,C1=CC(=CC=C1C(=O)O)C(=O)O,Ni,5.125,5.819444444,159.2036613,165.9289017,7.061728395,-31.37037037,139.1111111,-323.8209219,-435.7061019,254.9866605,0.550923457,1.749836472,-1.742283951,-0.081052067,-2.804783951,42.93582616,5.672705364,26.3638878,6.827180347,1.083,28,58.693,163,4.4,6.8,112,7.64,8.912,1.0601
FIJCUX,C1=CC(=CC=C1C(=O)O)C(=O)O,Zn,5.125,5.819444444,159.2036613,165.9289017,7.061728395,-31.37037037,139.1111111,-323.8209219,-435.7061019,254.9866605,0.550923457,1.749836472,-1.742283951,-0.081052067,-2.804783951,42.93582616,5.672705364,26.3638878,6.827180347,1.083,30,65.4,139,4.45,6.4,-60,9.394,7.134,1.26326
FIJCUX01,C1=CC(=CC=C1C(=O)O)C(=O)O,Zn,5.125,5.819444444,159.2036613,165.9289017,7.061728395,-31.37037037,139.1111111,-323.8209219,-435.7061019,254.9866605,0.550923457,1.749836472,-1.742283951,-0.081052067,-2.804783951,42.93582616,5.672705364,26.3638878,6.827180347,1.083,30,65.4,139,4.45,6.4,-60,9.394,7.134,1.22326
FIJDEI,C1=CC(=CC(=C1)C(=O)O)C(=O)O,Cd,6.0625,5.576388889,159.2036613,176.0619818,8.061728395,-24.37037037,139.1111111,-323.8209219,-210.5786884,56.05095496,1.733906173,6.506242911,-1.152006173,0.402039721,-2.023533951,42.93582616,5.672705364,26.3638878,6.828547389,1.083,48,112.41,158,4.33,7.2,-70,8.994,8.69,1.80622
FIJNEU,C1=CN=CC=C1C(=O)O,Nd,4.526315789,5.280701754,161.9640736,189.1588115,-6.326530612,-20.7755102,105.4285714,-187.9426401,-295.0873899,153.9775161,0.124438776,0,-1.177228786,0.695578231,-2.169709989,44.15534175,1.211667415,31.18866227,3.407582445,0.7798,60,144.24,229,3.1,31.4,185,5.525,7.01,2.70893
FILYEG,C1=CC(=CC(=C1)C(=O)O)C(=O)O,Co,6.0625,5.576388889,159.2036613,176.0619818,8.061728395,-24.37037037,139.1111111,-323.8209219,-210.5786884,56.05095496,1.733906173,6.506242911,-1.152006173,0.402039721,-2.023533951,42.93582616,5.672705364,26.3638878,6.828547389,1.083,27,58.93319,192,4.3,7.5,64,7.881,8.86,1.13331
FIMYUX,C1=C(C=C(C=C1C(=O)O)C(=O)O)C(=O)O,Cu,8.285714286,5.865079365,160.1601348,174.6157044,5.326530612,-48.48979592,158.5714286,-484.4214971,-30.14035608,15.28189589,4.969481633,15.12841755,-0.918367347,1.734693878,-2.112244898,38.59684834,7.580096337,28.0923986,10.25825415,0.7812,29,63.55,140,4.48,6.7,119,7.726,8.933,1.14098
FIMZAE,C1=C(C=C(C=C1C(=O)O)C(=O)O)C(=O)O,Cu,8.285714286,5.865079365,160.1601348,174.6157044,5.326530612,-48.48979592,158.5714286,-484.4214971,-30.14035608,15.28189589,4.969481633,15.12841755,-0.918367347,1.734693878,-2.112244898,38.59684834,7.580096337,28.0923986,10.25825415,0.7812,29,63.55,140,4.48,6.7,119,7.726,8.933,1.17241
FINFUG,C1=CC(=CC=C1C2=CC=C(C=C2)C(=O)O)C(=O)O,Dy,4.466666667,4.274074074,155.9322375,157.6435699,1,-45.5,203,-407.0307408,-763.9385164,208.2792469,1.491045918,-12.47760781,-1.116666667,0.305555556,-2.116666667,46.91945671,4.889228509,23.78241367,6.836984153,2.75,66,162.5,229,3.1,24.5,34,5.939,8.55,0.806783
FIQYOU,C(=O)O,Fe,6.105972211,5.581980186,173.5064463,169.7560012,-8.64,-1.12,50.8,27.7819722,0,0,0,0,-0.924871318,0.983015531,-1.75733888,34.11764866,-7.663402001,21.37334811,3.207106781,-0.2992,26,55.84,194,4.06,8.4,15,7.902,7.874,1.75011
FIQYOV,C1=C(SC(=C1)C(=O)O)C(=O)O,Zn,8.947368421,6.986354776,156.638113,177.2356928,6.536296296,-34.58864198,215.7333333,-301.222032,-357.3657579,-8.112786327,2.851008,5.342441632,-0.574554906,-0.58680776,-7.392748538,42.01586201,8.94936665,35.50134612,6.816819862,1.1445,30,65.4,139,4.45,6.4,-60,9.394,7.134,1.41292
FIQYOV01,C1=C(SC(=C1)C(=O)O)C(=O)O,Zn,8.947368421,6.986354776,156.638113,177.2356928,6.536296296,-34.58864198,215.7333333,-301.222032,-357.3657579,-8.112786327,2.851008,5.342441632,-0.574554906,-0.58680776,-7.392748538,42.01586201,8.94936665,35.50134612,6.816819862,1.1445,30,65.4,139,4.45,6.4,-60,9.394,7.134,1.40636
FIQYUA,C(=O)O,Co,6.105972211,5.581980186,173.5064463,169.7560012,-8.64,-1.12,50.8,27.7819722,0,0,0,0,-0.924871318,0.983015531,-1.75733888,34.11764866,-7.663402001,21.37334811,3.207106781,-0.2992,27,58.93319,192,4.3,7.5,64,7.881,8.86,1.85684
FIQZAH,C(=O)O,Zn,6.105972211,5.581980186,173.5064463,169.7560012,-8.64,-1.12,50.8,27.7819722,0,0,0,0,-0.924871318,0.983015531,-1.75733888,34.11764866,-7.663402001,21.37334811,3.207106781,-0.2992,30,65.4,139,4.45,6.4,-60,9.394,7.134,1.93416
FIRMUQ,C1=CN=CC=C1C2=NC(=NC(=N2)C3=CC=NC=C3)C4=CC=NC=C4,Ni,7.130434783,3.280193237,160.2430725,149.5113998,-9,-3,225,-124.3567046,47.75527573,619.5860344,-1.00695,1.555658253,-0.315217391,-0.295454545,-0.358695652,45.17018207,-1.852831985,26.09480132,0,3.0576,28,58.693,163,4.4,6.8,112,7.64,8.912,0.89973
FIRNAX,C1=CN=CC=C1C2=NC(=NC(=N2)C3=CC=NC=C3)C4=CC=NC=C4,Ni,7.130434783,3.280193237,160.2430725,149.5113998,-9,-3,225,-124.3567046,47.75527573,619.5860344,-1.00695,1.555658253,-0.315217391,-0.295454545,-0.358695652,45.17018207,-1.852831985,26.09480132,0,3.0576,28,58.693,163,4.4,6.8,112,7.64,8.912,0.849101
FIRNAX01,C1=CN=CC=C1C2=NC(=NC(=N2)C3=CC=NC=C3)C4=CC=NC=C4,Ni,7.130434783,3.280193237,160.2430725,149.5113998,-9,-3,225,-124.3567046,47.75527573,619.5860344,-1.00695,1.555658253,-0.315217391,-0.295454545,-0.358695652,45.17018207,-1.852831985,26.09480132,0,3.0576,28,58.693,163,4.4,6.8,112,7.64,8.912,0.837565
FIRNIF,C1=CN=CC=C1C2=NC(=NC(=N2)C3=CC=NC=C3)C4=CC=NC=C4,Ni,7.130434783,3.280193237,160.2430725,149.5113998,-9,-3,225,-124.3567046,47.75527573,619.5860344,-1.00695,1.555658253,-0.315217391,-0.295454545,-0.358695652,45.17018207,-1.852831985,26.09480132,0,3.0576,28,58.693,163,4.4,6.8,112,7.64,8.912,0.8332
FIRNOL,C1=CN=CC=C1C2=NC(=NC(=N2)C3=CC=NC=C3)C4=CC=NC=C4,Ni,7.130434783,3.280193237,160.2430725,149.5113998,-9,-3,225,-124.3567046,47.75527573,619.5860344,-1.00695,1.555658253,-0.315217391,-0.295454545,-0.358695652,45.17018207,-1.852831985,26.09480132,0,3.0576,28,58.693,163,4.4,6.8,112,7.64,8.912,0.915331
FIRNUR,C1=CN=CC=C1C2=NC(=NC(=N2)C3=CC=NC=C3)C4=CC=NC=C4,Ni,7.130434783,3.280193237,160.2430725,149.5113998,-9,-3,225,-124.3567046,47.75527573,619.5860344,-1.00695,1.555658253,-0.315217391,-0.295454545,-0.358695652,45.17018207,-1.852831985,26.09480132,0,3.0576,28,58.693,163,4.4,6.8,112,7.64,8.912,0.805225
FIRPAZ,C1=CN=CC=C1C2=NC(=NC(=N2)C3=CC=NC=C3)C4=CC=NC=C4,Ni,7.130434783,3.280193237,160.2430725,149.5113998,-9,-3,225,-124.3567046,47.75527573,619.5860344,-1.00695,1.555658253,-0.315217391,-0.295454545,-0.358695652,45.17018207,-1.852831985,26.09480132,0,3.0576,28,58.693,163,4.4,6.8,112,7.64,8.912,0.764552
FISCUI,C(=C/C(=O)O)\C(=O)O,Hf,7.333333333,6.277777778,165.721098,185.1842767,0,-44,104,-133.043857,12.7780432,22.25755962,-1.5052,0.597289909,-0.166666667,4.625,-1,38.11370535,4.185616201,25.00348062,6.735810142,-0.2882,72,178.49,212,3.8,16.2,2,6.825,13.3,2.18844
FISMUS,C1=CC(=CC=C1C(=O)O)OC2=CC=C(C=C2)C(=O)O,Co,5.285714286,4.60515873,156.9501357,156.1323945,1.750297265,-61.79310345,214.8275862,-346.5741855,-411.1971077,121.3910449,4.347911296,2.543059342,-1.511296076,-0.034284582,-2.297010362,45.3051226,3.515795889,27.72198532,8.902059979,2.8753,27,58.93319,192,4.3,7.5,64,7.881,8.86,0.656308
FISNUT,C(=C/C(=O)O)\C(=O)O,Zn,7.333333333,6.277777778,165.721098,185.1842767,0,-44,104,-133.043857,12.7780432,22.25755962,-1.5052,0.597289909,-0.166666667,4.625,-1,38.11370535,4.185616201,25.00348062,6.735810142,-0.2882,30,65.4,139,4.45,6.4,-60,9.394,7.134,1.38347
FITHAS,C1=CN=CC=C1C2=CC=NC=C2,Sc,3.294117647,2.490196078,158.4882451,172.8966427,-28.08,-29.42,129.8,-120.0865862,-458.5185535,-97.35287001,-0.042336,17.32369574,-0.325294118,0.585,-1.160588235,50.28462104,-1.071597631,22.73366526,0,2.1436,21,44.95591,211,3.34,17.8,18,6.561,2.99,0.722504
FITHEW,C1=CN=CC=C1C2=CC=NC=C2,Sc,3.294117647,2.490196078,158.4882451,172.8966427,-28.08,-29.42,129.8,-120.0865862,-458.5185535,-97.35287001,-0.042336,17.32369574,-0.325294118,0.585,-1.160588235,50.28462104,-1.071597631,22.73366526,0,2.1436,21,44.95591,211,3.34,17.8,18,6.561,2.99,1.64807
FIVTUC,C1=C(C=C(C=C1C(=O)O)[N+](=O)[O-])C(=O)O,Gd,9.1,6.325,163.1445443,181.0122309,10.24,-36.08,142.8,-417.6057987,1.141023058,5.968041315,3.502064,7.928130688,-1.185,1.504827586,-1.875,34.66898892,5.479189112,36.82622382,10.25825415,0.9912,64,157.2,237,3.1,23.5,13,6.15,7.9,1.47416
FIVYUF,C1=CC(=NC=C1C(=O)O)C(=O)O,Sn,6.888888889,6.798353909,162.6584682,163.8190406,3.847750865,-26.19377163,126.9411765,-269.8647312,-303.5552589,176.0706254,0.429416955,0.813658439,-1.654491862,-0.142050628,-2.654491862,38.72707241,4.373896611,33.19105079,6.827180347,0.478,50,118.71,217,4.3,7.7,107,7.344,7.287,1.41648
FIWNOR,C1=CC(=CC=C1C2=CC(=CC(=C2)C3=CC=C(C=C3)C(=O)O)C4=CC=C(C=C4)C(=O)O)C(=O)O,Cd,5,3.76984127,154.2092758,148.3284262,-6.633217993,-80.28373702,354.7058824,-754.9589994,-1059.364533,911.6421651,1.811200692,-37.6854775,-0.719723183,0.171033119,-1.525045312,47.67586017,4.931318336,22.88855258,10.25835384,5.7822,48,112.41,158,4.33,7.2,-70,8.994,8.69,1.18905
FIXKEF,C1=C(C=C(C=C1C(=O)O)C(=O)O)C(=O)O,Co,8.285714286,5.865079365,160.1601348,174.6157044,5.326530612,-48.48979592,158.5714286,-484.4214971,-30.14035608,15.28189589,4.969481633,15.12841755,-0.918367347,1.734693878,-2.112244898,38.59684834,7.580096337,28.0923986,10.25825415,0.7812,27,58.93319,192,4.3,7.5,64,7.881,8.86,1.50983
FIXVIU,C1=C(OC(=C1)C(=O)O)C(=O)O,Nd,8.947368421,7.286549708,161.8462116,177.2356928,9.333333333,-17.11111111,113.3333333,-100.623878,-180.6764756,-52.99056242,2.723422222,3.522932518,-2.397660819,-0.222222222,-3.485380117,36.02428161,4.74857481,31.31628492,8.826741248,0.676,60,144.24,229,3.1,31.4,185,5.525,7.01,1.59556
FIZKEH,C1=CN=CC=C1C(=O)O,Ni,4.526315789,5.280701754,161.9640736,189.1588115,-6.326530612,-20.7755102,105.4285714,-187.9426401,-295.0873899,153.9775161,0.124438776,0,-1.177228786,0.695578231,-2.169709989,44.15534175,1.211667415,31.18866227,3.407582445,0.7798,28,58.693,163,4.4,6.8,112,7.64,8.912,1.22583
FIZVER,C1=CC=C2C(=C1)C(=CC=C2C(=O)O)C(=O)O,Dy,6.923076923,4.927350427,155.944943,167.3620175,14.88888889,-12.77777778,173.3333333,1.319498307,-591.311751,-493.3278434,-1.527833333,13.83633736,-0.837606838,-0.768888889,-1.055555556,45.02791735,5.667693064,25.13285217,6.862458426,2.2362,66,162.5,229,3.1,24.5,34,5.939,8.55,1.48695
