code,SMILES,Metal,AATS4dv,AATS4s,AATS0i,AATS6i,ATSC2dv,ATSC3dv,ATSC0Z,ATSC3v,ATSC4v,ATSC5v,ATSC6pe,ATSC7i,AATSC4dv,AATSC5dv,AATSC4Z,AATSC0v,AATSC1v,MIC1,MID_O,SLogP,Atomic_Number,AtomicMass,AtomicRadius,Mulliken EN,polarizability(A^3),electron affinity(kJ/mol),IonizationEnergy,Density,Density
NARPUU,C1(=C(C(=C(C(=C1F)F)C(=O)O)F)F)C(=O)O,Nd,26.1875,23.42361111,185.5672853,186.731022,-3.530864198,-14.48148148,96.44444444,-102.0196617,-252.7082747,-39.74826508,-3.152355556,-0.629115848,0.81558642,-0.251744498,1.121141975,23.3785554,6.793018185,35.03876575,6.81490808,1.6394,60,144.24,229,3.1,31.4,185,5.525,7.01,2.04508
NASCIV,C1=CC(=CC=C1C(=O)O)C(=O)O,Cd,5.125,5.819444444,159.2036613,165.9289017,7.061728395,-31.37037037,139.1111111,-323.8209219,-435.7061019,254.9866605,0.550923457,1.749836472,-1.742283951,-0.081052067,-2.804783951,42.93582616,5.672705364,26.3638878,6.827180347,1.083,48,112.41,158,4.33,7.2,-70,8.994,8.69,2.15823
NATFAS,C1=C(C(=CC(=C1C(=O)O)C(=O)O)C(=O)O)C(=O)O,Zn,11.15384615,7.141025641,160.87749,171.0133921,10.23611111,-54.52083333,173.8333333,-222.0114448,-557.533204,-141.9674605,1.709758333,12.00939528,-0.957799145,0.902369281,-1.714209402,35.18924871,9.094236488,28.45859248,13.69989652,0.4794,30,65.4,139,4.45,6.4,-60,9.394,7.134,1.34798
NAWHOL01,C(CC(=O)O)CC(=O)O,La,2.222222222,4.127572016,167.9481259,178.7720847,11.88927336,-54.35294118,155.7647059,-148.8894545,35.20524829,13.27482913,3.516550865,1.919941941,-1.293348712,-0.744329104,-0.796616686,42.78332994,0.360561241,24.13678236,6.749993194,0.3259,57,138.9055,240,3.1,31.1,45,5.577,6.15,1.81314
NAWWUG,C1=C(C=C(C=C1C(=O)O)C(=O)O)C(=O)O,Ni,8.285714286,5.865079365,160.1601348,174.6157044,5.326530612,-48.48979592,158.5714286,-484.4214971,-30.14035608,15.28189589,4.969481633,15.12841755,-0.918367347,1.734693878,-2.112244898,38.59684834,7.580096337,28.0923986,10.25825415,0.7812,28,58.693,163,4.4,6.8,112,7.64,8.912,1.16025
NAXVOY01,C(=O)O,Mg,6.105972211,5.581980186,173.5064463,169.7560012,-8.64,-1.12,50.8,27.7819722,0,0,0,0,-0.924871318,0.983015531,-1.75733888,34.11764866,-7.663402001,21.37334811,3.207106781,-0.2992,12,24.305,173,3.75,10.6,-40,7.646,1.74,1.39756
NAXVOY02,C(=O)O,Mg,6.105972211,5.581980186,173.5064463,169.7560012,-8.64,-1.12,50.8,27.7819722,0,0,0,0,-0.924871318,0.983015531,-1.75733888,34.11764866,-7.663402001,21.37334811,3.207106781,-0.2992,12,24.305,173,3.75,10.6,-40,7.646,1.74,1.39173
NAXVOY03,C(=O)O,Mg,6.105972211,5.581980186,173.5064463,169.7560012,-8.64,-1.12,50.8,27.7819722,0,0,0,0,-0.924871318,0.983015531,-1.75733888,34.11764866,-7.663402001,21.37334811,3.207106781,-0.2992,12,24.305,173,3.75,10.6,-40,7.646,1.74,1.4026
NAXVOY04,C(=O)O,Mg,6.105972211,5.581980186,173.5064463,169.7560012,-8.64,-1.12,50.8,27.7819722,0,0,0,0,-0.924871318,0.983015531,-1.75733888,34.11764866,-7.663402001,21.37334811,3.207106781,-0.2992,12,24.305,173,3.75,10.6,-40,7.646,1.74,1.38784
NAYZUK,C1=CC=C2C(=C1)C(=CC=C2C(=O)O)C(=O)O,In,6.923076923,4.927350427,155.944943,167.3620175,14.88888889,-12.77777778,173.3333333,1.319498307,-591.311751,-493.3278434,-1.527833333,13.83633736,-0.837606838,-0.768888889,-1.055555556,45.02791735,5.667693064,25.13285217,6.862458426,2.2362,49,114.818,193,3.1,9.7,29,5.786,7.31,1.3315
NAZBAT,C1=CC=C2C(=C1)C(=CC=C2C(=O)O)C(=O)O,In,6.923076923,4.927350427,155.944943,167.3620175,14.88888889,-12.77777778,173.3333333,1.319498307,-591.311751,-493.3278434,-1.527833333,13.83633736,-0.837606838,-0.768888889,-1.055555556,45.02791735,5.667693064,25.13285217,6.862458426,2.2362,49,114.818,193,3.1,9.7,29,5.786,7.31,1.03281
NDAIAH,C(C(=O)O)NCC(=O)O,Nd,2.608695652,3.801932367,172.1653872,178.7720847,-5.765625,-37.3125,149.75,-259.4109162,174.134828,-71.67618093,3.3964,1.127285139,-0.424592391,-1.625,1.249320652,39.05049303,0.014096066,25.64325,6.749993194,-1.2548,60,144.24,229,3.1,31.4,185,5.525,7.01,1.76972
NEBNOZ,C1=CC2=C(C=CC(=C2)C(=O)O)C=C1C(=O)O,Zn,5.307692308,4.363247863,155.944943,160.4274476,0.888888889,-42.44444444,173.3333333,-448.9353286,-506.5582561,274.7735749,-0.822288889,5.481638718,-0.811965812,0.706349206,-1.888888889,45.02791735,5.667693064,25.13285217,6.848610706,2.2362,30,65.4,139,4.45,6.4,-60,9.394,7.134,1.13873
NEBTAS,C1=CN=CC=C1C(=O)O,Cd,4.526315789,5.280701754,161.9640736,189.1588115,-6.326530612,-20.7755102,105.4285714,-187.9426401,-295.0873899,153.9775161,0.124438776,0,-1.177228786,0.695578231,-2.169709989,44.15534175,1.211667415,31.18866227,3.407582445,0.7798,48,112.41,158,4.33,7.2,-70,8.994,8.69,1.39414
NEFKIV,C(=O)(C(=O)O)O,U,0,6.5,170.6536449,169.7560012,5.5,-6.5,65.5,-122.1472391,-27.16540678,69.19802825,0,0,-6.5625,14.0625,-10.6875,28.80745518,7.564172981,22.5085,6.650711829,-0.8444,92,238.0289,240,3.4,27.4,51,6.194,18.95,2.63849
NEFKIV01,C(=O)(C(=O)O)O,U,0,6.5,170.6536449,169.7560012,5.5,-6.5,65.5,-122.1472391,-27.16540678,69.19802825,0,0,-6.5625,14.0625,-10.6875,28.80745518,7.564172981,22.5085,6.650711829,-0.8444,92,238.0289,240,3.4,27.4,51,6.194,18.95,2.62815
NEHGEP,C1=CN=CC=C1C2=CC=NC=C2,Co,3.294117647,2.490196078,158.4882451,172.8966427,-28.08,-29.42,129.8,-120.0865862,-458.5185535,-97.35287001,-0.042336,17.32369574,-0.325294118,0.585,-1.160588235,50.28462104,-1.071597631,22.73366526,0,2.1436,27,58.93319,192,4.3,7.5,64,7.881,8.86,0.993108
NEHGOZ,C1=CN=CC=C1C2=CC=NC=C2,Co,3.294117647,2.490196078,158.4882451,172.8966427,-28.08,-29.42,129.8,-120.0865862,-458.5185535,-97.35287001,-0.042336,17.32369574,-0.325294118,0.585,-1.160588235,50.28462104,-1.071597631,22.73366526,0,2.1436,27,58.93319,192,4.3,7.5,64,7.881,8.86,0.991368
NEHGUF,C1=CN=CC=C1C2=CC=NC=C2,Co,3.294117647,2.490196078,158.4882451,172.8966427,-28.08,-29.42,129.8,-120.0865862,-458.5185535,-97.35287001,-0.042336,17.32369574,-0.325294118,0.585,-1.160588235,50.28462104,-1.071597631,22.73366526,0,2.1436,27,58.93319,192,4.3,7.5,64,7.881,8.86,0.995903
NEHHAM,C1=CN=CC=C1C2=CC=NC=C2,Co,3.294117647,2.490196078,158.4882451,172.8966427,-28.08,-29.42,129.8,-120.0865862,-458.5185535,-97.35287001,-0.042336,17.32369574,-0.325294118,0.585,-1.160588235,50.28462104,-1.071597631,22.73366526,0,2.1436,27,58.93319,192,4.3,7.5,64,7.881,8.86,0.99623
NEHHUG,C1=CN=CC=C1C2=CC=NC=C2,Co,3.294117647,2.490196078,158.4882451,172.8966427,-28.08,-29.42,129.8,-120.0865862,-458.5185535,-97.35287001,-0.042336,17.32369574,-0.325294118,0.585,-1.160588235,50.28462104,-1.071597631,22.73366526,0,2.1436,27,58.93319,192,4.3,7.5,64,7.881,8.86,0.998954
NEHJAO,C1=CN=CC=C1C2=CC=NC=C2,Co,3.294117647,2.490196078,158.4882451,172.8966427,-28.08,-29.42,129.8,-120.0865862,-458.5185535,-97.35287001,-0.042336,17.32369574,-0.325294118,0.585,-1.160588235,50.28462104,-1.071597631,22.73366526,0,2.1436,27,58.93319,192,4.3,7.5,64,7.881,8.86,0.999594
NEHJES,C1=CN=CC=C1C2=CC=NC=C2,Co,3.294117647,2.490196078,158.4882451,172.8966427,-28.08,-29.42,129.8,-120.0865862,-458.5185535,-97.35287001,-0.042336,17.32369574,-0.325294118,0.585,-1.160588235,50.28462104,-1.071597631,22.73366526,0,2.1436,27,58.93319,192,4.3,7.5,64,7.881,8.86,0.990644
NEHMET,C1=C(C=C(C=C1C(=O)O)C(=O)O)C(=O)O,Cd,8.285714286,5.865079365,160.1601348,174.6157044,5.326530612,-48.48979592,158.5714286,-484.4214971,-30.14035608,15.28189589,4.969481633,15.12841755,-0.918367347,1.734693878,-2.112244898,38.59684834,7.580096337,28.0923986,10.25825415,0.7812,48,112.41,158,4.33,7.2,-70,8.994,8.69,1.33401
NEHPIC,C1=CN=CC=C1C2=CC=NC=C2,Co,3.294117647,2.490196078,158.4882451,172.8966427,-28.08,-29.42,129.8,-120.0865862,-458.5185535,-97.35287001,-0.042336,17.32369574,-0.325294118,0.585,-1.160588235,50.28462104,-1.071597631,22.73366526,0,2.1436,27,58.93319,192,4.3,7.5,64,7.881,8.86,1.00083
NEHRIE,C(CC(=O)O)CC(=O)O,Cu,2.222222222,4.127572016,167.9481259,178.7720847,11.88927336,-54.35294118,155.7647059,-148.8894545,35.20524829,13.27482913,3.516550865,1.919941941,-1.293348712,-0.744329104,-0.796616686,42.78332994,0.360561241,24.13678236,6.749993194,0.3259,29,63.55,140,4.48,6.7,119,7.726,8.933,1.46806
NEHROK,C(CC(=O)O)CC(=O)O,Cu,2.222222222,4.127572016,167.9481259,178.7720847,11.88927336,-54.35294118,155.7647059,-148.8894545,35.20524829,13.27482913,3.516550865,1.919941941,-1.293348712,-0.744329104,-0.796616686,42.78332994,0.360561241,24.13678236,6.749993194,0.3259,29,63.55,140,4.48,6.7,119,7.726,8.933,1.3759
NEHRUQ,C(CC(=O)O)CC(=O)O,Cu,2.222222222,4.127572016,167.9481259,178.7720847,11.88927336,-54.35294118,155.7647059,-148.8894545,35.20524829,13.27482913,3.516550865,1.919941941,-1.293348712,-0.744329104,-0.796616686,42.78332994,0.360561241,24.13678236,6.749993194,0.3259,29,63.55,140,4.48,6.7,119,7.726,8.933,1.3759
NEHSIF,C(CC(=O)O)CC(=O)O,Cu,2.222222222,4.127572016,167.9481259,178.7720847,11.88927336,-54.35294118,155.7647059,-148.8894545,35.20524829,13.27482913,3.516550865,1.919941941,-1.293348712,-0.744329104,-0.796616686,42.78332994,0.360561241,24.13678236,6.749993194,0.3259,29,63.55,140,4.48,6.7,119,7.726,8.933,1.37665
NEHZUY,C1=C(C=C(C=C1C(=O)O)C(=O)O)C(=O)O,Cu,8.285714286,5.865079365,160.1601348,174.6157044,5.326530612,-48.48979592,158.5714286,-484.4214971,-30.14035608,15.28189589,4.969481633,15.12841755,-0.918367347,1.734693878,-2.112244898,38.59684834,7.580096337,28.0923986,10.25825415,0.7812,29,63.55,140,4.48,6.7,119,7.726,8.933,0.581124
NEKCIS,C1CN2CCN1CC2,Zn,0,1.25,170.1129043,169.7560012,-30.18,-40.65,133.8,-627.9220571,-527.9556377,726.9504707,0,0,0.11,1.21,-0.84,47.29517787,-4.715638742,11.3575496,0,-0.3824,30,65.4,139,4.45,6.4,-60,9.394,7.134,0.965805
NEKCIS01,C1CN2CCN1CC2,Zn,0,1.25,170.1129043,169.7560012,-30.18,-40.65,133.8,-627.9220571,-527.9556377,726.9504707,0,0,0.11,1.21,-0.84,47.29517787,-4.715638742,11.3575496,0,-0.3824,30,65.4,139,4.45,6.4,-60,9.394,7.134,0.971872
NERMON,C1=CC(=CC=C1C(=O)O)C(=O)O,Er,5.125,5.819444444,159.2036613,165.9289017,7.061728395,-31.37037037,139.1111111,-323.8209219,-435.7061019,254.9866605,0.550923457,1.749836472,-1.742283951,-0.081052067,-2.804783951,42.93582616,5.672705364,26.3638878,6.827180347,1.083,68,167.26,235,3.1,22.7,30,6.108,9.07,2.10442
NERVEL,C1=CC(=CN=C1)C(=O)O,Co,5.263157895,5.877192982,161.9640736,177.1021883,-4.326530612,-12.20408163,105.4285714,-262.6787193,-100.3556513,87.63283563,-0.496095918,0.869421309,-0.575725027,-0.373469388,-1.132116004,44.15534175,1.211667415,31.18866227,3.407582445,0.7798,27,58.93319,192,4.3,7.5,64,7.881,8.86,1.41245
NERVIP,C1=CC(=CN=C1)C(=O)O,Co,5.263157895,5.877192982,161.9640736,177.1021883,-4.326530612,-12.20408163,105.4285714,-262.6787193,-100.3556513,87.63283563,-0.496095918,0.869421309,-0.575725027,-0.373469388,-1.132116004,44.15534175,1.211667415,31.18866227,3.407582445,0.7798,27,58.93319,192,4.3,7.5,64,7.881,8.86,1.42059
NERVIP01,C1=CC(=CN=C1)C(=O)O,Co,5.263157895,5.877192982,161.9640736,177.1021883,-4.326530612,-12.20408163,105.4285714,-262.6787193,-100.3556513,87.63283563,-0.496095918,0.869421309,-0.575725027,-0.373469388,-1.132116004,44.15534175,1.211667415,31.18866227,3.407582445,0.7798,27,58.93319,192,4.3,7.5,64,7.881,8.86,1.47167
NERVOV,C1=CC(=CN=C1)C(=O)O,Co,5.263157895,5.877192982,161.9640736,177.1021883,-4.326530612,-12.20408163,105.4285714,-262.6787193,-100.3556513,87.63283563,-0.496095918,0.869421309,-0.575725027,-0.373469388,-1.132116004,44.15534175,1.211667415,31.18866227,3.407582445,0.7798,27,58.93319,192,4.3,7.5,64,7.881,8.86,1.37844
NESQIN,C1=CC(=CC=C1C(=O)O)OC2=CC=C(C=C2)C(=O)O,Zn,5.285714286,4.60515873,156.9501357,156.1323945,1.750297265,-61.79310345,214.8275862,-346.5741855,-411.1971077,121.3910449,4.347911296,2.543059342,-1.511296076,-0.034284582,-2.297010362,45.3051226,3.515795889,27.72198532,8.902059979,2.8753,30,65.4,139,4.45,6.4,-60,9.394,7.134,1.36659
NESSOV,C1=CC(=CC=C1C2=CC=C(C=C2)C(=O)O)C(=O)O,Co,4.466666667,4.274074074,155.9322375,157.6435699,1,-45.5,203,-407.0307408,-763.9385164,208.2792469,1.491045918,-12.47760781,-1.116666667,0.305555556,-2.116666667,46.91945671,4.889228509,23.78241367,6.836984153,2.75,27,58.93319,192,4.3,7.5,64,7.881,8.86,1.0314
NESTAI,C1=CC(=CC=C1C(=O)O)C(=O)O,Ni,5.125,5.819444444,159.2036613,165.9289017,7.061728395,-31.37037037,139.1111111,-323.8209219,-435.7061019,254.9866605,0.550923457,1.749836472,-1.742283951,-0.081052067,-2.804783951,42.93582616,5.672705364,26.3638878,6.827180347,1.083,28,58.693,163,4.4,6.8,112,7.64,8.912,0.904449
NESVAK,C1=C(C=C(C=C1C(=O)O)C(=O)O)C(=O)O,Cd,8.285714286,5.865079365,160.1601348,174.6157044,5.326530612,-48.48979592,158.5714286,-484.4214971,-30.14035608,15.28189589,4.969481633,15.12841755,-0.918367347,1.734693878,-2.112244898,38.59684834,7.580096337,28.0923986,10.25825415,0.7812,48,112.41,158,4.33,7.2,-70,8.994,8.69,1.08631
NEVVAM,C1=CN=C(C=C1C(=O)O)C(=O)O,Co,7.481481481,6.090534979,162.6584682,178.2514812,2.847750865,-28.25259516,126.9411765,-195.128652,-284.7911333,47.33800624,2.041671626,4.148892121,-1.401768551,0.840995222,-2.512879662,38.72707241,4.373896611,33.19105079,6.828547389,0.478,27,58.93319,192,4.3,7.5,64,7.881,8.86,1.4203
NEVVAM01,C1=CN=C(C=C1C(=O)O)C(=O)O,Co,7.481481481,6.090534979,162.6584682,178.2514812,2.847750865,-28.25259516,126.9411765,-195.128652,-284.7911333,47.33800624,2.041671626,4.148892121,-1.401768551,0.840995222,-2.512879662,38.72707241,4.373896611,33.19105079,6.828547389,0.478,27,58.93319,192,4.3,7.5,64,7.881,8.86,1.42342
NEVVAM02,C1=CN=C(C=C1C(=O)O)C(=O)O,Co,7.481481481,6.090534979,162.6584682,178.2514812,2.847750865,-28.25259516,126.9411765,-195.128652,-284.7911333,47.33800624,2.041671626,4.148892121,-1.401768551,0.840995222,-2.512879662,38.72707241,4.373896611,33.19105079,6.828547389,0.478,27,58.93319,192,4.3,7.5,64,7.881,8.86,1.42399
NEVVIU,C1=CN=C(C=C1C(=O)O)C(=O)O,Co,7.481481481,6.090534979,162.6584682,178.2514812,2.847750865,-28.25259516,126.9411765,-195.128652,-284.7911333,47.33800624,2.041671626,4.148892121,-1.401768551,0.840995222,-2.512879662,38.72707241,4.373896611,33.19105079,6.828547389,0.478,27,58.93319,192,4.3,7.5,64,7.881,8.86,1.45681
NEVVIU01,C1=CN=C(C=C1C(=O)O)C(=O)O,Co,7.481481481,6.090534979,162.6584682,178.2514812,2.847750865,-28.25259516,126.9411765,-195.128652,-284.7911333,47.33800624,2.041671626,4.148892121,-1.401768551,0.840995222,-2.512879662,38.72707241,4.373896611,33.19105079,6.828547389,0.478,27,58.93319,192,4.3,7.5,64,7.881,8.86,1.46389
NEVVIU02,C1=CN=C(C=C1C(=O)O)C(=O)O,Co,7.481481481,6.090534979,162.6584682,178.2514812,2.847750865,-28.25259516,126.9411765,-195.128652,-284.7911333,47.33800624,2.041671626,4.148892121,-1.401768551,0.840995222,-2.512879662,38.72707241,4.373896611,33.19105079,6.828547389,0.478,27,58.93319,192,4.3,7.5,64,7.881,8.86,1.45754
NEZBOK,C(=O)(C(=O)O)O,Mn,0,6.5,170.6536449,169.7560012,5.5,-6.5,65.5,-122.1472391,-27.16540678,69.19802825,0,0,-6.5625,14.0625,-10.6875,28.80745518,7.564172981,22.5085,6.650711829,-0.8444,25,54.93804,197,3.72,9.4,-50,7.434,7.3,1.77885
NIFFIU,CC1=NC=CN1,Zn,0,1.666666667,169.9302885,169.7560012,-5.555555556,-48.44444444,86.66666667,-195.7238121,-266.681362,267.0900931,0,0,2.22E-16,2.777777778,-1.777777778,47.27171693,-4.147766327,23.96150037,0,0.71812,30,65.4,139,4.45,6.4,-60,9.394,7.134,0.959191
NIFNOI,CC1=NC=CN1,Zn,0,1.666666667,169.9302885,169.7560012,-5.555555556,-48.44444444,86.66666667,-195.7238121,-266.681362,267.0900931,0,0,2.22E-16,2.777777778,-1.777777778,47.27171693,-4.147766327,23.96150037,0,0.71812,30,65.4,139,4.45,6.4,-60,9.394,7.134,0.920895
NIFNUO,CC1=NC=CN1,Zn,0,1.666666667,169.9302885,169.7560012,-5.555555556,-48.44444444,86.66666667,-195.7238121,-266.681362,267.0900931,0,0,2.22E-16,2.777777778,-1.777777778,47.27171693,-4.147766327,23.96150037,0,0.71812,30,65.4,139,4.45,6.4,-60,9.394,7.134,0.992805
NIFPAW,CC1=NC=CN1,Zn,0,1.666666667,169.9302885,169.7560012,-5.555555556,-48.44444444,86.66666667,-195.7238121,-266.681362,267.0900931,0,0,2.22E-16,2.777777778,-1.777777778,47.27171693,-4.147766327,23.96150037,0,0.71812,30,65.4,139,4.45,6.4,-60,9.394,7.134,0.895567
NIFPIE,CC1=NC=CN1,Zn,0,1.666666667,169.9302885,169.7560012,-5.555555556,-48.44444444,86.66666667,-195.7238121,-266.681362,267.0900931,0,0,2.22E-16,2.777777778,-1.777777778,47.27171693,-4.147766327,23.96150037,0,0.71812,30,65.4,139,4.45,6.4,-60,9.394,7.134,0.907866
NIFPUQ,CC1=NC=CN1,Zn,0,1.666666667,169.9302885,169.7560012,-5.555555556,-48.44444444,86.66666667,-195.7238121,-266.681362,267.0900931,0,0,2.22E-16,2.777777778,-1.777777778,47.27171693,-4.147766327,23.96150037,0,0.71812,30,65.4,139,4.45,6.4,-60,9.394,7.134,0.912037
NIFQAX,CC1=NC=CN1,Zn,0,1.666666667,169.9302885,169.7560012,-5.555555556,-48.44444444,86.66666667,-195.7238121,-266.681362,267.0900931,0,0,2.22E-16,2.777777778,-1.777777778,47.27171693,-4.147766327,23.96150037,0,0.71812,30,65.4,139,4.45,6.4,-60,9.394,7.134,0.911364
NIFQEB,CC1=NC=CN1,Zn,0,1.666666667,169.9302885,169.7560012,-5.555555556,-48.44444444,86.66666667,-195.7238121,-266.681362,267.0900931,0,0,2.22E-16,2.777777778,-1.777777778,47.27171693,-4.147766327,23.96150037,0,0.71812,30,65.4,139,4.45,6.4,-60,9.394,7.134,0.917849
NIFQIF,CC1=NC=CN1,Zn,0,1.666666667,169.9302885,169.7560012,-5.555555556,-48.44444444,86.66666667,-195.7238121,-266.681362,267.0900931,0,0,2.22E-16,2.777777778,-1.777777778,47.27171693,-4.147766327,23.96150037,0,0.71812,30,65.4,139,4.45,6.4,-60,9.394,7.134,0.927421
NIFQOL,CC1=NC=CN1,Zn,0,1.666666667,169.9302885,169.7560012,-5.555555556,-48.44444444,86.66666667,-195.7238121,-266.681362,267.0900931,0,0,2.22E-16,2.777777778,-1.777777778,47.27171693,-4.147766327,23.96150037,0,0.71812,30,65.4,139,4.45,6.4,-60,9.394,7.134,0.940743
NIFQUR,CC1=NC=CN1,Zn,0,1.666666667,169.9302885,169.7560012,-5.555555556,-48.44444444,86.66666667,-195.7238121,-266.681362,267.0900931,0,0,2.22E-16,2.777777778,-1.777777778,47.27171693,-4.147766327,23.96150037,0,0.71812,30,65.4,139,4.45,6.4,-60,9.394,7.134,0.947845
NIFRAY,CC1=NC=CN1,Zn,0,1.666666667,169.9302885,169.7560012,-5.555555556,-48.44444444,86.66666667,-195.7238121,-266.681362,267.0900931,0,0,2.22E-16,2.777777778,-1.777777778,47.27171693,-4.147766327,23.96150037,0,0.71812,30,65.4,139,4.45,6.4,-60,9.394,7.134,0.990314
NIFREC,CC1=NC=CN1,Zn,0,1.666666667,169.9302885,169.7560012,-5.555555556,-48.44444444,86.66666667,-195.7238121,-266.681362,267.0900931,0,0,2.22E-16,2.777777778,-1.777777778,47.27171693,-4.147766327,23.96150037,0,0.71812,30,65.4,139,4.45,6.4,-60,9.394,7.134,1.01818
NIFRUS,CC1=NC=CN1,Zn,0,1.666666667,169.9302885,169.7560012,-5.555555556,-48.44444444,86.66666667,-195.7238121,-266.681362,267.0900931,0,0,2.22E-16,2.777777778,-1.777777778,47.27171693,-4.147766327,23.96150037,0,0.71812,30,65.4,139,4.45,6.4,-60,9.394,7.134,0.925849
NIFSAZ,CC1=NC=CN1,Zn,0,1.666666667,169.9302885,169.7560012,-5.555555556,-48.44444444,86.66666667,-195.7238121,-266.681362,267.0900931,0,0,2.22E-16,2.777777778,-1.777777778,47.27171693,-4.147766327,23.96150037,0,0.71812,30,65.4,139,4.45,6.4,-60,9.394,7.134,0.923987
NIFSIH,CC1=NC=CN1,Zn,0,1.666666667,169.9302885,169.7560012,-5.555555556,-48.44444444,86.66666667,-195.7238121,-266.681362,267.0900931,0,0,2.22E-16,2.777777778,-1.777777778,47.27171693,-4.147766327,23.96150037,0,0.71812,30,65.4,139,4.45,6.4,-60,9.394,7.134,0.948352
NIFSUT,CC1=NC=CN1,Zn,0,1.666666667,169.9302885,169.7560012,-5.555555556,-48.44444444,86.66666667,-195.7238121,-266.681362,267.0900931,0,0,2.22E-16,2.777777778,-1.777777778,47.27171693,-4.147766327,23.96150037,0,0.71812,30,65.4,139,4.45,6.4,-60,9.394,7.134,0.907866
NIFTAA,CC1=NC=CN1,Zn,0,1.666666667,169.9302885,169.7560012,-5.555555556,-48.44444444,86.66666667,-195.7238121,-266.681362,267.0900931,0,0,2.22E-16,2.777777778,-1.777777778,47.27171693,-4.147766327,23.96150037,0,0.71812,30,65.4,139,4.45,6.4,-60,9.394,7.134,0.911573
NIGBOW,C1=CC(=CC=C1C2=CC=C(C=C2)C(=O)O)C(=O)O,V,4.466666667,4.274074074,155.9322375,157.6435699,1,-45.5,203,-407.0307408,-763.9385164,208.2792469,1.491045918,-12.47760781,-1.116666667,0.305555556,-2.116666667,46.91945671,4.889228509,23.78241367,6.836984153,2.75,23,50.9415,179,3.6,12.4,51,6.746,6,0.664852
NIHBAI,C(=O)O,Fe,6.105972211,5.581980186,173.5064463,169.7560012,-8.64,-1.12,50.8,27.7819722,0,0,0,0,-0.924871318,0.983015531,-1.75733888,34.11764866,-7.663402001,21.37334811,3.207106781,-0.2992,26,55.84,194,4.06,8.4,15,7.902,7.874,1.7748
NIHBAI01,C(=O)O,Fe,6.105972211,5.581980186,173.5064463,169.7560012,-8.64,-1.12,50.8,27.7819722,0,0,0,0,-0.924871318,0.983015531,-1.75733888,34.11764866,-7.663402001,21.37334811,3.207106781,-0.2992,26,55.84,194,4.06,8.4,15,7.902,7.874,1.76453
NIHBAI02,C(=O)O,Fe,6.105972211,5.581980186,173.5064463,169.7560012,-8.64,-1.12,50.8,27.7819722,0,0,0,0,-0.924871318,0.983015531,-1.75733888,34.11764866,-7.663402001,21.37334811,3.207106781,-0.2992,26,55.84,194,4.06,8.4,15,7.902,7.874,1.74298
NIHBEM,C(=O)O,Fe,6.105972211,5.581980186,173.5064463,169.7560012,-8.64,-1.12,50.8,27.7819722,0,0,0,0,-0.924871318,0.983015531,-1.75733888,34.11764866,-7.663402001,21.37334811,3.207106781,-0.2992,26,55.84,194,4.06,8.4,15,7.902,7.874,1.76394
NIHBEM01,C(=O)O,Fe,6.105972211,5.581980186,173.5064463,169.7560012,-8.64,-1.12,50.8,27.7819722,0,0,0,0,-0.924871318,0.983015531,-1.75733888,34.11764866,-7.663402001,21.37334811,3.207106781,-0.2992,26,55.84,194,4.06,8.4,15,7.902,7.874,1.74049
NIHBEM02,C(=O)O,Fe,6.105972211,5.581980186,173.5064463,169.7560012,-8.64,-1.12,50.8,27.7819722,0,0,0,0,-0.924871318,0.983015531,-1.75733888,34.11764866,-7.663402001,21.37334811,3.207106781,-0.2992,26,55.84,194,4.06,8.4,15,7.902,7.874,1.70286
NIHBIQ,C(=O)O,Fe,6.105972211,5.581980186,173.5064463,169.7560012,-8.64,-1.12,50.8,27.7819722,0,0,0,0,-0.924871318,0.983015531,-1.75733888,34.11764866,-7.663402001,21.37334811,3.207106781,-0.2992,26,55.84,194,4.06,8.4,15,7.902,7.874,1.66955
NIHBIQ01,C(=O)O,Fe,6.105972211,5.581980186,173.5064463,169.7560012,-8.64,-1.12,50.8,27.7819722,0,0,0,0,-0.924871318,0.983015531,-1.75733888,34.11764866,-7.663402001,21.37334811,3.207106781,-0.2992,26,55.84,194,4.06,8.4,15,7.902,7.874,1.65496
NIHBIQ02,C(=O)O,Fe,6.105972211,5.581980186,173.5064463,169.7560012,-8.64,-1.12,50.8,27.7819722,0,0,0,0,-0.924871318,0.983015531,-1.75733888,34.11764866,-7.663402001,21.37334811,3.207106781,-0.2992,26,55.84,194,4.06,8.4,15,7.902,7.874,1.6285
NIJTOR,C1=C(SC(=C1)C(=O)O)C(=O)O,Co,8.947368421,6.986354776,156.638113,177.2356928,6.536296296,-34.58864198,215.7333333,-301.222032,-357.3657579,-8.112786327,2.851008,5.342441632,-0.574554906,-0.58680776,-7.392748538,42.01586201,8.94936665,35.50134612,6.816819862,1.1445,27,58.93319,192,4.3,7.5,64,7.881,8.86,1.40187
NIJVAF,C1=C(SC(=C1)C(=O)O)C(=O)O,Cd,8.947368421,6.986354776,156.638113,177.2356928,6.536296296,-34.58864198,215.7333333,-301.222032,-357.3657579,-8.112786327,2.851008,5.342441632,-0.574554906,-0.58680776,-7.392748538,42.01586201,8.94936665,35.50134612,6.816819862,1.1445,48,112.41,158,4.33,7.2,-70,8.994,8.69,1.28606
