mof,AATS8Z,ATSC2d,ATSC4d,ATSC8d,ATSC1p,ATSC3p,ATSC1i,AATSC0m,AATSC7i,GATS3c,GATS8c,GATS4dv,GATS1p,SpMAD_Dzm,MINdO,AETA_eta_FL,ZMIC1,piPC10,GGI10,Diameter,AtomicNumber,AtomicMass,AtomicRadius,Mulliken EN,Polarizability,Electron affinity,IonizationEnergy,Density,Mr,Boiling point,Permittivity,LogP,HBD,HBA,MPC,pH,Temperature,Time,Target
AVESOL_clean,24.64705882,-10.11815301,5.618379357,-33.0421005,2.723052506,-4.839108736,16.31044975,33.54613823,0.202705258,0.5651138,1.217539629,1.011651882,0.736239723,8.814105032,11.42724588,0.293653649,92.97512701,8.43936002,0.281195796,12,30,65.39,139,4.45,6.4,-60,9.394,7.134,73.0938,153,36.7,-1.01,0,1,0.22,2,90,72,0.580617
GALCAZ_clean,22.30769231,-4.289224953,-0.446124764,-0.506616257,0.14368353,-1.566444308,-4.392898334,32.90451017,-0.169288915,0.793222471,2.663119685,1.1647935,0.897395992,5.073326152,10.59873551,0.321609259,32.71615085,6.423399144,0,9,30,65.39,139,4.45,6.4,-60,9.394,7.134,73.0938,153,36.7,-1.01,0,1,0.22,11,90,72,0.291556
REYPES_clean,10.5,-4.444444444,0.666666667,1.333333333,-0.022742002,-2.078085138,-1.517333124,33.02937774,-0.665840831,1.223643051,0.864372209,0.943555426,0.945580363,5.14418631,10.85259827,0.328898389,34.28371043,5.614495784,0,9,30,65.39,139,4.45,6.4,-60,9.394,7.134,18.015,100,78.5,-1.38,1,1,0.82,,90,72,0.0781557
YOZQEK_clean,22.60869565,-1.738406659,-1.4078478,0.403091558,0.757743577,-2.616337785,6.988333172,48.24186274,-0.311707674,0.570121809,1.753250742,1.211259256,1.036249232,5.227829179,10.95560689,0.29278854,51.58192136,7.84482855,0,10,30,65.39,139,4.45,6.4,-60,9.394,7.134,73.0938,153,36.7,-1.01,0,1,0.22,,95,24,1.18507
SARNOQ_clean,15.0001605,-0.688271605,-4.25308642,0,0.732270301,-0.958707036,10.57626888,22.23528039,0.326690296,1.053502591,1.147085137,0.735576923,0.590187552,4.389869459,10.85259827,0.318262194,36.02222432,6.423399144,0,7,30,65.39,139,4.45,6.4,-60,9.394,7.134,87.12,165,37.8,-0.77,0,1,0.25,,95,72,0.466044
BOWZUK_clean,21.61764706,-7.56,-11.04,-18.72,-1.818734849,0.03853724,-38.58146038,31.15258984,0.046857563,1.194876367,1.343892865,1.001299432,1.01242513,9.38382407,10.85259827,0.322442863,83.06142365,8.476818688,0.189801041,14,30,65.39,139,4.45,6.4,-60,9.394,7.134,73.0938,153,36.7,-1.01,0,1,0.22,,100,12,0.4417486
LAZJIH_clean,6.6,-0.875,-11.25,5.625,1.607785695,-1.434921216,9.126289891,33.54745824,0.545881603,0.654480144,2.065628301,1.043013891,0.767698689,5.365693136,10.77848781,0.288201079,54.15839793,0,0,7,30,65.39,139,4.45,6.4,-60,9.394,7.134,73.0938,153,36.7,-1.01,0,1,0.22,,100,48,0.448022
VOLPET_clean,1,-2.973333333,-3.382222222,0.537777778,1.530571154,-5.553225414,6.476948229,63.03764033,1.335610408,0.598416783,0,1.077299221,0.635053582,3.402785684,10.25434335,0.260281625,32.07349969,0,0,6,30,65.39,139,4.45,6.4,-60,9.394,7.134,73.0938,153,36.7,-1.01,0,1,0.22,,100,48,0.934072
HIFGIO_SL,18.11111111,-5.23553719,-11.75206612,-9.347107438,1.370974177,-3.223821299,8.24614946,33.84414776,0.149206908,0.595197442,1.131710387,1.137275028,0.844957201,8.450726309,11.00063482,0.286030485,64.65770707,8.031537708,0.14855627,15,30,65.39,139,4.45,6.4,-60,9.394,7.134,73.0938,153,36.7,-1.01,0,1,0.22,14,100,60,0.827713
HUTTIA_clean,14.11764706,-5.2,-0.88,-0.96,-0.096368731,-2.450333046,-1.646452581,33.32540704,0.105936828,0.932881559,0.779057708,0.826279659,1.035383361,6.811023938,10.85259827,0.290483481,35.23625592,5.029620594,0.016324865,11,30,65.39,139,4.45,6.4,-60,9.394,7.134,73.0938,153,36.7,-1.01,0,1,0.22,,100,60,0.153299
BAFCAP_clean,15.16757493,25.52092921,-14.44758565,-10.17320476,-1.222465129,10.88855648,-9.746004189,37.50399862,-0.130075289,0.759707799,0.849947647,0.942291309,1.224336191,12.31169874,11.90418558,0.235396339,113.1896723,8.92089007,1.333027242,18,30,65.39,139,4.45,6.4,-60,9.394,7.134,73.0938,153,36.7,-1.01,0,1,0.22,,100,72,0.197363
OHIHET_clean,20,-4.38957476,-2.282578875,-3.796982167,-0.327849505,-1.157909607,-10.42696979,31.61036755,0.51817479,0.792116324,1.600691293,0.913469646,0.931365745,5.317324951,10.85259827,0.318063287,35.54550378,7.028796889,0,9,30,65.39,139,4.45,6.4,-60,9.394,7.134,18.015,100,78.5,-1.38,1,1,0.82,14,100,72,0.10261
QIVZEC_clean,12.23076923,-3.9375,-4.0625,-0.1875,-0.577992835,-1.188220124,-5.985599143,32.63143234,-0.093936989,1.058467277,0.530798443,1.240438317,1.066883324,6.113883958,10.85259827,0.303174125,37.71691719,6.593044534,0.016324865,11,30,65.39,139,4.45,6.4,-60,9.394,7.134,18.015,100,78.5,-1.38,1,1,0.82,14,100,72,0.138375
VOXQOQ_clean,15.0001605,-1.4,-0.36,0,-0.24692799,-0.338030963,3.063153887,37.03984216,0.242079625,1.417569238,1.147085137,1.488095238,1.271147015,1.8659169,10.85259827,0.291377293,15.18317422,0,0,3,30,65.39,139,4.45,6.4,-60,9.394,7.134,73.0938,153,36.7,-1.01,0,1,0.22,,100,80,0.256013
XASNUD_clean,1,-4.836734694,-1.285714286,1.530612245,1.22017302,-2.855387314,7.048205643,35.1171682,1.00856117,0.597938845,0,1.210144928,0.793673939,4.855187367,10.56470522,0.29112234,43.31347594,0,0,6,30,65.39,139,4.45,6.4,-60,9.394,7.134,87.12,165,37.8,-0.77,0,1,0.25,0,100,120,0.604248
XASPEP_clean,1,-4.836734694,-1.285714286,1.530612245,1.22017302,-2.855387314,7.048205643,35.1171682,1.00856117,0.597938845,0,1.210144928,0.793673939,4.855187367,10.56470522,0.29112234,43.31347594,0,0,6,30,65.39,139,4.45,6.4,-60,9.394,7.134,73.0938,153,36.7,-1.01,0,1,0.22,0,100,120,0.473833
IBUBIT_clean,15.0001605,-0.703125,0.78125,0,-0.448363995,-0.58535886,-9.186189497,35.48540873,0.242079625,0.832056377,1.147085137,0,1.265935633,1.333620176,10.85259827,0.339917219,13.75,0,0,2,30,65.39,139,4.45,6.4,-60,9.394,7.134,73.0938,153,36.7,-1.01,0,1,0.22,,100,144,0.640715
NUCPEI_clean,23.44761905,-8.11815301,1.682209144,-3.863739249,2.723052506,-3.832684451,16.31044975,33.54613823,-0.135078737,0.573814361,0.778722806,1.018313748,0.736239723,8.815895762,11.41190694,0.294136062,92.97512701,8.420718427,0.281195796,12,30,65.39,139,4.45,6.4,-60,9.394,7.134,73.0938,153,36.7,-1.01,0,1,0.22,,105,72,0.446157
QUNWAZ_clean,15.0001605,-2.32,-3.54,0,-0.312419267,-0.146509697,-6.672990632,31.17136264,1.924855082,0.904965454,1.147085137,0.891739675,0.9398942,3.991975457,10.85259827,0.336279042,31.98506523,5.731873777,0,7,30,65.39,139,4.45,6.4,-60,9.394,7.134,73.0938,153,36.7,-1.01,0,1,0.22,,110,72,0.33183
TOHYUM_clean,1,-4.111111111,-1.777777778,0.444444444,0.82618979,-2.226927701,4.879682183,36.15315736,1.084373818,0.633909222,0,1.278409091,0.825533373,4.157505902,10.38281557,0.298157506,33.93016113,0,0,6,30,65.39,139,4.45,6.4,-60,9.394,7.134,87.12,165,37.8,-0.77,0,1,0.25,1,110,72,0.333916
WIRKOZ_clean,15.4742268,1.844290657,-2.240484429,0.105536332,1.414390319,-5.034947107,7.919099042,32.8310926,0.030571702,0.764251885,0.611845265,1.076119008,0.839856242,11.25935544,11.27763638,0.2885935,99.70431454,8.958600407,0.313233344,19,30,65.39,139,4.45,6.4,-60,9.394,7.134,73.0938,153,36.7,-1.01,0,1,0.22,,110,72,0.688715
WIRMOB_clean,17.35353535,14.73975309,6.056296296,-37.61777778,2.13323485,-4.870968987,12.03875322,31.65782655,0.062366413,0.741465971,0.526661014,1.039938947,0.789772893,11.64982321,11.71275565,0.284603231,139.7405826,10.0119467,0.559738802,19,30,65.39,139,4.45,6.4,-60,9.394,7.134,73.0938,153,36.7,-1.01,0,1,0.22,,110,72,0.4066224
XUKNIC_clean,17.21621622,-7.222684703,1.597294485,4.399583767,1.573870615,-3.076280144,9.44104643,34.41735606,-0.191765517,0.584430417,1.310212044,1.096593616,0.767996269,6.68837105,10.78016156,0.29713132,58.98832991,7.293283376,0,10,30,65.39,139,4.45,6.4,-60,9.394,7.134,18.015,100,78.5,-1.38,1,1,0.82,1,110,80,0.565289
REDYEG_clean,15.0001605,-2.87755102,-1.076530612,0,0.118706081,-1.240526058,-2.403599661,35.44306652,0.242079625,0.738056826,1.147085137,1.30875153,0.948733412,3.126481016,10.17314815,0.318906442,19.93194522,0,0,5,30,65.39,139,4.45,6.4,-60,9.394,7.134,74.12,108,15.8,0.76,1,1,0.27,,110,96,0.176914
PODXEN_clean,21.61764706,-7.56,-11.04,-18.72,-1.818734849,0.03853724,-38.58146038,31.15258984,0.046857563,1.194876367,1.343892865,1.001299432,1.01242513,9.38382407,10.85259827,0.322442863,83.06142365,8.476818688,0.189801041,14,30,65.39,139,4.45,6.4,-60,9.394,7.134,73.0938,153,36.7,-1.01,0,1,0.22,11,120,24,0.137922
XUKHUI_clean,18.6122449,-12.49657064,-2.72702332,-8.803840878,2.171920349,-7.168670034,10.82598544,35.71185691,0.443933021,0.678353765,0.631465716,0.929693332,0.852790609,11.84144301,11.22278748,0.28835939,74.0727016,7.206099063,0.272217121,17,30,65.39,139,4.45,6.4,-60,9.394,7.134,18.015,100,78.5,-1.38,1,1,0.82,,120,24,0.28304
HUVHOX_clean,21.21686747,-3.755102041,-5.301020408,-3.698979592,-3.295340403,5.285811414,-34.65892614,61.95719226,0.312071778,0.885437507,1.040537368,0.763119723,1.793013674,6.969020074,10.87849355,0.237608036,52.60913144,5.610387127,0,10,30,65.39,139,4.45,6.4,-60,9.394,7.134,18.015,100,78.5,-1.38,1,1,0.82,,120,40,0.212428
OLEKUM_manual,8,-2.938271605,-3.75308642,2.419753086,1.118070607,-1.000737229,5.21019315,90.38782669,0.388818756,0.746870795,3.715201678,1.333618689,0.503381114,4.298196222,10.56462286,0.27964116,41.56123891,0,0,7,30,65.39,139,4.45,6.4,-60,9.394,7.134,73.0938,153,36.7,-1.01,0,1,0.22,,120,48,0.449888
WIJXEU_clean,22.60869565,-4.286989796,-2.570153061,-0.195153061,1.406666341,-2.443465544,8.010279631,32.94342679,-0.46440281,0.666059994,1.680857951,1.18353305,0.709614192,5.543250238,10.91162541,0.296032828,46.77360618,8.400123329,0,10,30,65.39,139,4.45,6.4,-60,9.394,7.134,73.0938,153,36.7,-1.01,0,1,0.22,,120,48,0.83293
FURFOP_clean,17.18181818,-4.244897959,-0.408163265,-0.816326531,-1.654043288,-2.021584024,-29.47152043,33.8917678,0.556403965,0.78971564,1.071977561,0.929273828,1.374680545,6.29664596,10.85259827,0.25312871,30.92040387,4.80811103,0,9,30,65.39,139,4.45,6.4,-60,9.394,7.134,87.12,165,37.8,-0.77,0,1,0.25,,120,72,0.212321
MEJQEZ_clean,15.0001605,-2.87755102,-1.076530612,0,0.118706081,-1.240526058,-2.403599661,35.44306652,0.242079625,0.738056826,1.147085137,1.30875153,0.948733412,3.126481016,10.17314815,0.318906442,19.93194522,0,0,5,30,65.39,139,4.45,6.4,-60,9.394,7.134,18.015,100,78.5,-1.38,1,1,0.82,,120,72,0.217347
MEJQID_clean,15.0001605,-2.87755102,-1.076530612,0,0.118706081,-1.240526058,-2.403599661,35.44306652,0.242079625,0.738056826,1.147085137,1.30875153,0.948733412,3.126481016,10.17314815,0.318906442,19.93194522,0,0,5,30,65.39,139,4.45,6.4,-60,9.394,7.134,87.12,165,37.8,-0.77,0,1,0.25,7,120,72,0.257448
MEJQOJ_clean,15.0001605,-2.87755102,-1.076530612,0,0.118706081,-1.240526058,-2.403599661,35.44306652,0.242079625,0.738056826,1.147085137,1.30875153,0.948733412,3.126481016,10.17314815,0.318906442,19.93194522,0,0,5,30,65.39,139,4.45,6.4,-60,9.394,7.134,99.131,202,32,-0.38,0,1,0.31,7,120,72,0.26865
OYEBIE_clean,10.5,-4.875739645,-0.01183432,0.781065089,-0.320913943,-1.672150744,-6.943192378,31.92973033,-0.737433304,0.871357617,2.052792727,0.786771982,1.024098915,5.683142077,10.85259827,0.294774743,33.46661213,5.614495784,0,9,30,65.39,139,4.45,6.4,-60,9.394,7.134,18.015,100,78.5,-1.38,1,1,0.82,,120,72,0.104831
REYCOP_clean,11.16,-8.16,-0.48,1.6,-1.28634823,-3.909654271,-24.91576334,32.82126249,-0.021264618,0.990595243,1.408448057,0.776273885,1.213183552,8.172415287,10.85259827,0.26163836,42.33674271,5.524456427,0.008366493,13,30,65.39,139,4.45,6.4,-60,9.394,7.134,18.015,100,78.5,-1.38,1,1,0.82,,120,72,0.00765202
TETZEZ_clean,13.83333333,-7.706371191,0.770083102,3.523545706,-0.030029776,-2.770365676,-7.279671121,32.65565335,-0.221898782,1.198668985,0.973456394,1.097127497,0.921322855,8.700775445,12.1472399,0.323386496,52.71662526,6.758820141,0.074482196,15,30,65.39,139,4.45,6.4,-60,9.394,7.134,73.0938,153,36.7,-1.01,0,1,0.22,,120,72,0.785626
YOYBUL_clean,16.625,-8.364839319,5.444234405,3.206049149,1.055009632,-2.351118815,1.994416153,32.14981842,-0.052073759,0.651485792,0.746039238,1.098346018,0.807614692,8.691700248,11.13906793,0.311991486,72.20558505,8.568545547,0.214876033,14,30,65.39,139,4.45,6.4,-60,9.394,7.134,87.12,165,37.8,-0.77,0,1,0.25,,120,72,0.577006
NEVJOP_clean,18.45945946,-2.522460938,-5.137695313,9.372070313,0.809720156,0.19372622,-1.844656586,38.30275865,-0.08543964,0.666454711,1.357879719,0.869173702,1.025315697,6.547478632,10.76613914,0.277435959,47.75460508,5.210851341,0,8,30,65.39,139,4.45,6.4,-60,9.394,7.134,72.106,66,7.6,0.46,0,1,0.28,14,120,96,0.142015
UWELIS_clean,20.58974359,-6.254942768,-1.703433923,-6.08012487,0.839443132,-3.278867393,0.928315349,34.1620692,0.092451142,0.762348166,0.814623687,1.104262103,0.860602279,6.829375693,10.96984042,0.307548953,43.71046307,6.305818978,0.049382716,10,30,65.39,139,4.45,6.4,-60,9.394,7.134,87.12,165,37.8,-0.77,0,1,0.25,,120,96,0.535159
MAZSUD_clean,8,-5.111111111,0.888888889,1.777777778,0.82618979,-2.226927701,4.879682183,36.15315736,0.291639412,0.64561009,3.762916526,1.380681818,0.825533373,4.356591063,10.33465372,0.298157506,33.93016113,0,0,7,30,65.39,139,4.45,6.4,-60,9.394,7.134,73.0938,153,36.7,-1.01,0,1,0.22,,120,120,0.405873
RUGKOV_clean,15.0001605,-2.777777778,0.444444444,0,0.287561784,-2.087954626,2.961688848,36.53934956,0.242079625,1.013792597,1.147085137,1.231229848,0.90022372,2.772212012,10.00203704,0.301222355,17.59147917,0,0,4,30,65.39,139,4.45,6.4,-60,9.394,7.134,73.0938,153,36.7,-1.01,0,1,0.22,,120,336,0.667802
FECYUJ_clean,20.8,-5.625,-1.25,-3.375,1.139410675,-2.38549814,6.871726703,33.988018,0.274081936,0.593341485,2.614602304,1.147963057,0.752368193,5.135102172,10.72566599,0.299009126,45.08220626,6.577317921,0,9,30,65.39,139,4.45,6.4,-60,9.394,7.134,73.0938,153,36.7,-1.01,0,1,0.22,,130,28,0.583668
FONPUV_clean,19.42857143,-5.222684703,-2.112382934,-1.443288241,1.573870615,-2.069855859,9.44104643,34.41735606,-0.079051838,0.610572535,1.924033478,1.129823726,0.767996269,6.583691925,10.79550049,0.297889398,58.98832991,7.087586759,0,10,30,65.39,139,4.45,6.4,-60,9.394,7.134,18.015,100,78.5,-1.38,1,1,0.82,,130,72,0.156937
YILJAG_clean,15.0001605,4.897959184,-22.53061224,0,0.139412692,-0.335365577,7.273237557,33.8917678,0.49194202,1.274584122,1.147085137,1.466652685,1.090299949,4.39259379,10.85259827,0.241951672,33.86076539,5.328027856,0,5,30,65.39,139,4.45,6.4,-60,9.394,7.134,73.0938,153,36.7,-1.01,0,1,0.22,,130,72,0.79509
GUVBOQ_clean,22.52,-7.08033241,-9.307479224,-5.825484765,4.246088022,-3.950685663,25.38625776,34.63610973,-0.215282444,0.993546633,0.787015923,0.72411669,0.694663179,10.17422116,11.3448876,0.279887326,93.85709736,8.802080738,0.445668809,14,30,65.39,139,4.45,6.4,-60,9.394,7.134,18.015,100,78.5,-1.38,1,1,0.82,,140,12,0.171463
DOGZIJ_clean,7.255813953,-1.520661157,-15.03719008,6.574380165,-1.280151036,-4.295057596,-24.50753484,32.59230413,-0.019044875,0.714409064,1.065284028,1.07162856,1.190913001,6.85551043,10.85259827,0.259865209,47.90726713,6.998052917,0.013884298,11,30,65.39,139,4.45,6.4,-60,9.394,7.134,18.015,100,78.5,-1.38,1,1,0.82,,150,43,0.195924
ILOJEZ_clean,16.88,-9.125,0.875,0.625,-0.859057085,-4.258655471,-9.817319175,32.19924276,-0.336783822,0.683677942,0.855131417,0.880683901,1.023550843,8.671507925,10.85259827,0.306226346,51.91419037,7.65362091,0.079795939,15,30,65.39,139,4.45,6.4,-60,9.394,7.134,18.015,100,78.5,-1.38,1,1,0.82,14,150,72,0.0462191
TEDSIG_clean,1,-4.836734694,-1.285714286,1.530612245,1.22017302,-2.855387314,7.048205643,35.1171682,1.00856117,0.597938845,0,1.210144928,0.793673939,4.855187367,10.56470522,0.29112234,43.31347594,0,0,6,30,65.39,139,4.45,6.4,-60,9.394,7.134,18.015,100,78.5,-1.38,1,1,0.82,,150,72,0.252128
WISTID_clean,20.46428571,-3.356401384,0.78200692,6.747404844,1.998875051,-1.749748739,11.87713613,34.06980826,-0.322001462,0.610829233,1.548344209,1.090953947,0.751449586,6.702549775,11.10172892,0.294189252,67.86342603,7.360680302,0,9,30,65.39,139,4.45,6.4,-60,9.394,7.134,18.015,100,78.5,-1.38,1,1,0.82,,150,72,0.202832
ORIBAU_clean,8,-5.111111111,0.888888889,1.777777778,0.82618979,-2.226927701,4.879682183,36.15315736,0.291639412,0.64561009,3.762916526,1.380681818,0.825533373,4.356591063,10.33465372,0.298157506,33.93016113,0,0,7,30,65.39,139,4.45,6.4,-60,9.394,7.134,32.042,64.7,32.7,-0.77,1,1,0.32,,150,96,0.547694
XOVVEK_clean,15.0001605,-0.703125,0.390625,0,-0.448363995,-0.179024688,-9.186189497,35.48540873,0.242079625,0.609603409,1.147085137,0,1.265935633,1.333620176,10.85259827,0.344273126,17,0,0,2,30,65.39,139,4.45,6.4,-60,9.394,7.134,18.015,100,78.5,-1.38,1,1,0.82,14,160,72,0.11319
XUHVON_clean,1,-4.836734694,-1.285714286,1.530612245,1.22017302,-2.855387314,7.048205643,35.1171682,1.00856117,0.597938845,0,1.210144928,0.793673939,4.855187367,10.56470522,0.29112234,43.31347594,0,0,6,30,65.39,139,4.45,6.4,-60,9.394,7.134,73.0938,153,36.7,-1.01,0,1,0.22,,160,120,0.29795
QOKCID_clean,16.60273973,-6.029204976,-0.200108167,1.897782585,0.155744841,-5.086546187,0.402361025,36.49999797,0.15136839,0.956688744,0.594991675,0.87928573,1.052909626,8.606823502,11.10429845,0.273704872,48.34483346,6.572020271,0.13610856,13,30,65.39,139,4.45,6.4,-60,9.394,7.134,18.015,100,78.5,-1.38,1,1,0.82,14,160,144,0.0711381
XOJWOJ_clean,8,-6.325,1.1275,2.9575,-0.951367826,-2.700572364,4.559761316,60.69595611,0.126076838,0.782079666,3.312066127,1.209117245,1.551326603,3.7366098,10.36785242,0.261695231,31.86701187,0,0,7,30,65.39,139,4.45,6.4,-60,9.394,7.134,18.015,100,78.5,-1.38,1,1,0.82,,170,48,0.345319
REYPIW_clean,15.0001605,-1.056122449,-7.12755102,0,0.613370347,-1.049749769,6.699186516,30.71535894,0.213389421,0.857430882,1.147085137,0.976494635,0.815044573,3.63757913,10.20148148,0.295664092,27.69476573,0,0,5,30,65.39,139,4.45,6.4,-60,9.394,7.134,18.015,100,78.5,-1.38,1,1,0.82,,180,72,0.317624
DEJCEB_clean,15.0001605,-1.335640138,-8.373702422,0,0.512871546,-1.466529157,-0.439374212,34.82995965,0.81561256,0.809553411,1.147085137,1.069325248,0.892131128,3.918430998,10.42287037,0.306211469,28.40322139,0,0,5,30,65.39,139,4.45,6.4,-60,9.394,7.134,73.0938,153,36.7,-1.01,0,1,0.22,,85,12,0.199088
NAWXER_clean,20.06122449,-8.75962539,11.10301769,-7.367325702,2.213748491,-4.19980886,8.871040689,32.41101604,-0.041136104,0.615572833,0.517805038,1.205911755,0.774341434,10.3862709,11.45175717,0.305742293,104.3224892,9.274499915,0.644015917,15,30,65.39,139,4.45,6.4,-60,9.394,7.134,73.0938,153,36.7,-1.01,0,1,0.22,1,85,24,1.03824
GAHWIX_clean,23.65217391,-16.93197279,6.503401361,-12.74829932,2.110173167,-7.126626862,10.37138019,33.79963494,0.180509783,0.778073004,0.512140316,1.135112782,0.817890207,12.58927834,11.09821039,0.303931194,100.8598597,7.731546876,0.507805326,18,30,65.39,139,4.45,6.4,-60,9.394,7.134,73.0938,153,36.7,-1.01,0,1,0.22,,95,24,1.16326
LUPYAX_clean,8,-2.938271605,-3.75308642,2.419753086,1.118070607,-1.000737229,5.21019315,90.38782669,0.388818756,0.746870795,3.715201678,1.333618689,0.503381114,4.298196222,10.56462286,0.27964116,41.56123891,0,0,7,30,65.39,139,4.45,6.4,-60,9.394,7.134,73.0938,153,36.7,-1.01,0,1,0.22,,100,24,0.537606
CAGSAG_clean,20.8,-5.625,-1.25,-3.375,1.139410675,-2.38549814,6.871726703,33.988018,0.274081936,0.593341485,2.614602304,1.147963057,0.752368193,5.135102172,10.72566599,0.299009126,45.08220626,6.577317921,0,9,30,65.39,139,4.45,6.4,-60,9.394,7.134,73.0938,153,36.7,-1.01,0,1,0.22,,120,24,0.536529
QAKFIU_clean,16.51020408,-7.531855956,-0.786703601,2.709141274,0.531786332,-1.957076913,-4.322903114,34.03397388,0.310106352,0.67906315,1.081067668,0.927610263,0.901586581,7.784563725,11.19441932,0.284717401,41.79275701,7.276210561,0.115702479,12,30,65.39,139,4.45,6.4,-60,9.394,7.134,73.0938,153,36.7,-1.01,0,1,0.22,1,80,36,0.0531947
FIJCUX01_clean,8,-5.111111111,0.888888889,1.777777778,0.82618979,-2.226927701,4.879682183,36.15315736,0.291639412,0.64561009,3.762916526,1.380681818,0.825533373,4.356591063,10.33465372,0.298157506,33.93016113,0,0,7,30,65.39,139,4.45,6.4,-60,9.394,7.134,101.147,177,9.2,-0.52,0,1,0.2,,100,40,0.377157
FAGREM_clean,6.6,-2.836734694,-6.714285714,2.551020408,1.22017302,-1.848963029,7.048205643,35.1171682,0.624286113,0.656883384,2.383658044,1.166666667,0.793673939,4.864515893,10.51654337,0.29218365,43.31347594,0,0,7,30,65.39,139,4.45,6.4,-60,9.394,7.134,101.147,177,9.2,-0.52,0,1,0.2,,65,48,0.283667
IGINIX_clean,8,-4.629757785,0.982698962,1.993079585,0.512871546,-1.618964687,-0.439374212,34.82995965,0.13560974,0.670048705,3.246165034,1.373737374,0.892131128,4.214932358,10.27215372,0.304912364,28.40322139,0,0,7,30,65.39,139,4.45,6.4,-60,9.394,7.134,73.0938,153,36.7,-1.01,0,1,0.22,,100,48,0.336389
IZEWAN_clean,20.4375,-10.03703704,3.148148148,-22.22222222,3.418232024,-4.278955819,20.61518011,33.988018,0.000824471,0.791125677,0.612242017,0.913435174,0.705288171,9.402830788,11.53002036,0.298711818,96.68922921,8.832363128,0.470768289,12,30,65.39,139,4.45,6.4,-60,9.394,7.134,88.1051,101,2.2,-0.27,0,2,0.26,,100,48,0.643527
MUVLUM_clean,11.33333333,-0.796875,2.5625,10.0546875,-0.984772218,-1.044713031,5.81818855,60.2959765,0.501310919,0.610943258,2.155796992,1.000772569,1.399104931,5.065739876,11.07742289,0.278929061,59,7.747659242,0,9,30,65.39,139,4.45,6.4,-60,9.394,7.134,73.0938,153,36.7,-1.01,0,1,0.22,0,100,48,0.397207
HOXSIY_clean,17.21621622,-7.222684703,1.597294485,4.399583767,1.573870615,-3.076280144,9.44104643,34.41735606,-0.191765517,0.584430417,1.310212044,1.096593616,0.767996269,6.68837105,10.78016156,0.29713132,58.98832991,7.293283376,0,10,30,65.39,139,4.45,6.4,-60,9.394,7.134,87.12,165,37.8,-0.77,0,1,0.25,,100,60,0.157626
DITTEH_clean,17.21621622,-7.222684703,1.597294485,4.399583767,1.573870615,-3.076280144,9.44104643,34.41735606,-0.191765517,0.584430417,1.310212044,1.096593616,0.767996269,6.68837105,10.78016156,0.29713132,58.98832991,7.293283376,0,10,30,65.39,139,4.45,6.4,-60,9.394,7.134,73.0938,153,36.7,-1.01,0,1,0.22,,110,60,0.468224
ODUNEH_clean,21.84615385,-7.265306122,0.326530612,1.265306122,1.136916934,-2.346142607,6.872833699,34.22076092,-0.462133623,0.599579258,1.695582929,1.18173913,0.787196274,6.393758078,10.70309043,0.302822927,51.05277609,7.087586759,0.066115702,11,30,65.39,139,4.45,6.4,-60,9.394,7.134,73.0938,153,36.7,-1.01,0,1,0.22,12,60,72,0.521145
LADHEF_clean,15.0001605,-0.703125,0.390625,0,-0.448363995,-0.179024688,-9.186189497,35.48540873,0.242079625,0.609603409,1.147085137,0,1.265935633,1.333620176,10.85259827,0.344273126,17,0,0,2,30,65.39,139,4.45,6.4,-60,9.394,7.134,73.0938,153,36.7,-1.01,0,1,0.22,11,80,72,0.376297
AVEQID_clean,20.56804734,-14.16,11.52,-17.28,5.982106323,-7.783235477,43.18798013,33.45296695,0.166061226,0.554615792,0.816642489,0.982020107,0.687887808,12.60711604,12.17001145,0.293278336,160.8520304,9.65176467,1.587184981,15,30,65.39,139,4.45,6.4,-60,9.394,7.134,87.12,165,37.8,-0.77,0,1,0.25,1,85,72,0.804289
HAFSOZ_clean,1,-2.966942149,-3.669421488,2.115702479,1.574285603,-2.886684323,8.962038381,35.07890281,0.919461567,0.792063244,1.71E-05,1.068123021,0.753354015,4.909897775,10.59437264,0.289898383,45.23560315,0,0,6,30,65.39,139,4.45,6.4,-60,9.394,7.134,87.12,165,37.8,-0.77,0,1,0.25,,95,72,0.247761
KIDDOS_clean,15.0001605,-5.652892562,-0.991735537,0,-2.120645345,-10.37668677,-41.99323202,34.9651262,0.242079625,0.629097774,1.147085137,1.084507042,1.722538464,3.322903711,10.85259827,0.197779251,36.64841926,0,0,4,30,65.39,139,4.45,6.4,-60,9.394,7.134,73.0938,153,36.7,-1.01,0,1,0.22,,100,72,0.218235
HOFSUS_clean,15.8,-0.727430556,-8.215277778,6.201388889,0.529775486,-0.868255226,-5.550800244,33.19239571,-0.708390128,0.703453877,0.963178647,0.902207168,0.877944225,5.254454271,10.81267731,0.308597776,31.63884792,6.503316987,0,8,30,65.39,139,4.45,6.4,-60,9.394,7.134,87.12,165,37.8,-0.77,0,1,0.25,,110,72,0.195256
LUZJAT_clean,1,-4.836734694,-1.285714286,1.530612245,1.22017302,-2.855387314,7.048205643,35.1171682,1.00856117,0.597938845,0,1.210144928,0.793673939,4.855187367,10.56470522,0.29112234,43.31347594,0,0,6,30,65.39,139,4.45,6.4,-60,9.394,7.134,73.0938,153,36.7,-1.01,0,1,0.22,1,110,72,0.354913
