mof,AATS7d,AATS8d,AATS8m,AATS5p,ATSC2d,ATSC3p,AATSC6dv,AATSC2s,AATSC0Z,GATS3c,GATS2dv,GATS7m,GATS1se,SpMAD_Dzm,AXp-2dv,NaasC,AMID_h,piPC3,piPC10,GGI10,AtomicNumber,AtomicMass,AtomicRadius,Mulliken EN,Polarizability,Electron affinity,IonizationEnergy,Density,Mr,Boiling point,Permittivity,LogP,HBD,HBA,MPC,pH,Temperature,Time,Target
DOKHIV_clean,1,1,1.016064,1.115081704,-4.836734694,-2.855387314,0.274376417,1.54399093,7.551020408,0.597938845,0.568115942,2.437880496,0.97234548,4.855187367,0.129261705,3,0.68388361,4.123093976,0,0,29,63.546,140,4.48,6.7,119,7.726,8.933,46.068,78.2,24.5,-0.31,1,1,0.3,,180,12,1.49483
DOKHOB_clean,1.777777778,2.241404418,53.11604345,1.246162881,-2.32,-0.146509697,0.26,-0.097222222,6.49,0.904965454,1.17306231,1.144392997,0.766891116,3.991975457,0.154486091,2,0.333733701,4.085976313,5.731873777,0,29,63.546,140,4.48,6.7,119,7.726,8.933,46.068,78.2,24.5,-0.31,1,1,0.3,,180,12,1.30527
AZAVUU_clean,3.617647059,3.2,68.0962344,1.805432393,-2.4,-1.247519965,-0.436226415,0.777382716,6.906666667,0.55723264,0.647091723,0.904131179,0.785523966,11.46158963,0.141093927,18,0.342116693,5.831149071,10.06813695,1.486378941,29,63.546,140,4.48,6.7,119,7.726,8.933,73.0938,153,36.7,-1.01,0,1,0.22,,180,24,1.18498
AZAWAB_clean,3.617647059,3.2,68.0962344,1.805432393,-2.4,-1.247519965,-0.436226415,0.777382716,6.906666667,0.55723264,0.647091723,0.904131179,0.785523966,11.46158963,0.141093927,18,0.342116693,5.831149071,10.06813695,1.486378941,29,63.546,140,4.48,6.7,119,7.726,8.933,101.147,177,9.2,-0.52,0,1,0.2,,180,24,1.11309
REYMOZ_clean,1,1,1.016064,1.115081704,-4.836734694,-2.855387314,0.274376417,1.54399093,7.551020408,0.597938845,0.568115942,2.437880496,0.97234548,4.855187367,0.129261705,3,0.68388361,4.123093976,0,0,29,63.546,140,4.48,6.7,119,7.726,8.933,18.015,100,78.5,-1.38,1,1,0.82,,180,24,0.883255
RIFGAQ_clean,1,1,1.016064,1.115081704,-4.836734694,-2.855387314,0.274376417,1.54399093,7.551020408,0.597938845,0.568115942,2.437880496,0.97234548,4.855187367,0.129261705,3,0.68388361,4.123093976,0,0,29,63.546,140,4.48,6.7,119,7.726,8.933,18.015,100,78.5,-1.38,1,1,0.82,,180,24,0.879718
ASUKEE01_clean,1.777777778,2.241404418,53.11604345,1.246162881,-2.32,-0.146509697,0.26,-0.097222222,6.49,0.904965454,1.17306231,1.144392997,0.766891116,3.991975457,0.154486091,2,0.333733701,4.085976313,5.731873777,0,29,63.546,140,4.48,6.7,119,7.726,8.933,18.015,100,78.5,-1.38,1,1,0.82,7,180,72,1.18884
WEGKIE_clean,1,1,1.016064,1.115081704,-4.836734694,-2.855387314,0.274376417,1.54399093,7.551020408,0.597938845,0.568115942,2.437880496,0.97234548,4.855187367,0.129261705,3,0.68388361,4.123093976,0,0,29,63.546,140,4.48,6.7,119,7.726,8.933,18.015,100,78.5,-1.38,1,1,0.82,14,180,72,1.1494
WURNOO_clean,2.722222222,2.153846154,80.756181,1.221022757,-4.767361111,-1.272218524,1.17562724,0.455602258,6.972222222,0.65728106,0.861505955,0.812440978,0.762812098,5.220608776,0.148494836,3,0.361441503,4.290459441,6.423399144,0,29,63.546,140,4.48,6.7,119,7.726,8.933,18.015,100,78.5,-1.38,1,1,0.82,5,180,312,1.32896
FATQID_clean,3.222222222,2.620689655,65.51237524,1.327294395,-9.017531045,-3.495574228,0.404062301,0.606965073,6.952520088,0.593750556,0.784890212,0.898042024,0.777430068,8.012427189,0.145202692,6,0.370022765,4.826311735,7.875588337,0.099173554,29,63.546,140,4.48,6.7,119,7.726,8.933,73.0938,153,36.7,-1.01,0,1,0.22,1,85,24,0.606791
GUCHUJ_clean,1.363636364,1,13.1048064,1.019933571,-0.875,-1.434921216,0.506944444,1.653277052,7.243055556,0.654480144,0.492725163,1.481630328,1.055633456,5.365693136,0.121691767,4,0.761105362,4.359908829,0,0,29,63.546,140,4.48,6.7,119,7.726,8.933,18.015,100,78.5,-1.38,1,1,0.82,14,150,24,1.43835
KIJRUS_clean,3.60199005,3.210084034,65.19217464,1.529648354,-17.28414901,-5.33360679,0.13237209,0.646194145,6.842951059,0.566222073,0.754706874,0.897921629,0.760084531,12.06628554,0.146422205,14,0.284959454,5.585374244,9.357489365,0.396286093,29,63.546,140,4.48,6.7,119,7.726,8.933,73.0938,153,36.7,-1.01,0,1,0.22,2,60,48,0.697914
MOYYEF_clean,2.575757576,2.192307692,63.35518831,1.279336594,-6.265306122,-2.346142607,0.511904762,0.857967429,7.25,0.603189781,0.688339921,1.058373918,0.791304728,6.14006693,0.144940769,4,0.379940618,4.460144414,6.950088631,0,29,63.546,140,4.48,6.7,119,7.726,8.933,73.0938,153,36.7,-1.01,0,1,0.22,,60,48,0.950247
ONIXOZ_clean,3.220338983,3.509090909,88.02301753,1.578232542,-12.96,-5.970323615,-0.593703704,1.180555556,7.09,0.552391461,0.644667832,1.193815819,0.860549568,10.15025376,0.136773755,12,0.489472139,5.379897354,9.01632129,0.843587389,29,63.546,140,4.48,6.7,119,7.726,8.933,73.0938,153,36.7,-1.01,0,1,0.22,0,65,48,0.909707
LUSYEF_clean,2.984848485,2.724137931,71.36183293,1.59895877,-5.12,-2.62294545,0.20013913,0.943366938,7.0016,0.539530935,0.637924178,1.074683385,0.808361653,8.933249993,0.139350997,8,0.403099073,5.281933887,8.930828478,0.148964391,29,63.546,140,4.48,6.7,119,7.726,8.933,73.0938,153,36.7,-1.01,0,1,0.22,1,70,48,0.734641
PELRIJ_clean,3.333333333,3.391304348,89.92814033,1.346772236,-16.93197279,-7.126626862,-0.043360434,0.620733479,7.174603175,0.778073004,0.69924812,0.992286737,0.800342589,12.58927834,0.139824112,9,0.517457009,5.270432163,7.731546876,0.507805326,29,63.546,140,4.48,6.7,119,7.726,8.933,73.0938,153,36.7,-1.01,0,1,0.22,1,70,48,0.51708
NUBPIL_clean,1.575757576,1.285714286,8.78976,1.310120436,-4.8336,-2.289018009,-0.435,0.864505983,7.28,0.694804765,0.783216783,1.665091636,0.895081611,5.133509154,0.133952829,3,0.650034679,4.420345499,6.136257968,0,29,63.546,140,4.48,6.7,119,7.726,8.933,73.0938,153,36.7,-1.01,0,1,0.22,2,80,48,0.608967
MAQRAA_clean,1,1,1.016064,0.917131071,-2.973333333,-5.553225414,4.636604938,1.607953274,14.38222222,0.598416783,0.611779345,1.663673279,0.968040898,3.402785684,0.190531935,2,0.802431023,3.803880847,0,0,29,63.546,140,4.48,6.7,119,7.726,8.933,87.12,165,37.8,-0.77,0,1,0.25,,110,48,1.20561
LUMZEA_clean,1,2.241404418,53.11604345,0.6294354,-4.826666667,-0.736177238,-4.622222222,1.005291005,9.555555556,0.820698548,0.74609375,0,1.116590191,4.055206792,0.145189813,0,0.938525921,2.48490665,0,0,29,63.546,140,4.48,6.7,119,7.726,8.933,18.015,100,78.5,-1.38,1,1,0.82,,120,50,1.82686
GEGDED_clean,2.972972973,3.507462687,91.38506109,1.36073443,-23.5083737,-15.37328502,-0.627780524,1.025683697,7.792387543,0.818773528,0.805026788,1.104129165,0.938197255,13.0965343,0.140467232,12,0.625767984,5.463831805,7.299290482,1.288031833,29,63.546,140,4.48,6.7,119,7.726,8.933,18.015,100,78.5,-1.38,1,1,0.82,0,60,72,0.838883
DICKEH_clean,3.129411765,3.225,83.07527427,1.591352248,-11.45486111,-4.60443034,-0.267113095,0.983671171,6.692708333,0.594666589,0.657319674,1.016534618,0.835160278,11.11843933,0.137920735,8,0.402784125,5.169062531,8.444272975,0.272217121,29,63.546,140,4.48,6.7,119,7.726,8.933,73.0938,153,36.7,-1.01,0,1,0.22,0,65,72,0.522471
HULCOI_clean,3.034482759,3.368421053,81.84754151,1.305150038,-16.52662722,-7.296510381,0.173410956,1.047457546,7.378698225,0.857213894,0.680886211,1.12605763,0.942733331,14.72215498,0.132894324,12,0.705827635,5.420534999,7.461137392,0.644628099,29,63.546,140,4.48,6.7,119,7.726,8.933,73.0938,153,36.7,-1.01,0,1,0.22,1,75,72,0.593799
ODEZAB_clean,2.951612903,2.761904762,71.49587632,1.570238659,4.903686088,-1.690659898,0.514092329,0.764474474,7.4078478,0.644106875,0.739798319,0.828461314,0.852955666,9.106622358,0.136657554,10,0.461598116,5.369474561,9.122809968,0.305887154,29,63.546,140,4.48,6.7,119,7.726,8.933,73.0938,153,36.7,-1.01,0,1,0.22,2,80,72,0.799101
PORVID_clean,1.363636364,1,13.1048064,1.019933571,-0.875,-1.434921216,0.506944444,1.653277052,7.243055556,0.654480144,0.492725163,1.481630328,1.055633456,5.365693136,0.121691767,4,0.761105362,4.359908829,0,0,29,63.546,140,4.48,6.7,119,7.726,8.933,18.015,100,78.5,-1.38,1,1,0.82,1,80,72,1.40599
MAYKOO_clean,3,2.575,61.38343112,1.42034672,-9.659131469,-3.405143359,0.124022563,0.876357267,7.120761452,0.581459593,0.692841866,1.105753748,0.796872194,8.331469468,0.14315113,7,0.380337887,4.92906364,8.15666261,0.099173554,29,63.546,140,4.48,6.7,119,7.726,8.933,73.0938,153,36.7,-1.01,0,1,0.22,2,85,72,0.603307
FABGOG_clean,1.333333333,1,1.016064,1.071789092,-3.015625,-1.084244076,-1.208333333,0.793813217,7.75,0.798668268,0.903726708,1.583960626,0.949545569,3.909592338,0.139876705,1,0.736350379,3.593881725,0,0,29,63.546,140,4.48,6.7,119,7.726,8.933,32.042,64.7,32.7,-0.77,1,1,0.32,,90,72,1.54791
PEKZIP_clean,1.777777778,2.241404418,53.11604345,1.246162881,-2.32,-0.146509697,0.26,-0.097222222,6.49,0.904965454,1.17306231,1.144392997,0.766891116,3.991975457,0.154486091,2,0.333733701,4.085976313,5.731873777,0,29,63.546,140,4.48,6.7,119,7.726,8.933,18.015,100,78.5,-1.38,1,1,0.82,,180,72,1.41548
GUHMIH_clean,2.423076923,2.666666667,60.02731043,1.227502541,-4.671280277,-1.832758834,-0.431043005,0.017723266,7.321799308,1.059861772,0.869247054,0.893655611,0.738549052,8.281036002,0.153661634,2,0.577032138,4.350277936,4.780173362,0.033057851,29,63.546,140,4.48,6.7,119,7.726,8.933,18.015,100,78.5,-1.38,1,1,0.82,2,120,96,0.498432
ADASEF_clean,2.78,2.780487805,68.89529656,1.360240886,-7.520661157,-2.901076165,-0.229402821,0.728200626,6.855831038,0.597763735,0.664741825,1.400565351,0.763735328,7.180994691,0.135329898,6,0.646664728,4.798884927,7.773150664,0.096922763,29,63.546,140,4.48,6.7,119,7.726,8.933,73.0938,153,36.7,-1.01,0,1,0.22,,75,40,0.435607
AVUDAX_clean,3.037037037,2.75,57.37767829,1.471603783,-7.633136095,-5.807506657,0.121116864,-0.02230369,6.982248521,0.691090568,1.226285545,1.125924005,0.730018482,7.526864599,0.151026114,3,0.774443685,4.761104988,7.403213426,0,29,63.546,140,4.48,6.7,119,7.726,8.933,32.042,64.7,32.7,-0.77,1,1,0.32,,25,672,0.998153
BAHGUN02_clean,2.336871941,2.241404418,53.11604345,0.659084349,-2.87755102,-1.240526058,2.326530612,0.741043084,7.530612245,0.738056826,0.804186047,1.149391391,0.840139128,3.126481016,0.140094663,1,0.599494324,3.548179572,0,0,29,63.546,140,4.48,6.7,119,7.726,8.933,18.015,100,78.5,-1.38,1,1,0.82,,180,72,1.52235
BEXVEH_clean,2.823529412,3.444444444,93.59317444,1.281940451,-8.282548476,-5.46662071,-0.915512465,1.164529112,7.620498615,0.686072733,0.733353866,1.131370271,0.923125869,8.129438437,0.136156892,6,0.605930447,4.714024591,6.848668537,0.363228242,29,63.546,140,4.48,6.7,119,7.726,8.933,87.12,165,37.8,-0.77,0,1,0.25,1,80,48,0.782835
BOWNUY_clean,3.11627907,2.846153846,97.14666877,1.376582146,-5,-2.279572015,0.314009662,0.037928669,5.555555556,0.634000692,0.746296296,1.164154927,0.563554628,5.856072101,0.122247095,6,1.147962273,4.835289351,7.869076139,0,29,63.546,140,4.48,6.7,119,7.726,8.933,73.0938,153,36.7,-1.01,0,1,0.22,1,85,48,0.770284
BUQWER_clean,1,2.241404418,53.11604345,0.804261561,-2.87755102,-1.812354048,-2.387755102,0.724376417,7.530612245,0.842492021,0.783023256,0,0.840139128,3.095780564,0.140622997,1,0.599735986,3.548179572,0,0,29,63.546,140,4.48,6.7,119,7.726,8.933,73.0938,153,36.7,-1.01,0,1,0.22,2,25,336,1.26322
CUGVUX_clean,1,1,1.016064,1.115081704,-4.836734694,-2.855387314,0.274376417,1.54399093,7.551020408,0.597938845,0.568115942,2.437880496,0.97234548,4.855187367,0.129261705,3,0.68388361,4.123093976,0,0,29,63.546,140,4.48,6.7,119,7.726,8.933,18.015,100,78.5,-1.38,1,1,0.82,14,120,96,1.65115
DANROC_clean,1,1,1.016064,0.820480361,-4.026465028,-0.499168847,5.403591682,1.80336764,9.183364839,0.698263468,0.71009838,2.512848339,0.939875131,5.812617433,0.177307565,0,0.782374703,2.772588722,0,0,29,63.546,140,4.48,6.7,119,7.726,8.933,73.0938,153,36.7,-1.01,0,1,0.22,11,25,168,1.18504
DARBUU_clean,2.336871941,2.241404418,53.11604345,1.221480226,0,0,0.413415537,-6.222222222,6.888888889,0.732577445,1.973684211,1.149391391,0.573647295,0.294579761,0.144038697,0,0.75,0,0,0,29,63.546,140,4.48,6.7,119,7.726,8.933,72.106,66,7.6,0.46,0,1,0.28,,120,72,1.3326
DEJCIF_clean,1,2.241404418,53.11604345,0.790545033,-1.335640138,-1.466529157,-2.044668135,1.132240805,7.467128028,0.809553411,0.650273224,0,0.953963251,3.918430998,0.126972744,2,0.736403564,3.907010464,0,0,29,63.546,140,4.48,6.7,119,7.726,8.933,73.0938,153,36.7,-1.01,0,1,0.22,,85,12,1.37299
DITYEM_clean,3.04,2.428571429,51.70665914,1.306592845,-1.832840237,-1.522806969,-0.399885474,-0.067606799,6.479289941,0.848600766,0.941690023,1.012837932,0.810225129,5.501315634,0.13917605,4,0.599266024,4.547276208,7.195714657,0,29,63.546,140,4.48,6.7,119,7.726,8.933,18.015,100,78.5,-1.38,1,1,0.82,,160,72,1.84238
EBATUZ_clean,3.033333333,3.461538462,78.85352757,1.553824736,-11.76331361,-6.157269545,-0.366267217,0.922210268,6.792899408,0.548295413,0.686931818,1.215485954,0.794122861,10.57626637,0.140279378,8,0.380666436,5.392490537,9.297755834,0.165085195,29,63.546,140,4.48,6.7,119,7.726,8.933,73.0938,153,36.7,-1.01,0,1,0.22,0,85,24,0.59675
EJOQUR_clean,3.14516129,2.689655172,93.48307262,1.316712256,-2.031020408,-2.454582235,-0.832818693,1.234619005,7.335510204,0.839718066,0.582672095,0.969494625,0.951599232,7.074139546,0.128309375,6,0.631523499,4.731802837,7.187137377,0,29,63.546,140,4.48,6.7,119,7.726,8.933,73.0938,153,36.7,-1.01,0,1,0.22,,85,16,0.926552
ENESOH_clean,2.818181818,2.473684211,61.49906705,1.227882849,-4.264650284,-0.742784362,0.122063192,0.000830225,7.194706994,1.003261367,0.975578406,1.026747706,0.639855763,5.527415685,0.139864088,1,0.928783559,4.079653847,5.210851341,0,29,63.546,140,4.48,6.7,119,7.726,8.933,18.015,100,78.5,-1.38,1,1,0.82,,85,96,0.639206
EPOTAF_clean,2.842105263,3.090909091,62.82975622,1.317414515,-23.71401764,-12.87950331,0.939545639,0.581210515,7.721523738,0.93666343,0.918151953,0.981195343,0.868660162,12.51754653,0.151103339,8,0.487105402,5.204006687,6.900982395,0.494643404,29,63.546,140,4.48,6.7,119,7.726,8.933,73.0938,153,36.7,-1.01,0,1,0.22,2,80,24,0.575241
EXOZIB_clean,2.161290323,1.923076923,63.18022642,1.199758797,-0.852071006,-1.932030257,2.358847108,1.089773474,8.698224852,1.122523781,0.642121212,0.897487561,0.891496489,7.505265135,0.143450063,0,0.923362558,4.612642201,6.090036447,0,29,63.546,140,4.48,6.7,119,7.726,8.933,18.015,100,78.5,-1.38,1,1,0.82,,25,504,0.860889
FECXES_clean,2.972972973,3.507462687,91.38506109,1.36073443,-23.5083737,-15.37328502,-0.627780524,1.025683697,7.792387543,0.818773528,0.805026788,1.104129165,0.938197255,13.0965343,0.140467232,12,0.625767984,5.463831805,7.299290482,1.288031833,29,63.546,140,4.48,6.7,119,7.726,8.933,18.015,100,78.5,-1.38,1,1,0.82,1,100,72,0.833076
GAWMAU_clean,2.909090909,2.525423729,66.90476508,1.243648467,-1.027681661,0.920555233,-0.026344763,1.34636607,8.498269896,0.72164596,0.861134672,0.94761991,1.059540635,8.959366842,0.137022854,3,1.01053363,4.415824014,6.506157682,0,29,63.546,140,4.48,6.7,119,7.726,8.933,18.015,100,78.5,-1.38,1,1,0.82,11,25,168,1.56228
GEWXAJ_clean,2.336871941,2.241404418,53.11604345,1.221480226,-2.36,-1.493464599,0.413415537,-0.071428571,7.84,0.682359055,1.143822394,1.149391391,0.933357423,1.76415453,0.129870544,0,1.280731189,3.107944264,0,0,29,63.546,140,4.48,6.7,119,7.726,8.933,18.015,100,78.5,-1.38,1,1,0.82,14,120,72,1.6967
GIXMUX_clean,2.428571429,2,34.7672395,1.281945311,-4.444444444,-1.116558424,-0.285714286,-0.074277128,6.5,0.968377985,1.226454294,1.069316475,0.769996319,5.191873355,0.160801511,2,0.285574587,4.166665224,6.305818978,0,29,63.546,140,4.48,6.7,119,7.726,8.933,18.015,100,78.5,-1.38,1,1,0.82,,100,24,1.29032
GUJREK_clean,3.063492063,3.085714286,82.74780607,1.683232052,2.390530438,-2.425417254,0.539381593,0.499993728,9.241723033,0.871086256,0.666161198,0.983917752,0.778091943,8.868530419,0.153878893,10,0.617304513,5.328482781,8.564207971,0.188760331,29,63.546,140,4.48,6.7,119,7.726,8.933,18.015,100,78.5,-1.38,1,1,0.82,,140,5,1.23624
HAWZEM_clean,2.336871941,2.241404418,53.11604345,0.659084349,-2.87755102,-1.240526058,2.326530612,0.741043084,7.530612245,0.738056826,0.804186047,1.149391391,0.840139128,3.126481016,0.140094663,1,0.599494324,3.548179572,0,0,29,63.546,140,4.48,6.7,119,7.726,8.933,73.0938,153,36.7,-1.01,0,1,0.22,,120,120,1.28408
JUTCIM_clean,2.386666667,3.117647059,154.4939034,1.35990758,1.802469136,-2.875963834,0.252541757,2.232118362,5.608024691,0.602385658,0.463280714,1.602781749,0.550707248,7.076927772,0.121692587,8,0.957790718,4.987025428,7.765933466,0.066115702,29,63.546,140,4.48,6.7,119,7.726,8.933,87.12,165,37.8,-0.77,0,1,0.25,7,85,24,0.734143
KADLOT_clean,2.8125,1.928571429,81.67981807,1.180263995,-5.028355388,-2.73216155,0.606124764,0.432384653,6.945179584,0.615723289,0.885966298,0.834885662,0.800405608,5.15515132,0.143316951,3,0.495815704,4.290459441,6.423399144,0,29,63.546,140,4.48,6.7,119,7.726,8.933,73.0938,153,36.7,-1.01,0,1,0.22,,85,48,0.97843
LABJUV_clean,3.027027027,2.540540541,52.94695111,1.710365655,0.059027778,1.373971143,-0.217013889,-0.072526159,6.248263889,0.810601298,1.088135991,1.040926011,0.759317172,7.631694621,0.149715882,8,0.26780963,5.177561165,8.789050714,0.03264973,29,63.546,140,4.48,6.7,119,7.726,8.933,41.052,81.6,37.5,-0.34,0,1,0.26,,175,72,2.35598
LAGHIL_clean,1,2.241404418,53.11604345,0.804261561,-2.87755102,-1.812354048,-2.387755102,0.724376417,7.530612245,0.842492021,0.783023256,0,0.840139128,3.095780564,0.140622997,1,0.599735986,3.548179572,0,0,29,63.546,140,4.48,6.7,119,7.726,8.933,32.042,64.7,32.7,-0.77,1,1,0.32,,65,6,1.2735
LEVDIB_clean,3.214285714,3.163265306,107.5303877,1.731847341,-3.299307958,-4.603857456,-0.413804135,0.706757497,10.77249135,0.602861663,0.660399553,1.034804065,0.839933718,10.92002091,0.146348446,14,0.434918235,5.707110265,9.774493396,0.6852362,29,63.546,140,4.48,6.7,119,7.726,8.933,73.0938,153,36.7,-1.01,0,1,0.22,2,90,48,0.771367
LIKDOA_clean,2.192982456,1.45,86.1177771,1.384693029,-5.972318339,-3.673591249,-0.40007008,1.047931885,7.53633218,0.570908657,0.695575568,0.773312078,0.807366785,6.563369322,0.150165467,0,0.468147167,4.553876892,7.389563954,0,29,63.546,140,4.48,6.7,119,7.726,8.933,73.0938,153,36.7,-1.01,0,1,0.22,2,65,48,0.536397
MAQBIS_clean,1.923076923,1.666666667,41.98516645,1.347231912,12.61157025,-0.656034862,-3.01878874,0.423706765,8.126033058,1.011590685,0.910616062,1.568444016,0.911933762,6.930276993,0.134785228,8,0.557420883,4.80811103,7.450651717,0.066115702,29,63.546,140,4.48,6.7,119,7.726,8.933,73.0938,153,36.7,-1.01,0,1,0.22,,70,24,0.674777
MEHMET_clean,3.588235294,3.970588235,99.04256274,1.698757287,-16,-6.825763677,-0.46741453,1.00308642,6.076388889,0.622537857,0.658627087,0.98033107,0.852925526,15.20787002,0.134962408,12,0.380364153,5.666426688,9.270217656,0.397306397,29,63.546,140,4.48,6.7,119,7.726,8.933,73.0938,153,36.7,-1.01,0,1,0.22,2,80,48,0.408796
MUNDAC_clean,1,1,1.016064,1.023016303,-4.335640138,-3.044781431,-0.952422145,1.141500064,7.467128028,0.788266834,0.692498758,2.024221547,0.953963251,4.085904574,0.129537274,2,0.736246504,3.876395828,0,0,29,63.546,140,4.48,6.7,119,7.726,8.933,73.0938,153,36.7,-1.01,0,1,0.22,1,85,48,1.37281
MUNDOQ_clean,2.666666667,2.16,67.95983264,1.271406582,-6.621399177,-3.189835381,0.012012012,0.817068391,7.185185185,0.667443338,0.738512949,1.120117463,0.825358371,6.086981914,0.140382564,4,0.492418843,4.460144414,6.950088631,0,29,63.546,140,4.48,6.7,119,7.726,8.933,73.0938,153,36.7,-1.01,0,1,0.22,0,85,12,0.845802
OWIZAW_clean,3.012820513,3.366412214,64.66719143,1.700969702,-18.8185034,-3.795321243,0.28381933,0.452384623,6.436643991,0.581637397,0.765113806,0.88323692,0.742350371,17.09414144,0.147069928,16,0.19810326,5.96870756,9.576477595,0.710131619,29,63.546,140,4.48,6.7,119,7.726,8.933,101.147,177,9.2,-0.52,0,1,0.2,2,80,48,0.378656
OYIVIC_clean,2.8,2.142857143,133.819596,1.059622731,-3.96,-1.979860904,1.480588235,0.55015905,6.89,0.663336096,0.67287705,0.389417582,0.736221989,4.764758548,0.130895652,3,0.816655557,4.243123698,5.88556135,0,29,63.546,140,4.48,6.7,119,7.726,8.933,73.0938,153,36.7,-1.01,0,1,0.22,,90,72,1.19582
PEWLUA_clean,3.387096774,4.055555556,87.49626644,1.451900084,-18.35946746,-7.45990778,-0.340236686,0.856443894,6.609467456,0.61443469,0.666934833,1.193647878,0.825973158,13.68628001,0.129899949,15,0.69665256,5.773386271,9.354535408,0.786066728,29,63.546,140,4.48,6.7,119,7.726,8.933,73.0938,153,36.7,-1.01,0,1,0.22,2,85,18,0.588936
PODKUQ_clean,3.344827586,3.348314607,67.80327852,1.469997345,-25.46990741,-8.537920881,-0.160213244,0.640710383,6.672839506,0.602168148,0.707450302,1.133604125,0.754179574,18.97578267,0.136688993,21,0.529059572,6.078501965,9.692671995,0.421181512,29,63.546,140,4.48,6.7,119,7.726,8.933,73.0938,153,36.7,-1.01,0,1,0.22,0,80,24,0.425765
QEPZOB_clean,2.773913043,2.610062893,49.90173996,1.653609333,18.82548476,3.215753525,0.370096506,0.017485018,6.466066482,0.788854842,0.98885165,0.943932037,0.768468364,9.207224075,0.160934631,16,0.190903492,5.55101972,9.284068473,0.132639527,29,63.546,140,4.48,6.7,119,7.726,8.933,32.042,64.7,32.7,-0.77,1,1,0.32,,25,240,0.930353
QIWCOQ_clean,3.947368421,3.529411765,81.31413576,1.322998775,-18.24793388,-5.996939954,0.160668416,0.468174569,6.927169421,0.706860842,0.846596099,0.848473519,0.763810047,13.55616374,0.140354515,12,0.53562985,5.772997544,9.130755893,0.966048362,29,63.546,140,4.48,6.7,119,7.726,8.933,73.0938,153,36.7,-1.01,0,1,0.22,2.4,100,48,0.88756
RAZGOQ_clean,1,1,1.016064,0.811606978,-1.777777778,-1.424079737,-1.4375,1.912280702,8.666666667,0.7457462,0.624177632,1.78628301,1.018636793,5.650510384,0.144003515,0,0.855390173,3.713572067,0,0,29,63.546,140,4.48,6.7,119,7.726,8.933,18.015,100,78.5,-1.38,1,1,0.82,14,25,252,1.6171
RONWIA_clean,2.336871941,2.241404418,53.11604345,1.221480226,0,0,0.413415537,-6.222222222,6.888888889,0.732577445,1.973684211,1.149391391,0.573647295,0.294579761,0.144038697,0,0.75,0,0,0,29,63.546,140,4.48,6.7,119,7.726,8.933,18.015,100,78.5,-1.38,1,1,0.82,3,5,252,1.11758
SEYNAM_clean,2.336871941,2.241404418,53.11604345,0.534767986,-2.198347107,-0.344356039,8.462809917,1.853174603,9.355371901,1.280850935,0.81432573,1.149391391,1.091473028,3.143695028,0.13775054,0,0.958206291,1.945910149,0,0,29,63.546,140,4.48,6.7,119,7.726,8.933,18.015,100,78.5,-1.38,1,1,0.82,,25,252,1.21074
TAPKAY_clean,1.636363636,1.266666667,10.0180416,1.228482949,-11.30484694,-12.00610861,-0.061935356,1.75947657,16.0255102,1.098437451,0.577998498,0.940079591,1.290051161,4.227007247,0.27440823,1,1.06042397,4.02087741,0,0,29,63.546,140,4.48,6.7,119,7.726,8.933,18.015,100,78.5,-1.38,1,1,0.82,,160,120,2.00081
VETMIS_clean,3.403508772,3.456140351,64.68419335,1.595649933,-29.08333333,-6.510757069,-0.093939839,0.436265332,6.574759945,0.728532146,0.805209187,1.014162285,0.760088629,20.74575794,0.14550397,21,0.262342519,6.516193076,10.35335985,1.510866238,29,63.546,140,4.48,6.7,119,7.726,8.933,87.12,165,37.8,-0.77,0,1,0.25,0,85,72,0.311959
VOFFED_clean,2.588235294,2.428571429,51.70665914,1.112696737,-4.714625446,-1.396955745,0.178876079,-0.014139913,6.639714625,0.838828755,1.177561753,0.949581728,0.78031827,6.520667727,0.187604061,2,0.266461167,4.069026754,5.432902891,0,29,63.546,140,4.48,6.7,119,7.726,8.933,18.015,100,78.5,-1.38,1,1,0.82,,90,24,1.20352
LATPIG_clean,2.336871941,2.241404418,53.11604345,1.221480226,-0.703125,-0.58535886,0.413415537,-0.248934659,7.5,0.832056377,1.225935829,1.149391391,0.921036961,1.333620176,0.130367917,0,1.1625,2.883403089,0,0,30,65.39,139,4.45,6.4,-60,9.394,7.134,18.015,100,78.5,-1.38,1,1,0.82,,60,24,1.53602
QUQFIS_clean,3.220338983,3.509090909,88.02301753,1.578232542,-12.96,-5.970323615,-0.593703704,1.180555556,7.09,0.552391461,0.644667832,1.193815819,0.860549568,10.15025376,0.136773755,12,0.489472139,5.379897354,9.01632129,0.843587389,30,65.39,139,4.45,6.4,-60,9.394,7.134,73.0938,153,36.7,-1.01,0,1,0.22,,65,24,0.862455
RUGZAW_clean,3.353535354,2.803571429,59.8187772,1.497167282,-8.364839319,-2.351118815,-0.063839004,0.487687792,6.771266541,0.651485792,0.789571488,0.958422495,0.770474808,8.691700248,0.144069469,8,0.365049893,5.093750201,8.568545547,0.214876033,30,65.39,139,4.45,6.4,-60,9.394,7.134,73.0938,153,36.7,-1.01,0,1,0.22,,70,72,0.92991
